id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,assist,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/19/value
2521696035,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-03-18T16:11:25.805Z,2023-03-18T17:25:47Z,4106096471,59,"1, 66, 2, 6, 20, 5, 19, 28, 9, 7, 96, 4, 8, 11, 14, 16, 21, 29, 42, 70",4106664651,197,618,4106096475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4106096467,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 1nrxtmfkuqg2uz7pvgcgwgj4l, 3xtzd4wqoq2b6ak1k2tep9oet, inbrwc7gw6d1z8x60nl0padx, av4e1au7cz1s6rmz5u45l4yjt, 2lkra7wic5b481l7qybjh8lx, d25hyz1ov3mdflbnbyc9okrmd, 6wjktx17kp8g29h9gw27lwez9, 36cdm30lm4hf1t6ajakity8k5, 1jfxkmks9lci345fiz9z2gfl5, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, 5muk6frafyj5lj1jdg54z2thx, hki3chjlidmwubff6srauj56, 14dpnweb51v7re2xa3qkpulex, c4zklinh3sa5kchbvjugn0s0l, 2ghv5nqgyn0wv9ekdx1ow0445, cotgnu5iq5oiiwo9t5yp5lel0, 574pdpfxal0lsopnsnz17ciqd",4106096469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4106096477,194,36cdm30lm4hf1t6ajakity8k5,4106096473,130,8,4106096479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521717039,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-03-18T16:21:12.030Z,2023-03-18T17:42:35Z,4106664875,197,3238,4106206671,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, d597taqcmedln0e50xgdyt8gk, 4c540mry6f9esodej103n6xka, 9brcp1e0kz59x1g4j73a54m50, 1x2kly8qv2vxujs6d0tgdt0id, bia0lpc5wkxjcyc92d12apas5, 5brwa0y63724t6s3y6gtz28yx, 7rno5g3b18rzi95yfx6u9bs9h, 6q8kbaw3h6n77ekwl6fr0e9qt, 9j37dmdxamf5ykbw9l24wlt6, bzvpk1shkgjuuzmr0e7mrfaad, a7sgm3cmjoxjjxanrad02l2lm, aervyzt3cfxxktpj81yjxo9d6, 3ps4l9x2ndwkypm1y4z6h5uxh, 9p1b5iftds5x02tx2eyseaklx, 8hw7lxbdh3zllchj5arfyc8np, 9kbzdpxg4ud1m8wppt1s1roq, 591kms3hpu9j70pl9an3kfx90, c12jn6s39vsx86muur0cv16hg",4106206675,59,"48, 2, 12, 16, 5, 32, 99, 98, 27, 11, 15, 1, 6, 8, 13, 14, 17, 70, 20, 49",4106206683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4106206681,194,6q8kbaw3h6n77ekwl6fr0e9qt,4106206677,130,5,4106206673,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4106206679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804811,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-03-18T17:30:37.483Z,2023-03-18T17:30:40Z,4106678661,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804789,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-03-18T17:30:37.483Z,2023-03-31T10:29:11Z,4106678523,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804835,3,1,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,49.8,50,2023-03-18T17:30:37.511Z,2023-03-31T12:44:52Z,4106678763,279,S,4106678755,140,25.5,4106678761,213,3.5,4106678759,212,27.2,4149816735,178,,4106678753,56,Back,4106678757,141,36.3,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523272465,637,1,1,0,1,7dkxxicrwn77jpdfkwpnlnnyn,1,37.4,41.2,2023-03-18T17:30:38.927Z,2023-03-31T12:45:00Z,4114486425,56,Back,4114486433,213,1.9,4114486429,141,55.9,4114486427,140,34.1,4114486431,212,10.6,4149816753,178,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523272509,638,1,1,0,2,7dkxxicrwn77jpdfkwpnlnnyn,1,35.7,52.7,2023-03-18T17:30:40.203Z,2023-03-31T12:45:06Z,4114486765,212,25.3,4114486761,140,30.5,4114486759,56,Back,4114486763,141,16.4,4114486767,213,4.5,4149816769,178,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804997,4,2,1,0,5,7dkxxicrwn77jpdfkwpnlnnyn,1,25.2,36.9,2023-03-18T17:30:43.086Z,2023-03-31T12:45:12Z,4106679561,7,7rno5g3b18rzi95yfx6u9bs9h,4106679565,56,Center,4149816781,178,,4106679563,1,,4106679569,141,23.6,4106679567,140,60.8,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804897,3,55,1,0,5,c9swyor08g9pedxpe3n321svu,1,30.5,73,2023-03-18T17:30:43.087Z,2023-03-31T12:45:13Z,,,,,,,,,,,,,,,,,,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804999,4,1,1,0,18,c9swyor08g9pedxpe3n321svu,1,33.5,86.6,2023-03-18T17:30:56.160Z,2023-03-31T12:45:29Z,4106679575,5,,4149816853,178,,4106679591,213,4.6,4106679583,56,Back,4106679589,212,27.6,4106679587,141,46.3,4106679585,140,30.1,4106679579,241,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
