id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,qualifier/19/value,assist
2493193621,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2022-12-26T11:43:30.152Z,2022-12-26T12:45:01Z,3955862155,59,"1, 2, 83, 6, 4, 17, 12, 28, 9, 11, 7, 8, 10, 14, 16, 23, 24, 26, 27, 87",3955862157,130,4,3955862161,194,6y9gieuehyt2l41jeh0cucrmd,3955862153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3955862159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955876655,197,615,3955862151,30,"26dlb4txygf7qzukjikr23mxh, 85oc68xls37jerkaimzc1lv8q, 73sjrd456fd075zz1gmoutpuc, 6b717wlx0q8d73hsbgsp90no5, mnfpjrfb77nre55z4ha7b9p1, 6y9gieuehyt2l41jeh0cucrmd, 6w77bixcwoy3qlg568od8wr9, cee8klv6kur6xp1v57uikihg5, 3a2ef34105eqoes4s6zu1310p, aqe0o77dv6114gsbpw3t1iymt, emt3e6x1c9howgtee0hr1hucp, etvu2javyjbzekaw2ro994iqd, 2u7lvws9q3r5yu76aioea6ifp, d9pwgddm81gw3caq3njscahud, 3qjdcqc4mo21w0au4rveeenkl, b60up5thhuxb8e2bj4qry7ecq, eznzwuryd9khv90y1it9dey1h, jzdzefumhn1ch49i21rc2385, 2h2r99zztgquxzs5it347aitx, 9twzw7onygiy3indxm8rtjvu1",3955862163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493193953,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-12-26T11:49:12.275Z,2022-12-26T12:27:07Z,3955864031,130,8,3955876789,197,686,3955864025,30,"86gtnji8gzd7t05si9bzdhcyd, f33frpvsvjp7a8od35j7oxjh1, 2evokue4swxl64cxjuc21u2qy, 68cm9uvlgmi1q5xfki3g31i39, bepcao7uiozczrxbhc7fjjis5, 2gef3rw1e1q3d7qudetpgvbop, bjprfeyv38xb284im3yuu3u21, 8sllxmpst47s6c46fgtv1q47p, 93ysty1r8uw717axrz77q88ut, ytjrtqtximxhs52bfsezogk5, 2h8nzsxn9dbpde8ftaj7hpbrp, cq1rq8a9wnt1dxvxe6fmz9vfu, cstghu0b2nh9pfzn5p6me7jkl, 87g8od8v77pe4m134wu8ipnu, 7ipoeovwu083w9os88ajsr36x, e9vibltkrv53iodnepbqmtzbo, 3qum8ho760i5bw8ejmkjfdec5, d5e7ou0odurdq9omp4tk16ck4, 3m67z6okk8i52z0b6widofxsl, 9e8phbwelzhbdk0bfsuyu4a5m",3955864035,194,68cm9uvlgmi1q5xfki3g31i39,3955864037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955864027,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3955864033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955864029,59,"18, 27, 24, 10, 4, 5, 9, 23, 77, 8, 90, 7, 11, 21, 25, 26, 35, 16, 71, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196217,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2022-12-26T12:30:15.531Z,2022-12-29T14:33:54Z,3955877285,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196213,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-12-26T12:30:15.531Z,2022-12-26T12:30:15Z,3955877281,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196223,3,1,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,49.9,50.1,2022-12-26T12:30:15.533Z,2022-12-31T06:46:18Z,3955877321,212,13.8,3955877315,56,Back,3955877325,279,S,3961541755,178,,3955877319,141,50.6,3955877323,213,3.1,3955877317,140,36.8,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196227,4,1,1,0,1,2ry1fixv27p3xepazsxcuyoho,1,37,49.6,2022-12-26T12:30:17.334Z,2022-12-31T06:46:24Z,3955877349,141,49.9,3961541795,178,,3955877347,140,53.0,3955877353,213,0.0,3955877345,56,Center,3955877351,212,16.8,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196239,5,1,1,0,3,2ry1fixv27p3xepazsxcuyoho,1,53,49.9,2022-12-26T12:30:18.622Z,2022-12-31T06:46:27Z,3961541817,178,,3955877415,141,42.7,3955877419,213,3.7,3955877413,140,46.2,3955877417,212,8.7,3955877411,56,Back,,,,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196243,6,1,1,0,3,2ry1fixv27p3xepazsxcuyoho,0,46.2,42.7,2022-12-26T12:30:19.442Z,2022-12-31T06:46:33Z,3955877435,140,74.4,3955877433,56,Center,3955877439,212,35.0,3955877441,213,0.6,3955877437,141,70.1,3961541857,178,,3955877443,1,,3955877431,155,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196249,3,1,1,0,7,aekjg4wbxaixtwu4aicmiju92,0,23.6,32.6,2022-12-26T12:30:22.571Z,2022-12-31T06:46:39Z,3961541897,388,,3955877481,141,25.8,3955877483,212,15.5,3955877475,3,,3955877479,140,37.7,3955877477,56,Back,3955877485,213,6.0,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196253,7,44,1,0,9,2ry1fixv27p3xepazsxcuyoho,1,63.5,69.3,2022-12-26T12:30:24.793Z,2022-12-31T10:20:25Z,3955877493,56,Center,3955877511,233,4,3955877495,286,,,,,,,,,,,,,,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
