id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2518322333,7,1,1,0,20,6ttwlm6op92r4670oayg5md7h,1,39.8,74.2,2023-03-11T15:01:14.658Z,2023-03-29T10:26:02Z,4148164457,178,,4088253557,212,3.9,4088253559,213,2.3,4088253553,140,37.3,4088253555,141,78.4,4088253551,56,Back,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322409,8,1,1,0,21,6ttwlm6op92r4670oayg5md7h,1,37.1,78.2,2023-03-11T15:01:16.075Z,2023-03-29T10:26:06Z,4148164605,178,,4088253901,213,5.6,4088253897,141,67.9,4088253899,212,10.8,4088253893,56,Back,4088253895,140,44.9,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322421,9,50,1,0,23,6ttwlm6op92r4670oayg5md7h,1,51.4,62.8,2023-03-11T15:01:18.348Z,2023-03-29T10:26:14Z,4088253933,56,Center,4088887839,233,477,4088885341,286,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518443745,477,7,1,0,23,cq4rdp1mkan8zhaw7bmzjdaqk,1,48.6,37.2,2023-03-11T15:01:18.430Z,2023-03-29T10:26:28Z,4100712051,384,,4088887807,233,9,4088887733,285,,4148165385,178,,4088887731,56,Back,,,,,,,,,,7h6e2d1wfa89bvqfmhgm2r3kl,Ahmed Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322461,4,49,1,0,25,cq4rdp1mkan8zhaw7bmzjdaqk,1,44.9,33.4,2023-03-11T15:01:20.150Z,2023-03-29T10:27:40Z,,,,,,,,,,,,,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322559,5,1,1,0,27,cq4rdp1mkan8zhaw7bmzjdaqk,1,36.4,43.7,2023-03-11T15:01:21.997Z,2023-03-29T10:28:05Z,4148168739,178,,4088254585,141,69.1,4088254581,140,32.2,4088254589,212,17.8,4088254591,213,1.8,4088254579,56,Back,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322673,6,1,1,0,29,cq4rdp1mkan8zhaw7bmzjdaqk,1,32.2,69.1,2023-03-11T15:01:24.641Z,2023-03-29T10:28:09Z,4088255159,140,36.4,4088255165,213,5.2,4088255163,212,9.0,4088255161,141,57.5,4148168929,178,,4088255157,56,Back,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322729,7,1,1,0,33,cq4rdp1mkan8zhaw7bmzjdaqk,1,36.1,55.2,2023-03-11T15:01:28.025Z,2023-03-29T10:28:18Z,4088255417,140,43.2,4088255415,56,Back,4148169143,178,,4088255421,212,10.3,4088255419,141,65.7,4088255423,213,0.8,,,,,,,7h6e2d1wfa89bvqfmhgm2r3kl,Ahmed Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322765,8,1,1,0,34,cq4rdp1mkan8zhaw7bmzjdaqk,1,43.2,65.7,2023-03-11T15:01:28.754Z,2023-03-29T10:28:23Z,4088255581,56,Back,4088255583,140,34.8,4088255585,141,52.5,4088255589,213,3.9,4088255587,212,12.6,4148169349,178,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322799,9,1,1,0,36,cq4rdp1mkan8zhaw7bmzjdaqk,1,34.8,52.5,2023-03-11T15:01:30.844Z,2023-03-29T10:29:00Z,4148170563,178,,4088255771,212,7.1,4088255767,141,46.3,4088255775,213,5.6,4088255765,140,40.2,4088255763,56,Back,,,,,,,7h6e2d1wfa89bvqfmhgm2r3kl,Ahmed Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322853,10,1,1,0,37,cq4rdp1mkan8zhaw7bmzjdaqk,1,40.2,46.3,2023-03-11T15:01:31.660Z,2023-03-29T10:32:41Z,4088256079,213,2.5,4088256071,56,Back,4088256073,140,33.6,4088256075,141,53.3,4088256077,212,8.4,4148179117,178,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322921,11,1,1,0,38,cq4rdp1mkan8zhaw7bmzjdaqk,1,33.6,53.3,2023-03-11T15:01:33.567Z,2023-03-29T10:32:45Z,4148179383,178,,4088256411,141,68.1,4088256413,212,15.0,4088256409,140,44.2,4088256415,213,0.7,4088256407,56,Back,,,,,,,7h6e2d1wfa89bvqfmhgm2r3kl,Ahmed Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322983,12,1,1,0,41,cq4rdp1mkan8zhaw7bmzjdaqk,1,46.8,71.1,2023-03-11T15:01:36.357Z,2023-03-29T10:32:50Z,4148179623,178,,4088256727,212,16.9,4088256729,213,1.7,4088256723,140,44.0,4088256725,141,95.6,4088256721,56,Back,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323069,13,1,1,0,43,cq4rdp1mkan8zhaw7bmzjdaqk,1,44,95.6,2023-03-11T15:01:38.059Z,2023-03-29T10:40:33Z,4148197639,178,,4088257179,141,80.5,4088257175,56,Back,4088257183,213,3.9,4088257181,212,15.7,4088257177,140,32.7,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323219,14,1,1,0,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,30.2,77.3,2023-03-11T15:01:40.633Z,2023-03-29T10:40:38Z,4148197913,178,,4088257989,213,4.6,4088257979,56,Back,4088257981,140,26.9,4088257985,212,24.7,4088257983,141,41.3,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323329,15,1,1,0,48,cq4rdp1mkan8zhaw7bmzjdaqk,1,27.1,51.5,2023-03-11T15:01:43.603Z,2023-03-29T10:40:48Z,4088258573,213,1.6,4148198205,178,,4088258571,212,16.9,4088258569,141,76.3,4088258565,140,26.0,4088258561,56,Back,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323385,16,1,1,0,53,cq4rdp1mkan8zhaw7bmzjdaqk,0,38,87.7,2023-03-11T15:01:48.352Z,2023-03-29T10:40:52Z,4088258819,140,46.5,4088258823,212,11.3,4088258825,213,0.7,4088258821,141,98.0,4088258813,56,Back,4148198415,178,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323489,10,49,1,0,54,6ttwlm6op92r4670oayg5md7h,1,58.5,2.6,2023-03-11T15:01:49.549Z,2023-03-29T10:41:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520674559,673,3,1,0,55,6ttwlm6op92r4670oayg5md7h,0,58.6,3.2,2023-03-11T15:01:50.198Z,2023-03-29T10:41:13Z,4100713261,465,,4100713257,56,Right,4100713263,467,idjs50cwxlt56rylhn3znt62,4100713259,286,,4148199529,178,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323551,11,4,1,0,55,6ttwlm6op92r4670oayg5md7h,1,57.9,3.2,2023-03-11T15:01:50.400Z,2023-03-29T10:41:20Z,4088259593,13,,4088259595,56,Right,4088259599,265,,4088259601,286,,4088259597,152,,4088259707,233,17,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323559,17,4,1,0,55,cq4rdp1mkan8zhaw7bmzjdaqk,0,42.1,96.8,2023-03-11T15:01:50.401Z,2023-03-29T10:41:20Z,4088259627,13,,4088259715,233,11,4148199865,389,,4088259631,152,,4088259635,285,,4088259633,265,,4088259629,56,Back,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324141,12,1,1,1,14,6ttwlm6op92r4670oayg5md7h,1,61.8,3.4,2023-03-11T15:02:08.767Z,2023-03-29T10:41:25Z,4088262459,56,Right,4088262461,140,51.4,4148200101,178,,4088262455,152,,4088262465,212,13.4,4088262463,141,14.7,4088262449,5,,4088262467,213,2.5,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324211,13,1,1,1,16,6ttwlm6op92r4670oayg5md7h,1,51.4,14.7,2023-03-11T15:02:11.411Z,2023-03-29T10:41:29Z,4088262831,213,1.9,4088262819,140,38.2,4088262823,141,71.1,4088262833,1,,4088262817,56,Back,4088262827,212,40.8,4148200219,178,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324283,14,1,1,1,19,6ttwlm6op92r4670oayg5md7h,1,38.3,71.1,2023-03-11T15:02:14.564Z,2023-03-29T10:41:33Z,4088263185,56,Left,4088263193,213,0.7,4088263189,141,94.2,4088263191,212,24.6,4088263187,140,56.3,4148200401,178,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324331,15,1,1,1,23,6ttwlm6op92r4670oayg5md7h,1,56.1,95,2023-03-11T15:02:17.869Z,2023-03-29T10:41:49Z,4088263437,56,Left,4088263445,213,4.6,4088263443,212,5.7,4088263441,141,86.6,4148201165,178,,4088263439,140,55.7,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324385,16,1,1,1,24,6ttwlm6op92r4670oayg5md7h,1,55.7,86.6,2023-03-11T15:02:19.411Z,2023-03-29T10:41:54Z,4088263731,141,95.3,4088263733,212,7.7,4088263729,140,51.0,4088263727,56,Left,4088263737,213,2.3,4148201421,178,,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324483,17,1,1,1,26,6ttwlm6op92r4670oayg5md7h,1,48,94.8,2023-03-11T15:02:21.025Z,2023-03-29T10:42:01Z,4088264235,56,Back,4088264239,141,89.0,4088264237,140,31.2,4088264243,213,3.4,4148201717,178,,4088264241,212,18.1,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324559,18,1,1,1,28,6ttwlm6op92r4670oayg5md7h,1,31.3,89,2023-03-11T15:02:23.638Z,2023-03-29T10:42:07Z,4088264579,213,6.2,4088264573,140,60.2,4088264575,141,86.3,4088264571,56,Left,4148202089,178,,4088264569,155,,4088264577,212,30.4,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324569,19,44,1,1,31,6ttwlm6op92r4670oayg5md7h,1,61.7,83.9,2023-03-11T15:02:25.830Z,2023-03-30T12:17:22Z,4088264623,56,Left,4088264625,286,,4088264645,233,18,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324539,18,44,1,1,31,cq4rdp1mkan8zhaw7bmzjdaqk,0,38.3,16.1,2023-03-11T15:02:25.831Z,2023-03-29T10:42:11Z,4088264469,56,Back,4088264473,285,,4088264695,233,19,,,,,,,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324611,20,1,1,1,31,6ttwlm6op92r4670oayg5md7h,1,60.2,86.3,2023-03-11T15:02:25.950Z,2023-03-30T12:17:22Z,4148202599,388,,4088264827,212,10.2,4088264811,168,,4088264815,56,Left,4088264819,140,69.9,4088264809,3,,4088264831,213,6.2,4088264823,141,85.0,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324697,21,1,1,1,33,6ttwlm6op92r4670oayg5md7h,1,70,85,2023-03-11T15:02:28.622Z,2023-03-29T10:42:23Z,4088265241,212,8.5,4088265243,213,1.8,4148202765,178,,4088265237,140,68.2,4088265239,141,97.2,4088265235,56,Left,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325013,22,1,1,1,36,6ttwlm6op92r4670oayg5md7h,1,67,92,2023-03-11T15:02:30.825Z,2023-03-30T12:44:30Z,4088266641,140,90.9,4088280799,154,,4088266645,212,28.7,4088266643,141,71.5,4088280797,210,13,4088903951,4,,4088266639,56,Center,4148202867,178,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,1,4088266647,213,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325199,20,45,1,1,38,cq4rdp1mkan8zhaw7bmzjdaqk,0,8,29.9,2023-03-11T15:02:33.117Z,2023-03-29T10:42:33Z,4088268567,233,24,4088267463,285,,4088267461,56,Back,,,,,,,,,,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325425,24,3,1,1,38,6ttwlm6op92r4670oayg5md7h,1,92,70.1,2023-03-11T15:02:33.117Z,2023-03-29T10:42:33Z,4148203033,178,,4088268475,286,,4100714989,465,,4088268471,56,Center,4088268519,233,20,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325021,23,13,1,1,39,6ttwlm6op92r4670oayg5md7h,1,97.7,70.9,2023-03-11T15:02:34.165Z,2023-03-30T12:44:30Z,4088280829,231,66.8,4088280823,103,1.4,4088280821,102,59.8,4088908613,391,,4088280811,73,,4088280813,29,,4088266699,56,Center,4100716009,215,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,4088266697,65,,4088280817,55,22,4088278111,72,4148203285,178,4088280827,230,97.1,4100717111,214,4088266695,22,4088280815,154,,,,,,,,,,,,,,,,,,,
2518324861,19,5,1,1,39,cq4rdp1mkan8zhaw7bmzjdaqk,1,-0.9,29.4,2023-03-11T15:02:34.548Z,2023-03-29T10:42:43Z,4088265961,56,Back,4088287759,233,31,4088265963,346,,,,,,,,,,,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518328077,31,5,1,1,39,6ttwlm6op92r4670oayg5md7h,0,100.9,70.6,2023-03-11T15:02:34.548Z,2023-03-29T10:42:43Z,4088287809,233,19,4088281851,346,,4088281847,56,Center,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325961,21,1,1,2,6,cq4rdp1mkan8zhaw7bmzjdaqk,1,5.3,42.7,2023-03-11T15:03:01.124Z,2023-03-29T10:42:45Z,4088271199,140,39.9,4088271191,124,,4088271207,1,,4088271211,237,,4088271197,56,Back,4088271201,141,68.2,4088275269,189,,4088271205,213,0.4,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,4088271203,212,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326005,22,1,1,2,9,cq4rdp1mkan8zhaw7bmzjdaqk,1,39.9,68.2,2023-03-11T15:03:04.618Z,2023-03-29T10:43:07Z,4148204403,178,,4088271437,56,Back,4088271441,141,66.7,4088271439,140,32.5,4088271445,213,3.3,4088271443,212,7.8,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326121,23,1,1,2,11,cq4rdp1mkan8zhaw7bmzjdaqk,1,34,67.3,2023-03-11T15:03:06.375Z,2023-03-29T10:43:14Z,4088272037,141,90.8,4088272041,212,16.1,4088272043,213,1.4,4148204591,178,,4088272033,140,36.1,4088272029,56,Back,,,,,,,7h6e2d1wfa89bvqfmhgm2r3kl,Ahmed Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326207,24,1,1,2,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,36.1,90.8,2023-03-11T15:03:09.031Z,2023-03-29T10:43:21Z,4148204779,178,,4088272479,56,Back,4088272487,213,4.7,4088272481,140,36.3,4088272483,141,70.5,4088272485,212,13.8,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326319,25,1,1,2,18,cq4rdp1mkan8zhaw7bmzjdaqk,1,37.7,66.4,2023-03-11T15:03:12.893Z,2023-03-29T10:43:26Z,4088273019,213,4.2,4148204965,178,,4088273015,141,47.6,4088273013,140,31.6,4088273011,56,Back,4088273017,212,14.3,,,,,,,7h6e2d1wfa89bvqfmhgm2r3kl,Ahmed Al Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
