id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2545953393,340,7,2,46,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,4,83.5,2023-05-08T17:09:00.244Z,2023-05-12T13:15:38Z,4262865411,233,317,4262865403,56,Back,4262865405,285,,4269941695,383,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953397,341,49,2,46,48,cq4rdp1mkan8zhaw7bmzjdaqk,1,0.5,82.4,2023-05-08T17:09:01.204Z,2023-05-08T17:09:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953427,342,1,2,46,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,0.5,82.4,2023-05-08T17:09:01.547Z,2023-05-08T17:09:05Z,4262865635,140,9.3,4262865641,213,0.6,4262865637,141,91.2,4262865633,56,Back,4262865639,212,11.0,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953435,343,1,2,46,52,cq4rdp1mkan8zhaw7bmzjdaqk,1,10.5,95,2023-05-08T17:09:05.019Z,2023-05-08T17:09:15Z,4262865667,56,Back,4262865669,140,2.7,4262865675,213,3.0,4262865673,212,8.2,4262865671,141,96.3,,,,,,,,,,jtuc25nybu22ifehsg8p9wb9,Pedro Eugénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953453,344,1,2,46,54,cq4rdp1mkan8zhaw7bmzjdaqk,0,2.7,96.3,2023-05-08T17:09:06.581Z,2023-05-08T17:09:17Z,4262865793,212,43.5,4262865797,1,,4262865791,141,87.5,4262865785,157,,4262865787,56,Back,4262865789,140,43.7,4262865795,213,6.1,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953455,318,49,2,46,56,2xl3g56k2mbuwdbre46s29vt4,1,53.7,12.3,2023-05-08T17:09:08.697Z,2023-05-08T17:09:08Z,,,,,,,,,,,,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953467,319,1,2,46,56,2xl3g56k2mbuwdbre46s29vt4,0,53.7,12.3,2023-05-08T17:09:09.161Z,2023-05-08T17:09:11Z,4262865849,141,12.1,4262865847,140,55.6,4262865853,213,6.2,4262865887,286,,4262865845,56,Right,4262865883,233,345,4262865851,212,2.0,4262865881,236,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953463,345,74,2,46,56,cq4rdp1mkan8zhaw7bmzjdaqk,1,47.1,88.1,2023-05-08T17:09:09.162Z,2023-05-08T17:09:11Z,4262865911,233,319,4262865837,56,Back,4262865839,285,,,,,,,,,,,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953487,320,3,2,46,58,2xl3g56k2mbuwdbre46s29vt4,0,45.4,12,2023-05-08T17:09:10.434Z,2023-05-12T13:16:16Z,4269943031,465,,4262866011,56,Back,4262908049,233,346,4262907617,286,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953477,346,7,2,46,58,cq4rdp1mkan8zhaw7bmzjdaqk,0,54.6,88,2023-05-08T17:09:10.435Z,2023-05-12T13:16:20Z,4262865917,56,Left,4269943091,385,,4262908039,233,320,4262908033,285,,,,,,,,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953493,321,1,2,47,0,2xl3g56k2mbuwdbre46s29vt4,0,41.9,7.5,2023-05-08T17:09:12.553Z,2023-05-08T17:09:13Z,4262866047,213,6.2,4262866039,56,Back,4262866043,141,7.0,4262866045,212,6.8,4262866041,140,48.4,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953501,347,8,2,47,1,cq4rdp1mkan8zhaw7bmzjdaqk,1,52,93.3,2023-05-08T17:09:13.812Z,2023-05-12T13:16:24Z,4262866083,56,Left,4269943161,385,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953587,322,5,2,47,1,2xl3g56k2mbuwdbre46s29vt4,1,46,-1.7,2023-05-08T17:09:13.944Z,2023-05-08T17:09:23Z,4262866517,56,Back,4262866521,347,,4262866527,233,348,,,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953513,348,5,2,47,1,cq4rdp1mkan8zhaw7bmzjdaqk,0,54,101.7,2023-05-08T17:09:13.944Z,2023-05-08T17:31:40Z,4262866119,347,,4262866117,56,Left,4262866555,233,322,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953617,323,1,2,47,10,2xl3g56k2mbuwdbre46s29vt4,0,53.5,0,2023-05-08T17:09:22.889Z,2023-05-08T17:09:26Z,4262866761,107,,4262866765,140,69.0,4262866763,56,Right,4262866769,212,16.6,4262866773,213,0.2,4262866767,141,3.7,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953629,349,12,2,47,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,25.6,95.7,2023-05-08T17:09:26.163Z,2023-05-08T17:09:27Z,4262866895,167,,4262866859,140,21.9,4262866865,213,2.4,4262866883,15,,4262866855,56,Back,4262866863,212,5.3,4262866861,141,100.0,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953833,324,5,2,47,14,2xl3g56k2mbuwdbre46s29vt4,1,76,-1.5,2023-05-08T17:09:26.841Z,2023-05-08T17:09:43Z,4262867997,347,,4262867995,56,Right,4262868001,233,350,,,,,,,,,,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953633,350,5,2,47,14,cq4rdp1mkan8zhaw7bmzjdaqk,0,24,101.5,2023-05-08T17:09:26.841Z,2023-05-08T17:31:40Z,4262866885,56,Back,4262868009,233,324,4262866887,347,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953921,325,1,2,47,30,2xl3g56k2mbuwdbre46s29vt4,1,85.9,0,2023-05-08T17:09:43.384Z,2023-05-08T17:09:49Z,4262868473,140,85.3,4262868477,212,10.0,4262868481,213,1.6,4262868471,56,Right,4262868469,107,,4262868475,141,13.6,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953925,326,61,2,47,36,2xl3g56k2mbuwdbre46s29vt4,0,82.6,2.8,2023-05-08T17:09:49.353Z,2023-05-08T17:09:49Z,4262868489,56,Right,,,,,,,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545953949,327,5,2,47,36,2xl3g56k2mbuwdbre46s29vt4,0,78.4,-1.4,2023-05-08T17:09:49.412Z,2023-05-08T17:31:40Z,4262868625,347,,4262868621,56,Right,4262869421,233,351,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954085,351,5,2,47,36,cq4rdp1mkan8zhaw7bmzjdaqk,1,21.6,101.4,2023-05-08T17:09:49.412Z,2023-05-08T17:10:02Z,4262869411,347,,4262869409,56,Back,4262869417,233,327,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954109,352,1,2,47,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,23.2,100,2023-05-08T17:10:01.731Z,2023-05-08T17:10:03Z,4262869547,212,15.3,4262869521,107,,4262869549,213,3.7,4262869537,140,10.8,4262869531,56,Back,4262869545,141,89.0,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954149,353,1,2,47,50,cq4rdp1mkan8zhaw7bmzjdaqk,1,10.8,89,2023-05-08T17:10:03.339Z,2023-05-08T17:10:06Z,4262869733,212,23.3,4262869731,141,55.4,4262869729,140,6.3,4262869735,213,4.5,4262869727,56,Back,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954177,354,1,2,47,54,cq4rdp1mkan8zhaw7bmzjdaqk,1,6.3,55.4,2023-05-08T17:10:06.435Z,2023-05-08T17:10:08Z,4262869917,155,,4262869921,140,59.2,4262869919,56,Center,4262869929,1,,4262869923,141,66.3,4262869927,213,0.1,4262869925,212,56.0,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954185,355,44,2,47,55,cq4rdp1mkan8zhaw7bmzjdaqk,1,56.8,70.6,2023-05-08T17:10:08.151Z,2023-05-08T17:10:09Z,4262870067,233,328,4262869983,286,,4262869981,56,Center,,,,,,,,,,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954193,328,44,2,47,55,2xl3g56k2mbuwdbre46s29vt4,0,43.2,29.4,2023-05-08T17:10:08.152Z,2023-05-08T17:10:09Z,4262870003,56,Back,4262870107,233,355,4262870005,285,,,,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954219,356,1,2,47,55,cq4rdp1mkan8zhaw7bmzjdaqk,0,59.8,67.2,2023-05-08T17:10:08.306Z,2023-05-12T13:17:13Z,4262870173,213,2.3,4262870297,1,,4262870165,56,Back,4262870171,212,32.5,4262870167,140,38.3,4262870163,3,,4262870169,141,100.0,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954403,329,5,2,47,58,2xl3g56k2mbuwdbre46s29vt4,1,61.9,-1.4,2023-05-08T17:10:11.373Z,2023-05-08T17:31:40Z,4262954423,233,357,4262871215,56,Right,4262871217,347,,,,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954245,357,5,2,47,58,cq4rdp1mkan8zhaw7bmzjdaqk,0,38.1,101.4,2023-05-08T17:10:11.373Z,2023-05-08T17:31:41Z,4262870309,347,,4262954453,233,329,4262870307,56,Back,,,,,,,,,,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954415,330,1,2,48,15,2xl3g56k2mbuwdbre46s29vt4,1,58.1,0,2023-05-08T17:10:27.624Z,2023-05-08T17:10:29Z,4262871291,212,13.2,4262871285,56,Right,4262871289,141,15.0,4262871283,107,,4262871287,140,64.1,4262871293,213,1.1,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954433,331,1,2,48,16,2xl3g56k2mbuwdbre46s29vt4,1,64.1,18.4,2023-05-08T17:10:29.336Z,2023-05-08T17:10:32Z,4262871461,140,56.6,4262871459,56,Center,4262871465,212,8.8,4262871463,141,24.2,4262871467,213,2.7,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954493,332,2,2,48,19,2xl3g56k2mbuwdbre46s29vt4,1,56.9,26.4,2023-05-08T17:10:32.152Z,2023-05-08T17:10:38Z,4262871797,140,71.0,4262871799,141,89.4,4262871793,1,,4262871795,56,Left,4262871791,7,6rsym2764y5k4vw569ab62x3o,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954505,359,55,2,48,19,cq4rdp1mkan8zhaw7bmzjdaqk,1,29.5,74.6,2023-05-08T17:10:32.153Z,2023-05-08T18:11:57Z,,,,,,,,,,,,,,,,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954763,360,1,2,48,41,cq4rdp1mkan8zhaw7bmzjdaqk,0,17.1,58.4,2023-05-08T17:10:53.899Z,2023-05-12T13:17:50Z,4262873037,56,Center,4262873043,212,58.6,4262873047,1,,4262873039,140,70.6,4262873033,157,,4269946247,189,,4262873041,141,33.9,4262873031,5,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,4262873035,241,,4262873045,213,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954815,333,49,2,48,45,2xl3g56k2mbuwdbre46s29vt4,1,14.4,62.8,2023-05-08T17:10:58.184Z,2023-05-08T17:10:58Z,,,,,,,,,,,,,,,,,,,,,,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954995,334,1,2,48,52,2xl3g56k2mbuwdbre46s29vt4,1,12.1,56,2023-05-08T17:11:04.488Z,2023-05-08T17:11:12Z,4262874311,213,4.9,4262874309,212,25.6,4262874303,140,15.6,4262874299,56,Back,4262874307,141,18.7,,,,,,,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955009,335,1,2,48,59,2xl3g56k2mbuwdbre46s29vt4,1,30.8,9.9,2023-05-08T17:11:11.928Z,2023-05-08T17:11:13Z,4262874375,155,,4262874385,141,16.9,4262874391,1,,4262874387,212,34.6,4262874383,140,63.4,4262874389,213,0.1,4262874379,56,Right,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955025,336,1,2,49,0,2xl3g56k2mbuwdbre46s29vt4,1,63.4,16.9,2023-05-08T17:11:13.176Z,2023-05-08T17:11:14Z,4262874467,140,54.4,4262874491,156,,4262874469,141,8.5,4262874473,213,3.7,4262874465,56,Right,4262874471,212,11.0,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955073,337,1,2,49,2,2xl3g56k2mbuwdbre46s29vt4,1,54.4,8.5,2023-05-08T17:11:15.144Z,2023-05-08T17:11:19Z,4262874775,212,22.0,4262874771,140,39.2,4262874777,213,2.4,4262874769,56,Back,4262874773,141,30.8,,,,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955089,338,1,2,49,6,2xl3g56k2mbuwdbre46s29vt4,1,36.7,33.6,2023-05-08T17:11:19.015Z,2023-05-08T17:11:22Z,4262874875,212,21.4,4262874871,140,16.6,4262874877,213,3.0,4262874869,56,Back,4262874873,141,38.7,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955129,339,1,2,49,9,2xl3g56k2mbuwdbre46s29vt4,1,13.2,36.8,2023-05-08T17:11:21.911Z,2023-05-08T17:11:25Z,4262875095,212,21.6,4262875091,140,21.2,4262875097,213,5.1,4262875089,56,Back,4262875093,141,7.6,,,,,,,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955165,340,1,2,49,12,2xl3g56k2mbuwdbre46s29vt4,0,25.4,5.5,2023-05-08T17:11:24.888Z,2023-05-08T17:11:27Z,4262875291,56,Right,4262875301,1,,4262875295,141,14.2,4262875299,213,0.2,4262875293,140,58.9,4262875289,155,,4262875297,212,35.7,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955185,361,1,2,49,15,cq4rdp1mkan8zhaw7bmzjdaqk,0,41.7,74.2,2023-05-08T17:11:27.747Z,2023-05-08T17:11:29Z,4262875379,3,,4262875385,141,68.1,4262875381,56,Center,4262875387,212,12.7,4262875389,213,5.9,4262875383,140,53.1,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955241,341,1,2,49,18,2xl3g56k2mbuwdbre46s29vt4,1,41.4,25.4,2023-05-08T17:11:30.824Z,2023-05-08T17:11:32Z,4262875675,141,8.7,4262875671,56,Back,4262875673,140,42.1,4262875679,213,4.8,4262875677,212,11.4,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955257,342,1,2,49,19,2xl3g56k2mbuwdbre46s29vt4,1,43.1,6.7,2023-05-08T17:11:32.407Z,2023-05-08T17:11:33Z,4262875755,212,20.8,4262875749,56,Right,4262875751,140,62.9,4262875757,213,6.3,4262875753,141,6.1,,,,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955269,343,1,2,49,21,2xl3g56k2mbuwdbre46s29vt4,0,62.9,6.1,2023-05-08T17:11:33.735Z,2023-05-08T17:11:34Z,4262875855,212,11.8,4262875851,140,60.7,4262875849,56,Center,4262875857,213,1.8,4262875853,141,23.1,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955285,362,61,2,49,22,cq4rdp1mkan8zhaw7bmzjdaqk,0,34.9,75.9,2023-05-08T17:11:35.171Z,2023-05-08T17:11:35Z,4262875927,56,Back,,,,,,,,,,,,,,,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955385,344,3,2,49,26,2xl3g56k2mbuwdbre46s29vt4,1,60.6,25.8,2023-05-08T17:11:39.144Z,2023-05-12T13:18:54Z,4262876479,286,,4269948509,464,,4262876495,233,363,4262876477,56,Center,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955357,363,45,2,49,26,cq4rdp1mkan8zhaw7bmzjdaqk,0,39.4,74.2,2023-05-08T17:11:39.144Z,2023-05-08T18:12:18Z,4262876513,233,344,4262876339,56,Back,4262876341,285,,,,,,,,,,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955463,345,1,2,49,29,2xl3g56k2mbuwdbre46s29vt4,1,55.5,38.4,2023-05-08T17:11:42.296Z,2023-05-08T17:11:49Z,4262876915,140,70.8,4262876923,1,,4262876911,155,,4262876921,213,1.1,4262876917,141,87.0,4262876919,212,36.7,4262876913,56,Left,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955469,346,3,2,49,35,2xl3g56k2mbuwdbre46s29vt4,0,84.2,91.7,2023-05-08T17:11:48.031Z,2023-05-12T13:19:26Z,4269949709,465,,4262947557,233,516,4262876931,56,Left,4262919909,286,,,,,,,,,,,,,,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545968027,516,7,2,49,35,cq4rdp1mkan8zhaw7bmzjdaqk,1,15.8,8.3,2023-05-08T17:11:48.032Z,2023-05-12T13:19:29Z,4262947523,285,,4269949807,383,,4262947539,233,346,4262947521,56,Back,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955449,364,49,2,49,36,cq4rdp1mkan8zhaw7bmzjdaqk,1,4.8,18,2023-05-08T17:11:48.665Z,2023-05-08T17:29:26Z,,,,,,,,,,,,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955505,365,1,2,49,36,cq4rdp1mkan8zhaw7bmzjdaqk,1,4.8,18,2023-05-08T17:11:49.145Z,2023-05-08T17:11:52Z,4262877145,213,1.8,4262877141,141,34.3,4262877137,56,Back,4262877143,212,11.5,4262877139,140,1.8,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955629,366,1,2,49,40,cq4rdp1mkan8zhaw7bmzjdaqk,1,1.8,34.8,2023-05-08T17:11:52.626Z,2023-05-08T17:12:03Z,4262877865,212,73.2,4262877859,56,Right,4262877861,140,69.4,4262877857,157,,4262877867,213,6.0,4262877869,1,,4262877863,141,8.3,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955631,367,3,2,49,50,cq4rdp1mkan8zhaw7bmzjdaqk,0,90,9.7,2023-05-08T17:12:03.225Z,2023-05-12T13:19:55Z,4262877873,56,Right,4262878039,233,347,4262877875,286,,4269950555,465,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955659,347,7,2,49,50,2xl3g56k2mbuwdbre46s29vt4,0,10,90.3,2023-05-08T17:12:03.226Z,2023-05-12T13:20:02Z,4262878023,285,,4262878029,233,367,4269950711,385,,4262878021,56,Back,,,,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955657,368,61,2,49,53,cq4rdp1mkan8zhaw7bmzjdaqk,1,91.4,9.7,2023-05-08T17:12:05.467Z,2023-05-08T17:12:05Z,4262878005,56,Right,,,,,,,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955951,348,5,2,49,53,2xl3g56k2mbuwdbre46s29vt4,1,4,101.2,2023-05-08T17:12:06.154Z,2023-05-08T17:31:41Z,4262879771,56,Back,4262879777,233,369,4262879773,347,,,,,,,,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955671,369,5,2,49,53,cq4rdp1mkan8zhaw7bmzjdaqk,0,96,-1.2,2023-05-08T17:12:06.154Z,2023-05-08T17:12:31Z,4262878067,347,,4262879795,233,348,4262878065,56,Right,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545955989,349,1,2,50,18,2xl3g56k2mbuwdbre46s29vt4,0,11.5,100,2023-05-08T17:12:31.079Z,2023-05-08T17:12:33Z,4262880001,213,6.0,4262879995,140,41.8,4262879991,107,,4262879997,141,88.3,4262880003,1,,4262879999,212,33.0,4262879993,56,Back,,,,7fjkirlsme7wdpjibaw136s4,Islam Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545956031,370,49,2,50,22,cq4rdp1mkan8zhaw7bmzjdaqk,1,61.3,7.9,2023-05-08T17:12:35.378Z,2023-05-08T17:12:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545956103,371,1,2,50,23,cq4rdp1mkan8zhaw7bmzjdaqk,1,61.3,7.9,2023-05-08T17:12:35.737Z,2023-05-08T17:12:38Z,4262880587,141,2.5,4262880589,212,9.1,4262880583,56,Right,4262880591,213,5.9,4262880585,140,69.2,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
