id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2497743643,9,1,1,0,15,c9swyor08g9pedxpe3n321svu,1,44.7,56.4,2023-01-15T15:01:28.923Z,2023-01-19T09:01:04Z,3979884629,140,41.4,3984362261,178,,3979884627,56,Back,3979884631,141,72.7,3979884635,213,1.9,3979884633,212,11.6,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743669,10,1,1,0,18,c9swyor08g9pedxpe3n321svu,1,42.9,66.6,2023-01-15T15:01:31.437Z,2023-01-19T09:01:13Z,3979884777,212,22.9,3984362311,178,,3979884779,213,4.9,3979884771,56,Back,3979884773,140,46.7,3979884775,141,33.4,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743689,11,1,1,0,21,c9swyor08g9pedxpe3n321svu,1,54.5,31.6,2023-01-15T15:01:34.793Z,2023-01-19T09:01:24Z,3979884881,141,4.0,3979884877,56,Right,3984362349,178,,3979884879,140,70.0,3979884883,212,24.8,3979884885,213,5.4,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743717,12,1,1,0,23,c9swyor08g9pedxpe3n321svu,1,69.8,4,2023-01-15T15:01:36.452Z,2023-01-19T09:01:29Z,3979885045,141,9.4,3979885043,140,60.9,3979885041,56,Right,3984362373,178,,3979885049,213,2.8,3979885047,212,10.0,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743735,13,1,1,0,25,c9swyor08g9pedxpe3n321svu,1,59.6,11.9,2023-01-15T15:01:38.763Z,2023-01-19T09:01:32Z,3979885157,141,28.8,3979885159,212,13.3,3984362385,178,,3979885153,56,Center,3979885155,140,53.3,3979885161,213,2.1,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743785,14,1,1,0,27,c9swyor08g9pedxpe3n321svu,1,54.2,31.6,2023-01-15T15:01:41.168Z,2023-01-19T09:01:38Z,3984362413,178,,3979885407,213,1.6,3979885399,56,Center,3979885403,141,58.8,3979885405,212,18.5,3979885401,140,53.3,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743819,15,1,1,0,32,c9swyor08g9pedxpe3n321svu,1,53,75.4,2023-01-15T15:01:45.728Z,2023-01-19T09:01:43Z,3979885631,213,1.3,3979885627,212,15.8,3979885621,56,Left,3984362435,178,,3979885623,140,56.5,3979885625,141,98.0,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743833,16,1,1,0,34,c9swyor08g9pedxpe3n321svu,1,49.5,95,2023-01-15T15:01:48.035Z,2023-01-19T09:01:51Z,3979885745,56,Back,3979885747,140,45.9,3984362459,178,,3979885753,213,4.3,3979885751,212,9.4,3979885749,141,82.3,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743843,17,1,1,0,40,c9swyor08g9pedxpe3n321svu,1,53,67.6,2023-01-15T15:01:53.378Z,2023-01-19T09:01:57Z,3984362489,178,,3979885803,212,11.6,3979885805,213,3.8,3979885801,141,56.6,3979885799,140,44.6,3979885797,56,Back,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743871,18,1,1,0,43,c9swyor08g9pedxpe3n321svu,1,44.9,44.5,2023-01-15T15:01:56.692Z,2023-01-19T09:02:02Z,3979885991,56,Back,3979885993,140,49.1,3979885995,141,27.4,3984362527,178,,3979885997,212,12.4,3979885999,213,5.1,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743903,19,1,1,0,47,c9swyor08g9pedxpe3n321svu,0,59.1,32.4,2023-01-15T15:02:00.792Z,2023-01-19T09:02:08Z,3979886157,155,,3979886169,213,0.8,3979886167,212,62.3,3979886159,196,,3979886171,1,,3979886165,141,96.6,3979886163,140,100.0,3979886161,56,Left,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,3984362543,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743915,3,5,1,0,52,cq4rdp1mkan8zhaw7bmzjdaqk,1,-1.4,4.2,2023-01-15T15:02:05.446Z,2023-01-19T09:02:12Z,3979886241,233,20,3979886235,346,,3979886233,56,Back,,,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743909,20,5,1,0,52,c9swyor08g9pedxpe3n321svu,0,101.4,95.8,2023-01-15T15:02:05.446Z,2023-01-19T09:02:13Z,3979886195,56,Left,3979886249,233,3,3979886197,346,,,,,,,,,,,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744085,4,1,1,1,16,cq4rdp1mkan8zhaw7bmzjdaqk,0,4.6,42,2023-01-15T15:02:29.817Z,2023-01-19T09:02:18Z,3979887251,140,65.7,3979887249,56,Center,3979887247,124,,3979887255,212,64.2,3979887261,74,,3979887253,141,40.2,3979887257,213,6.3,3979887259,1,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744107,21,1,1,1,20,c9swyor08g9pedxpe3n321svu,1,32,62.4,2023-01-15T15:02:33.357Z,2023-01-19T09:02:26Z,3984362597,178,,3979887387,213,0.4,3979887377,3,,3979887381,140,37.6,3979887385,212,6.4,3979887383,141,66.1,3979887379,56,Back,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744113,22,49,1,1,21,c9swyor08g9pedxpe3n321svu,1,40.7,63.4,2023-01-15T15:02:34.611Z,2023-01-19T09:02:33Z,,,,,,,,,,,,,,,,,,,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744125,23,1,1,1,21,c9swyor08g9pedxpe3n321svu,1,40.7,63.4,2023-01-15T15:02:35.241Z,2023-01-19T09:02:37Z,3979887463,56,Back,3979887465,140,46.2,3979887471,213,5.2,3979887467,141,47.5,3984362665,178,,3979887469,212,12.3,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744129,24,50,1,1,23,c9swyor08g9pedxpe3n321svu,1,46.4,46.2,2023-01-15T15:02:36.936Z,2023-01-19T09:02:47Z,3979887495,233,5,3979887477,56,Back,3979887479,286,,,,,,,,,,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744131,5,7,1,1,24,cq4rdp1mkan8zhaw7bmzjdaqk,1,53.6,53.8,2023-01-15T15:02:37.491Z,2023-01-19T09:02:52Z,3979887483,285,,3979887485,233,24,3979887481,56,Center,3983533963,383,,3984362725,178,,,,,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744133,6,49,1,1,25,cq4rdp1mkan8zhaw7bmzjdaqk,1,51.8,53.1,2023-01-15T15:02:38.360Z,2023-01-19T09:02:59Z,,,,,,,,,,,,,,,,,,,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744161,7,1,1,1,25,cq4rdp1mkan8zhaw7bmzjdaqk,1,51.8,53.6,2023-01-15T15:02:38.924Z,2023-01-19T09:03:02Z,3979887623,141,80.2,3979887625,212,21.2,3979887627,213,2.1,3984362763,178,,3979887617,56,Back,3979887619,140,41.2,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744171,8,1,1,1,27,cq4rdp1mkan8zhaw7bmzjdaqk,1,37.7,78.2,2023-01-15T15:02:41.234Z,2023-01-19T09:03:06Z,3979887709,140,31.8,3979887707,56,Back,3984362779,178,,3979887711,141,68.7,3979887713,212,9.0,3979887715,213,3.9,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744183,9,1,1,1,29,cq4rdp1mkan8zhaw7bmzjdaqk,1,32.3,71.8,2023-01-15T15:02:42.922Z,2023-01-19T09:03:10Z,3984362795,178,,3979887779,213,1.0,3979887777,212,9.6,3979887775,141,83.6,3979887773,140,37.4,3979887771,56,Back,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744187,10,1,1,1,31,cq4rdp1mkan8zhaw7bmzjdaqk,0,38.7,87.5,2023-01-15T15:02:45.052Z,2023-01-19T09:03:16Z,3979887795,141,85.9,3979887797,212,4.6,3979887799,213,6.0,3979887901,236,,3979887903,233,25,3979887791,56,Back,3979887793,140,43.0,3979887907,286,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,3984362843,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744205,25,74,1,1,31,c9swyor08g9pedxpe3n321svu,1,53.8,5.2,2023-01-15T15:02:45.151Z,2023-01-19T09:03:19Z,3979887883,56,Right,3979887885,285,,3979887913,233,10,3984362865,178,,,,,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744287,11,5,1,1,32,cq4rdp1mkan8zhaw7bmzjdaqk,1,46.2,101,2023-01-15T15:02:46.165Z,2023-01-19T09:03:24Z,3979888319,233,26,3979888309,347,,3979888305,56,Back,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744219,26,5,1,1,32,c9swyor08g9pedxpe3n321svu,0,53.8,-1,2023-01-15T15:02:46.165Z,2023-01-19T09:03:24Z,3979887971,56,Right,3979888339,233,11,3979887973,347,,,,,,,,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744309,12,1,1,1,42,cq4rdp1mkan8zhaw7bmzjdaqk,1,49.7,100,2023-01-15T15:02:56.008Z,2023-01-19T09:03:30Z,3979888447,107,,3979888455,212,22.1,3979888453,141,69.5,3979888449,56,Center,3979888451,140,55.2,3979888459,1,,3979888457,213,5.0,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744347,13,1,1,1,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,44.8,75.5,2023-01-15T15:02:58.590Z,2023-01-19T09:03:32Z,3979888663,212,11.7,3979888665,213,2.4,3979888661,141,86.8,3984362923,178,,3979888657,56,Back,3979888659,140,36.4,,,,,,,99h9ihbi9zj82ubnt4pqr3s9h,Hassan Al Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744363,14,1,1,1,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,33,87,2023-01-15T15:03:01.010Z,2023-01-19T09:03:42Z,3979888737,141,57.9,3979888739,212,27.4,3979888741,213,3.9,3984363015,178,,3979888733,56,Back,3979888735,140,15.0,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744397,15,1,1,1,50,cq4rdp1mkan8zhaw7bmzjdaqk,0,15,57.9,2023-01-15T15:03:03.951Z,2023-01-19T09:03:45Z,3979888957,212,70.0,3979888959,213,6.1,3979888949,157,,3979888951,56,Center,3979888961,1,,3979888953,140,80.5,3979888955,141,38.9,3984363029,178,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744427,27,59,1,1,56,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-15T15:03:09.449Z,2023-01-19T09:03:49Z,3979889117,56,Back,,,,,,,,,,,,,,,,,,,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744439,28,12,1,1,56,c9swyor08g9pedxpe3n321svu,1,19.2,64.8,2023-01-15T15:03:09.492Z,2023-01-19T09:03:58Z,3979889189,212,31.7,3979889205,167,,3984363109,178,,3979889187,141,100.0,3979889183,140,37.7,3979889181,56,Back,3979889193,213,0.9,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744475,16,5,1,1,59,cq4rdp1mkan8zhaw7bmzjdaqk,1,63.6,-1.4,2023-01-15T15:03:12.262Z,2023-01-19T09:04:08Z,3979889383,56,Right,3979889385,347,,3979889397,233,29,,,,,,,,,,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744441,29,5,1,1,59,c9swyor08g9pedxpe3n321svu,0,36.4,101.4,2023-01-15T15:03:12.262Z,2023-01-19T09:04:09Z,3979889201,56,Back,3979889203,347,,3979889441,233,16,,,,,,,,,,,,,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744507,17,1,1,2,3,cq4rdp1mkan8zhaw7bmzjdaqk,1,65,0,2023-01-15T15:03:16.300Z,2023-01-19T09:04:20Z,3979889555,56,Right,3979889561,212,6.3,3979889553,107,,3979889563,213,2.0,3983536267,189,,3979889559,141,7.1,3979889557,140,62.3,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744525,18,1,1,2,3,cq4rdp1mkan8zhaw7bmzjdaqk,1,62.5,7.4,2023-01-15T15:03:17.104Z,2023-01-19T09:04:26Z,3979889665,212,3.8,3979889663,141,3.9,3979889661,140,65.3,3979889659,56,Right,3984363277,178,,3979889667,213,5.6,,,,,,,99h9ihbi9zj82ubnt4pqr3s9h,Hassan Al Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744565,19,1,1,2,6,cq4rdp1mkan8zhaw7bmzjdaqk,1,64.4,4.5,2023-01-15T15:03:19.261Z,2023-01-19T09:04:31Z,3984363301,178,,3979889877,212,21.1,3979889879,213,3.0,3979889871,56,Back,3979889873,140,44.5,3979889875,141,9.3,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744581,20,1,1,2,9,cq4rdp1mkan8zhaw7bmzjdaqk,1,38.6,17.5,2023-01-15T15:03:22.873Z,2023-01-19T09:04:39Z,3979889975,140,47.7,3979889973,56,Back,3979889983,213,0.7,3979889981,212,12.9,3979889977,141,30.3,3984363343,178,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744601,21,1,1,2,11,cq4rdp1mkan8zhaw7bmzjdaqk,1,47.7,30.3,2023-01-15T15:03:24.396Z,2023-01-19T09:04:52Z,3979890097,213,4.5,3979890089,56,Back,3979890093,141,21.2,3979890095,212,6.3,3984363411,178,,3979890091,140,46.5,,,,,,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744629,22,1,1,2,12,cq4rdp1mkan8zhaw7bmzjdaqk,1,46.2,19.2,2023-01-15T15:03:25.852Z,2023-01-19T09:04:59Z,3979890225,56,Right,3979890227,140,65.8,3979890229,141,5.3,3984363443,178,,3979890233,213,5.9,3979890231,212,22.6,,,,,,,99h9ihbi9zj82ubnt4pqr3s9h,Hassan Al Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744655,23,1,1,2,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,66.5,5.3,2023-01-15T15:03:27.992Z,2023-01-19T09:05:06Z,3979890333,56,Right,3979890335,140,87.0,3979890337,141,11.9,3984363497,178,,3979890341,213,0.2,3979890339,212,22.0,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
