id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2497211955,9,1,1,0,19,ebcxfnmnxrxvv6lcjsahgd38j,1,41.6,10,2023-01-14T15:00:31.622Z,2023-01-21T01:01:08Z,3977031121,212,24.2,3977031117,140,32.4,3986498443,178,,3977031115,56,Back,3977031123,213,2.0,3977031119,141,42.7,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212015,10,1,1,0,21,ebcxfnmnxrxvv6lcjsahgd38j,1,32.4,42.7,2023-01-14T15:00:33.889Z,2023-01-21T01:01:10Z,3977031401,212,28.0,3977031403,213,1.4,3977031397,140,36.2,3977031399,141,83.5,3977031395,56,Back,3986498463,178,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212045,11,1,1,0,25,ebcxfnmnxrxvv6lcjsahgd38j,1,40.4,85,2023-01-14T15:00:37.737Z,2023-01-21T01:01:13Z,3977031555,212,23.1,3977031553,141,97.8,3977031549,56,Left,3977031557,213,0.4,3986498479,178,,3977031551,140,60.8,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212065,12,1,1,0,28,ebcxfnmnxrxvv6lcjsahgd38j,1,60.8,97.8,2023-01-14T15:00:40.313Z,2023-01-21T01:01:15Z,3986498493,178,,3977031675,213,5.4,3977031659,140,67.9,3977031663,141,85.1,3977031657,56,Left,3977031669,212,11.4,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212079,13,1,1,0,28,ebcxfnmnxrxvv6lcjsahgd38j,0,67.9,85.1,2023-01-14T15:00:41.135Z,2023-01-21T01:01:19Z,3977031743,212,7.0,3977031737,56,Left,3977031741,141,85.3,3977031745,213,3.1,3986498537,178,,3977031739,140,61.2,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212103,3,61,1,0,29,6ttwlm6op92r4670oayg5md7h,1,38.7,19.1,2023-01-14T15:00:41.405Z,2023-01-24T19:45:14Z,3977031835,56,Back,3986498587,178,,,,,,,,,,,,,,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499005233,998,67,1,0,31,6ttwlm6op92r4670oayg5md7h,1,37,3.4,2023-01-14T15:00:43.355Z,2023-01-21T03:32:32Z,3986529471,233,957,,,,,,,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499005231,957,67,1,0,31,ebcxfnmnxrxvv6lcjsahgd38j,0,63,96.6,2023-01-14T15:00:43.356Z,2023-01-21T03:01:00Z,3986529479,233,998,,,,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212161,4,1,1,0,31,6ttwlm6op92r4670oayg5md7h,1,37.1,4.9,2023-01-14T15:00:43.370Z,2023-01-21T03:32:33Z,3977032079,141,3.1,3977032075,56,Back,3986498665,178,,3977032081,212,7.6,3977032077,140,30.0,3977032083,213,3.3,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212167,5,49,1,0,32,6ttwlm6op92r4670oayg5md7h,1,30.2,3.1,2023-01-14T15:00:44.476Z,2023-01-21T01:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212187,6,1,1,0,34,6ttwlm6op92r4670oayg5md7h,1,30.2,3.1,2023-01-14T15:00:46.322Z,2023-01-21T01:01:40Z,3977032215,213,1.2,3986498769,178,,3977032209,140,34.0,3977032207,56,Back,3977032213,212,12.6,3977032211,141,20.6,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212207,7,1,1,0,35,6ttwlm6op92r4670oayg5md7h,1,34,20.6,2023-01-14T15:00:47.694Z,2023-01-21T01:01:46Z,3977032323,140,37.2,3977032345,213,5.2,3977032317,56,Back,3977032337,212,7.9,3977032331,141,10.1,3986498837,178,,,,,,,,70848f3slhydvi4p0wq4enqol,Abdulaziz Al Jebreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212209,8,3,1,0,35,6ttwlm6op92r4670oayg5md7h,0,36,9.9,2023-01-14T15:00:48.169Z,2023-01-21T01:01:51Z,3983477649,464,,3986498855,178,,3977518743,233,14,3977032351,286,,3977032349,56,Back,,,,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212221,14,7,1,0,36,ebcxfnmnxrxvv6lcjsahgd38j,1,64,90.1,2023-01-14T15:00:48.395Z,2023-01-21T01:01:57Z,3977032409,56,Left,3977032485,233,8,3983479037,384,,3977032411,285,,3986498929,178,,,,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499005303,965,67,1,0,37,ebcxfnmnxrxvv6lcjsahgd38j,1,63.5,96.2,2023-01-14T15:00:49.978Z,2023-01-21T03:32:33Z,3986529763,233,1005,,,,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499005299,1005,67,1,0,37,6ttwlm6op92r4670oayg5md7h,0,36.5,3.8,2023-01-14T15:00:49.979Z,2023-01-21T03:02:02Z,3986529767,233,965,,,,,,,,,,,,,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212231,15,50,1,0,37,ebcxfnmnxrxvv6lcjsahgd38j,1,63.6,96.6,2023-01-14T15:00:49.997Z,2023-01-21T03:32:34Z,3977032465,56,Left,3977032749,233,9,3977032467,286,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212269,9,7,1,0,37,6ttwlm6op92r4670oayg5md7h,0,36.4,3.4,2023-01-14T15:00:50.004Z,2023-01-21T01:02:22Z,3986499191,178,,3983478119,384,,3977032707,285,,3977032705,56,Back,3977032719,233,15,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212247,16,61,1,0,38,ebcxfnmnxrxvv6lcjsahgd38j,1,62.7,96.2,2023-01-14T15:00:50.517Z,2023-01-21T01:03:06Z,3986499571,389,,3977032561,56,Left,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497302259,397,61,1,0,40,6ttwlm6op92r4670oayg5md7h,1,41.7,12.5,2023-01-14T15:00:52.210Z,2023-01-21T01:03:15Z,3986499635,178,,3977519229,56,Back,,,,,,,,,,,,,,,,,,,9ex7z7sbghe3zx17a4u7gsay2,Mansor Al Beshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212345,10,43,1,0,42,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-01-14T15:00:54.480Z,2023-01-14T15:57:11Z,3977033037,140,46.7,3977033043,213,5.9,3977033041,212,8.1,3977033035,56,Back,3977033039,141,12.0,3977519453,144,1,,,,,,,70848f3slhydvi4p0wq4enqol,Abdulaziz Al Jebreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212403,11,1,1,0,42,6ttwlm6op92r4670oayg5md7h,1,55.8,10.1,2023-01-14T15:00:55.036Z,2023-01-21T01:03:20Z,3977033293,140,79.9,3977033297,212,25.7,3977033291,56,Right,3977033299,213,6.1,3977033295,141,3.7,3986499667,178,,3977033289,155,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212411,12,50,1,0,45,6ttwlm6op92r4670oayg5md7h,1,88.9,7.8,2023-01-14T15:00:58.158Z,2023-01-21T01:03:28Z,3977033357,286,,3977033519,233,17,3977033355,56,Right,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212425,17,7,1,0,47,ebcxfnmnxrxvv6lcjsahgd38j,1,11.1,92.2,2023-01-14T15:00:59.554Z,2023-01-21T01:03:33Z,3983479613,385,,3977033415,285,,3977033483,233,12,3977033413,56,Back,3977033411,167,,3986499803,389,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212579,13,5,1,0,48,6ttwlm6op92r4670oayg5md7h,1,92.8,-1.7,2023-01-14T15:01:00.796Z,2023-01-21T01:03:37Z,3977034161,347,,3977034159,56,Right,3977034165,233,18,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212435,18,5,1,0,48,ebcxfnmnxrxvv6lcjsahgd38j,0,7.2,101.7,2023-01-14T15:01:00.796Z,2023-01-21T01:03:38Z,3977034221,233,13,3977033457,56,Back,3977033459,347,,,,,,,,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212645,14,1,1,0,55,6ttwlm6op92r4670oayg5md7h,1,88.4,0,2023-01-14T15:01:07.371Z,2023-01-21T01:03:41Z,3977034517,213,2.0,3977034511,140,80.9,3977034507,107,,3977034513,141,25.3,3977034509,56,Center,3977034515,212,20.2,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212663,15,50,1,0,57,6ttwlm6op92r4670oayg5md7h,1,79.2,29.5,2023-01-14T15:01:10.013Z,2023-01-21T03:04:27Z,3977034585,56,Center,3977035015,233,20,3977034587,286,,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212737,20,7,1,0,57,ebcxfnmnxrxvv6lcjsahgd38j,1,20.8,70.5,2023-01-14T15:01:10.099Z,2023-01-21T03:04:31Z,3977034971,285,,3983480733,384,,3977034967,56,Back,3986500225,178,,3977034995,233,15,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212741,21,49,1,0,58,ebcxfnmnxrxvv6lcjsahgd38j,1,20.6,65.7,2023-01-14T15:01:10.732Z,2023-01-21T03:04:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212759,22,1,1,1,0,ebcxfnmnxrxvv6lcjsahgd38j,1,20.6,65.7,2023-01-14T15:01:12.252Z,2023-01-21T03:04:07Z,3977035043,213,5.4,3977035037,140,31.3,3986500353,178,,3977035041,212,17.1,3977035039,141,46.7,3977035035,56,Back,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212713,19,43,1,1,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-01-14T15:01:13.060Z,2023-01-14T15:01:19Z,3977034859,56,Back,3977035445,144,1,3977034863,141,65.5,3977034861,140,19.1,3977034867,213,4.1,3977034865,212,4.5,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212777,23,1,1,1,1,ebcxfnmnxrxvv6lcjsahgd38j,0,31.7,42.5,2023-01-14T15:01:13.847Z,2023-01-21T01:04:42Z,3977035163,141,14.4,3977035159,56,Back,3977035167,213,5.2,3977035161,140,42.2,3977035165,212,22.1,3986500385,178,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212863,16,1,1,1,3,6ttwlm6op92r4670oayg5md7h,1,53.6,87.1,2023-01-14T15:01:15.841Z,2023-01-21T01:04:48Z,3977035609,213,3.7,3977035605,141,49.3,3986500439,178,,3977035603,140,18.1,3977035611,1,,3977035607,212,45.3,3977035601,56,Back,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212799,24,43,1,1,4,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-01-14T15:01:17.108Z,2023-01-14T15:59:06Z,3977035251,56,Center,3977035257,141,47.3,3977035253,140,85.0,3977035265,213,0.5,3977035267,1,0,3977035261,212,50.2,3977523115,144,1,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212873,17,49,1,1,6,6ttwlm6op92r4670oayg5md7h,1,18.1,49.3,2023-01-14T15:01:18.888Z,2023-01-21T01:04:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212945,18,1,1,1,8,6ttwlm6op92r4670oayg5md7h,1,18.3,47.6,2023-01-14T15:01:20.757Z,2023-01-21T01:04:57Z,3977035983,56,Back,3977035991,213,5.2,3977035987,141,26.8,3977035989,212,16.3,3977035985,140,26.1,3986500573,178,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213015,19,1,1,1,13,6ttwlm6op92r4670oayg5md7h,1,32.5,36.1,2023-01-14T15:01:25.461Z,2023-01-21T01:05:01Z,3977036349,56,Back,3977036353,140,33.3,3986500619,178,,3977036361,212,21.8,3977036363,213,1.5,3977036359,141,68.2,,,,,,,aq8efsoblaypm6spb7fce99g4,Mubarak Al Rajeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213063,20,1,1,1,16,6ttwlm6op92r4670oayg5md7h,1,31.8,66.6,2023-01-14T15:01:28.188Z,2023-01-21T01:05:05Z,3977036597,213,0.3,3977036591,140,40.8,3986500705,178,,3977036593,141,70.6,3977036589,56,Back,3977036595,212,9.8,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213205,21,1,1,1,18,6ttwlm6op92r4670oayg5md7h,1,40.7,68.2,2023-01-14T15:01:30.344Z,2023-01-21T01:05:09Z,3986500785,178,,3977037241,141,89.7,3977037243,212,17.8,3977037237,56,Back,3977037239,140,31.0,3977037245,213,2.2,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213211,22,3,1,1,23,6ttwlm6op92r4670oayg5md7h,0,38.8,95.7,2023-01-14T15:01:35.417Z,2023-01-21T01:05:16Z,3986500853,178,,3983481747,286,,3977037253,56,Back,3983481919,465,,3983481789,211,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213221,23,5,1,1,23,6ttwlm6op92r4670oayg5md7h,0,51,101.4,2023-01-14T15:01:35.854Z,2023-01-21T01:05:23Z,3977037963,233,25,3977037307,56,Left,3977037309,347,,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213341,25,5,1,1,23,ebcxfnmnxrxvv6lcjsahgd38j,1,49,-1.4,2023-01-14T15:01:35.854Z,2023-01-21T01:05:23Z,3977037905,56,Back,3977037959,233,23,3977037907,347,,,,,,,,,,,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213401,26,1,1,1,31,ebcxfnmnxrxvv6lcjsahgd38j,1,46.7,0,2023-01-14T15:01:43.313Z,2023-01-21T01:05:29Z,3977038255,212,9.0,3977038251,140,39.1,3977038257,213,2.7,3977038245,107,,3977038249,56,Back,3977038253,141,4.7,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
