id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2520929385,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-03-17T11:44:57.863Z,2023-03-17T13:03:43Z,4102076685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102076677,30,"5hewtfw3vtddu8u3qmueyv4yd, 28pvmv8slheuqzsh4eok2t905, 483s97qezyiz91n8qzwjd7uuh, 7qmg0s07y1tkthgu8zwa599ed, d3hiwrqyxc7ff8vlwk35tnsru, 9vsqe0uy76u157na942hdokx5, 9k81fwyq8bbyhckt5t80fvwet, 61u0tfe67undvqqutes55k2xh, cd3zg2t4cq4ghoh61kri7vaad, beeunz2xxmos83md5kmsy4hqt, 5zmh9fz8vr0jcgt8zic0vyve2, 85paqhbw10m5ra3set109qz9, ettpwvqyj8pyfhwpc7q84svhm, dozljiegaplgkxwywguqomeei, 6m2uqbr8e3v4hcg8r02ee1ec5, 576sxo24s5ktc0t9chfh9v4d1, dybfeu5czibo3vri357z8yrpx, 9q7c1bn4dgyhoqto46puqeevp, arqaprcadqfrz0tj3iouo98t1, 1dtpzd3m6rhsrc1vk1ddzk2jt",4102134877,197,3982,4102076681,59,"88, 8, 3, 33, 4, 22, 27, 37, 9, 10, 18, 1, 2, 6, 7, 17, 19, 23, 66, 98",4102076689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102076683,130,11,4102076679,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102076687,194,d3hiwrqyxc7ff8vlwk35tnsru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520929731,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-03-17T11:45:52.703Z,2023-03-17T13:05:21Z,4102078329,30,"ajtqeot5t9kv6mrtpdudlwmvp, e81tor86msoqqodyy4xhiu31l, aonc1y49ulmolyc47knpwtrtg, 4w7c7a9rw5id7f0wikw02orth, 3qf9lidcmozvvpy2jprlx3v11, idjs50cwxlt56rylhn3znt62, si3wcnvnhiukn1novyv1su6t, daqggbwzctkpojr1kn1l2sm39, b6uziptaly2jgznnhe7l5bqol, 98nbel31pgxlifu6s4wqqxjv9, jtuc25nybu22ifehsg8p9wb9, 91e6dbk9uxyui5vbe47zdj6jt, 15o6hxjc62wgd0ej4dxtxczpx, 834gxi4ejlhbs4bta8j0kqp78, 9v0ncjrqgandlju8x483181ec, 1hf93j1aaylparuteybdwded, 3km030r7hwsxw849nv0qpaql0, 99h9ihbi9zj82ubnt4pqr3s9h, 2m9cba7mtmeo99f8alyhis2ne, 5zvanazhxnqfi6vwms2xcgsus",4102078333,59,"1, 11, 7, 16, 33, 49, 10, 43, 12, 17, 90, 3, 14, 18, 20, 22, 23, 24, 50, 96",4102134719,197,6657,4102078341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102078337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102078335,130,8,4102078339,194,ajtqeot5t9kv6mrtpdudlwmvp,4102078331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941663,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-03-17T13:01:05.397Z,2023-03-29T09:43:56Z,4102137211,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941643,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-03-17T13:01:05.397Z,2023-03-17T13:01:05Z,4102137091,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941667,3,1,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,51.4,50,2023-03-17T13:01:05.591Z,2023-03-30T05:42:34Z,4102137233,141,58.1,4102137229,56,Back,4102137237,213,2.4,4102137231,140,45.1,4102137239,279,S,4102137235,212,8.6,4148990589,178,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941669,4,1,1,0,1,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.1,58.1,2023-03-17T13:01:06.744Z,2023-03-30T05:42:44Z,4102137247,56,Back,4102137251,141,43.3,4102137255,213,4.0,4148990653,178,,4102137253,212,13.0,4102137249,140,37.3,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941681,5,1,1,0,2,cq4rdp1mkan8zhaw7bmzjdaqk,1,37.3,43.3,2023-03-17T13:01:07.861Z,2023-03-30T05:42:49Z,4102137313,212,8.3,4102137309,140,32.8,4102137311,141,53.4,4102137307,56,Back,4148990695,178,,4102137315,213,2.2,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941733,6,1,1,0,4,cq4rdp1mkan8zhaw7bmzjdaqk,1,32.8,53.4,2023-03-17T13:01:09.974Z,2023-03-30T05:42:53Z,4102137537,56,Back,4102137553,213,4.2,4102137539,140,25.2,4102137547,212,15.7,4102137543,141,33.6,4148990715,178,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941771,7,1,1,0,10,cq4rdp1mkan8zhaw7bmzjdaqk,1,28.3,19,2023-03-17T13:01:15.401Z,2023-03-30T05:42:57Z,4102137725,212,32.2,4102137721,140,56.6,4102137729,1,,4102137719,56,Center,4148990757,178,,4102137727,213,0.4,4102137717,155,,4102137723,141,37.3,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941779,8,1,1,0,13,cq4rdp1mkan8zhaw7bmzjdaqk,0,63.3,34.6,2023-03-17T13:01:18.660Z,2023-03-30T05:43:01Z,4102137779,212,25.9,4102137771,155,,4102137775,140,86.6,4148990805,178,,4102137777,141,47.2,4102137781,213,0.3,4102240399,4,,4102137773,56,Center,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
