id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2494347853,5,1,1,0,26,6ttwlm6op92r4670oayg5md7h,1,47.5,59.6,2022-12-31T15:00:44.500Z,2023-01-06T01:00:02Z,3961982781,140,54.6,3966692955,178,,3961982785,212,12.4,3961982787,213,0.9,3961982779,56,Center,3961982783,141,74.2,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347869,6,1,1,0,30,6ttwlm6op92r4670oayg5md7h,1,66.4,66.3,2022-12-31T15:00:48.416Z,2023-01-06T01:00:13Z,3961982855,56,Center,3961982861,212,8.0,3961982863,213,5.5,3961982857,140,71.9,3966692959,178,,3961982859,141,58.2,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347875,7,1,1,0,32,6ttwlm6op92r4670oayg5md7h,1,71.9,58.2,2022-12-31T15:00:50.241Z,2023-01-06T01:00:20Z,3961982901,213,5.4,3961982891,155,,3961982895,140,84.5,3961982893,56,Center,3961982899,212,21.8,3966692963,178,,3961982897,141,32.7,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347879,8,61,1,0,33,6ttwlm6op92r4670oayg5md7h,0,84.8,32.9,2022-12-31T15:00:51.856Z,2023-01-07T01:19:24Z,3961982917,56,Center,3967619449,388,,,,,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347881,11,49,1,0,35,o1iwuxbv233ayidxpibbxy59,1,14.5,73.1,2022-12-31T15:00:53.009Z,2023-01-06T01:00:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347897,12,12,1,0,37,o1iwuxbv233ayidxpibbxy59,1,4.3,82.5,2022-12-31T15:00:55.064Z,2023-01-06T01:00:48Z,3961982997,212,13.7,3961982993,140,7.7,3961982999,213,1.3,3961983005,167,,3961982995,141,100.0,3966692985,178,,3961982991,56,Back,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347933,9,5,1,0,38,6ttwlm6op92r4670oayg5md7h,1,92.3,-2,2022-12-31T15:00:56.673Z,2023-01-06T01:00:55Z,3961983167,347,,3961983165,56,Right,3961983179,233,13,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347899,13,5,1,0,38,o1iwuxbv233ayidxpibbxy59,0,7.7,102,2022-12-31T15:00:56.673Z,2023-01-06T01:00:55Z,3961983001,56,Back,3961983003,347,,3961983185,233,9,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347961,10,1,1,0,52,6ttwlm6op92r4670oayg5md7h,1,89.1,0,2022-12-31T15:01:10.012Z,2023-01-06T01:01:02Z,3961983307,140,95.3,3961983313,213,1.1,3961983303,107,,3961983309,141,15.6,3961983311,212,13.4,3961983305,56,Right,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347967,11,61,1,0,53,6ttwlm6op92r4670oayg5md7h,0,95.2,15.3,2022-12-31T15:01:11.499Z,2023-01-06T01:01:21Z,3966693007,178,,3961983323,56,Right,,,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347965,14,49,1,0,54,o1iwuxbv233ayidxpibbxy59,1,7.3,87,2022-12-31T15:01:12.076Z,2023-01-06T01:01:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347977,15,1,1,0,55,o1iwuxbv233ayidxpibbxy59,1,7.3,87,2022-12-31T15:01:13.067Z,2023-01-06T01:01:36Z,3966693025,178,,3961983353,56,Back,3961983359,212,28.4,3961983357,141,92.3,3961983361,213,0.1,3961983351,155,,3961983355,140,34.1,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347985,16,1,1,0,57,o1iwuxbv233ayidxpibbxy59,1,36.3,90.2,2022-12-31T15:01:15.492Z,2023-01-06T01:01:44Z,3961983421,212,9.6,3961983415,56,Back,3961983417,140,27.8,3966693033,178,,3961983419,141,84.9,3961983423,213,3.5,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347989,17,1,1,0,58,o1iwuxbv233ayidxpibbxy59,1,22.2,74.6,2022-12-31T15:01:16.734Z,2023-01-06T01:01:50Z,3961983447,141,64.3,3961983449,212,7.1,3961983443,56,Back,3961983451,213,4.9,3961983445,140,23.4,3966693039,178,,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347999,18,1,1,0,59,o1iwuxbv233ayidxpibbxy59,1,22.6,62.7,2022-12-31T15:01:17.391Z,2023-01-06T01:02:02Z,3961983483,212,7.5,3966693063,178,,3961983479,140,20.9,3961983477,56,Back,3961983481,141,73.4,3961983485,213,1.8,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495243383,808,43,1,1,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-12-31T15:01:18.788Z,2023-01-07T01:19:59Z,3966698163,399,165796,3967619741,144,83,,,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348011,19,1,1,1,3,o1iwuxbv233ayidxpibbxy59,1,27.1,74.8,2022-12-31T15:01:21.491Z,2023-01-06T01:02:08Z,3966693079,389,,3961983531,213,3.0,3961983527,141,77.8,3961983525,140,12.4,3961983523,56,Back,3961983529,212,15.6,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348019,20,1,1,1,6,o1iwuxbv233ayidxpibbxy59,0,11.5,86.5,2022-12-31T15:01:24.664Z,2023-01-06T01:02:15Z,3961983565,213,0.0,3961983555,155,,3961983561,141,87.0,3961983559,140,41.9,3961983557,56,Back,3961983563,212,31.9,3966693087,178,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348027,12,8,1,1,8,6ttwlm6op92r4670oayg5md7h,1,56.4,21,2022-12-31T15:01:26.747Z,2023-01-06T01:02:23Z,3966290965,384,,3961983579,56,Right,3966693097,388,,3961983585,15,,,,,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348045,13,44,1,1,10,6ttwlm6op92r4670oayg5md7h,1,57.2,23.6,2022-12-31T15:01:28.539Z,2023-01-06T04:35:41Z,3961983633,56,Center,3961983635,286,,3961983637,233,21,,,,,,,,,,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348043,21,44,1,1,10,o1iwuxbv233ayidxpibbxy59,0,42.8,76.4,2022-12-31T15:01:28.540Z,2023-01-06T01:02:34Z,3961983629,56,Back,3961983641,233,13,3961983631,285,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348049,14,1,1,1,10,6ttwlm6op92r4670oayg5md7h,0,55.3,32,2022-12-31T15:01:28.580Z,2023-01-06T04:35:41Z,3966693139,388,,3961983665,56,Center,3961983671,212,3.1,3961983663,3,,3961983669,141,28.9,3961983673,213,3.9,3961983667,140,53.1,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348055,22,61,1,1,10,o1iwuxbv233ayidxpibbxy59,1,41.5,81.7,2022-12-31T15:01:28.600Z,2023-01-06T01:02:41Z,3961983699,56,Back,3966693125,15,,3966693127,388,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348063,15,1,1,1,13,6ttwlm6op92r4670oayg5md7h,1,42.9,34.7,2022-12-31T15:01:30.940Z,2023-01-06T01:03:02Z,3961983731,212,12.5,3961983725,56,Center,3961983733,213,0,3961983723,3,,3961983729,141,34.7,3961983727,140,54.8,3966693151,178,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348071,16,1,1,1,14,6ttwlm6op92r4670oayg5md7h,0,54.9,34.4,2022-12-31T15:01:32.211Z,2023-01-06T01:03:21Z,3961983765,212,14.9,3961983755,56,Center,3961983761,141,33.1,3961983753,155,,3961983757,140,69.1,3966693175,178,,3961983769,213,6.2,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348079,17,44,1,1,16,6ttwlm6op92r4670oayg5md7h,1,70.6,29.8,2022-12-31T15:01:34.336Z,2023-01-06T04:35:42Z,3961983787,286,,3961983803,233,23,3961983785,56,Center,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348067,23,44,1,1,16,o1iwuxbv233ayidxpibbxy59,0,29.4,70.2,2022-12-31T15:01:34.337Z,2023-01-06T01:03:25Z,3961983807,233,17,3961983739,56,Back,3961983741,285,,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348083,18,1,1,1,16,6ttwlm6op92r4670oayg5md7h,0,68.6,32.7,2022-12-31T15:01:34.389Z,2023-01-06T04:35:42Z,3961983815,56,Center,3966693197,388,,3961983821,212,4.2,3961983811,3,,3961983817,140,72.1,3961983819,141,29.7,3961983813,168,,3961983823,213,5.8,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495169017,894,61,1,1,16,o1iwuxbv233ayidxpibbxy59,1,29.1,65.7,2022-12-31T15:01:34.396Z,2023-01-06T01:03:38Z,3966693213,388,,3966291361,56,Back,3966693211,15,,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348085,24,1,1,1,17,o1iwuxbv233ayidxpibbxy59,0,27.2,87.5,2022-12-31T15:01:35.790Z,2023-01-06T01:03:44Z,3961983835,141,52.6,3966693225,178,,3961983831,56,Back,3961983837,212,32.3,3961983839,213,5.5,3961983833,140,48.1,3961983829,3,,3961983841,1,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348101,19,1,1,1,19,6ttwlm6op92r4670oayg5md7h,1,53.7,40.4,2022-12-31T15:01:37.872Z,2023-01-06T01:03:48Z,3961983891,56,Center,3961983895,141,51.2,3961983897,212,16.9,3966693233,388,,3961983893,140,68.2,3961983899,213,0.4,3961983889,3,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348103,20,50,1,1,21,6ttwlm6op92r4670oayg5md7h,1,65.8,55.4,2022-12-31T15:01:38.930Z,2023-01-06T01:03:52Z,3966291619,286,,3961983903,56,Center,3966421391,233,895,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495169103,895,7,1,1,21,o1iwuxbv233ayidxpibbxy59,1,34.2,44.6,2022-12-31T15:01:39.574Z,2023-01-06T01:03:56Z,3966291789,383,,3966421387,233,20,3966291785,56,Back,3966291787,285,,3966693245,178,,,,,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348107,25,49,1,1,22,o1iwuxbv233ayidxpibbxy59,1,33.3,52,2022-12-31T15:01:40.828Z,2023-01-06T01:04:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348121,26,1,1,1,22,o1iwuxbv233ayidxpibbxy59,1,33.2,52.1,2022-12-31T15:01:40.851Z,2023-01-06T01:04:06Z,3961983957,140,43.6,3966693259,178,,3961983963,213,0.8,3961983959,141,67.2,3961983961,212,15.0,3961983955,56,Back,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348133,27,1,1,1,26,o1iwuxbv233ayidxpibbxy59,1,49.6,71.4,2022-12-31T15:01:44.466Z,2023-01-06T01:04:20Z,3966693279,178,,3961984013,56,Left,3961984019,212,18.8,3961984017,141,93.3,3961984021,213,0.9,3961984015,140,60.5,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348135,28,61,1,1,27,o1iwuxbv233ayidxpibbxy59,0,60.5,93.3,2022-12-31T15:01:45.252Z,2023-01-06T01:04:27Z,3966693283,178,,3961984025,56,Left,,,,,,,,,,,,,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348185,21,5,1,1,28,6ttwlm6op92r4670oayg5md7h,1,38.6,-2,2022-12-31T15:01:46.239Z,2023-01-06T01:04:32Z,3961984215,233,29,3961984207,56,Back,3961984209,347,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348139,29,5,1,1,28,o1iwuxbv233ayidxpibbxy59,0,61.4,102,2022-12-31T15:01:46.239Z,2023-01-06T01:04:33Z,3961984041,56,Left,3961984229,233,21,3961984043,347,,,,,,,,,,,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348255,22,1,1,1,44,6ttwlm6op92r4670oayg5md7h,0,35.7,0,2022-12-31T15:02:02.131Z,2023-01-06T01:04:39Z,3961984457,212,36.6,3961984439,56,Center,3961984445,140,64.6,3961984451,141,28.4,3961984461,213,0.6,3961984435,107,,3961984465,1,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348263,30,49,1,1,47,o1iwuxbv233ayidxpibbxy59,1,33.3,74.7,2022-12-31T15:02:05.292Z,2023-01-06T01:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
