id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2491866395,7,1,1,0,14,c9swyor08g9pedxpe3n321svu,1,62.8,86.3,2022-12-16T17:30:44.453Z,2022-12-18T18:17:56Z,3951431665,178,,3948807737,213,4.2,3948807733,141,81.8,3948807729,56,Left,3948807735,212,3.4,3948807731,140,61.3,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866397,8,1,1,0,15,c9swyor08g9pedxpe3n321svu,1,60.4,79.7,2022-12-16T17:30:45.501Z,2022-12-18T18:18:04Z,3948807773,213,1.6,3951431687,178,,3948807769,141,87.2,3948807765,56,Left,3948807771,212,5.1,3948807767,140,60.1,,,,,,,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866399,9,1,1,0,18,c9swyor08g9pedxpe3n321svu,1,60.5,87.2,2022-12-16T17:30:47.970Z,2022-12-18T18:18:10Z,3948807777,56,Center,3948807783,212,11.3,3951431715,178,,3948807781,141,75.4,3948807779,140,68.1,3948807785,213,5.5,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866489,10,61,1,0,18,c9swyor08g9pedxpe3n321svu,1,65.3,73.3,2022-12-16T17:30:48.445Z,2022-12-18T18:18:16Z,3951431733,178,,3948808281,56,Center,,,,,,,,,,,,,,,,,,,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866403,5,52,1,0,24,dbhdov3cc47kcr1hjg5qr5qg7,1,9.3,41.8,2022-12-16T17:30:54.300Z,2022-12-18T18:18:24Z,3951431769,178,,3950454307,376,,,,,,,,,,,,,,,,,,,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866479,6,1,1,0,32,dbhdov3cc47kcr1hjg5qr5qg7,1,13.8,57.2,2022-12-16T17:31:02.117Z,2022-12-18T18:18:28Z,3948808239,141,95.1,3948808235,56,Back,3948808245,1,,3948808241,212,41.2,3948808237,140,44.4,3948808233,199,,3948808243,213,0.7,,,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866487,7,1,1,0,35,dbhdov3cc47kcr1hjg5qr5qg7,1,44.4,95.1,2022-12-16T17:31:04.939Z,2022-12-18T18:18:32Z,3948808271,140,34.2,3948808275,212,11.8,3948808273,141,87.7,3948808277,213,3.6,3948808269,56,Back,3951431901,178,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866513,8,1,1,0,37,dbhdov3cc47kcr1hjg5qr5qg7,1,34.2,87.7,2022-12-16T17:31:06.864Z,2022-12-18T18:18:36Z,3948808399,56,Back,3948808401,140,13.2,3951431929,178,,3948808405,212,24.7,3948808403,141,71.3,3948808407,213,3.6,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866515,9,1,1,0,40,dbhdov3cc47kcr1hjg5qr5qg7,0,13.2,71.3,2022-12-16T17:31:10.051Z,2022-12-18T18:18:50Z,3948808411,155,,3948808421,213,5.1,3951432091,178,,3948808419,212,35.4,3948808415,140,25.6,3948808413,56,Back,3948808417,141,22.9,3948808423,1,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866525,11,49,1,0,41,c9swyor08g9pedxpe3n321svu,1,71,90.9,2022-12-16T17:31:11.436Z,2022-12-18T18:18:53Z,,,,,,,,,,,,,,,,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866549,12,1,1,0,44,c9swyor08g9pedxpe3n321svu,1,70.6,91.5,2022-12-16T17:31:13.873Z,2022-12-18T18:19:01Z,3948808575,56,Left,3948808579,141,92.9,3948808581,212,5.7,3948808583,213,3.0,3951432201,178,,3948808577,140,65.2,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866563,13,1,1,0,48,c9swyor08g9pedxpe3n321svu,1,61,93.5,2022-12-16T17:31:18.587Z,2022-12-18T18:19:06Z,3948808643,213,3.9,3948808637,140,52.9,3948808641,212,11.3,3951432269,178,,3948808639,141,82.6,3948808635,56,Left,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866587,14,1,1,0,52,c9swyor08g9pedxpe3n321svu,1,52.5,75,2022-12-16T17:31:21.740Z,2022-12-18T18:19:11Z,3948808773,56,Center,3948808777,141,45.5,3951432291,178,,3948808775,140,50.8,3948808781,213,4.6,3948808779,212,20.1,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866609,15,1,1,0,56,c9swyor08g9pedxpe3n321svu,1,51.8,44.3,2022-12-16T17:31:26.279Z,2022-12-18T18:19:23Z,3948808901,56,Center,3948808905,141,57.0,3948808909,213,1.4,3951432429,178,,3948808903,140,53.5,3948808907,212,8.8,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866617,16,1,1,0,57,c9swyor08g9pedxpe3n321svu,1,53.5,57,2022-12-16T17:31:27.186Z,2022-12-18T18:19:40Z,3948808953,213,4.8,3948808947,140,54.6,3948808951,212,12.0,3951432685,178,,3948808949,141,39.4,3948808945,56,Center,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866629,17,1,1,1,2,c9swyor08g9pedxpe3n321svu,1,54.6,38.6,2022-12-16T17:31:32.147Z,2022-12-18T18:19:43Z,3948809011,213,4.9,3948809005,140,56.5,3948809009,212,12.2,3951432743,178,,3948809003,56,Right,3948809007,141,20.9,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866631,18,1,1,1,6,c9swyor08g9pedxpe3n321svu,1,56.4,17.6,2022-12-16T17:31:36.308Z,2022-12-18T18:19:47Z,3951432807,178,,3948809017,140,60.9,3948809023,213,5.2,3948809021,212,10.6,3948809019,141,3.7,3948809015,56,Right,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866659,19,1,1,1,7,c9swyor08g9pedxpe3n321svu,1,60.9,3.7,2022-12-16T17:31:37.629Z,2022-12-18T18:20:03Z,3948809193,212,15.2,3948809189,140,48.2,3948809191,141,14.4,3951432975,178,,3948809187,56,Back,3948809195,213,2.6,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866685,20,1,1,1,11,c9swyor08g9pedxpe3n321svu,1,43.7,20.1,2022-12-16T17:31:41.635Z,2022-12-18T18:20:54Z,3948809297,141,37.9,3951432891,178,,3948809293,56,Back,3948809299,212,12.4,3948809295,140,41.1,3948809301,213,1.8,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866695,21,1,1,1,14,c9swyor08g9pedxpe3n321svu,1,42.6,44.5,2022-12-16T17:31:44.658Z,2022-12-18T18:21:14Z,3948809363,141,65.2,3948809367,213,0.9,3948809359,56,Center,3948809361,140,53.8,3951433717,178,,3948809365,212,18.3,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866703,22,1,1,1,18,c9swyor08g9pedxpe3n321svu,1,53.8,65.2,2022-12-16T17:31:48.555Z,2022-12-18T18:21:17Z,3948809413,140,58.5,3948809417,212,11.0,3951433769,178,,3948809411,56,Left,3948809419,213,1.1,3948809415,141,79.6,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866707,23,1,1,1,19,c9swyor08g9pedxpe3n321svu,1,59.3,78.7,2022-12-16T17:31:49.500Z,2022-12-18T18:21:50Z,3948860427,213,4.3,3948860423,141,70.9,3948860425,212,5.7,3948860419,56,Center,3951433817,178,,3948860421,140,57.3,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866711,24,1,1,1,21,c9swyor08g9pedxpe3n321svu,1,55.8,76.5,2022-12-16T17:31:51.473Z,2022-12-18T18:21:58Z,3948890129,56,Left,3948890133,141,86.6,3948890137,213,1.6,3948890131,140,55.3,3951433841,178,,3948890135,212,6.9,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866713,25,1,1,1,22,c9swyor08g9pedxpe3n321svu,1,53.1,90.3,2022-12-16T17:31:52.288Z,2022-12-18T18:22:03Z,3948911897,141,71.1,3948911893,56,Back,3948911895,140,47.0,3948911899,212,14.5,3948911901,213,4.3,3951434243,178,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866715,26,1,1,1,25,c9swyor08g9pedxpe3n321svu,1,53.7,52.6,2022-12-16T17:31:55.303Z,2022-12-18T18:22:23Z,3951434455,178,,3948912435,213,5.9,3948912429,140,68.9,3948912431,141,42.5,3948912427,56,Center,3948912433,212,17.4,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492364457,1181,67,1,1,26,c9swyor08g9pedxpe3n321svu,1,71,37.3,2022-12-16T17:31:56.307Z,2022-12-18T23:53:34Z,3951470755,233,611,,,,,,,,,,,,,,,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492364453,611,67,1,1,26,dbhdov3cc47kcr1hjg5qr5qg7,0,29,62.7,2022-12-16T17:31:56.308Z,2022-12-18T19:16:12Z,3951470759,233,1181,,,,,,,,,,,,,,,,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866751,29,1,1,1,26,c9swyor08g9pedxpe3n321svu,1,73.7,37.7,2022-12-16T17:31:56.316Z,2022-12-18T23:53:34Z,3948809603,212,10.1,3951434521,178,,3948809601,141,32.2,3948809599,140,64.8,3948809605,213,3.5,3948809609,156,,3948809597,56,Center,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866759,30,1,1,1,29,c9swyor08g9pedxpe3n321svu,1,63.2,31,2022-12-16T17:31:58.852Z,2022-12-18T18:22:35Z,3948809631,212,6.8,3948809627,140,58.4,3948809629,141,37.7,3948809625,56,Center,3951434539,178,,3948809633,213,2.4,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866773,31,1,1,1,31,c9swyor08g9pedxpe3n321svu,1,58.4,37.7,2022-12-16T17:32:01.180Z,2022-12-18T18:22:44Z,3948809713,212,30.2,3948809707,56,Center,3948809709,140,87.0,3948809705,155,,3948809711,141,33.0,3951434629,178,,3948809715,213,6.2,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866777,32,1,1,1,33,c9swyor08g9pedxpe3n321svu,0,87,33,2022-12-16T17:32:03.573Z,2022-12-18T18:22:50Z,3948809733,140,87.4,3948809731,56,Center,3948809729,3,,3948809739,213,1.5,3948809735,141,46.6,3948809737,212,9.3,3951434705,388,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866789,10,12,1,1,35,dbhdov3cc47kcr1hjg5qr5qg7,1,12.7,56.8,2022-12-16T17:32:04.867Z,2022-12-18T18:22:56Z,3948809803,212,28.9,3948809799,140,30.6,3948809801,141,24.5,3948809805,213,5.4,3951434755,178,,3948809797,56,Back,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866793,11,49,1,1,38,dbhdov3cc47kcr1hjg5qr5qg7,1,30.6,24.5,2022-12-16T17:32:07.788Z,2022-12-26T22:28:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5jf9ehsqbdmxlcan1tjm7gmqc,Abdul Al Jumaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866829,12,1,1,1,41,dbhdov3cc47kcr1hjg5qr5qg7,1,37.4,29.2,2022-12-16T17:32:11.369Z,2022-12-26T22:28:18Z,3951434897,178,,3948810007,213,4.0,3948810003,141,18.1,3948810005,212,10.0,3948809999,56,Back,3948810001,140,31.1,,,,,,,5jf9ehsqbdmxlcan1tjm7gmqc,Abdul Al Jumaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866839,13,1,1,1,45,dbhdov3cc47kcr1hjg5qr5qg7,1,32.5,17.2,2022-12-16T17:32:15.560Z,2022-12-18T18:23:19Z,3948810071,213,0.6,3948810063,56,Back,3948810067,141,30.2,3951434987,178,,3948810069,212,14.9,3948810065,140,43.9,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866847,14,1,1,1,49,dbhdov3cc47kcr1hjg5qr5qg7,1,44.4,34.6,2022-12-16T17:32:18.802Z,2022-12-26T22:28:18Z,3948810137,213,1.7,3948810129,56,Back,3948810133,141,62.6,3948810135,212,19.3,3948810131,140,41.5,3951435051,178,,,,,,,,5jf9ehsqbdmxlcan1tjm7gmqc,Abdul Al Jumaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866857,15,1,1,1,51,dbhdov3cc47kcr1hjg5qr5qg7,1,41.5,62.6,2022-12-16T17:32:20.773Z,2022-12-18T18:23:28Z,3948810187,141,89.7,3948810191,213,1.2,3948810183,56,Back,3948810189,212,19.5,3951435097,178,,3948810185,140,47.5,,,,,,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866879,16,1,1,1,53,dbhdov3cc47kcr1hjg5qr5qg7,1,47.5,89.7,2022-12-16T17:32:23.660Z,2022-12-18T18:25:02Z,3948810309,213,4.5,3948810305,141,75.9,3948810301,56,Back,3948810307,212,9.5,3951435691,178,,3948810303,140,45.9,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866901,17,1,1,1,56,dbhdov3cc47kcr1hjg5qr5qg7,1,45.9,75.9,2022-12-16T17:32:26.694Z,2022-12-18T18:25:04Z,3948810409,212,11.5,3948810405,140,39.4,3948810411,213,4.1,3951435719,178,,3948810403,56,Back,3948810407,141,62.2,,,,,,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866905,18,1,1,1,59,dbhdov3cc47kcr1hjg5qr5qg7,1,39.4,62.2,2022-12-16T17:32:29.557Z,2022-12-18T18:25:10Z,3948810427,212,11.1,3948810423,140,34.1,3948810425,141,76.4,3948810429,213,2.1,3951435793,178,,3948810421,56,Back,,,,,,,exs0tbl2thbcz163r3vas74es,Tariq Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866913,19,1,1,2,2,dbhdov3cc47kcr1hjg5qr5qg7,1,34.1,76.4,2022-12-16T17:32:32.020Z,2022-12-18T18:25:19Z,3948810463,213,0.1,3948810459,141,78.9,3948810455,56,Back,3951435911,178,,3948810461,212,12.8,3948810457,140,46.2,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866917,20,1,1,2,3,dbhdov3cc47kcr1hjg5qr5qg7,0,46.2,78.9,2022-12-16T17:32:33.046Z,2022-12-18T18:25:23Z,3948810483,141,95.3,3948810487,213,0.9,3951436021,178,,3948810481,140,55.4,3948810479,56,Left,3948810485,212,14.8,,,,,,,exs0tbl2thbcz163r3vas74es,Tariq Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491866925,33,49,1,2,5,c9swyor08g9pedxpe3n321svu,1,46.4,10.7,2022-12-16T17:32:34.738Z,2022-12-18T18:25:35Z,,,,,,,,,,,,,,,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
