id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2508341205,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-02-16T13:41:28.750Z,2023-02-16T15:15:38Z,4035506925,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4035506935,197,6656,4035506937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4035506933,194,ajtqeot5t9kv6mrtpdudlwmvp,4035506927,59,"1, 11, 23, 16, 33, 49, 43, 17, 12, 10, 90, 5, 6, 7, 14, 20, 21, 22, 24, 50",4035506923,30,"ajtqeot5t9kv6mrtpdudlwmvp, e81tor86msoqqodyy4xhiu31l, 3km030r7hwsxw849nv0qpaql0, 4w7c7a9rw5id7f0wikw02orth, 3qf9lidcmozvvpy2jprlx3v11, idjs50cwxlt56rylhn3znt62, daqggbwzctkpojr1kn1l2sm39, 98nbel31pgxlifu6s4wqqxjv9, b6uziptaly2jgznnhe7l5bqol, si3wcnvnhiukn1novyv1su6t, jtuc25nybu22ifehsg8p9wb9, c3ly1ivtw40f1rjqbbk9ublqt, 7h6e2d1wfa89bvqfmhgm2r3kl, aonc1y49ulmolyc47knpwtrtg, 15o6hxjc62wgd0ej4dxtxczpx, 9v0ncjrqgandlju8x483181ec, emoaqymruvce71ow6gidqjc6i, 1hf93j1aaylparuteybdwded, 99h9ihbi9zj82ubnt4pqr3s9h, 2m9cba7mtmeo99f8alyhis2ne",4035506931,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4035506929,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508341599,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-02-16T13:42:44.938Z,2023-02-16T15:08:06Z,4035509053,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4035509051,197,3316,4035509045,130,8,4035509049,194,f0fot1juj3i62tt8i2vybnjdh,4035509043,59,"1, 40, 12, 7, 5, 4, 10, 30, 32, 11, 24, 6, 9, 15, 19, 23, 26, 27, 44, 75",4035509047,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4035509041,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4035509039,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, bhdvvtp8iu46et3iqfn6c8f3e, 3s3rnrrv8i4rb0x7vaa5mhvpx, b6o9hx5v7y8t4hc6t3k4vrv11, bodbz7zwlae3zytzhmbk5ncwk, 8tvytrvm8g922nxp2sjc7lxp1, 3hzwwygv4u0vn68g4z3taqj1l, 2j2uxep3rot3fwdq27b2im9qt, f0fot1juj3i62tt8i2vybnjdh, 22nbr9lhehz7zxfpml2cdfx4a, a8tgq32yvdrxup21s75ktvtw4, egk2nnpvvup731trr0x2kj696, 4d1vfcib03lv7y3dbpv2b8usp, bkpoy149cdahszf7g50fdox04, 8y6x61qorr95ai62ko6yo6cr8, czk2wmpl7wu9ogvo8oyij1t5h, 9kn5o2yki8zu3wihjwqjort9l, d0hq3mzumz2pvhkx2cxvalqsp, 9i2vkt05nwdi1v6iqiyv3hl91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358651,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-02-16T15:00:17.025Z,2023-02-16T15:00:18Z,4035606333,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358649,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-02-16T15:00:17.025Z,2023-03-02T22:53:47Z,4035606327,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358663,3,1,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,50.1,50,2023-02-16T15:00:17.052Z,2023-03-03T06:50:22Z,4035606425,279,S,4035606419,141,36.0,4035606417,140,39.0,4035606415,56,Back,4035606421,212,15.0,4067662711,178,,4035606423,213,3.8,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358671,4,1,1,0,1,cq4rdp1mkan8zhaw7bmzjdaqk,1,39,35.7,2023-02-16T15:00:18.972Z,2023-03-03T06:50:29Z,4035606469,140,35.2,4035606471,141,9.8,4035606467,56,Back,4035606473,212,18.1,4067662847,178,,4035606475,213,4.5,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358687,5,1,1,0,4,cq4rdp1mkan8zhaw7bmzjdaqk,1,35.6,9.4,2023-02-16T15:00:21.039Z,2023-03-03T06:50:46Z,4035606539,140,32.3,4035606541,141,20.9,4035606537,56,Back,4035606543,212,8.6,4035606545,213,2.0,4067663013,178,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358705,6,1,1,0,7,cq4rdp1mkan8zhaw7bmzjdaqk,0,34,14.6,2023-02-16T15:00:24.178Z,2023-03-03T06:50:50Z,4035606623,56,Center,4035606627,141,35.1,4035606631,213,0.4,4035606629,212,33.7,4067663055,178,,4035606633,1,,4035606625,140,63.2,4035606621,155,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358711,3,49,1,0,9,f0zsn74nz0o01gr30weun240i,1,38.8,56.1,2023-02-16T15:00:26.846Z,2023-03-03T06:51:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508358713,4,1,1,0,11,f0zsn74nz0o01gr30weun240i,0,39.5,56.3,2023-02-16T15:00:28.147Z,2023-03-03T06:51:14Z,4035606685,56,Back,4067663293,178,,4035606691,212,13.4,4035606687,140,41.5,4035606693,213,4.9,4035606689,141,36.9,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
