id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2468365187,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-10-07T14:26:00.701Z,2022-10-07T15:38:38Z,3824708317,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824708327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824708319,59,"1, 39, 31, 3, 21, 4, 11, 89, 20, 8, 88, 6, 7, 9, 10, 13, 14, 16, 17, 77",3824708325,194,jm8cn996mibk0hwauxvsb1lh,3824708315,30,"9xp5dssep1sdnexngspcmkst1, 9o288vygjpcv3noeqnrnqh3ah, bgac6td6x8qi2o7o5ofrj3t1x, jm8cn996mibk0hwauxvsb1lh, c706bwqqpdkdk2zqzmop9wm39, dxy1gb64e1hokq26qqnigirpx, c8h2fwbtb1bs0i68fb730vpwp, btjt8zqd248l6mk9b2obdsr1l, bvmo38wfbtnrk5hdbxgczkzpx, dp5fmyett2g7fvus88m85fsut, 2ycm47qi7qr17i31a8f6oq9gq, 7hi572oc3pv3uowvv4cupijmd, 6fy868uh27umb1dafjy7tk2xh, 17rl734wbbzbxvj33id7j9l62, 483n2f7a1xkseruh77bj7rxed, 97gy3oursbjphkf5t85x9wy96, 1qt77p34tr6jf5vl5pzbh8zfu, 7qirhp2v0034pkiwvnmsfd785, 4fkudkcxt03pqaqz58nofkag9, embrr58160gq57nfexeif3xsl",3824708321,130,11,3824766939,197,6795,3824708323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468365591,1,34,16,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-10-07T14:28:11.143Z,2022-10-07T15:27:37Z,3824711187,194,74yjko6gbejstpnhkr1gn8xxx,3824711179,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824711189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824711177,30,"9n8332rcl3v2jq0b791i0s5w5, 74yjko6gbejstpnhkr1gn8xxx, 19djqex4nu3lz6vw08f3fwv6x, rbhqo1mjhl4j1enpfpbehlgp, 4uyfs1epryrirnq46jttxm6sp, 114zbg6z77mdio95dbl9v27dh, 12x5lacdmnvc801277ugw9ecp, dayca044hynhii8kgr7g1azth, bwj0ic6ljwuzim9zsmosx4hxx, 4lhyi7xvorswax9xwmz4v5tqt, cpws4xoaun4lc21p379rpd59l, drd86nrgxki1eobo3pam0jk5x, 2gqls23835l3x6466sfwnthhx, 92qhzmz7bik9yiyhpt9fcvqzu, 1h4lbj5lsr3be6k2e5esd6356, 8h4z74vxc8qqbmwelwpo8oq5m, 2roupcmw8nog7w9ts8z7wv1ed, 8wxgeu7xdeuvvuhn5ga0vu4q2, 4u3pq05nvcw6aemv99pbiopp0, 3u9v4demk1goyq93e3xv3d42d",3824711185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824711181,59,"25, 2, 13, 17, 5, 21, 14, 18, 9, 94, 29, 3, 4, 11, 16, 19, 20, 23, 27, 33",3824711183,130,8,3824765635,197,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375107,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-10-07T15:30:24.703Z,2022-10-19T10:42:57Z,3824767133,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375113,2,32,1,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-10-07T15:30:24.703Z,2022-10-07T15:30:26Z,3824767163,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375115,3,1,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,50,50,2022-10-07T15:30:24.740Z,2022-10-19T11:14:40Z,3824767183,279,S,3824767181,213,2.9,3824767173,56,Back,3824767177,141,55.5,3824767175,140,37.3,3855630467,178,,3824767179,212,13.8,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375121,4,1,1,0,1,d47tf49ishm9qnfd8zyc8wv0j,1,37,58.2,2022-10-07T15:30:26.580Z,2022-10-19T11:14:46Z,3824767223,141,66.7,3855630623,178,,3824767221,140,30.9,3824767225,212,8.6,3824767219,56,Back,3824767227,213,2.4,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375127,5,1,1,0,3,d47tf49ishm9qnfd8zyc8wv0j,1,30.9,66.9,2022-10-07T15:30:28.672Z,2022-10-19T11:15:48Z,3824767245,56,Back,3824767249,141,43.4,3855631577,178,,3824767247,140,11.0,3824767253,213,3.8,3824767251,212,26.3,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375129,6,1,1,0,7,d47tf49ishm9qnfd8zyc8wv0j,1,11,44.2,2022-10-07T15:30:32.227Z,2022-10-19T11:15:51Z,3824767269,140,36.2,3824767275,213,6.1,3824767265,155,,3824767273,212,27.2,3824767271,141,35.2,3824767267,56,Back,3855631725,178,,,,,9xp5dssep1sdnexngspcmkst1,Abdullah Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375137,7,1,1,0,8,d47tf49ishm9qnfd8zyc8wv0j,1,36.2,35.2,2022-10-07T15:30:33.673Z,2022-10-19T11:18:11Z,3824767321,140,39.5,3824767323,141,14.6,3855634111,388,,3824767317,3,,3824767327,213,5.0,3824767325,212,14.4,3824767319,56,Back,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468375139,8,1,1,0,11,d47tf49ishm9qnfd8zyc8wv0j,0,39.5,14.6,2022-10-07T15:30:35.815Z,2022-10-19T11:18:18Z,3824767333,56,Back,3855634273,178,,3824767331,3,,3824767339,212,9.3,3824767335,140,41.1,3824767341,213,1.4,3824767337,141,28.0,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
