id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2450814339,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-08-25T14:42:43.881Z,2022-08-25T16:14:50Z,3731312523,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3731312531,194,d3hiwrqyxc7ff8vlwk35tnsru,3731312529,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731312533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731312525,59,"88, 22, 24, 37, 4, 33, 18, 16, 77, 27, 10, 1, 3, 6, 8, 11, 17, 19, 26, 66",3731312527,130,4,3731312521,30,"5hewtfw3vtddu8u3qmueyv4yd, 9vsqe0uy76u157na942hdokx5, dfp7gtib09b9l0bdqfl89m356, 61u0tfe67undvqqutes55k2xh, d3hiwrqyxc7ff8vlwk35tnsru, 7qmg0s07y1tkthgu8zwa599ed, 5zmh9fz8vr0jcgt8zic0vyve2, 6ryod1z32yns7blzdxvhwmzqi, buhbt39pjc7lvd0arxzuja8k5, 9k81fwyq8bbyhckt5t80fvwet, beeunz2xxmos83md5kmsy4hqt, 85paqhbw10m5ra3set109qz9, 483s97qezyiz91n8qzwjd7uuh, dozljiegaplgkxwywguqomeei, 28pvmv8slheuqzsh4eok2t905, 9psac5vq3c7li645yxsaglo0l, 576sxo24s5ktc0t9chfh9v4d1, dybfeu5czibo3vri357z8yrpx, azjpcg32pigro8iunnll88wyd, arqaprcadqfrz0tj3iouo98t1",3731319239,197,3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450814391,1,34,16,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-08-25T14:49:16.959Z,2022-08-25T16:02:48Z,3731319507,197,6686,3731312931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3731312937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731312935,130,7,3731312939,194,5376r1hbhrywje7cys1vcyb4l,3731312941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731312933,59,"30, 19, 13, 6, 15, 3, 49, 17, 9, 10, 7, 4, 12, 20, 23, 24, 32, 33, 40, 99",3731312929,30,"exmyiidka52uylmreef9fpn85, bx6o57idb4mbv2xo70l9gkfs9, 820fen2dxh3d2zmcbn9ak0u6t, cgwl99clcp8j1z4tq5n0bh9ed, 5376r1hbhrywje7cys1vcyb4l, 624uaxchaea87v6na4wsd50x5, 5yrugwes9msd3cd5hhrluivah, evyk938tt0eebkhxrwejaonv9, 8cfopdu7tyfve6iu3sinme1gp, 9d3t6xtk6bceipt63k6c5rnit, 5x2mcnjeclk64b5l9o2h4d5g5, cp8kbj12wth398bnglywepk9, g15ldg2cnu1otbiwsm3dppg4, 2j90w131xjmie2ozb2wb6a6p6, 12aymg9roti0joastjxyswzqh, deh42a9ovtkyfppy2pmthdre1, 5zwi7f2u6vd88wvc00ynpv209, 5zhllm5im47ot9gywrg0untd6, 465tn4volgmbkntekrvwuvmne, dcv72l1n3nkz6aybcnqwfu5g4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450815089,2,32,1,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-08-25T16:05:13.841Z,2022-08-25T16:05:16Z,3731319845,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450815087,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-08-25T16:05:13.841Z,2022-08-27T08:29:27Z,3731319843,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450815093,3,1,1,0,0,4djrvao40r1vgr4psfl5dzc80,1,50,50,2022-08-25T16:05:13.853Z,2022-08-27T08:52:31Z,3731319869,213,3.1,3731319865,141,51.8,3731319867,212,13.5,3731319861,56,Back,3731319871,279,S,3731319863,140,37.2,3733964963,178,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450815091,3,43,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-08-25T16:05:14.212Z,2022-08-25T16:05:27Z,3731319851,141,49.7,3731319965,144,1,3731319857,279,S,3731319855,213,6.3,3731319847,56,Center,3731319849,140,64.4,3731319853,212,15.3,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450815099,4,1,1,0,1,4djrvao40r1vgr4psfl5dzc80,1,37.1,52.1,2022-08-25T16:05:15.493Z,2022-08-27T08:50:42Z,3731319913,213,1.2,3733965315,178,,3731319907,140,41.1,3731319905,56,Back,3731319909,141,66.6,3731319911,212,10.7,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450817241,420,1,1,0,2,4djrvao40r1vgr4psfl5dzc80,1,41.1,62.1,2022-08-25T16:05:16.344Z,2022-08-27T08:50:52Z,3731333613,56,Back,3731333621,213,4.6,3733965653,178,,3731333617,141,53.3,3731333615,140,40.2,3731333619,212,6.1,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450815095,4,43,1,0,3,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-08-25T16:05:17.060Z,2022-08-25T16:05:29Z,3731319883,213,4.2,3731319877,140,60.2,3731319881,212,9.5,3731319879,141,37.7,3731319875,56,Center,3731319967,144,1,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450817243,421,1,1,0,3,4djrvao40r1vgr4psfl5dzc80,1,40.2,53.3,2022-08-25T16:05:17.369Z,2022-08-27T08:50:56Z,3731333631,212,8.7,3731333629,141,66.1,3731333633,213,1.5,3731333625,56,Back,3731333627,140,40.7,3733965713,178,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
