id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value
2505810005,7,1,1,0,20,7dkxxicrwn77jpdfkwpnlnnyn,1,79.5,94.2,2023-02-10T13:00:41.025Z,2023-03-01T07:32:21Z,4022174689,212,6.7,4064666391,178,,4022174685,140,73.2,4022174683,56,Left,4022174687,141,95.6,4022174691,213,3.0,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810013,8,1,1,0,21,7dkxxicrwn77jpdfkwpnlnnyn,0,73.2,95.6,2023-02-10T13:00:42.119Z,2023-03-01T07:32:27Z,4022174707,56,Center,4064666453,178,,4022174711,141,69.4,4022174713,212,18.7,4022174715,213,5.0,4022174709,140,78.6,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810011,5,61,1,0,22,f0zsn74nz0o01gr30weun240i,1,25.2,32.2,2023-02-10T13:00:43.220Z,2023-03-01T07:32:46Z,4022174701,56,Back,4064666645,178,,,,,,,,,,,,,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810019,6,49,1,0,24,f0zsn74nz0o01gr30weun240i,1,27.1,32.2,2023-02-10T13:00:44.480Z,2023-03-01T07:32:53Z,,,,,,,,,,,,,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810023,7,1,1,0,24,f0zsn74nz0o01gr30weun240i,1,27.1,32.2,2023-02-10T13:00:44.570Z,2023-03-01T07:32:58Z,4022174753,212,15.7,4022174755,213,3.9,4022174749,140,16.2,4022174751,141,16.5,4064666743,178,,4022174747,56,Back,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810031,8,1,1,0,26,f0zsn74nz0o01gr30weun240i,1,16.2,16.5,2023-02-10T13:00:46.268Z,2023-03-01T07:33:03Z,4022174809,212,13.3,4022174805,140,26.0,4064666789,178,,4022174811,213,5.6,4022174803,56,Back,4022174807,141,4.0,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810035,9,1,1,0,28,f0zsn74nz0o01gr30weun240i,0,26.4,2.9,2023-02-10T13:00:49.012Z,2023-03-01T07:33:12Z,4022299711,233,9,4022174831,140,27.4,4022174829,56,Back,4022299715,286,,4022174835,212,1.1,4022174837,213,0.1,4064666899,178,,4022299709,236,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,4022174833,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810067,9,74,1,0,28,7dkxxicrwn77jpdfkwpnlnnyn,1,75,92.3,2023-02-10T13:00:49.078Z,2023-03-01T07:33:21Z,4022299717,233,9,4022174977,56,Left,4022174981,285,,4064666977,178,,,,,,,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810071,10,49,1,0,29,7dkxxicrwn77jpdfkwpnlnnyn,1,74.5,92.6,2023-02-10T13:00:50.068Z,2023-03-01T07:33:32Z,,,,,,,,,,,,,,,,,,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810087,11,1,1,0,30,7dkxxicrwn77jpdfkwpnlnnyn,1,74.5,92.6,2023-02-10T13:00:50.717Z,2023-03-01T07:33:41Z,4022175057,140,61.4,4064667205,178,,4022175061,212,13.8,4022175063,213,3.2,4022175055,56,Left,4022175059,141,90.9,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810103,12,1,1,0,31,7dkxxicrwn77jpdfkwpnlnnyn,1,63.2,96.2,2023-02-10T13:00:52.189Z,2023-03-01T07:33:53Z,4022175171,212,3.7,4064667365,178,,4022175167,141,90.7,4022175175,213,4.7,4022175163,56,Left,4022175165,140,63.2,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505834033,373,1,1,0,33,7dkxxicrwn77jpdfkwpnlnnyn,1,57.2,89.1,2023-02-10T13:00:53.785Z,2023-03-01T07:34:07Z,4064667515,178,,4022301259,213,2.9,4022301251,56,Back,4022301257,212,20.6,4022301255,141,95.3,4022301253,140,38.0,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810111,13,1,1,0,38,7dkxxicrwn77jpdfkwpnlnnyn,0,39.2,93.8,2023-02-10T13:00:58.494Z,2023-03-01T07:34:20Z,4022175193,1,,4022175189,212,32.0,4022175181,155,,4022175191,213,6.2,4022175187,141,89.6,4022175185,140,69.6,4022175183,56,Left,4064667699,178,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810107,10,1,1,0,40,f0zsn74nz0o01gr30weun240i,1,25.4,14.7,2023-02-10T13:01:01.015Z,2023-03-01T07:34:33Z,4064667925,388,,4032193601,157,,4022296237,212,15.0,4022296235,141,14.1,4022296233,140,39.7,4022175179,56,Back,4032193603,1,,4022296239,213,6.3,5ffogjpb96mfoihuw7pu5pl91,C. Fai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810123,11,1,1,0,42,f0zsn74nz0o01gr30weun240i,1,39,21.7,2023-02-10T13:01:02.418Z,2023-03-01T07:34:56Z,4022296721,141,29.3,4064668171,178,,4022296723,212,7.7,4022296719,140,33.5,4022175233,56,Back,4022296725,213,2.4,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810129,12,49,1,0,43,f0zsn74nz0o01gr30weun240i,1,35.7,47,2023-02-10T13:01:03.480Z,2023-03-01T07:35:15Z,,,,,,,,,,,,,,,,,,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810143,13,1,1,0,44,f0zsn74nz0o01gr30weun240i,1,35.5,40.6,2023-02-10T13:01:04.749Z,2023-03-01T07:35:20Z,4022175321,140,27.8,4022175327,213,2.1,4022175323,141,60.4,4022175319,56,Back,4064668381,178,,4022175325,212,15.7,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810155,14,1,1,0,47,f0zsn74nz0o01gr30weun240i,1,26.3,75.6,2023-02-10T13:01:07.405Z,2023-03-01T07:35:27Z,4064668481,178,,4022175391,140,32.1,4022175389,56,Back,4022175397,213,1.1,4022175395,212,12.5,4022175393,141,91.7,,,,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810173,15,1,1,0,49,f0zsn74nz0o01gr30weun240i,1,32.1,91.7,2023-02-10T13:01:09.898Z,2023-03-01T07:35:31Z,4064668525,178,,4022175485,213,4.9,4022175469,56,Back,4022175473,140,33.6,4022175475,141,79.9,4022175481,212,8.2,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810181,16,1,1,0,51,f0zsn74nz0o01gr30weun240i,1,33.6,79.9,2023-02-10T13:01:12.156Z,2023-03-01T07:35:35Z,4022175505,212,19.0,4022175503,141,58.8,4022175507,213,4.0,4022175501,140,21.8,4022175499,56,Back,4064668579,178,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810195,17,1,1,0,54,f0zsn74nz0o01gr30weun240i,1,21.2,61.5,2023-02-10T13:01:15.125Z,2023-03-01T07:35:43Z,4064668663,178,,4022175587,212,16.3,4022175585,141,49.0,4022175583,140,8.0,4022175589,213,3.7,4022175581,56,Back,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810201,18,1,1,0,58,f0zsn74nz0o01gr30weun240i,1,7.8,48.8,2023-02-10T13:01:18.349Z,2023-03-01T07:35:47Z,4064668705,178,,4022175621,56,Back,4022175631,1,,4022175629,213,5.5,4022175627,212,43.0,4022175623,140,36.1,4022175625,141,3.1,4022175619,155,,c2mhdatj96x8eug6mekactrkl,Victor Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810203,19,61,1,1,0,f0zsn74nz0o01gr30weun240i,0,35.9,4.7,2023-02-10T13:01:20.414Z,2023-03-01T07:35:54Z,4064668789,178,,4022175637,56,Back,,,,,,,,,,,,,,,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810255,14,5,1,1,1,7dkxxicrwn77jpdfkwpnlnnyn,1,61.3,101,2023-02-10T13:01:21.538Z,2023-03-01T07:35:59Z,4022175947,56,Left,4022175949,347,,4022303349,233,20,,,,,,,,,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810289,20,5,1,1,1,f0zsn74nz0o01gr30weun240i,0,38.7,-1,2023-02-10T13:01:21.538Z,2023-03-01T07:35:58Z,4022303353,233,14,4022176155,347,,4022176153,56,Back,,,,,,,,,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810267,15,1,1,1,9,7dkxxicrwn77jpdfkwpnlnnyn,1,60.1,100,2023-02-10T13:01:29.423Z,2023-03-01T07:36:03Z,4022176019,213,5.2,4022176011,56,Left,4022176009,107,,4022176015,141,85.6,4022176013,140,65.1,4022176017,212,11.8,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810269,16,1,1,1,10,7dkxxicrwn77jpdfkwpnlnnyn,1,65.1,85.6,2023-02-10T13:01:30.274Z,2023-03-01T07:36:12Z,4022176023,56,Left,4022176025,140,59.0,4022176027,141,86.2,4022176031,213,3.1,4064669013,178,,4022176029,212,6.4,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810283,17,1,1,1,11,7dkxxicrwn77jpdfkwpnlnnyn,1,59,86.2,2023-02-10T13:01:31.711Z,2023-03-01T07:36:27Z,4022176117,140,46.1,4022176121,212,27.9,4022176115,56,Back,4064669169,178,,4022176123,213,4.2,4022176119,141,50.4,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810303,18,1,1,1,14,7dkxxicrwn77jpdfkwpnlnnyn,1,46.1,51.2,2023-02-10T13:01:35.148Z,2023-03-01T07:36:35Z,4022176217,141,37.7,4022176213,56,Back,4022176221,213,3.8,4022176215,140,33.8,4064669243,178,,4022176219,212,15.8,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810311,19,1,1,1,18,7dkxxicrwn77jpdfkwpnlnnyn,0,33.8,37.7,2023-02-10T13:01:38.951Z,2023-03-01T07:36:41Z,4022176271,141,30.3,4022176269,140,76.3,4022176273,212,44.9,4064669345,178,,4022176267,56,Center,4022176275,213,6.2,4022176277,1,,4022176265,155,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810317,21,1,1,1,21,f0zsn74nz0o01gr30weun240i,0,22.6,69,2023-02-10T13:01:41.544Z,2023-03-01T07:37:44Z,4022176291,3,,4022176301,213,0.4,4022176299,212,10.4,4022176297,141,75.0,4022176293,56,Back,4022176295,140,31.7,4064669851,388,,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810335,20,1,1,1,23,7dkxxicrwn77jpdfkwpnlnnyn,1,68.8,19.1,2023-02-10T13:01:43.726Z,2023-03-01T07:37:57Z,4022176389,212,14.5,4022176387,141,30.4,4022176391,213,2.6,4022176385,140,57.1,4022176383,56,Center,4064669991,178,,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810355,21,1,1,1,25,7dkxxicrwn77jpdfkwpnlnnyn,1,57.1,30.4,2023-02-10T13:01:45.390Z,2023-03-01T07:38:05Z,4022176507,212,20.7,4022176509,213,5.5,4022176505,141,8.6,4064670057,178,,4022176503,140,70.8,4022176501,56,Right,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810371,22,1,1,1,31,7dkxxicrwn77jpdfkwpnlnnyn,1,70.9,12,2023-02-10T13:01:52.144Z,2023-03-01T07:38:10Z,4022176601,140,59.1,4022176609,1,,4064670101,178,,4022176607,213,2.0,4022176603,141,57.0,4022176599,56,Center,4022176605,212,33.0,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810377,23,1,1,1,33,7dkxxicrwn77jpdfkwpnlnnyn,1,59.1,57,2023-02-10T13:01:53.677Z,2023-03-01T07:38:22Z,4022176639,213,3.4,4064670227,178,,4022176631,56,Back,4022176637,212,15.5,4022176635,141,51.0,4022176633,140,44.9,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810381,24,1,1,1,34,7dkxxicrwn77jpdfkwpnlnnyn,1,44.9,51,2023-02-10T13:01:55.138Z,2023-03-01T07:38:29Z,4022176665,212,16.2,4022176663,141,64.5,4022176667,213,0.6,4064670311,178,,4022176661,140,57.6,4022176659,56,Center,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810383,25,3,1,1,37,7dkxxicrwn77jpdfkwpnlnnyn,0,52.2,63.2,2023-02-10T13:01:58.081Z,2023-03-01T07:38:37Z,4032194933,465,,4022176677,286,,4064670375,178,,4022176709,233,22,4022176675,56,Center,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810389,22,7,1,1,38,f0zsn74nz0o01gr30weun240i,0,47.8,36.8,2023-02-10T13:01:58.344Z,2023-03-01T07:38:41Z,4064670459,178,,4022176699,285,,4022176705,233,25,4032194899,383,,4022176697,56,Back,,,,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810385,26,61,1,1,38,7dkxxicrwn77jpdfkwpnlnnyn,1,57.6,64.5,2023-02-10T13:01:58.481Z,2023-03-01T07:38:53Z,4022176683,56,Center,4064670603,389,,,,,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810395,23,49,1,1,38,f0zsn74nz0o01gr30weun240i,1,60.3,45.1,2023-02-10T13:01:59.162Z,2023-03-01T07:38:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810425,24,1,1,1,44,f0zsn74nz0o01gr30weun240i,1,78.4,42.7,2023-02-10T13:02:04.745Z,2023-03-01T07:39:28Z,4022177553,154,,4022176931,56,Center,4022176939,213,0.8,4022176937,212,15.6,4022177551,210,13,4064670691,178,,4022176933,140,88.3,4022176935,141,59.9,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810427,25,13,1,1,45,f0zsn74nz0o01gr30weun240i,1,85.8,55.5,2023-02-10T13:02:06.123Z,2023-03-01T07:39:28Z,4022177561,55,24,4022176947,17,,4022177073,23,,4022176949,56,Center,4022177573,231,52.0,4022177565,102,53.9,4022177555,74,,4022177571,230,95.0,f0fot1juj3i62tt8i2vybnjdh,K. Musona,4022177569,214,,,4022177559,154,4022181301,72,4064670851,178,4022177557,29,4022177567,103,66.7,,,,,,,,,,,,,,,,,,,,
2505810429,26,5,1,1,46,f0zsn74nz0o01gr30weun240i,0,101.1,52,2023-02-10T13:02:06.824Z,2023-03-01T07:39:33Z,4022176959,346,,4022176965,233,27,4022176957,56,Center,,,,,,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810417,27,5,1,1,46,7dkxxicrwn77jpdfkwpnlnnyn,1,-1.1,48,2023-02-10T13:02:06.824Z,2023-03-01T07:39:33Z,4022176903,346,,4022176901,56,Back,4022176961,233,26,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505810599,28,1,1,2,27,7dkxxicrwn77jpdfkwpnlnnyn,1,5,37,2023-02-10T13:02:47.424Z,2023-03-01T07:39:38Z,4022177927,212,57.9,4022177935,74,,4022177925,141,24.0,4022177919,124,,4022177923,140,59.5,4022177929,213,6.1,4022177921,56,Center,4022177931,1,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
