id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2542635291,4,5,1,0,19,d47tf49ishm9qnfd8zyc8wv0j,0,6.8,101.6,2023-05-02T16:01:38.751Z,2023-05-02T16:07:02Z,4245155267,347,,4245155265,56,Back,4245156433,233,8,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635535,8,5,1,0,19,cq4rdp1mkan8zhaw7bmzjdaqk,1,93.2,-1.6,2023-05-02T16:01:38.751Z,2023-05-02T16:02:07Z,4245156423,56,Right,4245156425,347,,4245156427,233,4,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635561,9,1,1,0,47,cq4rdp1mkan8zhaw7bmzjdaqk,0,90,0,2023-05-02T16:02:06.847Z,2023-05-02T16:02:11Z,4245156535,213,1.5,4245156533,212,28.7,4245156527,56,Center,4245156531,141,40.7,4245156525,107,,4245156537,1,,4245156529,140,91.1,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635555,5,44,1,0,49,d47tf49ishm9qnfd8zyc8wv0j,1,9.6,60.3,2023-05-02T16:02:09.220Z,2023-05-02T16:02:11Z,4245156509,285,,4245156563,233,10,4245156507,56,Back,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635565,10,44,1,0,49,cq4rdp1mkan8zhaw7bmzjdaqk,0,90.4,39.7,2023-05-02T16:02:09.221Z,2023-05-02T16:02:37Z,4245156601,233,5,4245156555,286,,4245156553,56,Center,,,,,,,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635571,6,12,1,0,50,d47tf49ishm9qnfd8zyc8wv0j,1,10.3,61.3,2023-05-02T16:02:09.693Z,2023-05-02T16:02:12Z,4245156575,56,Back,4245156581,212,14.7,4245156605,15,,4245156579,141,74.2,4245156583,213,0.6,4245156577,140,21.5,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635587,11,2,1,0,52,cq4rdp1mkan8zhaw7bmzjdaqk,1,80.3,33.6,2023-05-02T16:02:11.791Z,2023-05-02T16:02:23Z,4245156897,7,si3wcnvnhiukn1novyv1su6t,4245156649,56,Right,4245156653,141,16.5,4245156651,140,89.5,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635611,7,55,1,0,52,d47tf49ishm9qnfd8zyc8wv0j,1,10,36.7,2023-05-02T16:02:11.792Z,2023-05-02T16:07:05Z,,,,,,,,,,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635599,12,43,1,0,54,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-05-02T16:02:13.807Z,2023-05-02T16:02:17Z,4245156757,141,18.2,4245156825,144,1,4245156749,2,0,4245156761,213,1.0,4245156751,155,0,4245156759,212,4.0,4245156753,56,Right,4245156755,140,93.2,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635895,8,1,1,1,31,d47tf49ishm9qnfd8zyc8wv0j,0,10.3,60.5,2023-05-02T16:02:50.741Z,2023-05-02T16:03:20Z,4245158329,213,0.4,4245158321,56,Left,4245158315,5,,4245158323,140,56.5,4245158325,141,90.8,4245158319,241,,4245158331,1,,4245158327,212,52.7,7qirhp2v0034pkiwvnmsfd785,D. Epassy,4245159237,189,4245158317,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635889,13,49,1,1,34,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.7,5.4,2023-05-02T16:02:54.336Z,2023-05-02T17:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635905,14,1,1,1,34,cq4rdp1mkan8zhaw7bmzjdaqk,0,45.7,5.4,2023-05-02T16:02:54.529Z,2023-05-02T17:00:05Z,4245158377,212,38.5,4245158381,1,,4245158369,155,,4245158379,213,0.5,4245158371,56,Center,4245158373,140,77.0,4245158375,141,34.8,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635921,9,1,1,1,36,d47tf49ishm9qnfd8zyc8wv0j,1,26.2,67.7,2023-05-02T16:02:56.198Z,2023-05-02T16:52:34Z,4245158473,140,32.4,4245158475,141,90.0,4245158471,56,Back,4245158479,213,1.2,4245158469,3,,4245158477,212,16.5,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635929,10,49,1,1,38,d47tf49ishm9qnfd8zyc8wv0j,1,32.4,90,2023-05-02T16:02:57.677Z,2023-05-02T16:02:58Z,,,,,,,,,,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635933,11,1,1,1,38,d47tf49ishm9qnfd8zyc8wv0j,1,32.4,90,2023-05-02T16:02:57.895Z,2023-05-02T16:52:36Z,4245158537,140,39.4,4245158541,212,7.6,4245158535,56,Back,4245158543,213,6.0,4245158539,141,87.0,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635937,12,1,1,1,39,d47tf49ishm9qnfd8zyc8wv0j,1,39.4,87,2023-05-02T16:02:58.709Z,2023-05-02T16:02:59Z,4245158563,212,5.8,4245158565,213,3.2,4245158561,141,86.6,4245158559,140,33.9,4245158557,56,Back,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635951,13,1,1,1,39,d47tf49ishm9qnfd8zyc8wv0j,1,33.9,86.6,2023-05-02T16:02:59.389Z,2023-05-02T16:53:23Z,4245158631,212,16.5,4245158627,140,44.7,4245158629,141,68.9,4245158633,213,5.5,4245158625,56,Back,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542658203,437,61,1,1,40,d47tf49ishm9qnfd8zyc8wv0j,0,43.9,74.1,2023-05-02T16:02:59.636Z,2023-05-02T16:53:30Z,4245279791,56,Back,,,,,,,,,,,,,,,,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635949,15,43,1,1,40,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-05-02T16:03:00.608Z,2023-05-02T16:54:18Z,4245280763,144,8,4245158623,56,Center,,,,,,,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635957,16,61,1,1,43,cq4rdp1mkan8zhaw7bmzjdaqk,0,61.2,33.6,2023-05-02T16:03:02.976Z,2023-05-02T16:03:03Z,4245158663,56,Center,,,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635989,14,43,1,1,46,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-05-02T16:03:05.805Z,2023-05-02T16:03:10Z,4245158959,144,49,,,,,,,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635999,15,1,1,1,46,d47tf49ishm9qnfd8zyc8wv0j,0,39.5,52.8,2023-05-02T16:03:06.174Z,2023-05-02T16:53:06Z,4245158841,141,16.9,4245158839,140,53.0,4245158837,56,Right,4245158845,213,5.2,4245158843,212,28.2,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635997,17,8,1,1,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,47.2,86.4,2023-05-02T16:03:06.896Z,2023-05-05T13:58:29Z,4245158829,56,Back,4251680787,383,,,,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636007,18,43,1,1,48,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-05-02T16:03:08.368Z,2023-05-02T16:03:15Z,4245159091,144,49,,,,,,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636063,16,5,1,1,53,d47tf49ishm9qnfd8zyc8wv0j,1,47.7,-2,2023-05-02T16:03:12.817Z,2023-05-02T16:52:57Z,4245159157,347,,4245159187,233,19,4245159155,56,Back,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636047,19,5,1,1,53,cq4rdp1mkan8zhaw7bmzjdaqk,0,52.3,102,2023-05-02T16:03:12.817Z,2023-05-02T16:03:18Z,4245159203,233,16,4245159057,347,,4245159055,56,Left,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636147,17,1,1,2,5,d47tf49ishm9qnfd8zyc8wv0j,1,48.7,0,2023-05-02T16:03:24.822Z,2023-05-02T16:03:29Z,4245159605,141,7.0,4245159603,140,34.1,4245159601,56,Back,4245159609,213,2.8,4245159599,107,,4245159607,212,16.5,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636163,18,1,1,2,9,d47tf49ishm9qnfd8zyc8wv0j,1,32.5,14.5,2023-05-02T16:03:29.118Z,2023-05-02T16:03:32Z,4245159705,141,47.6,4245159703,140,19.4,4245159709,213,2.1,4245159701,56,Back,4245159707,212,26.4,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636193,19,1,1,2,13,d47tf49ishm9qnfd8zyc8wv0j,1,19.4,47.6,2023-05-02T16:03:32.710Z,2023-05-02T16:03:36Z,4245159875,213,5.2,4245159873,212,15.5,4245159869,140,26.2,4245159867,56,Back,4245159871,141,27.3,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636219,20,1,1,2,16,d47tf49ishm9qnfd8zyc8wv0j,1,35.7,13.3,2023-05-02T16:03:36.526Z,2023-05-02T16:03:40Z,4245159977,56,Center,4245159985,213,0.4,4245159983,212,19.5,4245159979,140,52.8,4245159981,141,24.4,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636209,20,45,1,2,19,cq4rdp1mkan8zhaw7bmzjdaqk,0,46.8,69.2,2023-05-02T16:03:39.377Z,2023-05-02T16:03:41Z,4245159949,56,Back,4245160057,233,21,4245159951,285,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636231,21,3,1,2,19,d47tf49ishm9qnfd8zyc8wv0j,1,53.2,30.8,2023-05-02T16:03:39.377Z,2023-05-05T13:58:47Z,4245160025,286,,4245160021,56,Center,4251681193,464,,4245160039,233,20,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636259,22,1,1,2,21,d47tf49ishm9qnfd8zyc8wv0j,1,51.4,37.9,2023-05-02T16:03:41.014Z,2023-05-02T16:03:43Z,4245160167,213,2.8,4245160163,141,43.2,4245160165,212,10.6,4245160159,56,Back,4245160161,140,41.9,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636285,23,1,1,2,24,d47tf49ishm9qnfd8zyc8wv0j,1,41.8,44,2023-05-02T16:03:43.710Z,2023-05-02T16:03:46Z,4245160317,140,53.5,4245160315,56,Left,4245160321,212,36.0,4245160319,141,93.7,4245160323,213,1.2,4245160325,1,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636291,24,1,1,2,27,d47tf49ishm9qnfd8zyc8wv0j,1,57.2,93.9,2023-05-02T16:03:46.726Z,2023-05-02T16:03:48Z,4245160361,140,52.6,4245160359,56,Left,4245160363,141,94.5,4245160365,212,4.8,4245160367,213,3.1,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636321,25,1,1,2,28,d47tf49ishm9qnfd8zyc8wv0j,1,52.6,94.5,2023-05-02T16:03:47.918Z,2023-05-02T16:03:51Z,4245160517,213,4.1,4245160515,212,18.3,4245160513,141,71.8,4245160509,56,Back,4245160511,140,43.3,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636343,26,1,1,2,31,d47tf49ishm9qnfd8zyc8wv0j,1,44.1,69.3,2023-05-02T16:03:51.078Z,2023-05-02T16:03:54Z,4245160631,140,44.5,4245160633,141,40.7,4245160635,212,19.5,4245160629,56,Back,4245160637,213,4.7,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636363,27,1,1,2,34,d47tf49ishm9qnfd8zyc8wv0j,1,45.4,39.6,2023-05-02T16:03:54.230Z,2023-05-02T16:03:58Z,4245160749,212,24.9,4245160745,140,56.1,4245160743,56,Right,4245160747,141,6.9,4245160751,213,5.2,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636383,28,1,1,2,38,d47tf49ishm9qnfd8zyc8wv0j,0,58.8,7.2,2023-05-02T16:03:58.550Z,2023-05-02T16:04:31Z,4245160877,141,5.5,4245160879,212,16.0,4245160881,213,6.2,4245160875,140,74.0,4245160873,56,Right,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636413,22,50,1,2,42,cq4rdp1mkan8zhaw7bmzjdaqk,1,22,94.5,2023-05-02T16:04:02.047Z,2023-05-02T16:04:36Z,4245162051,233,33,4245161743,285,,4245160987,56,Back,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636599,33,7,1,2,42,d47tf49ishm9qnfd8zyc8wv0j,0,78,5.5,2023-05-02T16:04:02.048Z,2023-05-05T14:00:00Z,4245161969,56,Right,4245161999,233,22,4245161971,286,,4251682067,383,,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636401,21,43,1,2,42,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-05-02T16:04:02.546Z,2023-05-02T16:04:35Z,4245160945,140,25.8,4245160941,56,Back,4245160949,141,93.1,4245162271,144,12,4245160951,212,0,4245160953,213,3.1,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636573,25,61,1,2,43,cq4rdp1mkan8zhaw7bmzjdaqk,1,34.7,96.4,2023-05-02T16:04:03.515Z,2023-05-02T16:04:29Z,4245161851,56,Back,,,,,,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636429,29,1,1,2,44,d47tf49ishm9qnfd8zyc8wv0j,1,72.1,11.7,2023-05-02T16:04:04.519Z,2023-05-02T16:04:05Z,4245161101,140,72.0,4245161103,141,33.4,4245161105,212,14.8,4245161107,213,1.6,4245161099,56,Center,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636445,30,1,1,2,46,d47tf49ishm9qnfd8zyc8wv0j,1,72,33.4,2023-05-02T16:04:05.863Z,2023-05-02T16:04:08Z,4245161187,141,18.1,4245161191,213,5.9,4245161189,212,26.4,4245161183,56,Right,4245161185,140,95.1,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636455,31,1,1,2,48,d47tf49ishm9qnfd8zyc8wv0j,0,95.1,18.1,2023-05-02T16:04:08.536Z,2023-05-05T14:00:12Z,4245161235,141,19.7,4245161233,140,95.1,4251682215,224,,4245161249,286,,4245161227,2,,4245161239,213,1.6,4245161231,56,Right,4245161245,233,23,pgyt3j19g11v27qx998bgmi1,D. Saddiki,4245161243,236,4251682217,20,4245161237,212,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636451,23,12,1,2,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,8,83,2023-05-02T16:04:08.636Z,2023-05-02T16:04:09Z,4245161215,185,,4245161253,233,31,4245161217,56,Back,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
