id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2455842437,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2022-09-04T14:38:53.575Z,2022-09-04T15:35:41Z,3758094637,30,"26dlb4txygf7qzukjikr23mxh, 85oc68xls37jerkaimzc1lv8q, 7tct6lamqw703ndfo60ruh6fp, d9pwgddm81gw3caq3njscahud, mnfpjrfb77nre55z4ha7b9p1, 6y9gieuehyt2l41jeh0cucrmd, aqe0o77dv6114gsbpw3t1iymt, 6b717wlx0q8d73hsbgsp90no5, emt3e6x1c9howgtee0hr1hucp, 2u7lvws9q3r5yu76aioea6ifp, cee8klv6kur6xp1v57uikihg5, etvu2javyjbzekaw2ro994iqd, 3a2ef34105eqoes4s6zu1310p, 6w77bixcwoy3qlg568od8wr9, eznzwuryd9khv90y1it9dey1h, jzdzefumhn1ch49i21rc2385, 2h2r99zztgquxzs5it347aitx, 73sjrd456fd075zz1gmoutpuc, 6c553nvfijiwgxysc69p1747o, cvlg8sqmyklrh34h1dbad8s9g",3758094649,194,d9pwgddm81gw3caq3njscahud,3758094651,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758094639,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3758094647,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758094643,130,6,3758270003,197,615,3758094641,59,"1, 2, 25, 14, 4, 17, 11, 6, 7, 10, 28, 8, 9, 12, 24, 26, 27, 83, 88, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455846715,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2022-09-04T14:43:41.941Z,2022-09-04T15:31:44Z,3758118241,59,"1, 66, 16, 6, 70, 5, 17, 7, 10, 19, 29, 2, 4, 8, 9, 12, 14, 15, 21, 96",3758118239,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3758118247,194,36cdm30lm4hf1t6ajakity8k5,3758118243,130,6,3758118237,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 14dpnweb51v7re2xa3qkpulex, 3xtzd4wqoq2b6ak1k2tep9oet, 574pdpfxal0lsopnsnz17ciqd, av4e1au7cz1s6rmz5u45l4yjt, a3t7bral3j0l1czbmojwqnob9, 36cdm30lm4hf1t6ajakity8k5, f53lu15h3s3mhmj2u7ztabd1x, 2lkra7wic5b481l7qybjh8lx, 2ghv5nqgyn0wv9ekdx1ow0445, 1nrxtmfkuqg2uz7pvgcgwgj4l, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, 6wjktx17kp8g29h9gw27lwez9, 7ci2qun6rv54fhho6bmgyv3dh, hki3chjlidmwubff6srauj56, dw77jbua2ppd6hru05mlhbetx, c4zklinh3sa5kchbvjugn0s0l, 1jfxkmks9lci345fiz9z2gfl5",3758118249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758118245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758268995,197,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878757,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2022-09-04T15:35:22.079Z,2022-09-08T20:58:26Z,3758285651,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878739,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2022-09-04T15:35:22.079Z,2022-09-04T15:35:22Z,3758285555,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878791,3,1,1,0,0,c9swyor08g9pedxpe3n321svu,1,49.9,50.3,2022-09-04T15:35:22.082Z,2022-09-10T04:40:49Z,3758285783,141,54.2,3758285787,213,2.9,3758285779,56,Back,3758285781,140,38.6,3758285789,279,S,3758285785,212,12.2,3768260013,178,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878797,4,1,1,0,1,c9swyor08g9pedxpe3n321svu,1,38.6,54.2,2022-09-04T15:35:23.770Z,2022-09-10T04:41:00Z,3758285817,140,38.7,3768260155,178,,3758285821,212,7.3,3758285823,213,1.6,3758285815,56,Back,3758285819,141,65.0,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878833,5,1,1,0,4,c9swyor08g9pedxpe3n321svu,1,38.7,65,2022-09-04T15:35:26.115Z,2022-09-10T04:41:02Z,3758286043,212,27.3,3758286039,140,38.9,3758286041,141,24.8,3758286045,213,4.7,3758286033,56,Back,3768260183,178,,,,,,,,36cdm30lm4hf1t6ajakity8k5,Salman Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878861,6,1,1,0,7,c9swyor08g9pedxpe3n321svu,1,37.3,24.8,2022-09-04T15:35:29.969Z,2022-09-10T04:41:05Z,3758286211,212,30.7,3758286207,140,34.6,3758286213,213,1.7,3758286209,141,69.8,3768260223,178,,3758286205,56,Back,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878923,7,1,1,0,10,c9swyor08g9pedxpe3n321svu,1,34.6,71.1,2022-09-04T15:35:33.022Z,2022-09-10T04:41:07Z,3758286517,213,0.9,3758286513,212,20.2,3758286511,141,94.4,3758286507,56,Back,3768260267,178,,3758286509,140,46.5,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878979,8,1,1,0,14,c9swyor08g9pedxpe3n321svu,1,47.4,95.9,2022-09-04T15:35:36.779Z,2022-09-10T04:41:10Z,3758286859,213,3.9,3758286855,141,82.4,3758286857,212,13.6,3758286853,140,37.9,3768260301,178,,3758286851,56,Back,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
