id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2472962945,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-10-16T14:06:48.793Z,2022-10-16T14:47:09Z,3849478959,197,6795,3849210741,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3849210733,59,"16, 14, 13, 89, 19, 3, 10, 21, 20, 8, 7, 6, 9, 11, 17, 27, 31, 33, 39, 88",3849210729,30,"7qirhp2v0034pkiwvnmsfd785, 1qt77p34tr6jf5vl5pzbh8zfu, 97gy3oursbjphkf5t85x9wy96, btjt8zqd248l6mk9b2obdsr1l, bwew6i3fnis40s77t3e3sal0p, jm8cn996mibk0hwauxvsb1lh, 483n2f7a1xkseruh77bj7rxed, c706bwqqpdkdk2zqzmop9wm39, bvmo38wfbtnrk5hdbxgczkzpx, dp5fmyett2g7fvus88m85fsut, 6fy868uh27umb1dafjy7tk2xh, 7hi572oc3pv3uowvv4cupijmd, 17rl734wbbzbxvj33id7j9l62, c8h2fwbtb1bs0i68fb730vpwp, 4fkudkcxt03pqaqz58nofkag9, 7aeoxgg7e0g8t4ggq2l8nvb3d, bgac6td6x8qi2o7o5ofrj3t1x, 4jspfn1jca5yzxbhn8p2p06ax, 9o288vygjpcv3noeqnrnqh3ah, 2ycm47qi7qr17i31a8f6oq9gq",3849210731,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3849210735,130,8,3849210739,194,jm8cn996mibk0hwauxvsb1lh,3849210737,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472963487,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-10-16T14:07:13.515Z,2022-10-16T14:57:46Z,3849213427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3849213425,30,"92j12068e102fecql9i8bvehg, ql3ke0589k0ywxw4kzd5wgt0, 2ulcka9bd1cna5mixtb0fu2ac, exs0tbl2thbcz163r3vas74es, 5etucjhifze9cu3fecy68dg16, 3wpliz4y0ex8jxtlt2enirc9h, drlzps89wgzfvjmmvqnshmrkk, en6ut1dhht8l7hrupqphorld5, bgzn0qcq2tcobzu1odwyaeeei, 8btwu0jixlrcl9gj51uepz21g, cznfldjv2fv42m6z68um5lzx0, 7rfodyul3h9g09koricuuohsk, 6c9h442qns0cyep0948jcdf6c, 4wvzsf1eyia9ny6qk3ft5slqs, 9xw2h8gmd6xhg3hhi0m7ktyxg, 7viodtsy0imlbh9st2mpbclck, abei4pi5q8mto46c76nj5kic, 5t98d281r2jcm6ciue9h9o3ro, 5jf9ehsqbdmxlcan1tjm7gmqc, kpt652xmwmbwuf9k7t59tzis",3849213429,59,"22, 29, 14, 20, 3, 4, 18, 70, 7, 77, 19, 5, 26, 37, 40, 41, 43, 44, 45, 46",3849213431,130,4,3849213439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3849213435,194,bgzn0qcq2tcobzu1odwyaeeei,3849471207,197,3205,3849213433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473011977,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-10-16T14:45:16.371Z,2022-10-16T14:45:16Z,3849471157,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012085,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-10-16T14:45:16.371Z,2022-10-22T18:41:26Z,3849471673,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012185,3,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,50.2,50.7,2022-10-16T14:45:16.379Z,2022-10-22T18:49:01Z,3849472157,56,Back,3849472173,213,2.8,3849472161,140,27.6,3864109645,178,,3849472175,279,S,3849472165,141,63.6,3849472169,212,25.3,,,,exs0tbl2thbcz163r3vas74es,Tariq Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012209,4,1,1,0,2,dbhdov3cc47kcr1hjg5qr5qg7,0,29,67.3,2022-10-16T14:45:18.836Z,2022-10-22T18:49:06Z,3849472285,1,,3849742817,155,,3864109931,178,,3849472281,212,60.1,3849472279,141,96.0,3849472275,56,Left,3849472283,213,0.3,3849472277,140,83.1,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012129,3,49,1,0,6,d47tf49ishm9qnfd8zyc8wv0j,1,9.3,9.4,2022-10-16T14:45:23.101Z,2022-10-22T18:49:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012163,4,1,1,0,8,d47tf49ishm9qnfd8zyc8wv0j,0,9.2,9.4,2022-10-16T14:45:25.251Z,2022-10-22T18:49:24Z,3849472037,141,5.7,3849472035,140,28.2,3849472039,212,20.1,3849472041,213,6.2,3849472033,56,Back,3864111213,178,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012305,5,49,1,0,10,dbhdov3cc47kcr1hjg5qr5qg7,1,89.1,94.2,2022-10-16T14:45:27.074Z,2022-10-22T18:49:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473012469,6,1,1,0,15,dbhdov3cc47kcr1hjg5qr5qg7,0,89.3,92.9,2022-10-16T14:45:32.090Z,2022-10-22T18:49:36Z,3849473661,213,5.2,3849473641,2,,3864111867,178,,3849473653,140,100.0,3849473649,56,Center,3849473645,155,,3853803971,20,,3853803969,223,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,3849473657,141,57.7,3849473659,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
