id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2520956011,299,7,1,0,11,dbhdov3cc47kcr1hjg5qr5qg7,1,47.4,21.1,2023-03-17T13:00:51.105Z,2023-03-30T06:08:20Z,4102220549,285,,4114480493,383,,4114622063,233,3,4102220547,56,Back,4149003475,178,,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941565,8,49,1,0,13,dbhdov3cc47kcr1hjg5qr5qg7,1,56.4,14,2023-03-17T13:00:52.984Z,2023-03-30T06:08:25Z,,,,,,,,,,,,,,,,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941579,9,1,1,0,13,dbhdov3cc47kcr1hjg5qr5qg7,1,57.4,13.8,2023-03-17T13:00:53.087Z,2023-03-30T06:08:29Z,4149003599,178,,4102136739,212,20.8,4102136735,140,77.0,4102136737,141,9.8,4102136741,213,6.2,4102136733,56,Right,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941593,10,3,1,0,15,dbhdov3cc47kcr1hjg5qr5qg7,0,79.7,9.4,2023-03-17T13:00:54.428Z,2023-03-30T06:08:37Z,4102136809,56,Right,4102136831,211,,4114480697,465,,4102136811,286,,4149003693,178,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941633,4,5,1,0,20,4djrvao40r1vgr4psfl5dzc80,1,-0.9,94.1,2023-03-17T13:00:59.571Z,2023-03-30T06:08:47Z,4102137029,233,11,4102137025,56,Back,4102137027,346,,,,,,,,,,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941615,11,5,1,0,20,dbhdov3cc47kcr1hjg5qr5qg7,0,100.9,5.9,2023-03-17T13:00:59.571Z,2023-03-30T06:08:47Z,4102136923,56,Right,4102136925,346,,4102137033,233,4,,,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941683,5,1,1,0,29,4djrvao40r1vgr4psfl5dzc80,1,2.8,48.1,2023-03-17T13:01:08.857Z,2023-03-30T06:08:54Z,4102137321,56,Back,4102137329,213,5.0,4102137325,141,26.9,4102137327,212,15.1,4102137333,237,,4102137323,140,7.0,4102137317,124,,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941719,6,1,1,0,32,4djrvao40r1vgr4psfl5dzc80,1,7.9,26.3,2023-03-17T13:01:11.760Z,2023-03-30T06:08:57Z,4102137451,141,47.5,4102137455,213,1.8,4102137447,56,Back,4149003883,178,,4102137449,140,4.9,4102137453,212,14.8,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941763,7,1,1,0,35,4djrvao40r1vgr4psfl5dzc80,1,11.1,56,2023-03-17T13:01:14.680Z,2023-03-30T06:09:00Z,4102137665,56,Back,4102137671,212,22.7,4102137667,140,21.9,4102137669,141,84.9,4102137673,213,1.0,4149003909,178,,,,,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941795,8,1,1,0,40,4djrvao40r1vgr4psfl5dzc80,1,22.8,92.7,2023-03-17T13:01:19.342Z,2023-03-30T06:09:06Z,4102137871,212,42.5,4102137865,56,Left,4102137867,140,62.7,4102137875,1,,4102137869,141,82.5,4102137863,155,,4102137873,213,6.1,4149003975,178,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941799,9,1,1,0,42,4djrvao40r1vgr4psfl5dzc80,0,63.3,86.9,2023-03-17T13:01:21.586Z,2023-03-30T06:11:56Z,4114485091,156,,4102137893,140,54.3,4149005047,178,,4102137891,56,Left,4102137899,213,2.6,4149005049,21,,4102137895,141,94.7,4102137897,212,10.8,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941803,12,1,1,0,44,dbhdov3cc47kcr1hjg5qr5qg7,1,37.2,3.2,2023-03-17T13:01:23.576Z,2023-03-30T06:12:37Z,4102137921,213,0.3,4102137913,56,Back,4102137919,212,10.3,4149005293,389,,4102137915,140,46.5,4102137917,141,8.2,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941813,14,61,1,0,45,dbhdov3cc47kcr1hjg5qr5qg7,0,46.5,8.2,2023-03-17T13:01:24.308Z,2023-03-30T06:14:53Z,4149005985,178,,4102137955,56,Back,,,,,,,,,,,,,,,,,,,53jsw38p3m81ohicrlus0j9ck,Abdullah Al Burayh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523272543,794,3,1,0,47,4djrvao40r1vgr4psfl5dzc80,0,58.8,84.7,2023-03-17T13:01:26.291Z,2023-03-30T06:14:58Z,4114487007,211,,4114487101,464,,4114487005,56,Left,4114487009,286,,4149006029,178,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941809,13,49,1,0,48,dbhdov3cc47kcr1hjg5qr5qg7,1,48,18.6,2023-03-17T13:01:27.369Z,2023-03-30T06:15:09Z,,,,,,,,,,,,,,,,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941835,10,45,1,0,48,4djrvao40r1vgr4psfl5dzc80,0,54,80.2,2023-03-17T13:01:27.423Z,2023-03-30T06:15:15Z,4102138125,233,15,4102138069,285,,4102138067,56,Left,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941825,15,3,1,0,48,dbhdov3cc47kcr1hjg5qr5qg7,1,46,19.8,2023-03-17T13:01:27.423Z,2023-03-30T06:15:14Z,4102138033,56,Back,4102138035,286,,4102138083,233,10,4114487445,464,,4149006133,178,,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941849,16,1,1,0,49,dbhdov3cc47kcr1hjg5qr5qg7,1,41.9,15.5,2023-03-17T13:01:28.837Z,2023-03-30T06:15:20Z,4102138161,212,25.6,4102138155,56,Back,4149006189,178,,4102138157,140,18.2,4102138159,141,24.6,4102138163,213,2.9,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941857,17,1,1,0,53,dbhdov3cc47kcr1hjg5qr5qg7,1,18.3,24.6,2023-03-17T13:01:32.602Z,2023-03-30T06:15:26Z,4102138197,140,22.2,4102138195,56,Back,4102138199,141,8.6,4102138201,212,11.6,4102138203,213,5.1,4149006227,178,,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941885,18,1,1,0,55,dbhdov3cc47kcr1hjg5qr5qg7,1,22.8,9.7,2023-03-17T13:01:34.800Z,2023-03-30T06:15:30Z,4102138319,212,18.7,4149006251,178,,4102138317,141,31.5,4102138315,140,12.0,4102138321,213,2.2,4102138313,56,Back,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941893,19,1,1,0,58,dbhdov3cc47kcr1hjg5qr5qg7,1,12,31.5,2023-03-17T13:01:38.073Z,2023-03-30T06:15:35Z,4102138391,213,1.3,4102138383,56,Back,4102138389,212,37.2,4149006263,178,,4102138387,141,84.7,4102138393,1,,4102138385,140,20.3,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941933,20,1,1,1,1,dbhdov3cc47kcr1hjg5qr5qg7,1,20.1,83.8,2023-03-17T13:01:40.994Z,2023-03-30T06:15:40Z,4102138603,56,Back,4149006291,178,,4102138611,213,5.5,4102138607,141,69.0,4102138605,140,29.0,4102138609,212,13.7,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941941,21,1,1,1,5,dbhdov3cc47kcr1hjg5qr5qg7,0,34,68.5,2023-03-17T13:01:45.152Z,2023-03-30T06:16:51Z,4102138649,140,72.7,4102138653,212,43.0,4102138641,155,,4102138647,56,Left,4102138657,1,,4102138655,213,0.3,4149006807,178,,4102138651,141,89.0,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941943,11,12,1,1,7,4djrvao40r1vgr4psfl5dzc80,1,28.2,12.8,2023-03-17T13:01:46.966Z,2023-03-30T06:17:01Z,4102138673,212,12.6,4102138675,213,4.0,4149006885,388,,4102138669,140,20.3,4114488281,167,,4102138671,141,0.0,4114488279,15,,4102138667,56,Back,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941945,12,5,1,1,10,4djrvao40r1vgr4psfl5dzc80,0,20.4,-1.4,2023-03-17T13:01:49.702Z,2023-03-30T06:17:06Z,4102138771,233,22,4102138681,347,,4102138679,56,Back,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520941961,22,5,1,1,10,dbhdov3cc47kcr1hjg5qr5qg7,1,79.6,101.4,2023-03-17T13:01:49.702Z,2023-03-30T06:17:06Z,4102138733,347,,4102138763,233,12,4102138731,56,Left,,,,,,,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942043,23,1,1,1,17,dbhdov3cc47kcr1hjg5qr5qg7,1,79.5,100,2023-03-17T13:01:56.535Z,2023-03-30T06:17:10Z,4102139149,141,95.4,4102139153,213,3.5,4102139147,140,68.9,4102139145,56,Left,4102139151,212,11.9,4102139143,107,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942097,24,1,1,1,20,dbhdov3cc47kcr1hjg5qr5qg7,1,66.4,90.7,2023-03-17T13:01:59.613Z,2023-03-30T06:17:14Z,4102139441,212,7.0,4102139435,56,Left,4102139437,140,60.0,4149006975,178,,4102139443,213,2.8,4102139439,141,93.8,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520957375,342,1,1,1,22,dbhdov3cc47kcr1hjg5qr5qg7,1,59.6,93.3,2023-03-17T13:02:01.237Z,2023-03-30T06:17:18Z,4102227999,212,21.4,4149007009,178,,4102227997,141,83.9,4102227995,140,40.1,4102228001,213,3.4,4102227993,56,Back,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942107,25,1,1,1,25,dbhdov3cc47kcr1hjg5qr5qg7,1,44.9,75.4,2023-03-17T13:02:04.919Z,2023-03-30T06:17:33Z,4149007129,178,,4102139489,141,63.4,4102139493,213,5.8,4102139485,56,Center,4102139487,140,61.3,4102139491,212,19.1,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942111,26,1,1,1,27,dbhdov3cc47kcr1hjg5qr5qg7,1,61.3,63.4,2023-03-17T13:02:07.032Z,2023-03-30T06:17:45Z,4102139509,213,2.2,4102139501,56,Center,4102139507,212,10.2,4102139505,141,75.6,4149007251,178,,4102139503,140,55.7,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942153,27,1,1,1,29,dbhdov3cc47kcr1hjg5qr5qg7,1,55.7,75.3,2023-03-17T13:02:08.935Z,2023-03-30T06:17:49Z,4102139693,212,16.3,4149007307,178,,4102139687,56,Back,4102139689,140,41.6,4102139695,213,3.6,4102139691,141,65.4,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942175,28,1,1,1,35,dbhdov3cc47kcr1hjg5qr5qg7,1,43.7,63.4,2023-03-17T13:02:14.597Z,2023-03-30T06:17:54Z,4102139803,213,1.1,4102139799,141,74.5,4102139795,56,Back,4149007345,178,,4102139797,140,47.7,4102139801,212,8.6,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942213,29,1,1,1,39,dbhdov3cc47kcr1hjg5qr5qg7,1,45.6,70.2,2023-03-17T13:02:18.553Z,2023-03-30T06:17:59Z,4102140011,212,30.5,4149007403,178,,4102140013,213,4.5,4102140009,141,26.4,4102140005,56,Back,4102140007,140,39.2,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942231,30,1,1,1,44,dbhdov3cc47kcr1hjg5qr5qg7,1,42,32.8,2023-03-17T13:02:23.831Z,2023-03-30T06:18:02Z,4102140091,56,Back,4102140099,213,1.8,4102140095,141,58.5,4102140097,212,18.2,4149007425,178,,4102140093,140,37.3,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942273,31,1,1,1,47,dbhdov3cc47kcr1hjg5qr5qg7,1,38.2,53.1,2023-03-17T13:02:26.662Z,2023-03-30T06:18:06Z,4102140301,212,42.4,4102140291,56,Right,4102140305,213,5.5,4102140297,141,7.1,4102140289,155,,4102140311,1,,4149007471,178,,4102140293,140,65.5,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942295,32,1,1,1,52,dbhdov3cc47kcr1hjg5qr5qg7,1,61.6,5.2,2023-03-17T13:02:31.729Z,2023-03-30T06:18:10Z,4149007501,178,,4102140413,141,10.1,4102140409,56,Back,4102140411,140,41.6,4102140415,212,21.3,4102140417,213,3.0,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942319,33,1,1,1,57,dbhdov3cc47kcr1hjg5qr5qg7,0,55.5,13.2,2023-03-17T13:02:36.391Z,2023-03-30T06:18:14Z,4102140551,141,40.1,4102140555,213,1.2,4149007551,178,,4102140547,56,Center,4102140553,212,19.5,4102140549,140,61.9,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525868097,903,67,1,1,58,4djrvao40r1vgr4psfl5dzc80,1,38.2,55.2,2023-03-17T13:02:37.389Z,2023-03-30T09:01:05Z,4149043809,233,1226,,,,,,,,,,,,,,,,,,,,,,30k7kvnsp7a4gsl43gun7yhyi,Abdulaziz Al Shahrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525868095,1226,67,1,1,58,dbhdov3cc47kcr1hjg5qr5qg7,0,61.8,44.8,2023-03-17T13:02:37.390Z,2023-03-30T08:32:43Z,4149043813,233,903,,,,,,,,,,,,,,,,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942307,13,8,1,1,58,4djrvao40r1vgr4psfl5dzc80,1,38.6,55.3,2023-03-17T13:02:37.413Z,2023-03-30T09:01:05Z,4114493679,385,,4102140485,56,Back,4149007647,178,,,,,,,,,,,,,,,,,30k7kvnsp7a4gsl43gun7yhyi,Abdulaziz Al Shahrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525868105,1227,67,1,1,59,dbhdov3cc47kcr1hjg5qr5qg7,1,72.4,39.1,2023-03-17T13:02:38.857Z,2023-03-30T09:01:05Z,4149043945,233,904,,,,,,,,,,,,,,,,,,,,,,53jsw38p3m81ohicrlus0j9ck,Abdullah Al Burayh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525868103,904,67,1,1,59,4djrvao40r1vgr4psfl5dzc80,0,27.6,60.9,2023-03-17T13:02:38.858Z,2023-03-30T08:33:23Z,4149043955,233,1227,,,,,,,,,,,,,,,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942349,34,1,1,1,59,dbhdov3cc47kcr1hjg5qr5qg7,1,73.3,38.5,2023-03-17T13:02:38.893Z,2023-03-30T09:01:06Z,4102140683,140,67.9,4149007599,178,,4102140681,56,Center,4102140689,213,3.1,4102140685,141,39.1,4102140687,212,5.7,,,,,,,53jsw38p3m81ohicrlus0j9ck,Abdullah Al Burayh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942357,35,4,1,2,1,dbhdov3cc47kcr1hjg5qr5qg7,1,66.8,39.6,2023-03-17T13:02:40.302Z,2023-03-30T06:18:36Z,4102140725,286,,4102140727,233,14,4102140721,152,,4102140723,265,,4102140717,13,,4102140719,56,Center,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520942351,14,4,1,2,1,4djrvao40r1vgr4psfl5dzc80,0,33.2,60.4,2023-03-17T13:02:40.303Z,2023-03-30T06:18:36Z,4102140699,265,,4102140701,285,,4149007737,178,,4102140731,233,35,4102140697,152,,4102140695,56,Back,4102140693,13,,,,,30k7kvnsp7a4gsl43gun7yhyi,Abdulaziz Al Shahrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
