id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2531327811,3,49,1,0,14,2xl3g56k2mbuwdbre46s29vt4,1,28,76.7,2023-04-09T20:01:03.538Z,2023-04-09T20:01:04Z,,,,,,,,,,,,,,,,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327827,4,1,1,0,14,2xl3g56k2mbuwdbre46s29vt4,1,28.5,77,2023-04-09T20:01:04.066Z,2023-04-09T20:27:06Z,4177989461,212,9.1,4177989457,140,35.9,4177989459,141,70.0,4177989463,213,5.7,4177989455,56,Back,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327831,5,1,1,0,16,2xl3g56k2mbuwdbre46s29vt4,1,34.9,72.7,2023-04-09T20:01:05.730Z,2023-04-09T21:10:15Z,4177989487,212,14.0,4177989483,140,22.8,4177989481,56,Back,4177989485,141,81.5,4177989489,213,2.7,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327837,6,43,1,0,17,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-04-09T20:01:06.306Z,2023-04-09T20:01:14Z,4177989505,56,Back,4177989923,144,7,4177989507,285,0,,,,,,,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327887,7,1,1,0,17,2xl3g56k2mbuwdbre46s29vt4,1,22.8,81.4,2023-04-09T20:01:06.978Z,2023-04-09T20:55:18Z,4177989767,213,6.1,4177989761,140,40.1,4177989765,212,18.6,4177989759,56,Back,4177989763,141,75.7,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327921,8,1,1,0,22,2xl3g56k2mbuwdbre46s29vt4,1,38.7,72.6,2023-04-09T20:01:11.986Z,2023-04-09T21:10:18Z,4177989945,56,Back,4177989951,212,27.4,4177989949,141,37.1,4177989953,213,4.2,4177989947,140,26.3,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327945,9,1,1,0,26,2xl3g56k2mbuwdbre46s29vt4,1,27.2,31.9,2023-04-09T20:01:15.938Z,2023-04-09T20:01:18Z,4177990119,212,13.6,4177990117,141,14.3,4177990115,140,33.3,4177990121,213,5.2,4177990113,56,Back,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327957,10,1,1,0,30,2xl3g56k2mbuwdbre46s29vt4,1,33.3,14.3,2023-04-09T20:01:19.283Z,2023-04-09T20:01:20Z,4177990183,212,16.9,4177990179,140,20.1,4177990177,56,Back,4177990185,213,2.5,4177990181,141,28.5,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531327981,11,1,1,0,31,2xl3g56k2mbuwdbre46s29vt4,1,20.1,28.5,2023-04-09T20:01:20.339Z,2023-04-09T20:01:22Z,4177990293,212,20.7,4177990289,140,3.9,4177990287,56,Back,4177990295,213,2.5,4177990291,141,45.8,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328077,12,1,1,0,33,2xl3g56k2mbuwdbre46s29vt4,1,4.3,47.6,2023-04-09T20:01:22.417Z,2023-04-09T20:01:32Z,4177990821,140,15.4,4177990825,212,27.6,4177990827,213,1.1,4177990823,141,84.4,4177990819,56,Back,,,,,,,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328103,13,1,1,0,43,2xl3g56k2mbuwdbre46s29vt4,1,29.8,75.9,2023-04-09T20:01:32.146Z,2023-04-09T20:01:35Z,4177990977,212,12.0,4177990967,56,Back,4177990981,213,1.4,4177990975,141,93.2,4177990971,140,32.1,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328117,14,1,1,0,46,2xl3g56k2mbuwdbre46s29vt4,1,31.6,90.6,2023-04-09T20:01:35.522Z,2023-04-09T20:01:37Z,4177991061,212,7.1,4177991057,140,32.3,4177991059,141,80.2,4177991063,213,4.8,4177991055,56,Back,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328131,15,1,1,0,48,2xl3g56k2mbuwdbre46s29vt4,1,32.1,80.5,2023-04-09T20:01:37.106Z,2023-04-09T20:01:39Z,4177991133,213,2.7,4177991127,140,20.4,4177991129,141,88.6,4177991131,212,13.5,4177991125,56,Back,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328139,16,1,1,0,50,2xl3g56k2mbuwdbre46s29vt4,0,20.1,90.6,2023-04-09T20:01:39.858Z,2023-04-09T20:01:40Z,4177991171,155,,4177991183,212,10.2,4177991177,140,29.8,4177991181,141,90.8,4177991185,213,0.0,4177991173,56,Back,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328163,9,1,1,0,54,2kzl64gp8x37bon8tyxojqrr1,0,70.2,5.8,2023-04-09T20:01:43.191Z,2023-04-09T20:01:44Z,4177991329,213,5.6,4177991321,140,75.9,4177991325,212,7.7,4177991319,56,Right,4177991323,141,0.0,4177991315,3,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328167,10,5,1,0,54,2kzl64gp8x37bon8tyxojqrr1,0,75.4,-1.7,2023-04-09T20:01:43.930Z,2023-04-09T20:01:45Z,4177991335,347,,4177991333,56,Right,4177991423,233,17,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328173,17,5,1,0,54,2xl3g56k2mbuwdbre46s29vt4,1,24.6,101.7,2023-04-09T20:01:43.930Z,2023-04-09T20:21:15Z,4177991419,233,10,4177991371,347,,4177991369,56,Back,,,,,,,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328233,18,1,1,1,4,2xl3g56k2mbuwdbre46s29vt4,1,25,100,2023-04-09T20:01:53.250Z,2023-04-09T20:01:55Z,4177991703,213,6.0,4177991697,140,52.9,4177991693,107,,4177991699,141,89.4,4177991695,56,Left,4177991701,212,30.5,4177991705,1,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328253,19,1,1,1,6,2xl3g56k2mbuwdbre46s29vt4,1,50.6,89.3,2023-04-09T20:01:55.266Z,2023-04-09T20:55:20Z,4177991819,213,3.1,4177991811,56,Back,4177991815,141,91.1,4177991817,212,15.3,4177991813,140,36.1,,,,,,,,,,c7da9wqhoce68v0tvfhb4itjo,Hazzaa Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328255,20,4,1,1,9,2xl3g56k2mbuwdbre46s29vt4,1,32,92.5,2023-04-09T20:01:58.885Z,2023-04-09T20:02:00Z,4177991843,265,,4177991877,285,,4177991839,56,Back,4177991873,233,11,4177991837,13,,4177991841,152,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328259,11,4,1,1,9,2kzl64gp8x37bon8tyxojqrr1,0,68,7.5,2023-04-09T20:01:58.886Z,2023-04-09T20:02:00Z,4177991855,152,,4177991851,13,,4177991859,286,,4177991881,233,20,4177991853,56,Right,4177991857,265,,,,,,,,du6wgayjqw7jqjh770c43vvmd,Abdulaziz Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328317,21,1,1,1,17,2xl3g56k2mbuwdbre46s29vt4,0,30.5,89.9,2023-04-09T20:02:06.306Z,2023-04-09T20:02:07Z,4177992173,56,Back,4177992181,213,5.0,4177992177,141,44.2,4177992167,5,,4177992183,1,,4177992175,140,38.8,4177992179,212,32.3,4177992169,152,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328321,12,49,1,1,18,2kzl64gp8x37bon8tyxojqrr1,1,59.1,51.2,2023-04-09T20:02:07.483Z,2023-04-09T20:02:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328335,13,1,1,1,19,2kzl64gp8x37bon8tyxojqrr1,1,62.3,52.5,2023-04-09T20:02:08.358Z,2023-04-09T20:02:10Z,4177992271,141,43.9,4177992275,213,5.9,4177992269,140,77.7,4177992273,212,17.2,4177992267,56,Center,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328343,14,1,1,1,21,2kzl64gp8x37bon8tyxojqrr1,0,77.6,43.9,2023-04-09T20:02:10.326Z,2023-04-09T20:02:13Z,4177992325,140,90.3,4177992331,213,0.9,4177992329,212,22.5,4177992327,141,70.5,4177992323,56,Center,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328351,22,49,1,1,24,2xl3g56k2mbuwdbre46s29vt4,1,12.7,17.6,2023-04-09T20:02:13.346Z,2023-04-09T20:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328381,23,1,1,1,26,2xl3g56k2mbuwdbre46s29vt4,0,13.8,12,2023-04-09T20:02:15.874Z,2023-04-09T20:02:17Z,4177992519,56,Back,4177992523,141,0.0,4177992527,213,5.9,4177992521,140,35.4,4177992525,212,24.5,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328403,15,5,1,1,27,2kzl64gp8x37bon8tyxojqrr1,1,70.3,101.8,2023-04-09T20:02:16.908Z,2023-04-09T20:21:16Z,4177992691,347,,4177992711,233,24,4177992689,56,Left,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328387,24,5,1,1,27,2xl3g56k2mbuwdbre46s29vt4,0,29.7,-1.8,2023-04-09T20:02:16.908Z,2023-04-09T20:02:20Z,4177992551,347,,4177992549,56,Back,4177992719,233,15,,,,,,,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328697,16,1,1,2,11,2kzl64gp8x37bon8tyxojqrr1,0,83.5,100,2023-04-09T20:03:00.984Z,2023-04-09T20:03:04Z,4177994389,107,,4177994399,213,5.1,4177994401,1,,4177994395,141,57.2,4177994391,56,Center,4177994393,140,95.8,4177994397,212,33.1,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328721,25,12,1,2,15,2xl3g56k2mbuwdbre46s29vt4,1,7.4,37.3,2023-04-09T20:03:04.882Z,2023-04-12T10:52:49Z,4177994523,140,28.8,4177994525,141,26.8,4177994521,56,Back,4177994529,213,6.0,4177994527,212,23.6,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328727,26,49,1,2,17,2xl3g56k2mbuwdbre46s29vt4,1,28.9,26.8,2023-04-09T20:03:06.882Z,2023-04-09T20:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328729,27,3,1,2,18,2xl3g56k2mbuwdbre46s29vt4,0,30.4,29.6,2023-04-09T20:03:07.202Z,2023-04-12T10:52:58Z,4184416591,465,,4177994555,56,Back,4177994637,233,17,4177994557,285,,,,,,,,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328735,17,7,1,2,18,2kzl64gp8x37bon8tyxojqrr1,0,69.6,70.4,2023-04-09T20:03:07.203Z,2023-04-12T10:53:05Z,4177994597,56,Center,4177994599,286,,4184416793,385,,4177994631,233,27,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328785,28,1,1,2,22,2xl3g56k2mbuwdbre46s29vt4,1,30.1,25.3,2023-04-09T20:03:11.153Z,2023-04-09T20:03:24Z,4177994881,213,4.2,4177994875,140,23.0,4177994877,141,3.7,4177994879,212,16.5,4177994873,56,Back,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328789,29,61,1,2,23,2xl3g56k2mbuwdbre46s29vt4,0,23,3.7,2023-04-09T20:03:13.074Z,2023-04-09T20:03:21Z,4177994885,56,Back,,,,,,,,,,,,,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328843,18,5,1,2,25,2kzl64gp8x37bon8tyxojqrr1,1,76.6,102,2023-04-09T20:03:14.274Z,2023-04-09T20:21:16Z,4177995205,347,,4177995207,233,30,4177995203,56,Left,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531328797,30,5,1,2,25,2xl3g56k2mbuwdbre46s29vt4,0,23.4,-2,2023-04-09T20:03:14.274Z,2023-04-09T20:03:20Z,4177995215,233,18,4177994939,347,,4177994937,56,Back,,,,,,,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329047,19,1,1,2,53,2kzl64gp8x37bon8tyxojqrr1,1,77.9,100,2023-04-09T20:03:42.646Z,2023-04-09T20:03:48Z,4177996395,107,,4177996405,213,5.2,4177996401,141,68.4,4177996399,140,90.6,4177996403,212,26.5,4177996407,1,,4177996397,56,Center,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329057,20,1,1,2,58,2kzl64gp8x37bon8tyxojqrr1,0,89.8,67,2023-04-09T20:03:47.989Z,2023-04-09T20:03:56Z,4177996453,141,75.6,4177996455,212,13.4,4177996447,3,,4177996449,56,Center,4177996451,140,100.0,4177996457,213,0.5,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329063,21,5,1,2,59,2kzl64gp8x37bon8tyxojqrr1,0,101.6,67,2023-04-09T20:03:48.674Z,2023-04-09T20:21:16Z,4177996483,56,Center,4177996529,233,31,4177996485,346,,,,,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329051,31,5,1,2,59,2xl3g56k2mbuwdbre46s29vt4,1,-1.6,33,2023-04-09T20:03:48.674Z,2023-04-09T20:03:49Z,4177996415,56,Back,4177996505,233,21,4177996417,346,,,,,,,,,,,,,,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329139,32,1,1,3,7,2xl3g56k2mbuwdbre46s29vt4,1,4.1,40.4,2023-04-09T20:03:56.756Z,2023-04-09T20:04:06Z,4177996873,1,,4177996863,56,Back,4177997139,189,,4177996877,237,,4177996867,141,88.3,4177996861,124,,4177996871,213,1.0,4177996865,140,26.2,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,4177996869,212,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329165,33,1,1,3,9,2xl3g56k2mbuwdbre46s29vt4,1,26.2,88.3,2023-04-09T20:03:58.226Z,2023-04-09T20:04:00Z,4177996975,141,94.8,4177996971,140,36.9,4177996979,212,12.1,4177996969,56,Back,4177996983,213,0.4,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329169,34,3,1,3,11,2xl3g56k2mbuwdbre46s29vt4,0,38.4,94.4,2023-04-09T20:04:00.500Z,2023-04-12T10:53:42Z,4177998483,233,31,4177997003,56,Back,4177997005,286,,4184418045,464,,,,,,,,,,,,,,c7da9wqhoce68v0tvfhb4itjo,Hazzaa Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329443,31,7,1,3,11,2kzl64gp8x37bon8tyxojqrr1,1,61.6,5.6,2023-04-09T20:04:00.501Z,2023-04-12T10:54:04Z,4177998461,56,Right,4177998479,233,34,4184418231,384,,4177998463,285,,,,,,,,,,,,,,du6wgayjqw7jqjh770c43vvmd,Abdulaziz Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329199,22,49,1,3,16,2kzl64gp8x37bon8tyxojqrr1,1,45.5,17.3,2023-04-09T20:04:05.781Z,2023-04-09T20:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531329209,23,1,1,3,17,2kzl64gp8x37bon8tyxojqrr1,1,45.6,17.1,2023-04-09T20:04:06.517Z,2023-04-09T20:04:08Z,4177997217,56,Right,4177997219,140,53.3,4177997223,212,13.0,4177997221,141,2.2,4177997225,213,5.4,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
