id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2493213559,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-12-26T13:54:09.521Z,2022-12-26T15:01:34Z,3955973221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955973219,197,17129,3955973217,194,8j0yhxinglb5o5dpe2qd232dx,3955973209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3955973207,30,"2r3ppks82lf3a7aycih7rc63t, 7msfk3faesnc4ls6893wdhi0a, 7l1lhluaxnuy4cun3omcva4us, c8sryc7a76ov57x24tv80swr9, 8j0yhxinglb5o5dpe2qd232dx, 95zoygnjudd2lmvc38oyuhwid, 12dv2sa9xm0aedpb13ivl11wp, 9etkdqceb3wo5zh0oktt0r85w, 9f8pdf7j05xb111c5lunzgvyt, cmijbwv0ine68v0y6kf9cuehh, 2xkudoxz92f1vgbjlsbfum3f9, 1amphiae52a8rzm2ngpzffu21, 8pxv846gct3gjgrknr4glqulm, 7kbi9qu4y9rhc28x3ogyg5ot1, 2b8fj2xnd2h9rdbg0bkgbizu1, ofynblpwoiwefv52bgqz30x6, f5eje4do4lvjul2ban3ycraax, cf6l2e5tkglv7decs50666w44, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",3955973215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955973213,130,7,3955973211,59,"1, 6, 31, 18, 4, 14, 7, 9, 3, 10, 17, 5, 8, 25, 33, 36, 44, 49, 77, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493214509,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-12-26T13:58:37.521Z,2022-12-26T15:03:31Z,3955978515,30,"5il4uc7d941ndwjl0qu97y7dh, 8g2nbo0z5g733zb4wzuo2390q, bg3kdsod1j0u3yk1jw5ndu9sk, emkg78pm7xdjkkt2w0yd8vh79, 82t3ag5zwejftjmznthvsjtn9, 4upzspmuautmtl51yxe3kva39, du6wgayjqw7jqjh770c43vvmd, cfjp3mf7meekpcsx7hjrql79, aatjvj13ffwrj81vcfy68fnit, 1cpbxhov5ypi6ez7k09oxo5w5, 29i4ruk1vkwrl1w9vg9ggqpqt, eqdev00exzhrls89wj77cdzp, 79n11s84csv7ur8atv9qbi3o4, d3sjamk5urj3zpdece4bopadx, 56umgnm066b18r5v5m7xduead, 38qgiazulsyaxmvqqrdjlw2l0, chjrxst4jz5dy3gbcr8ecxq1g, 7us8hoqv66v0fqos94zxijk2y, 1ow25k1m9n3pf4r5s0erkqw2d, dfp7gtib09b9l0bdqfl89m356",3955978529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955978527,197,620,3955978521,130,8,3955978517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3955978519,59,"34, 13, 12, 3, 20, 26, 11, 19, 9, 90, 17, 5, 14, 21, 33, 36, 37, 70, 80, 95",3955978523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955978525,194,4upzspmuautmtl51yxe3kva39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236119,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-12-26T15:01:11.962Z,2022-12-29T15:12:53Z,3956097713,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236125,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-12-26T15:01:11.962Z,2022-12-26T15:01:14Z,3956097743,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236161,3,1,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,50,50,2022-12-26T15:01:12.391Z,2022-12-30T22:02:10Z,3956097871,279,S,3956097863,141,59.4,3956097857,56,Back,3956097861,140,41.1,3961356515,178,,3956097869,213,2.5,3956097867,212,11.3,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236191,4,1,1,0,2,2kzl64gp8x37bon8tyxojqrr1,1,41.1,59.4,2022-12-26T15:01:14.071Z,2022-12-30T22:02:15Z,3956097997,56,Back,3961356547,178,,3956098005,141,41.8,3956098001,140,34.9,3956098011,213,4.2,3956098009,212,13.6,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236217,5,1,1,0,4,2kzl64gp8x37bon8tyxojqrr1,1,34.9,41.8,2022-12-26T15:01:16.755Z,2022-12-30T22:02:20Z,3956098059,212,11.7,3956098057,141,27.8,3956098061,213,4.1,3956098055,140,28.4,3961356583,178,,3956098053,56,Back,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236237,6,1,1,0,6,2kzl64gp8x37bon8tyxojqrr1,1,28.4,27.8,2022-12-26T15:01:18.039Z,2022-12-30T22:02:24Z,3956098163,213,1.5,3961356665,178,,3956098149,56,Back,3956098159,212,14.9,3956098155,141,49.7,3956098151,140,29.1,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236291,7,1,1,0,11,2kzl64gp8x37bon8tyxojqrr1,1,32.9,62.1,2022-12-26T15:01:23.880Z,2022-12-30T22:02:31Z,3956098409,140,39.6,3956098407,56,Back,3956098415,213,1.3,3956098413,212,23.9,3956098411,141,95.7,3961356777,178,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236387,8,1,1,0,14,2kzl64gp8x37bon8tyxojqrr1,1,39.6,95.7,2022-12-26T15:01:26.183Z,2022-12-30T22:02:42Z,3961356899,178,,3956098951,56,Back,3956098955,141,86.0,3956098953,140,25.8,3956098957,212,15.9,3956098959,213,3.6,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
