id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,assist
2466525289,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-02T14:30:40.343Z,2022-10-02T15:52:01Z,3814867825,130,7,3814867823,59,"88, 22, 3, 37, 4, 33, 27, 10, 23, 66, 9, 1, 6, 7, 8, 16, 19, 26, 80, 98",3814867819,30,"5hewtfw3vtddu8u3qmueyv4yd, 9vsqe0uy76u157na942hdokx5, 483s97qezyiz91n8qzwjd7uuh, 61u0tfe67undvqqutes55k2xh, d3hiwrqyxc7ff8vlwk35tnsru, 7qmg0s07y1tkthgu8zwa599ed, 9k81fwyq8bbyhckt5t80fvwet, beeunz2xxmos83md5kmsy4hqt, 9q7c1bn4dgyhoqto46puqeevp, arqaprcadqfrz0tj3iouo98t1, cd3zg2t4cq4ghoh61kri7vaad, 85paqhbw10m5ra3set109qz9, dozljiegaplgkxwywguqomeei, 6m2uqbr8e3v4hcg8r02ee1ec5, 28pvmv8slheuqzsh4eok2t905, 6ryod1z32yns7blzdxvhwmzqi, dybfeu5czibo3vri357z8yrpx, azjpcg32pigro8iunnll88wyd, dr0tmxtk2sx5am4xmm6qw72ll, 1dtpzd3m6rhsrc1vk1ddzk2jt",3814867829,194,d3hiwrqyxc7ff8vlwk35tnsru,3815109441,197,3982,3814867827,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814867831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814867821,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466536933,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-10-02T14:41:19.577Z,2022-10-02T15:29:25Z,3814929259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814929251,59,"18, 27, 24, 10, 4, 5, 13, 23, 77, 8, 11, 90, 26, 25, 7, 15, 22, 16, 71, 88",3814929249,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3815099445,197,686,3814929255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814929257,194,68cm9uvlgmi1q5xfki3g31i39,3814929247,30,"86gtnji8gzd7t05si9bzdhcyd, f33frpvsvjp7a8od35j7oxjh1, 2evokue4swxl64cxjuc21u2qy, 68cm9uvlgmi1q5xfki3g31i39, bepcao7uiozczrxbhc7fjjis5, 2gef3rw1e1q3d7qudetpgvbop, bdtfe5xkr2grbxqkgpntbypjp, 8sllxmpst47s6c46fgtv1q47p, 93ysty1r8uw717axrz77q88ut, ytjrtqtximxhs52bfsezogk5, cstghu0b2nh9pfzn5p6me7jkl, 2h8nzsxn9dbpde8ftaj7hpbrp, e9vibltkrv53iodnepbqmtzbo, 7ipoeovwu083w9os88ajsr36x, cq1rq8a9wnt1dxvxe6fmz9vfu, dcl1lgczly52fg4f7oh8se6l1, 2io8x7y096bnh5oit77k32thx, d5e7ou0odurdq9omp4tk16ck4, 3m67z6okk8i52z0b6widofxsl, 9e8phbwelzhbdk0bfsuyu4a5m",3814929253,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571637,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-02T15:20:58.304Z,2022-10-19T12:08:10Z,3815114573,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571619,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-10-02T15:20:58.304Z,2022-10-02T15:20:58Z,3815114505,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571667,3,1,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,49.9,49.9,2022-10-02T15:20:58.352Z,2022-10-08T20:51:22Z,3829552851,178,,3815114731,213,3.2,3815114727,141,48.5,3815114729,212,16.2,3815114733,279,S,3815114723,56,Back,3815114725,140,34.5,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571703,4,1,1,0,2,2ry1fixv27p3xepazsxcuyoho,1,34,47.8,2022-10-02T15:21:00.343Z,2022-10-08T20:51:41Z,3815114923,212,22.8,3815114925,213,6.3,3829553581,178,,3815114919,140,55.7,3815114917,56,Center,3815114921,141,46.8,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571709,5,1,1,0,3,2ry1fixv27p3xepazsxcuyoho,1,55.9,46.6,2022-10-02T15:21:01.432Z,2022-10-08T20:51:48Z,3829553885,178,,3815114975,213,3.7,3815114973,212,14.0,3815114967,56,Back,3815114995,156,,3815114971,141,34.9,3815114969,140,44.9,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571751,6,1,1,0,4,2ry1fixv27p3xepazsxcuyoho,1,44.2,32.7,2022-10-02T15:21:02.341Z,2022-10-08T20:52:00Z,3815115177,140,35.8,3815115183,213,2.4,3815115179,141,43.9,3815115181,212,11.7,3829554251,178,,3815115175,56,Back,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571793,7,1,1,0,6,2ry1fixv27p3xepazsxcuyoho,1,35.8,43.7,2022-10-02T15:21:04.893Z,2022-10-08T20:52:04Z,3815115431,213,1.8,3815115427,141,65.1,3815115429,212,15.0,3815115423,56,Back,3829554413,178,,3815115425,140,32.3,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571817,8,1,1,0,10,2ry1fixv27p3xepazsxcuyoho,0,37.9,86,2022-10-02T15:21:09.053Z,2022-10-08T20:52:08Z,3829554549,178,,3815115601,141,100.0,3815115599,140,48.5,3815115603,212,14.7,3815115607,213,0.7,3815115597,56,Back,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571959,3,5,1,0,11,ebcxfnmnxrxvv6lcjsahgd38j,1,51.8,-0.6,2022-10-02T15:21:09.923Z,2022-10-08T20:52:15Z,3815116317,347,,3815116315,56,Right,3815116343,233,9,,,,,,,,,,,,,,,,9q7c1bn4dgyhoqto46puqeevp,M. Pavkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466571827,9,5,1,0,11,2ry1fixv27p3xepazsxcuyoho,0,48.2,100.6,2022-10-02T15:21:09.923Z,2022-10-08T20:52:15Z,3815116377,233,3,3815115629,56,Back,3815115631,347,,,,,,,,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466572013,4,1,1,0,20,ebcxfnmnxrxvv6lcjsahgd38j,1,57.7,0,2022-10-02T15:21:19.223Z,2022-10-08T20:52:22Z,3815116641,140,46.4,3815116637,107,,3815116647,213,2.5,3815116645,212,15.3,3815116639,56,Back,3815116643,141,12.3,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466572025,5,1,1,0,21,ebcxfnmnxrxvv6lcjsahgd38j,1,45.8,12.3,2022-10-02T15:21:20.013Z,2022-10-08T20:52:31Z,3815116709,213,5.1,3829555545,178,,3815116705,141,4.4,3815116703,140,47.8,3815116701,56,Back,3815116707,212,5.8,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
