id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/13/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2535567131,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-04-18T18:10:49.407Z,2023-04-18T20:41:22Z,4200556153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200556143,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 1nrxtmfkuqg2uz7pvgcgwgj4l, 3xtzd4wqoq2b6ak1k2tep9oet, inbrwc7gw6d1z8x60nl0padx, 574pdpfxal0lsopnsnz17ciqd, 2lkra7wic5b481l7qybjh8lx, 36cdm30lm4hf1t6ajakity8k5, 6wjktx17kp8g29h9gw27lwez9, a3t7bral3j0l1czbmojwqnob9, 1jfxkmks9lci345fiz9z2gfl5, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, f53lu15h3s3mhmj2u7ztabd1x, 5muk6frafyj5lj1jdg54z2thx, 7ci2qun6rv54fhho6bmgyv3dh, 14dpnweb51v7re2xa3qkpulex, d25hyz1ov3mdflbnbyc9okrmd, 2ghv5nqgyn0wv9ekdx1ow0445, eetv8nak7fg6paegpiduuk2qx",4200686385,197,618,4200556147,59,"1, 66, 2, 6, 20, 70, 19, 7, 9, 17, 96, 4, 8, 10, 11, 12, 16, 28, 29, 31",4200594247,194,36cdm30lm4hf1t6ajakity8k5,4200556145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4200556149,130,4,4200556151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535568119,1,34,16,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-04-18T18:14:27.206Z,2023-04-18T18:57:11Z,4200561775,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4200676729,197,18425,4200561781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200561785,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200561779,130,8,4200561783,194,h17s3qts1dz1zqjw19jazzkl,4200561777,59,"44, 2, 13, 8, 5, 21, 23, 18, 7, 94, 29, 22, 3, 4, 12, 16, 17, 19, 77, 78",4200561773,30,"92mpk5ev1xz0pcw6bp24xjhwq, 74yjko6gbejstpnhkr1gn8xxx, 19djqex4nu3lz6vw08f3fwv6x, bfbozn43eclzjwzz8nt69ktsl, 4uyfs1epryrirnq46jttxm6sp, 114zbg6z77mdio95dbl9v27dh, 8wxgeu7xdeuvvuhn5ga0vu4q2, dayca044hynhii8kgr7g1azth, h17s3qts1dz1zqjw19jazzkl, 4lhyi7xvorswax9xwmz4v5tqt, cpws4xoaun4lc21p379rpd59l, ej4r05u0q7ebnlwk9rlp7pv4l, drd86nrgxki1eobo3pam0jk5x, 2gqls23835l3x6466sfwnthhx, 85oc68xls37jerkaimzc1lv8q, 1h4lbj5lsr3be6k2e5esd6356, rbhqo1mjhl4j1enpfpbehlgp, 8h4z74vxc8qqbmwelwpo8oq5m, 1t15mjei0rp87wgz2jseajutx, eiarh2kihedqxxoftjyi55td5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535595917,2,32,1,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-04-18T19:02:05.317Z,2023-04-18T19:02:05Z,4200705115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535595931,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-04-18T19:02:05.317Z,2023-04-19T14:09:10Z,4200705139,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535595967,3,1,1,0,0,57jcqe38hakh2hfit2zsogsb,1,50.1,49.3,2023-04-18T19:02:05.417Z,2023-04-18T20:04:42Z,4200705313,279,S,4200705303,56,Center,4200705307,141,50.7,4200705305,140,51.9,4200716191,189,,4200705309,212,2.1,4200705311,213,0.5,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596029,4,1,1,0,2,57jcqe38hakh2hfit2zsogsb,1,62,67.4,2023-04-18T19:02:08.056Z,2023-04-18T20:04:44Z,4200705649,213,1.2,4200705645,141,92.9,4200705641,56,Left,4200705643,140,67.7,4200705647,212,18.3,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535603501,70,1,1,0,4,57jcqe38hakh2hfit2zsogsb,1,70.2,92.9,2023-04-18T19:02:09.393Z,2023-04-18T20:04:52Z,4200745269,212,7.6,4200745257,56,Left,4200745271,213,3.7,4200745265,141,86.8,4200745261,140,64.1,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535603947,71,3,1,0,5,57jcqe38hakh2hfit2zsogsb,1,63.4,93,2023-04-18T19:02:10.828Z,2023-04-19T14:10:33Z,4200747607,286,,4202416837,464,,4200750671,233,73,4200747601,56,Left,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535604365,73,45,1,0,5,c9swyor08g9pedxpe3n321svu,0,36.6,7,2023-04-18T19:02:10.828Z,2023-04-18T19:13:52Z,4200750695,233,71,4200750007,56,Back,4200750011,285,,,,,,,,,,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596069,5,1,1,0,6,57jcqe38hakh2hfit2zsogsb,1,67.2,87.3,2023-04-18T19:02:11.592Z,2023-04-18T19:02:13Z,4200705913,212,16.6,4200705909,140,74.6,4200705915,213,5.2,4200705907,56,Center,4200705911,141,65.7,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596075,6,50,1,0,7,57jcqe38hakh2hfit2zsogsb,1,78.1,55.1,2023-04-18T19:02:13.225Z,2023-04-18T19:02:18Z,4200705939,56,Center,4200706525,233,3,4200705941,286,,,,,,,,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596187,3,7,1,0,7,c9swyor08g9pedxpe3n321svu,1,21.9,44.9,2023-04-18T19:02:13.226Z,2023-04-19T14:10:41Z,4200706471,56,Back,4202417105,383,,4200706513,233,6,4200706473,285,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596193,4,49,1,0,12,c9swyor08g9pedxpe3n321svu,1,25.4,56.3,2023-04-18T19:02:17.596Z,2023-04-18T19:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596231,5,1,1,0,12,c9swyor08g9pedxpe3n321svu,1,24.7,62.7,2023-04-18T19:02:18.139Z,2023-04-18T19:02:20Z,4200706731,56,Back,4200706735,141,90.0,4200706739,213,1.0,4200706733,140,35.7,4200706737,212,21.9,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596257,6,1,1,0,14,c9swyor08g9pedxpe3n321svu,1,35.7,89.3,2023-04-18T19:02:20.059Z,2023-04-18T19:02:21Z,4200706859,212,10.4,4200706855,140,45.4,4200706853,56,Back,4200706857,141,85.9,4200706861,213,6.1,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596269,7,61,1,0,15,c9swyor08g9pedxpe3n321svu,0,45.4,85.9,2023-04-18T19:02:21.259Z,2023-04-18T19:02:21Z,4200706913,56,Back,,,,,,,,,,,,,,,,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596293,7,49,1,0,16,57jcqe38hakh2hfit2zsogsb,1,44.3,10.3,2023-04-18T19:02:22.216Z,2023-04-18T19:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596349,8,1,1,0,17,57jcqe38hakh2hfit2zsogsb,1,44.3,10.3,2023-04-18T19:02:22.410Z,2023-04-18T19:09:54Z,4200707249,141,51.8,4200707251,212,37.4,4200707247,140,20.9,4200707253,213,2.3,4200707245,56,Back,4200707257,1,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596413,9,1,1,0,20,57jcqe38hakh2hfit2zsogsb,1,22.7,57,2023-04-18T19:02:25.608Z,2023-04-18T20:05:21Z,4200707585,141,59.0,4200707581,56,Back,4200707589,213,0.2,4200707583,140,29.0,4200707587,212,6.8,,,,,,,,,,92mpk5ev1xz0pcw6bp24xjhwq,Nawaf Al Aqidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596519,10,1,1,0,22,57jcqe38hakh2hfit2zsogsb,1,31.7,73.1,2023-04-18T19:02:28.009Z,2023-04-18T19:02:32Z,4200708131,140,36.4,4200708135,212,7.1,4200708133,141,80.6,4200708137,213,0.8,4200708129,56,Back,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596533,11,43,1,0,27,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-04-18T19:02:32.777Z,2023-04-18T19:02:37Z,4200708183,286,0,4200708731,144,50,4200708181,56,Back,,,,,,,,,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535920605,898,3,1,0,28,57jcqe38hakh2hfit2zsogsb,0,32.7,56.5,2023-04-18T19:02:33.324Z,2023-04-19T14:11:17Z,4202418211,56,Back,4202418215,464,,4202418213,285,,4202418217,467,2lkra7wic5b481l7qybjh8lx,,,,,,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596583,12,4,1,0,29,57jcqe38hakh2hfit2zsogsb,1,31.8,58.1,2023-04-18T19:02:35.082Z,2023-04-18T19:02:48Z,4200708469,56,Back,4200708477,265,,4200708473,152,,4200709769,285,,4200709545,233,8,4200708467,13,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596685,8,4,1,0,29,c9swyor08g9pedxpe3n321svu,0,68.2,41.9,2023-04-18T19:02:35.083Z,2023-04-18T19:02:48Z,4200708989,265,,4200708983,13,,4200709715,286,,4200708987,152,,4200708985,56,Center,4200709789,233,12,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596853,13,1,1,0,41,57jcqe38hakh2hfit2zsogsb,1,29.5,44.6,2023-04-18T19:02:46.970Z,2023-04-18T19:02:56Z,4200709819,212,29.0,4200709809,5,,4200709811,152,,4200709815,140,41.5,4200709817,141,6.2,4200709813,56,Back,4200710833,189,,4200709821,213,5.2,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535596883,14,1,1,0,43,57jcqe38hakh2hfit2zsogsb,1,41.5,6.2,2023-04-18T19:02:48.713Z,2023-04-18T19:02:50Z,4200710001,213,6.2,4200709993,56,Right,4200709997,141,5.2,4200709995,140,56.5,4200709999,212,15.8,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
