id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value
2503142465,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-02-02T13:54:15.201Z,2023-02-02T14:56:03Z,4008177211,30,"86gtnji8gzd7t05si9bzdhcyd, f33frpvsvjp7a8od35j7oxjh1, 2evokue4swxl64cxjuc21u2qy, 8sllxmpst47s6c46fgtv1q47p, bepcao7uiozczrxbhc7fjjis5, 2gef3rw1e1q3d7qudetpgvbop, dcl1lgczly52fg4f7oh8se6l1, 68cm9uvlgmi1q5xfki3g31i39, 93ysty1r8uw717axrz77q88ut, ytjrtqtximxhs52bfsezogk5, bdtfe5xkr2grbxqkgpntbypjp, 6w77bixcwoy3qlg568od8wr9, cq1rq8a9wnt1dxvxe6fmz9vfu, cstghu0b2nh9pfzn5p6me7jkl, 7ipoeovwu083w9os88ajsr36x, 3qum8ho760i5bw8ejmkjfdec5, d5e7ou0odurdq9omp4tk16ck4, 3m67z6okk8i52z0b6widofxsl, 9e8phbwelzhbdk0bfsuyu4a5m, 2h8nzsxn9dbpde8ftaj7hpbrp",4008177215,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4008177217,59,"18, 27, 24, 23, 4, 5, 15, 10, 77, 8, 13, 6, 7, 11, 25, 35, 16, 71, 88, 90",4008177225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4008177221,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4008255901,197,686,4008177219,130,4,4008177223,194,68cm9uvlgmi1q5xfki3g31i39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503143587,1,34,16,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-02-02T14:02:08.425Z,2023-02-02T16:07:31Z,4008182197,30,"exmyiidka52uylmreef9fpn85, 5zwi7f2u6vd88wvc00ynpv209, 820fen2dxh3d2zmcbn9ak0u6t, 624uaxchaea87v6na4wsd50x5, 5376r1hbhrywje7cys1vcyb4l, 465tn4volgmbkntekrvwuvmne, 1fypwti6kn4ae12fc9outj845, cgwl99clcp8j1z4tq5n0bh9ed, 8cfopdu7tyfve6iu3sinme1gp, evyk938tt0eebkhxrwejaonv9, 6yga33ui0heg0zkpe4r3kznmy, cp8kbj12wth398bnglywepk9, 5x2mcnjeclk64b5l9o2h4d5g5, 30k7kvnsp7a4gsl43gun7yhyi, g15ldg2cnu1otbiwsm3dppg4, 6i6o3ix1opt8h0zxfi2n8bnqh, paq60rfkhm8gy9412w5tuo0k, 12aymg9roti0joastjxyswzqh, deh42a9ovtkyfppy2pmthdre1, 29dl9ntx8xw2nbj84vbsdwmc4",4008182199,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4008244677,197,6686,4008182201,59,"30, 32, 13, 3, 15, 40, 2, 6, 9, 17, 11, 4, 7, 14, 12, 18, 22, 23, 24, 79",4008182205,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4008182203,130,11,4008182209,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4008182207,194,5376r1hbhrywje7cys1vcyb4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159001,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-02-02T15:00:17.719Z,2023-03-03T20:03:33Z,4008259617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503158995,2,32,1,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-02-02T15:00:17.719Z,2023-02-02T15:00:17Z,4008259595,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159009,3,1,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,50,50,2023-02-02T15:00:17.743Z,2023-03-04T06:24:41Z,4008259661,279,S,4008259657,212,12.1,4008259659,213,3.2,4008259653,140,38.5,4070020511,178,,4008259651,56,Back,4008259655,141,49.3,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159017,4,1,1,0,1,2ry1fixv27p3xepazsxcuyoho,1,39,49.7,2023-02-02T15:00:19.708Z,2023-03-04T06:24:49Z,4070020761,178,,4008259709,141,52.2,4008259707,140,47.1,4008259711,212,8.7,4008259713,213,0.2,4008259705,56,Back,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159025,5,1,1,0,2,2ry1fixv27p3xepazsxcuyoho,1,47.1,52.2,2023-02-02T15:00:20.660Z,2023-03-04T06:24:52Z,4008259743,140,44.3,4008259741,56,Back,4008259745,141,44.9,4008259747,212,5.8,4070020947,178,,4008259749,213,4.2,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159035,6,1,1,0,3,2ry1fixv27p3xepazsxcuyoho,0,44.4,44.9,2023-02-02T15:00:21.479Z,2023-03-04T06:24:58Z,4008259807,56,Left,4008259809,140,81.9,4008259817,1,,4008259805,155,,4008259813,212,46.4,4008259815,213,0.6,4008259811,141,81.0,4070021211,178,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159039,3,1,1,0,6,4djrvao40r1vgr4psfl5dzc80,1,19.7,28.6,2023-02-02T15:00:24.355Z,2023-03-04T06:25:04Z,4008259843,140,21.4,4008259845,141,6.1,4008259841,56,Back,4008259839,3,,4070021507,388,,4008259847,212,15.4,4008259849,213,4.8,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503159043,4,49,1,0,10,4djrvao40r1vgr4psfl5dzc80,1,21.3,5.8,2023-02-02T15:00:28.113Z,2023-03-04T06:25:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5zwi7f2u6vd88wvc00ynpv209,Abdullah Tarmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
