id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2549013955,1,34,16,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-05-14T20:20:13.399Z,2023-05-14T21:45:40Z,4279187747,197,15505,4279178869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4279178881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4279178879,194,6bhtfawnoxk9x57xigb8z03it,4279178877,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4279178875,130,4,4279178867,30,"706rwdwv4re27svfmlo7na3th, 7qw3tekwnmsv6i4u3i0qcpjv9, co49l4m0my5li8yvcxgrvq0yy, dp260wgfy9vfthkdd6tphi311, 6bhtfawnoxk9x57xigb8z03it, bheniu7u85ivkjhipazymzxzp, 7lyzx6twrkm4u4mqtr1jwqdw5, 4t91su0ns46r00vjynp0on5qt, cm6fzm8v38ti0aubu0q4v717t, 1xgse8t4dm0decmpzebsphvfu, 6z68ej070bws9x17xsmo4c4b9, domf5amhxgz82ormceatnowd1, 7flxdnsd0pp5nxhldypcxeled, aqihfnhadzdmi7i5bjfnphqms, 44p08essulk95whu21qdo6ggl, 2sc4jlfmioa61d1vgpcz0pht6, 2mlyh9k0yhv8862rj6hu26j8p, 54szh8526rjp2erap05ljqxud, vaw0swh9q18mglmk683bauzu, 2bzp14nac8o5a8g21isxevlk9",4279178873,59,"4, 5, 3, 6, 11, 12, 33, 19, 10, 18, 20, 7, 9, 14, 16, 17, 21, 22, 24, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549026705,1,34,16,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-05-14T20:41:04.628Z,2023-05-14T20:41:04Z,4279246367,59,"21, 2, 3, 14, 5, 6, 10, 8, 23, 15, 9, 11, 19, 22, 25, 26, 28, 29, 31, 32",4279246373,194,c811si1xw5he6ih0o1mj94tsl,4279246375,197,18734,4279246365,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4279246363,30,"7e8f4kfwcucaj4239xz0rai1h, 3cyj9a2fjtx4xd0bqdh6g3azu, 1uf4321zvio3hrwfu4z4jxp7t, 77agy8f4m7ybib2cssdfsltuy, 9hs0hutntgdjklszqisxozend, 9yvkpwm78jaqr321imfc3rrbo, c811si1xw5he6ih0o1mj94tsl, 91pl4sfwk9t4ybwanj8dlwahg, 191uogxjdg4uo178qv1544jys, 9dhcf93mr1nfzxjv769gvnzyt, 9hnfv1rr3nnsu8puxgd05teqd, eigt6t2rj0k98zt1isqrvtvqh, 3806ue4qpxyit2ps1ubj3hrkl, 3ujv4avesd20fo6wrlzeknasq, dyfsbff9jueyw5jhjou424bo4, 4ptow542cf8xp3kct4sbydh5g, 68njvqucip0ehuz4eecppvq0a, a79iaz3p6ag1g6qx8ws1y8ff8, 1581xqhaxb753qd86v03j6ycq, 6x5f13ghtvbdhcf7f9sct54dm",4279246377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4279246371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4279246369,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054667,2,32,1,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-05-14T21:39:11.822Z,2023-05-14T21:39:12Z,4279400407,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054663,2,32,1,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-05-14T21:39:11.822Z,2023-05-19T10:14:37Z,4279400391,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054669,3,1,1,0,0,bgkfdckqfqnfbmecbtz03n76d,1,50.5,48.1,2023-05-14T21:39:11.922Z,2023-05-14T22:30:09Z,4279400419,213,3.2,4279400411,56,Back,4279400415,141,47.1,4279400421,279,S,4279400413,140,33.6,4279400417,212,17.8,,,,,,,6z68ej070bws9x17xsmo4c4b9,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054729,4,1,1,0,2,bgkfdckqfqnfbmecbtz03n76d,1,32.7,46.7,2023-05-14T21:39:14.627Z,2023-05-14T21:39:19Z,4279400677,140,62.8,4279400685,213,5.6,4279400681,141,8.7,4279400683,212,40.8,4279400687,1,,4279400673,56,Right,4279400671,155,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054735,5,1,1,0,7,bgkfdckqfqnfbmecbtz03n76d,0,62.3,8.7,2023-05-14T21:39:19.779Z,2023-05-14T22:30:29Z,4279400705,140,61.5,4279400703,56,Right,4279400709,212,2.8,4279400711,213,1.9,4279400707,141,12.6,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054747,3,49,1,0,8,966pdxhsoxaib9qt5083h8uus,1,33.8,96.7,2023-05-14T21:39:20.591Z,2023-05-19T10:31:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054757,4,1,1,0,9,966pdxhsoxaib9qt5083h8uus,1,35.8,95.2,2023-05-14T21:39:21.801Z,2023-05-19T10:32:01Z,4279400793,56,Back,4279400795,140,41.9,4279400801,213,5.9,4279400797,141,91.5,4279400799,212,6.9,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549054765,5,1,1,0,11,966pdxhsoxaib9qt5083h8uus,1,38.7,80.4,2023-05-14T21:39:23.058Z,2023-05-14T21:39:24Z,4279400833,213,3.5,4279400825,56,Back,4279400827,140,27.9,4279400831,212,12.2,4279400829,141,73.7,,,,,,,,,,191uogxjdg4uo178qv1544jys,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
