id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2547571453,6,49,1,0,7,446mp88j1vpk9iwui9fiifrp8,1,71.3,74.7,2023-05-13T00:38:19.769Z,2023-05-13T00:38:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571471,7,1,1,0,7,446mp88j1vpk9iwui9fiifrp8,1,71.3,74.7,2023-05-13T00:38:20.137Z,2023-05-13T00:38:23Z,4271550209,212,16.5,4271550207,141,94.1,4271550211,213,2.2,4271550205,140,61.8,4271550203,56,Left,,,,,,,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571493,8,1,1,0,11,446mp88j1vpk9iwui9fiifrp8,1,62.6,92.7,2023-05-13T00:38:23.385Z,2023-05-13T00:38:28Z,4271550337,213,5.9,4271550335,212,39.3,4271550329,56,Center,4271550333,141,72.4,4271550339,1,,4271550331,140,97.6,4271550327,155,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571499,9,1,1,0,15,446mp88j1vpk9iwui9fiifrp8,0,97.9,71.4,2023-05-13T00:38:28.185Z,2023-05-13T00:38:28Z,4271550355,56,Center,4271550357,140,96.9,4271550369,233,6,4271550373,286,,4271550363,212,2.1,4271550365,213,4.2,4271550367,236,,4271550359,141,68.7,f05vaz2h7sxozmvi641cf7qi1,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571497,6,74,1,0,15,c3v2ohfuzoqmc8ljm65hi80sj,1,1.1,27.4,2023-05-13T00:38:28.186Z,2023-05-13T01:41:00Z,4271550347,56,Back,4271550349,285,,4271550387,233,9,,,,,,,,,,,,,,,,6zm75ruas324c7yrt18ttei8l,K. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571503,7,6,1,0,16,c3v2ohfuzoqmc8ljm65hi80sj,0,2.1,29.4,2023-05-13T00:38:28.851Z,2023-05-16T09:09:17Z,4271550433,233,10,4271550395,73,,4271550393,56,Back,,,,,,,,,,,,,,,,6zm75ruas324c7yrt18ttei8l,K. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571511,10,6,1,0,16,446mp88j1vpk9iwui9fiifrp8,1,97.9,70.6,2023-05-13T00:38:28.851Z,2023-05-13T01:40:58Z,4271550423,73,,4271550425,233,7,4271550421,56,Center,,,,,,,,,,,,,,,,f05vaz2h7sxozmvi641cf7qi1,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571705,11,1,1,0,49,446mp88j1vpk9iwui9fiifrp8,0,99.5,99.5,2023-05-13T00:39:02.216Z,2023-05-16T09:09:14Z,4271551477,140,96.8,4271551481,212,35.8,4271551469,6,,4271551473,223,,4271551475,56,Center,4271551479,141,47.0,4271551471,155,,4271551483,213,4.6,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,4271551485,1,4271551467,2,4282605563,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571717,8,12,1,0,55,c3v2ohfuzoqmc8ljm65hi80sj,1,6,54.2,2023-05-13T00:39:07.555Z,2023-05-13T00:56:39Z,4271551963,140,0.0,4271551965,141,75.4,4271551973,213,2.0,4271551961,167,,4271551969,212,15.9,4271551525,56,Back,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571729,9,6,1,0,56,c3v2ohfuzoqmc8ljm65hi80sj,0,4.2,53.4,2023-05-13T00:39:08.425Z,2023-05-16T09:09:43Z,4271551567,56,Back,4271551569,73,,4271551603,233,12,,,,,,,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571721,12,6,1,0,56,446mp88j1vpk9iwui9fiifrp8,1,95.8,46.6,2023-05-13T00:39:08.425Z,2023-05-13T00:39:13Z,4271551529,75,,4271551619,233,9,4271551527,56,Center,,,,,,,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571875,13,1,1,1,26,446mp88j1vpk9iwui9fiifrp8,1,99.5,0.5,2023-05-13T00:39:38.552Z,2023-05-16T09:09:38Z,4271552413,141,56.3,4271552415,212,38.4,4271552409,56,Center,4271552401,2,,4271552417,213,1.7,4282606049,20,,4271552407,224,,4271552403,6,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,4271552419,1,4271552405,155,4271552411,140,93.8,,,,,,,,,,,,,,,,,,,,,,,,,
2547571877,10,4,1,1,31,c3v2ohfuzoqmc8ljm65hi80sj,1,5.3,29.8,2023-05-13T00:39:43.704Z,2023-05-13T00:39:46Z,4271552429,152,,4271552433,285,,4271552461,233,14,4271552427,56,Back,4271552423,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571881,14,4,1,1,31,446mp88j1vpk9iwui9fiifrp8,0,94.7,70.2,2023-05-13T00:39:43.705Z,2023-05-13T00:39:46Z,4271552445,10,,4271552447,56,Center,4271552451,286,,4271552479,233,10,4271552449,152,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571967,11,1,1,1,55,c3v2ohfuzoqmc8ljm65hi80sj,0,20.7,11.5,2023-05-13T00:40:07.621Z,2023-05-13T01:32:11Z,4271552883,56,Back,4271552885,140,40.9,4271552891,213,0.0,4271552887,141,11.6,4271552879,155,,4271631525,189,,4271552877,5,,4271552889,212,21.2,53uflfknc5uus7iqw3obp5fx1,J. Campbell,4271552881,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571955,15,44,1,1,56,446mp88j1vpk9iwui9fiifrp8,1,67.4,83.9,2023-05-13T00:40:08.872Z,2023-05-13T00:40:11Z,4271552821,286,,4271552819,56,Left,4271552913,233,12,,,,,,,,,,,,,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571971,12,44,1,1,56,c3v2ohfuzoqmc8ljm65hi80sj,0,32.6,16.1,2023-05-13T00:40:08.873Z,2023-05-13T00:40:11Z,4271552899,285,,4271552897,56,Back,4271552929,233,15,,,,,,,,,,,,,,,,azcxror0t5ede7nqobmhx9u6s,S. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571963,16,1,1,1,56,446mp88j1vpk9iwui9fiifrp8,0,75.7,79.4,2023-05-13T00:40:09.224Z,2023-05-13T00:40:10Z,4271552865,56,Center,4271552871,141,65.7,4271552873,212,9.8,4271552869,140,72.9,4271552861,3,,4271552875,213,4.4,,,,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571979,13,43,1,1,59,c3v2ohfuzoqmc8ljm65hi80sj,1,0,0,2023-05-13T00:40:11.573Z,2023-05-13T00:40:15Z,4271553015,144,49,,,,,,,,,,,,,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571987,14,50,1,1,59,c3v2ohfuzoqmc8ljm65hi80sj,1,55.6,23.8,2023-05-13T00:40:11.750Z,2023-05-13T00:40:14Z,4271553009,233,17,4271552953,56,Center,4271552955,286,,,,,,,,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547571993,17,7,1,1,59,446mp88j1vpk9iwui9fiifrp8,0,44.4,76.2,2023-05-13T00:40:11.751Z,2023-05-16T09:12:40Z,4271553005,233,14,4271552991,285,,4271552989,56,Back,4282609873,385,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572009,15,1,1,2,3,c3v2ohfuzoqmc8ljm65hi80sj,1,39.2,30.1,2023-05-13T00:40:16.181Z,2023-05-13T00:40:17Z,4271553081,141,44.9,4271553077,56,Back,4271553085,213,2.3,4271553083,212,13.1,4271553079,140,31.2,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572017,16,1,1,2,5,c3v2ohfuzoqmc8ljm65hi80sj,1,31.2,45.1,2023-05-13T00:40:18.149Z,2023-05-13T00:40:19Z,4271553147,212,18.0,4271553141,56,Back,4271553149,213,3.0,4271553143,140,14.3,4271553145,141,49.4,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572041,17,1,1,2,7,c3v2ohfuzoqmc8ljm65hi80sj,1,14.1,49.6,2023-05-13T00:40:19.717Z,2023-05-13T00:40:24Z,4271553281,1,,4271553277,212,33.8,4271553275,141,94.1,4271553273,140,28.5,4271553269,155,,4271553279,213,1.1,4271553271,56,Back,,,,53uflfknc5uus7iqw3obp5fx1,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572043,18,61,1,2,10,c3v2ohfuzoqmc8ljm65hi80sj,0,32.7,97.4,2023-05-13T00:40:22.645Z,2023-05-13T00:56:25Z,4271553285,56,Back,,,,,,,,,,,,,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572061,18,5,1,2,10,446mp88j1vpk9iwui9fiifrp8,1,69.4,-1.6,2023-05-13T00:40:23.193Z,2023-05-13T00:40:30Z,4271553387,233,19,4271553385,347,,4271553383,56,Right,,,,,,,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572049,19,5,1,2,10,c3v2ohfuzoqmc8ljm65hi80sj,0,30.6,101.6,2023-05-13T00:40:23.193Z,2023-05-13T01:40:49Z,4271553317,347,,4271553315,56,Back,4271553391,233,18,,,,,,,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572067,19,1,1,2,18,446mp88j1vpk9iwui9fiifrp8,1,68.7,0,2023-05-13T00:40:30.392Z,2023-05-13T00:40:31Z,4271553419,141,15.6,4271553421,212,12.0,4271553417,140,67.9,4271553423,213,1.6,4271553415,56,Right,4271553413,107,,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572093,20,1,1,2,18,446mp88j1vpk9iwui9fiifrp8,1,67.9,15.6,2023-05-13T00:40:31.240Z,2023-05-13T00:40:35Z,4271553543,56,Right,4271553551,213,4.2,4271553545,140,64.1,4271553547,141,6.1,4271553549,212,7.6,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572115,21,1,1,2,23,446mp88j1vpk9iwui9fiifrp8,1,55.1,7.6,2023-05-13T00:40:35.432Z,2023-05-13T00:40:41Z,4271553667,213,2.9,4271553659,56,Back,4271553665,212,30.0,4271553663,141,16.7,4271553661,140,27.1,,,,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572133,22,1,1,2,28,446mp88j1vpk9iwui9fiifrp8,1,16.5,25.3,2023-05-13T00:40:40.905Z,2023-05-13T00:40:42Z,4271553757,212,15.0,4271553753,140,5.1,4271553755,141,38.5,4271553759,213,2.5,4271553751,56,Back,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572137,23,1,1,2,30,446mp88j1vpk9iwui9fiifrp8,0,5.6,36.4,2023-05-13T00:40:42.778Z,2023-05-13T00:40:45Z,4271553789,1,,4271553781,140,38.8,4271553777,155,,4271553785,212,38.4,4271553783,141,12.6,4271553779,56,Back,4271553787,213,5.8,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572163,20,1,1,2,33,c3v2ohfuzoqmc8ljm65hi80sj,0,65.7,88.8,2023-05-13T00:40:45.862Z,2023-05-13T00:41:02Z,4271553919,213,6.1,4271553911,56,Left,4271553917,212,37.5,4271553915,141,80.1,4271553921,1,,4271553913,140,100.0,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572167,21,5,1,2,34,c3v2ohfuzoqmc8ljm65hi80sj,0,101,77.6,2023-05-13T00:40:46.744Z,2023-05-13T01:40:50Z,4271553957,233,24,4271553937,346,,4271553935,56,Center,,,,,,,,,,,,,,,,azcxror0t5ede7nqobmhx9u6s,S. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572147,24,5,1,2,34,446mp88j1vpk9iwui9fiifrp8,1,-1,22.4,2023-05-13T00:40:46.744Z,2023-05-13T00:40:49Z,4271553953,233,21,4271553843,346,,4271553841,56,Back,,,,,,,,,,,,,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572305,25,1,1,3,4,446mp88j1vpk9iwui9fiifrp8,1,2.7,41.8,2023-05-13T00:41:16.904Z,2023-05-13T00:41:19Z,4271554663,213,0.5,4271554665,1,,4271554659,141,74.7,4271554655,56,Back,4271554653,124,,4271554661,212,48.4,4271554669,74,,4271554657,140,43.6,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572309,26,44,1,3,6,446mp88j1vpk9iwui9fiifrp8,1,43,80.8,2023-05-13T00:41:19.128Z,2023-05-13T00:41:22Z,4271554677,285,,4271554785,233,22,4271554675,56,Back,,,,,,,,,,,,,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572321,22,44,1,3,6,c3v2ohfuzoqmc8ljm65hi80sj,0,57,19.2,2023-05-13T00:41:19.129Z,2023-05-13T00:41:22Z,4271554751,56,Right,4271554789,233,26,4271554753,286,,,,,,,,,,,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572311,27,1,1,3,7,446mp88j1vpk9iwui9fiifrp8,0,43.6,74.7,2023-05-13T00:41:19.400Z,2023-05-13T00:41:19Z,4271554683,168,,4271554685,56,Back,4271554687,140,47.2,4271554691,212,4.0,4271554693,213,0.3,4271554689,141,76.4,4271554681,3,,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572343,23,1,1,3,8,c3v2ohfuzoqmc8ljm65hi80sj,0,44.7,10.4,2023-05-13T00:41:20.728Z,2023-05-16T09:15:26Z,4271554855,140,57.9,4271554853,56,Right,4271554861,213,0.2,4271554857,141,15.5,4271554851,3,,4271554859,212,14.3,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572325,28,1,1,3,9,446mp88j1vpk9iwui9fiifrp8,1,40.1,64.3,2023-05-13T00:41:22.065Z,2023-05-16T09:15:33Z,4271554777,213,1.1,4271554773,141,74.8,4271554769,56,Back,4271554775,212,8.1,4271554771,140,43.7,4271554767,3,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572337,29,1,1,3,10,446mp88j1vpk9iwui9fiifrp8,0,43.7,74.8,2023-05-13T00:41:22.850Z,2023-05-16T09:15:32Z,4271554837,141,62.9,4271554843,1,,4271554833,56,Center,4271554835,140,74.3,4271554839,212,33.1,4271554831,3,,4271554841,213,6.0,,,,6k82rq8synvac950ext5t0jpx,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572625,31,61,1,3,11,c3v2ohfuzoqmc8ljm65hi80sj,1,37.9,31.7,2023-05-13T00:41:23.416Z,2023-05-13T00:42:06Z,4271556295,56,Back,,,,,,,,,,,,,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572349,24,1,1,3,12,c3v2ohfuzoqmc8ljm65hi80sj,0,42.2,37.5,2023-05-13T00:41:24.935Z,2023-05-16T09:16:11Z,4271556467,212,4.3,4271556469,213,5.9,4271556463,140,46.0,4271554863,56,Back,4271556465,141,35.3,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572359,25,49,1,3,15,c3v2ohfuzoqmc8ljm65hi80sj,1,52.1,32.9,2023-05-13T00:41:27.960Z,2023-05-16T09:16:22Z,,,,,,,,,,,,,,,,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549663927,905,61,1,3,15,446mp88j1vpk9iwui9fiifrp8,1,50,50,2023-05-13T00:41:27.960Z,2023-05-16T09:16:33Z,4282615531,56,Center,,,,,,,,,,,,,,,,,,,,,,f05vaz2h7sxozmvi641cf7qi1,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572389,26,1,1,3,16,c3v2ohfuzoqmc8ljm65hi80sj,1,49.2,40.9,2023-05-13T00:41:28.887Z,2023-05-16T09:16:21Z,4271555109,212,18.6,4271555107,141,68.3,4271555111,213,1.6,4271555105,140,48.7,4271555103,56,Back,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572413,27,1,1,3,19,c3v2ohfuzoqmc8ljm65hi80sj,1,60.2,88.5,2023-05-13T00:41:31.352Z,2023-05-13T00:41:34Z,4271555241,141,76.5,4271555239,140,67.2,4271555245,213,5.4,4271555243,212,11.0,4271555237,56,Center,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547572415,28,50,1,3,22,c3v2ohfuzoqmc8ljm65hi80sj,1,63.2,73.6,2023-05-13T00:41:34.696Z,2023-05-13T00:41:38Z,4271555249,56,Center,4271555251,286,,4271555401,233,30,,,,,,,,,,,,,,,,9jitxfwaeix5fn1n3dhartbhm,E. Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
