id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/15/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2524670303,6,1,1,0,12,dzxypx8djih58p668surbi4qm,1,33.6,35.9,2023-03-26T02:09:50.480Z,2023-03-26T02:09:53Z,4124099755,213,2.8,4124099747,56,Back,4124099751,141,43.6,4124099753,212,13.8,4124099749,140,21.4,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670393,7,1,1,0,15,dzxypx8djih58p668surbi4qm,1,24.1,40.6,2023-03-26T02:09:53.473Z,2023-03-26T02:10:02Z,4124100213,212,25.8,4124100211,141,8.6,4124100205,155,,4124100207,56,Back,4124100209,140,37.3,4124100215,213,5.3,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670397,8,1,1,0,24,dzxypx8djih58p668surbi4qm,0,42.2,19.3,2023-03-26T02:10:02.562Z,2023-03-26T02:10:05Z,4124100237,140,41.7,4124100241,212,4.7,4124100239,141,26.2,4124100235,56,Back,4124100305,286,,4124100299,236,,4124100301,233,6,4124100243,213,1.7,19q08g2zozqldqapwyv1osxsk,S. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670407,6,74,1,0,24,esvbnzqbyvxp2k570ez7h1a1g,1,56.9,84.5,2023-03-26T02:10:02.563Z,2023-03-26T03:11:35Z,4124100321,233,8,4124100283,56,Left,4124100285,285,,,,,,,,,,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670413,7,5,1,0,26,esvbnzqbyvxp2k570ez7h1a1g,0,59.6,101.2,2023-03-26T02:10:04.304Z,2023-03-26T02:30:31Z,4124100657,233,9,4124100327,347,,4124100325,56,Left,,,,,,,,,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670473,9,5,1,0,26,dzxypx8djih58p668surbi4qm,1,40.4,-1.2,2023-03-26T02:10:04.304Z,2023-03-26T02:10:14Z,4124100611,56,Back,4124100613,347,,4124100653,233,7,,,,,,,,,,,,,,,,19q08g2zozqldqapwyv1osxsk,S. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670503,10,1,1,0,37,dzxypx8djih58p668surbi4qm,1,38.5,0,2023-03-26T02:10:15.712Z,2023-03-26T02:10:18Z,4124100793,212,20.4,4124100783,56,Right,4124100785,140,57.4,4124100789,141,6.2,4124100795,213,0.2,4124100781,107,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670513,11,1,1,0,40,dzxypx8djih58p668surbi4qm,0,57.4,6.2,2023-03-26T02:10:18.272Z,2023-03-30T15:30:48Z,4124100821,3,,4124100829,212,19.1,4124100825,140,43.6,4124100831,213,2.4,4124100823,56,Back,4149375921,156,,4124100827,141,24.4,,,,cnxanwub8nm1jokerrs83mk4q,P. Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670535,8,49,1,0,43,esvbnzqbyvxp2k570ez7h1a1g,1,51,76.1,2023-03-26T02:10:21.824Z,2023-03-26T02:10:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a6we6zivd0v6kjntn2f04ghk9,M. Dougherty Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670561,9,1,1,0,44,esvbnzqbyvxp2k570ez7h1a1g,1,48.4,76.3,2023-03-26T02:10:22.687Z,2023-03-26T02:10:24Z,4124101109,56,Back,4124101111,140,30.5,4124101113,141,51.6,4124101115,212,25.2,4124101117,213,3.9,,,,,,,,,,a6we6zivd0v6kjntn2f04ghk9,M. Dougherty Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670565,10,1,1,0,46,esvbnzqbyvxp2k570ez7h1a1g,1,30.5,51.6,2023-03-26T02:10:24.127Z,2023-03-26T02:10:25Z,4124101147,213,1.7,4124101139,56,Back,4124101145,212,21.8,4124101143,141,83.5,4124101141,140,28.8,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670577,11,1,1,0,47,esvbnzqbyvxp2k570ez7h1a1g,0,28.8,83.5,2023-03-26T02:10:25.151Z,2023-03-26T02:10:28Z,4124101205,56,Back,4124101211,141,83.2,4124101215,212,3.4,4124101277,233,12,4124101281,286,,4124101207,140,32.0,4124101275,236,,4124101217,213,6.2,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670587,12,74,1,0,47,dzxypx8djih58p668surbi4qm,1,71.3,15.8,2023-03-26T02:10:25.152Z,2023-03-26T04:18:51Z,4124101289,233,11,4124101271,56,Right,4124101273,285,,,,,,,,,,,,,,,,,cnxanwub8nm1jokerrs83mk4q,P. Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670591,12,5,1,0,49,esvbnzqbyvxp2k570ez7h1a1g,1,25.2,101,2023-03-26T02:10:27.423Z,2023-03-26T02:10:31Z,4124101323,56,Back,4124101415,233,13,4124101325,347,,,,,,,,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670603,13,5,1,0,49,dzxypx8djih58p668surbi4qm,0,74.8,-1,2023-03-26T02:10:27.423Z,2023-03-26T02:30:31Z,4124101385,56,Right,4124101387,347,,4124101425,233,12,,,,,,,,,,,,,,,,cnxanwub8nm1jokerrs83mk4q,P. Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670715,13,1,1,1,4,esvbnzqbyvxp2k570ez7h1a1g,0,22.4,100,2023-03-26T02:10:42.448Z,2023-03-26T02:10:49Z,4124102073,213,6.1,4124102069,141,97.1,4124102065,56,Back,4124102067,140,36.6,4124102071,212,15.2,4124102063,107,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670717,14,1,1,1,7,dzxypx8djih58p668surbi4qm,0,66.6,10.7,2023-03-26T02:10:45.266Z,2023-03-26T02:10:46Z,4124102083,212,8.6,4124102077,56,Right,4124102081,141,0.0,4124102079,140,69.0,4124102085,213,5.0,4124102075,3,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670775,14,5,1,1,8,esvbnzqbyvxp2k570ez7h1a1g,1,32.2,101.2,2023-03-26T02:10:46.291Z,2023-03-26T02:30:31Z,4124102423,347,,4124102421,56,Back,4124102463,233,15,,,,,,,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670723,15,5,1,1,8,dzxypx8djih58p668surbi4qm,0,67.8,-1.2,2023-03-26T02:10:46.291Z,2023-03-26T02:10:52Z,4124102105,347,,4124102469,233,14,4124102101,56,Right,,,,,,,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670795,15,1,1,1,15,esvbnzqbyvxp2k570ez7h1a1g,1,33.5,100,2023-03-26T02:10:53.023Z,2023-03-26T02:10:54Z,4124102575,213,5.5,4124102565,107,,4124102569,140,39.2,4124102567,56,Back,4124102573,212,8.1,4124102571,141,92.9,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670805,16,1,1,1,16,esvbnzqbyvxp2k570ez7h1a1g,1,38,93.2,2023-03-26T02:10:54.719Z,2023-03-26T02:10:57Z,4124102647,213,2.5,4124102639,56,Back,4124102645,212,4.7,4124102643,141,97.1,4124102641,140,34.3,,,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670825,17,1,1,1,19,esvbnzqbyvxp2k570ez7h1a1g,1,34.3,97.1,2023-03-26T02:10:56.958Z,2023-03-26T02:10:59Z,4124102783,212,16.1,4124102777,56,Back,4124102781,141,87.5,4124102779,140,20.3,4124102785,213,3.6,4124102775,155,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670881,18,1,1,1,21,esvbnzqbyvxp2k570ez7h1a1g,1,20.7,87.2,2023-03-26T02:10:59.102Z,2023-03-26T02:11:06Z,4124103089,56,Back,4124103095,212,28.8,4124103097,213,4.2,4124103091,140,8.3,4124103093,141,49.4,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670895,19,1,1,1,28,esvbnzqbyvxp2k570ez7h1a1g,1,9.4,48.8,2023-03-26T02:11:05.951Z,2023-03-30T15:31:46Z,4124103197,141,94.7,4124103201,213,1.1,4124103193,56,Back,4124103195,140,24.1,4124103199,212,34.8,4124103203,1,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670931,20,1,1,1,30,esvbnzqbyvxp2k570ez7h1a1g,1,21.1,94.7,2023-03-26T02:11:07.967Z,2023-03-26T02:11:11Z,4124103393,140,11.5,4124103391,56,Back,4124103399,213,3.6,4124103397,212,11.5,4124103395,141,86.6,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670955,21,1,1,1,31,esvbnzqbyvxp2k570ez7h1a1g,0,12,92,2023-03-26T02:11:09.422Z,2023-03-30T15:32:00Z,4124103557,213,0.1,4124103555,212,16.3,4124103553,141,95.0,4124103551,140,27.4,4124103549,56,Back,4124103547,155,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671273,22,44,1,1,32,dzxypx8djih58p668surbi4qm,1,64.6,6.6,2023-03-26T02:11:10.817Z,2023-03-30T15:32:01Z,4124105265,233,22,4124105237,286,,4124105235,56,Right,,,,,,,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670961,22,44,1,1,32,esvbnzqbyvxp2k570ez7h1a1g,0,35.4,93.4,2023-03-26T02:11:10.818Z,2023-03-30T15:32:03Z,4124103581,285,,4124105281,233,22,4124103579,56,Back,,,,,,,,,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524670957,16,1,1,1,33,dzxypx8djih58p668surbi4qm,0,61.4,11.8,2023-03-26T02:11:11.488Z,2023-03-30T15:32:04Z,4124103577,213,6.2,4124103575,212,7.1,4124103569,56,Right,4124103573,141,10.9,4124103571,140,68.1,4124103567,3,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525930231,889,61,1,1,34,esvbnzqbyvxp2k570ez7h1a1g,1,31.3,95.1,2023-03-26T02:11:12.817Z,2023-03-30T15:32:32Z,4149376909,56,Back,,,,,,,,,,,,,,,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525930237,925,61,1,1,35,dzxypx8djih58p668surbi4qm,1,68.7,4.9,2023-03-26T02:11:13.817Z,2023-03-30T15:32:37Z,4149376935,56,Right,,,,,,,,,,,,,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671001,23,1,1,1,37,esvbnzqbyvxp2k570ez7h1a1g,1,27.4,96,2023-03-26T02:11:15.199Z,2023-03-26T02:11:16Z,4124103769,212,6.5,4124103765,140,21.2,4124103767,141,96.5,4124103771,213,3.1,4124103763,56,Back,,,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671017,24,1,1,1,38,esvbnzqbyvxp2k570ez7h1a1g,1,21.3,96.5,2023-03-26T02:11:16.638Z,2023-03-26T02:11:18Z,4124103849,155,,4124103853,140,46.7,4124103851,56,Back,4124103855,141,91.2,4124103859,213,6.1,4124103857,212,26.9,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671047,25,1,1,1,40,esvbnzqbyvxp2k570ez7h1a1g,1,46.6,91.2,2023-03-26T02:11:18.159Z,2023-03-26T02:11:21Z,4124104013,141,77.5,4124104005,3,,4124104011,140,67.0,4124104007,168,,4124104009,56,Center,4124104017,213,5.9,4124104015,212,23.4,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671049,26,61,1,1,43,esvbnzqbyvxp2k570ez7h1a1g,0,70,76,2023-03-26T02:11:20.991Z,2023-03-26T02:11:21Z,4124104025,56,Center,,,,,,,,,,,,,,,,,,,,,,b9zyytzb31lz9644187z6a13o,A. Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671063,17,49,1,1,43,dzxypx8djih58p668surbi4qm,1,30.9,33.7,2023-03-26T02:11:21.761Z,2023-03-26T02:11:21Z,,,,,,,,,,,,,,,,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671085,18,1,1,1,44,dzxypx8djih58p668surbi4qm,1,30.9,33.7,2023-03-26T02:11:22.178Z,2023-03-26T02:11:23Z,4124104193,141,40.1,4124104197,212,17.7,4124104187,56,Back,4124104203,213,2.9,4124104189,140,14.6,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671121,19,1,1,1,45,dzxypx8djih58p668surbi4qm,1,14.6,40.1,2023-03-26T02:11:23.361Z,2023-03-26T02:11:26Z,4124104385,140,23.2,4124104389,212,21.3,4124104391,213,5.2,4124104387,141,11.8,4124104383,56,Back,,,,,,,,,,cbhcuvuqi3gxgln6n463vz9at,A. Naeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671171,20,3,1,1,48,dzxypx8djih58p668surbi4qm,1,26.2,11.6,2023-03-26T02:11:25.902Z,2023-03-30T15:33:21Z,4124104667,233,27,4149377561,465,,4124104651,56,Back,4124104653,285,,,,,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671117,27,45,1,1,48,esvbnzqbyvxp2k570ez7h1a1g,0,73.8,88.4,2023-03-26T02:11:25.902Z,2023-03-26T02:11:31Z,4124104371,56,Left,4124104675,233,20,4124104373,286,,,,,,,,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671179,21,1,1,1,53,dzxypx8djih58p668surbi4qm,0,50.1,7.7,2023-03-26T02:11:31.041Z,2023-03-26T02:11:33Z,4124104705,56,Right,4124104713,213,0.4,4124104711,212,20.7,4124104709,141,19.0,4124104707,140,68.4,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671203,28,49,1,1,55,esvbnzqbyvxp2k570ez7h1a1g,1,35.6,80.5,2023-03-26T02:11:33.375Z,2023-03-26T02:11:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671245,29,1,1,1,56,esvbnzqbyvxp2k570ez7h1a1g,1,34.9,80.2,2023-03-26T02:11:34.742Z,2023-03-30T15:33:42Z,4124105087,213,5.0,4124105083,141,67.9,4124105079,56,Back,4124105085,212,8.7,4124105081,140,37.1,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671285,30,1,1,2,0,esvbnzqbyvxp2k570ez7h1a1g,1,32.9,57.3,2023-03-26T02:11:38.766Z,2023-03-26T02:11:43Z,4124105313,140,10.3,4124105307,56,Back,4124105317,141,57.2,4124105319,212,23.7,4124105323,213,3.1,,,,,,,,,,3vnw015vllv7vzi79h7bplolx,E. van Egmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671303,31,1,1,2,5,esvbnzqbyvxp2k570ez7h1a1g,1,12.5,54.2,2023-03-26T02:11:43.662Z,2023-03-26T02:11:47Z,4124105421,56,Back,4124105423,140,20.2,4124105427,212,15.2,4124105429,213,1.0,4124105425,141,73.2,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524671331,32,1,1,2,9,esvbnzqbyvxp2k570ez7h1a1g,1,23.2,75.4,2023-03-26T02:11:47.374Z,2023-03-26T02:11:50Z,4124105557,213,1.3,4124105555,212,12.9,4124105553,141,93.9,4124105551,140,25.9,4124105549,56,Back,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
