id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2549078203,116,1,1,14,46,esvbnzqbyvxp2k570ez7h1a1g,1,24.7,68.6,2023-05-14T22:23:11.660Z,2023-05-14T22:23:14Z,4279525417,141,28.6,4279525419,212,27.4,4279525415,140,27.5,4279525421,213,4.8,4279525413,56,Back,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078219,117,1,1,14,49,esvbnzqbyvxp2k570ez7h1a1g,1,27.6,28.6,2023-05-14T22:23:14.444Z,2023-05-14T22:23:16Z,4279525529,140,14.0,4279525527,56,Back,4279525535,213,2.3,4279525531,141,50.6,4279525533,212,20.7,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078243,118,1,1,14,51,esvbnzqbyvxp2k570ez7h1a1g,1,14.2,51.9,2023-05-14T22:23:16.843Z,2023-05-14T22:23:20Z,4279525695,140,23.7,4279525693,56,Back,4279525697,141,74.6,4279525701,213,1.0,4279525699,212,18.4,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078265,119,1,1,14,55,esvbnzqbyvxp2k570ez7h1a1g,1,27,74.7,2023-05-14T22:23:20.172Z,2023-05-14T22:23:23Z,4279525849,213,0.4,4279525847,212,15.1,4279525843,140,40.2,4279525845,141,83.4,4279525841,56,Back,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078293,120,1,1,14,58,esvbnzqbyvxp2k570ez7h1a1g,0,43.2,87.8,2023-05-14T22:23:23.515Z,2023-05-14T22:23:25Z,4279526005,213,0.3,4279525997,56,Left,4279526001,141,100.0,4279526003,212,31.5,4279525999,140,72.0,4279525995,155,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078295,121,5,1,15,0,esvbnzqbyvxp2k570ez7h1a1g,0,77.6,101.4,2023-05-14T22:23:25.411Z,2023-05-14T22:23:30Z,4279526007,56,Left,4279526009,347,,4279526263,233,129,,,,,,,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078329,129,5,1,15,0,agxipc0vk4rtg09amjxv10nx0,1,22.4,-1.4,2023-05-14T22:23:25.411Z,2023-05-14T22:38:41Z,4279526197,347,,4279526243,233,121,4279526195,56,Back,,,,,,,,,,,,,,,,dokzh655hluwjh55fisecs9ud,M. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078479,130,1,1,15,18,agxipc0vk4rtg09amjxv10nx0,1,16.9,0,2023-05-14T22:23:43.686Z,2023-05-14T22:23:46Z,4279527079,56,Back,4279527087,213,0.7,4279527081,140,23.9,4279527083,141,7.6,4279527077,107,,4279527085,212,9.7,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078483,131,1,1,15,20,agxipc0vk4rtg09amjxv10nx0,1,23.9,7.6,2023-05-14T22:23:46.086Z,2023-05-14T22:23:46Z,4279527107,140,17.7,4279527113,213,3.5,4279527105,56,Back,4279527111,212,6.9,4279527109,141,4.4,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078569,132,1,1,15,21,agxipc0vk4rtg09amjxv10nx0,1,17.7,4.4,2023-05-14T22:23:46.870Z,2023-05-14T22:23:58Z,4279527649,56,Back,4279527657,213,1.5,4279527645,155,,4279527651,140,21.4,4279527653,141,65.1,4279527647,196,,4279527659,1,,4279527655,212,41.5,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078603,123,45,1,15,33,esvbnzqbyvxp2k570ez7h1a1g,0,57,28.6,2023-05-14T22:23:59.125Z,2023-05-14T23:00:44Z,4279527843,285,,4279527841,56,Center,4279630957,233,387,,,,,,,,,,,,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549096445,387,3,1,15,33,agxipc0vk4rtg09amjxv10nx0,1,43,71.4,2023-05-14T22:23:59.125Z,2023-05-14T23:00:44Z,4279630953,233,123,4279630871,56,Back,4279630951,286,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078629,133,1,1,15,37,agxipc0vk4rtg09amjxv10nx0,1,56.1,67.2,2023-05-14T22:24:02.182Z,2023-05-14T22:24:05Z,4279527987,213,4.2,4279527983,141,47.3,4279527975,56,Back,4279527981,140,48.0,4279527985,212,16.0,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078651,134,1,1,15,39,agxipc0vk4rtg09amjxv10nx0,1,52,39.3,2023-05-14T22:24:04.886Z,2023-05-14T22:24:08Z,4279528117,140,62.6,4279528119,141,10.1,4279528115,56,Right,4279528125,213,5.2,4279528121,212,22.8,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078675,135,1,1,15,42,agxipc0vk4rtg09amjxv10nx0,1,61.9,9.6,2023-05-14T22:24:08.070Z,2023-05-14T22:24:11Z,4279528253,212,11.8,4279528251,141,4.0,4279528255,213,6.0,4279528247,56,Right,4279528249,140,72.5,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078699,136,1,1,15,45,agxipc0vk4rtg09amjxv10nx0,1,71.1,5.5,2023-05-14T22:24:10.966Z,2023-05-14T22:24:12Z,4279528391,213,1.6,4279528389,212,6.3,4279528387,141,14.8,4279528383,56,Right,4279528385,140,71.2,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078717,137,1,1,15,47,agxipc0vk4rtg09amjxv10nx0,0,70.9,17.9,2023-05-14T22:24:12.823Z,2023-05-14T22:24:14Z,4279528483,213,0.7,4279528481,212,20.1,4279528475,56,Center,4279528477,140,84.9,4279528479,141,38.0,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078725,124,1,1,15,49,esvbnzqbyvxp2k570ez7h1a1g,1,12.7,63.8,2023-05-14T22:24:14.990Z,2023-05-14T22:24:16Z,4279528527,213,0.8,4279528519,56,Back,4279528523,141,70.1,4279528521,140,17.0,4279528525,212,6.2,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078729,125,49,1,15,51,esvbnzqbyvxp2k570ez7h1a1g,1,18.3,71.4,2023-05-14T22:24:16.285Z,2023-05-14T22:24:16Z,,,,,,,,,,,,,,,,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078753,126,1,1,15,51,esvbnzqbyvxp2k570ez7h1a1g,1,19.3,72.5,2023-05-14T22:24:16.637Z,2023-05-14T22:24:19Z,4279528645,212,12.9,4279528647,213,1.4,4279528643,141,91.1,4279528639,56,Back,4279528641,140,21.5,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078765,127,1,1,15,53,esvbnzqbyvxp2k570ez7h1a1g,1,24.8,92.4,2023-05-14T22:24:19.069Z,2023-05-14T22:24:21Z,4279528703,56,Back,4279528701,155,,4279528705,140,44.8,4279528711,213,5.6,4279528707,141,68.7,4279528709,212,26.5,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078797,128,43,1,15,56,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-05-14T22:24:21.757Z,2023-05-14T22:24:26Z,4279528861,285,0,4279528949,144,44,4279528859,56,Back,,,,,,,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078803,129,4,1,15,58,esvbnzqbyvxp2k570ez7h1a1g,1,46.8,65.8,2023-05-14T22:24:23.277Z,2023-05-14T22:24:26Z,4279528925,233,138,4279528895,13,,4279528899,56,Back,4279528903,286,,4279528901,152,,4279528897,294,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549078795,138,4,1,15,58,agxipc0vk4rtg09amjxv10nx0,0,53.2,34.2,2023-05-14T22:24:23.278Z,2023-05-14T22:24:26Z,4279528847,294,,4279528851,152,,4279528845,13,,4279528853,285,,4279528849,56,Center,4279528933,233,129,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079041,130,1,1,16,30,esvbnzqbyvxp2k570ez7h1a1g,1,48.3,59.6,2023-05-14T22:24:55.262Z,2023-05-14T22:24:57Z,4279530261,152,,4279530259,5,,4279530263,56,Back,4279530267,141,31.3,4279530265,140,45.5,4279530271,213,4.6,4279530269,212,19.5,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079103,131,1,1,16,32,esvbnzqbyvxp2k570ez7h1a1g,1,46.3,31.7,2023-05-14T22:24:57.710Z,2023-05-14T22:25:03Z,4279530551,141,60.2,4279530555,213,1.5,4279530553,212,19.4,4279530549,140,46.7,4279530547,56,Back,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079123,132,1,1,16,38,esvbnzqbyvxp2k570ez7h1a1g,1,55.7,76.7,2023-05-14T22:25:03.598Z,2023-05-14T22:25:05Z,4279530699,213,5.7,4279530695,141,58.4,4279530697,212,21.7,4279530693,140,72.6,4279530689,155,,4279530691,56,Center,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079157,133,1,1,16,40,esvbnzqbyvxp2k570ez7h1a1g,0,72.7,58.4,2023-05-14T22:25:05.438Z,2023-05-14T22:25:08Z,4279530873,56,Center,4279530881,213,0.2,4279530875,140,97.9,4279530879,212,27.1,4279530877,141,67.2,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079183,139,1,1,16,43,agxipc0vk4rtg09amjxv10nx0,1,5.5,30.5,2023-05-14T22:25:08.629Z,2023-05-14T22:25:11Z,4279530987,141,39.5,4279530989,212,6.7,4279530991,213,2.0,4279530985,140,2.9,4279530983,56,Back,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079209,140,12,1,16,45,agxipc0vk4rtg09amjxv10nx0,1,2.9,39.5,2023-05-14T22:25:10.934Z,2023-05-14T22:25:13Z,4279531133,56,Back,4279531135,140,25.8,4279531139,212,33.0,4279531137,141,6.3,4279531141,213,5.5,,,,,,,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079217,141,49,1,16,48,agxipc0vk4rtg09amjxv10nx0,1,25.8,6.3,2023-05-14T22:25:13.302Z,2023-05-14T22:25:13Z,,,,,,,,,,,,,,,,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079237,142,1,1,16,48,agxipc0vk4rtg09amjxv10nx0,1,26.2,6.2,2023-05-14T22:25:13.942Z,2023-05-14T22:25:16Z,4279531289,212,12.5,4279531291,213,0.0,4279531285,140,38.1,4279531287,141,7.1,4279531283,56,Back,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079265,143,1,1,16,50,agxipc0vk4rtg09amjxv10nx0,1,37.9,7,2023-05-14T22:25:15.893Z,2023-05-14T22:25:19Z,4279531437,141,29.2,4279531433,56,Back,4279531441,213,1.9,4279531439,212,16.1,4279531435,140,32.6,,,,,,,,,,dokzh655hluwjh55fisecs9ud,M. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079325,144,1,1,16,54,agxipc0vk4rtg09amjxv10nx0,1,32.9,32.6,2023-05-14T22:25:19.477Z,2023-05-14T22:25:26Z,4279531885,56,Back,4279531889,141,86.3,4279531891,212,36.5,4279531893,213,1.5,4279531887,140,33.9,4279531895,1,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079391,145,1,1,17,1,agxipc0vk4rtg09amjxv10nx0,1,39.1,83.2,2023-05-14T22:25:26.165Z,2023-05-14T22:25:31Z,4279532297,140,27.5,4279532303,213,4.3,4279532301,212,31.3,4279532299,141,40.8,4279532295,56,Back,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079419,146,1,1,17,6,agxipc0vk4rtg09amjxv10nx0,1,30.1,24.9,2023-05-14T22:25:31.413Z,2023-05-14T22:25:35Z,4279532473,212,14.1,4279532467,56,Back,4279532469,140,34.9,4279532475,213,5.1,4279532471,141,5.5,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079427,147,1,1,17,9,agxipc0vk4rtg09amjxv10nx0,0,34.9,5.5,2023-05-14T22:25:34.885Z,2023-05-14T22:26:11Z,4279532517,141,12.2,4279532519,212,28.4,4279532515,140,61.6,4279532513,56,Right,4279532521,213,0.2,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079431,134,49,1,17,10,esvbnzqbyvxp2k570ez7h1a1g,1,33.9,88.2,2023-05-14T22:25:36.079Z,2023-05-14T22:25:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079499,135,1,1,17,13,esvbnzqbyvxp2k570ez7h1a1g,1,29.8,84.9,2023-05-14T22:25:38.431Z,2023-05-14T22:25:44Z,4279532913,140,32.1,4279532921,212,14.1,4279532925,213,4.9,4279532911,56,Back,4279532917,141,64.5,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079515,136,1,1,17,18,esvbnzqbyvxp2k570ez7h1a1g,1,40.4,63,2023-05-14T22:25:44.063Z,2023-05-14T22:25:45Z,4279533013,212,37.4,4279533011,141,94.2,4279533015,213,0.6,4279533009,140,69.7,4279533007,56,Left,4279533019,1,,,,,,,,dwrkb21t0oi6s0d6a1b7b1qay,S. Enge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079557,137,1,1,17,20,esvbnzqbyvxp2k570ez7h1a1g,1,71.8,93.8,2023-05-14T22:25:45.711Z,2023-05-14T22:25:48Z,4279533253,140,72.0,4279533255,141,81.8,4279533251,56,Left,4279533259,213,4.7,4279533257,212,8.2,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079599,138,2,1,17,23,esvbnzqbyvxp2k570ez7h1a1g,1,76.2,81,2023-05-14T22:25:48.671Z,2023-05-14T22:25:57Z,4279533861,7,7pdog0usw4fwr3j3neexfz1ed,4279533537,140,96.0,4279533539,141,67.1,4279533535,56,Center,,,,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079659,148,55,1,17,23,agxipc0vk4rtg09amjxv10nx0,1,22.4,37.1,2023-05-14T22:25:48.672Z,2023-05-14T22:37:17Z,,,,,,,,,,,,,,,,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079603,139,43,1,17,26,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-05-14T22:25:51.919Z,2023-05-14T22:25:59Z,4279533555,56,Center,4279533993,144,3,4279533557,286,0,,,,,,,,,,,,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079837,149,1,1,17,50,agxipc0vk4rtg09amjxv10nx0,1,14.4,40.3,2023-05-14T22:26:15.222Z,2023-05-14T22:26:20Z,4279534801,1,,4279534791,56,Back,4279534793,140,39.5,4279534799,213,0.8,4279534795,141,76.7,4279534787,155,,4279535003,189,,4279534797,212,36.2,debcbmzdwiyac6jcf1icrowlw,C. Soto,,4279534785,5,,4279534789,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079843,150,1,1,17,51,agxipc0vk4rtg09amjxv10nx0,1,39.5,74.2,2023-05-14T22:26:16.357Z,2023-05-14T22:26:18Z,4279534847,212,11.2,4279534849,213,3.2,4279534843,140,28.8,4279534845,141,73.4,4279534841,56,Back,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079867,151,1,1,17,52,agxipc0vk4rtg09amjxv10nx0,1,28.9,73.4,2023-05-14T22:26:17.925Z,2023-05-14T22:26:20Z,4279534993,212,22.8,4279534989,140,14.1,4279534991,141,48.9,4279534997,213,4.0,4279534987,56,Back,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079895,152,1,1,17,55,agxipc0vk4rtg09amjxv10nx0,1,13.9,48.8,2023-05-14T22:26:20.997Z,2023-05-14T22:26:27Z,4279535249,212,13.8,4279535247,141,30.2,4279535251,213,5.1,4279535245,140,19.1,4279535243,56,Back,,,,,,,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079901,153,1,1,18,2,agxipc0vk4rtg09amjxv10nx0,1,22.6,28.4,2023-05-14T22:26:27.237Z,2023-05-14T22:26:28Z,4279535281,141,41.6,4279535283,212,16.0,4279535279,140,10.0,4279535285,213,2.5,4279535277,56,Back,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079917,154,1,1,18,3,agxipc0vk4rtg09amjxv10nx0,1,10,41.8,2023-05-14T22:26:28.517Z,2023-05-14T22:26:31Z,4279535377,212,17.8,4279535371,140,20.1,4279535367,56,Back,4279535381,213,5.3,4279535375,141,20.7,,,,,,,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079927,155,1,1,18,6,agxipc0vk4rtg09amjxv10nx0,1,21.2,14.5,2023-05-14T22:26:31.141Z,2023-05-14T22:26:34Z,4279535475,212,12.8,4279535477,213,5.6,4279535473,141,2.6,4279535469,56,Back,4279535471,140,30.6,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079933,156,1,1,18,9,agxipc0vk4rtg09amjxv10nx0,0,32.5,4.2,2023-05-14T22:26:34.164Z,2023-05-14T22:26:36Z,4279535535,140,47.3,4279535533,56,Back,4279535539,212,25.6,4279535543,213,0.9,4279535537,141,34.1,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549079941,140,61,1,18,11,esvbnzqbyvxp2k570ez7h1a1g,0,55.9,64.2,2023-05-14T22:26:36.544Z,2023-05-14T22:26:36Z,4279535579,56,Center,,,,,,,,,,,,,,,,,,,,,,dwrkb21t0oi6s0d6a1b7b1qay,S. Enge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080037,157,1,1,18,12,agxipc0vk4rtg09amjxv10nx0,1,47.9,43.9,2023-05-14T22:26:37.269Z,2023-05-14T22:26:46Z,4279536161,56,Left,4279536165,141,89.9,4279536163,140,63.2,4279536171,1,,4279536167,212,35.2,4279536169,213,1.1,,,,,,,dokzh655hluwjh55fisecs9ud,M. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080103,158,1,1,18,21,agxipc0vk4rtg09amjxv10nx0,1,70.6,80.1,2023-05-14T22:26:46.454Z,2023-05-14T22:26:53Z,4279536503,140,80.2,4279536501,56,Left,4279536505,141,92.4,4279536507,212,13.1,4279536509,213,0.7,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080133,159,1,1,18,27,agxipc0vk4rtg09amjxv10nx0,1,80.4,84.5,2023-05-14T22:26:52.933Z,2023-05-14T22:26:56Z,4279536695,212,11.4,4279536697,213,3.8,4279536691,140,71.6,4279536689,56,Center,4279536693,141,74.6,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080173,160,1,1,18,31,agxipc0vk4rtg09amjxv10nx0,1,67.4,71.8,2023-05-14T22:26:56.468Z,2023-05-14T22:27:01Z,4279536947,1,,4279536943,212,40.1,4279536941,141,12.9,4279536933,56,Right,4279536937,140,67.1,4279536945,213,4.7,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080203,161,1,1,18,36,agxipc0vk4rtg09amjxv10nx0,1,68.5,12.2,2023-05-14T22:27:01.285Z,2023-05-14T22:27:03Z,4279537117,141,12.5,4279537119,212,9.6,4279537115,140,77.6,4279537121,213,0.0,4279537113,56,Right,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080215,162,1,1,18,37,agxipc0vk4rtg09amjxv10nx0,1,77.6,11.4,2023-05-14T22:27:03.078Z,2023-05-14T22:27:04Z,4279537203,212,5.1,4279537199,140,75.6,4279537197,56,Right,4279537201,141,18.2,4279537205,213,2.0,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080241,163,1,1,18,39,agxipc0vk4rtg09amjxv10nx0,1,75.3,17.4,2023-05-14T22:27:04.628Z,2023-05-14T22:27:07Z,4279537357,140,65.3,4279537363,213,3.0,4279537361,212,10.6,4279537359,141,19.2,4279537355,56,Right,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080255,164,1,1,18,41,agxipc0vk4rtg09amjxv10nx0,1,65.3,18.1,2023-05-14T22:27:07.061Z,2023-05-14T22:27:09Z,4279537481,213,5.4,4279537475,140,72.6,4279537479,212,11.6,4279537473,56,Right,4279537477,141,5.3,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080281,165,1,1,18,44,agxipc0vk4rtg09amjxv10nx0,1,71.8,4.9,2023-05-14T22:27:09.221Z,2023-05-14T22:27:12Z,4279537655,212,23.5,4279537651,140,92.2,4279537653,141,19.1,4279537649,56,Right,4279537657,213,0.4,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080289,166,1,1,18,47,agxipc0vk4rtg09amjxv10nx0,0,92.2,19.1,2023-05-14T22:27:12.436Z,2023-05-14T22:27:13Z,4279537705,213,1.2,4279537699,140,98.4,4279537701,141,44.2,4279537697,56,Center,4279537703,212,18.3,4279537693,2,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080303,141,52,1,18,49,esvbnzqbyvxp2k570ez7h1a1g,1,0.6,56.6,2023-05-14T22:27:14.241Z,2023-05-14T22:27:14Z,,,,,,,,,,,,,,,,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080431,142,80,1,19,3,esvbnzqbyvxp2k570ez7h1a1g,0,7.3,45.4,2023-05-14T22:27:28.497Z,2023-05-14T22:27:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549080537,143,1,1,19,11,esvbnzqbyvxp2k570ez7h1a1g,1,14.9,43.6,2023-05-14T22:27:36.674Z,2023-05-14T22:27:41Z,4279539349,213,5.0,4279539347,212,13.6,4279539345,141,24.7,4279539341,56,Back,4279539343,140,19.1,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
