id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2552772645,1,34,16,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-05-21T21:11:18.062Z,2023-05-21T22:15:02Z,4299294389,197,3410,4299158535,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4299158523,30,"706rwdwv4re27svfmlo7na3th, co49l4m0my5li8yvcxgrvq0yy, 21fk9iw8dwy2lsm66u0vkx756, aqihfnhadzdmi7i5bjfnphqms, 6bhtfawnoxk9x57xigb8z03it, 2mlyh9k0yhv8862rj6hu26j8p, 7lyzx6twrkm4u4mqtr1jwqdw5, 4t91su0ns46r00vjynp0on5qt, 2sc4jlfmioa61d1vgpcz0pht6, cm6fzm8v38ti0aubu0q4v717t, 6z68ej070bws9x17xsmo4c4b9, 7qw3tekwnmsv6i4u3i0qcpjv9, dp260wgfy9vfthkdd6tphi311, domf5amhxgz82ormceatnowd1, bheniu7u85ivkjhipazymzxzp, 44p08essulk95whu21qdo6ggl, 1xgse8t4dm0decmpzebsphvfu, 54szh8526rjp2erap05ljqxud, vaw0swh9q18mglmk683bauzu, 2bzp14nac8o5a8g21isxevlk9",4299158531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4299158527,59,"4, 3, 32, 14, 11, 21, 33, 19, 17, 10, 20, 5, 6, 7, 12, 16, 18, 22, 24, 25",4299158533,194,6bhtfawnoxk9x57xigb8z03it,4299158529,130,4,4299158525,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552775547,1,34,16,0,0,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-05-21T21:17:08.114Z,2023-05-21T22:07:20Z,4299174923,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4299174931,194,7lt9nze7e2mk2hlp9dkvabkyd,4299174927,130,8,4299174933,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4299174921,30,"8btgs1e799s3xyjfqloeg2iju, dwwgrimn3ddecp5kllvsdga8l, 7lt9nze7e2mk2hlp9dkvabkyd, 51m1qnbhz50no0mfc6oq9rhzp, 5kx524x345idecr205u9oopd6, 74uudh34v23m2z9gy5tdppxey, 4apwozsvcd68ki0o3469ftht6, 3aj7p478dcuat6tz8096sq8dl, 78i4mxu4hxwp995udteweftgp, 93d5k82qrmjr894k2hp5aril1, 29vjl1iba9rz14yd1g9qi4pn9, 97ssez228adiao5teqah0uqc5, e2drffyibnqhyo0sou3zahdsk, 46r9yf1huh29ri0sbx0yum6ll, 349m08nptx7matql2hebn5t78, 1wax6m4sngx7kwd55ce1xha3u, 9oyg8mzw5p2cc47omal5sb5uy, 7v6cr5ohzfbu6gf0dvw05q8h6, 8rum6xdhsh8kjz3r3x39qtt04, k8a5k4deho4rktyk7t6waac",4299174925,59,"91, 11, 3, 5, 4, 17, 8, 2, 9, 10, 15, 7, 12, 18, 22, 23, 24, 25, 33, 34",4299294471,197,14890,4299174929,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798627,2,32,1,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-05-21T22:08:19.358Z,2023-05-21T22:08:21Z,4299296829,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798623,2,32,1,0,0,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-05-21T22:08:19.358Z,2023-05-21T22:08:19Z,4299296817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798639,3,1,1,0,0,bl53jk6zlfe5f583pil7xzwi5,1,50.1,50,2023-05-21T22:08:19.458Z,2023-05-21T22:59:11Z,4299296881,56,Back,4299296883,140,39.1,4299296887,212,14.0,4299296885,141,38.3,4299296889,213,3.7,4299296891,279,S,,,,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798677,4,1,1,0,2,bl53jk6zlfe5f583pil7xzwi5,0,39.1,38.3,2023-05-21T22:08:21.966Z,2023-05-21T22:22:22Z,4299297063,213,0.7,4299297057,141,82.0,4299297053,56,Left,4299297065,1,,4299297059,212,44.5,4299297055,140,70.6,4299297051,155,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798691,3,44,1,0,5,bgkfdckqfqnfbmecbtz03n76d,1,18.8,27.6,2023-05-21T22:08:24.989Z,2023-05-21T22:38:35Z,4299297313,233,5,4299297107,285,,4299297105,56,Back,,,,,,,,,,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798685,5,44,1,0,5,bl53jk6zlfe5f583pil7xzwi5,0,81.2,72.4,2023-05-21T22:08:24.990Z,2023-05-21T22:22:22Z,4299297093,56,Center,4299297095,286,,4299297135,233,3,,,,,,,,,,,,,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552806161,139,1,1,0,6,bgkfdckqfqnfbmecbtz03n76d,1,33.6,5.3,2023-05-21T22:08:25.566Z,2023-05-21T22:22:44Z,4299337433,212,12.5,4299337429,140,37.1,4299337425,3,,4299337435,213,1.3,4299337431,141,22.9,4299337427,56,Back,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552798695,6,43,1,0,6,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-05-21T22:08:25.598Z,2023-05-21T22:22:23Z,4299297119,3,0,4299297129,141,75.4,4299297133,213,4.1,4299297131,212,5.6,4299337285,144,1,4299297127,140,67.4,4299297123,56,Center,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
