id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value
2552013475,1,34,16,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-05-20T22:33:11.303Z,2023-05-20T23:07:15Z,4295108671,194,c811si1xw5he6ih0o1mj94tsl,4295108661,30,"7e8f4kfwcucaj4239xz0rai1h, 3cyj9a2fjtx4xd0bqdh6g3azu, 1uf4321zvio3hrwfu4z4jxp7t, 77agy8f4m7ybib2cssdfsltuy, 9hs0hutntgdjklszqisxozend, 9yvkpwm78jaqr321imfc3rrbo, dyfsbff9jueyw5jhjou424bo4, 91pl4sfwk9t4ybwanj8dlwahg, 191uogxjdg4uo178qv1544jys, c811si1xw5he6ih0o1mj94tsl, 9hnfv1rr3nnsu8puxgd05teqd, eigt6t2rj0k98zt1isqrvtvqh, 3tphlgyvws6ml5qiicqbsvrh1, 9dhcf93mr1nfzxjv769gvnzyt, 3806ue4qpxyit2ps1ubj3hrkl, 3ujv4avesd20fo6wrlzeknasq, 4ptow542cf8xp3kct4sbydh5g, 68njvqucip0ehuz4eecppvq0a, 1581xqhaxb753qd86v03j6ycq, 6x5f13ghtvbdhcf7f9sct54dm",4295108669,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4295108673,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4295108663,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4295108667,130,8,4295198259,197,18735,4295108665,59,"21, 2, 3, 14, 5, 6, 25, 8, 23, 10, 9, 11, 13, 15, 19, 22, 26, 28, 31, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552013873,1,34,16,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-05-20T22:34:07.229Z,2023-05-20T23:08:59Z,4295110711,30,"d9dirjpaqkq3gga2zyeykcv6d, 4aix0gos55qf4mdpld547ek7p, en29qfiuu01nsmekoqhycjo45, 55di6bshvql6q8yo5c0fauw9h, 27dktxivmcqmi1lkz1vs49qi2, 11u4dj0z0p616zx9gsnil66ay, d8ypulxmosy9ulp0imw6avo5, cwerr3zz6pqzzzqso9dx69fjd, bfk6fgj2z7yifd9iqwjlk4pka, b9d4fqz6ezz2azklpghb9kyjt, f5belq8ns6bvom52sbhby6d5g, 41a58968ocakxmmmr736re2ac, 1kqy11izfxrv487anw8dvwtm1, buyug2qwuojtuigs45exn9w5w, 1ftms6bue2ezs3khsimk9sep6, aywzkq0jwnhljcxewthcm40dl, 6tgxgungxafve570mazrb6uc4, 9woyfs8z3bd46kk8qwyxfdv8q, 1vm9mztp9ro7cnp6boinc7phx, as2gs38ai4i235sz36rmvpa1g",4295110713,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4295110719,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4295186529,197,15138,4295110721,194,d9dirjpaqkq3gga2zyeykcv6d,4295110723,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4295110717,130,3,4295110715,59,"1, 22, 14, 12, 9, 3, 7, 10, 2, 33, 26, 16, 17, 18, 19, 20, 24, 25, 28, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030625,2,32,1,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-05-20T23:07:42.634Z,2023-05-20T23:07:48Z,4295200197,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030563,2,32,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-05-20T23:07:42.634Z,2023-05-20T23:07:42Z,4295199851,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030593,3,1,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,0,50.1,50.1,2023-05-20T23:07:42.734Z,2023-05-20T23:08:19Z,4295200007,212,17.4,4295200005,141,52.4,4295200011,279,S,4295200001,56,Back,4295200003,140,33.6,4295200009,213,3.1,,,,,,,cwerr3zz6pqzzzqso9dx69fjd,A. Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030631,4,1,1,0,2,f1ks82wpiewyqs6h3oz9v4hzj,0,37.7,56.1,2023-05-20T23:07:44.984Z,2023-05-20T23:11:20Z,4295200231,212,41.7,4295200239,1,,4295200225,140,67.7,4295200229,141,96.2,4295200221,56,Left,4295200219,155,,4295200235,213,0.7,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030891,3,44,1,0,2,966pdxhsoxaib9qt5083h8uus,1,30.8,4,2023-05-20T23:07:45.243Z,2023-05-20T23:08:18Z,4295201551,285,,4295201949,233,5,4295201549,56,Back,,,,,,,,,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030641,5,44,1,0,2,f1ks82wpiewyqs6h3oz9v4hzj,0,69.2,96,2023-05-20T23:07:45.244Z,2023-05-20T23:11:01Z,4295200269,286,,4295200267,56,Left,4295201959,233,3,,,,,,,,,,,,,,,,bfk6fgj2z7yifd9iqwjlk4pka,T. Rodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552030969,4,1,1,0,3,966pdxhsoxaib9qt5083h8uus,1,26.1,4.6,2023-05-20T23:07:45.738Z,2023-05-20T23:08:19Z,4295201921,3,,4295201923,56,Back,4295201929,212,11.8,4295201927,141,4.1,4295201931,213,6.3,4295201925,140,37.3,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552031047,5,49,1,0,4,966pdxhsoxaib9qt5083h8uus,1,37.7,4.4,2023-05-20T23:07:47.274Z,2023-05-20T23:08:28Z,,,,,,,,,,,,,,,,,,,,,,,,,c811si1xw5he6ih0o1mj94tsl,Marta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
