id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2547548697,1,34,16,0,0,dtucewmt49th1p4selfutmnmc,1,0,0,2023-05-12T22:27:55.717Z,2023-05-12T23:32:48Z,4271415967,130,4,4271415971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4271415965,59,"1, 2, 16, 6, 15, 20, 8, 7, 29, 77, 5, 3, 4, 9, 11, 19, 21, 25, 27, 99",4271415963,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4271468339,197,10599,4271415961,30,"2e8med2swmjdv0uck4hmz4s4q, 7hrw0exutge376ai2uf6frw4q, 6zvfcc67po0ofvl1twrv13tg5, 1zjvb0kej2m1kp1sl0hw8tmuh, esz6xzkinz76pk8edmsjwldzo, 5rtm5d6v7nfqjh9ahayyc1bkl, 9tbrhbbmfxq8l363kybl4g7ah, asfd5wkedz1u29xt37r6or4rt, 26d7uj41yx6no1oc3izr0rys5, v0q4f70xrc8ylwip5lfva5ed, 3v2uqzotxtogavxgqpe7plene, egntdpd5mpnv6i8n8uv4yolhx, 2mawkst2xlxrp2zbvgk6rundh, brs2knmydegipvthtwu6xwqac, 1x7uympcm3bao133r6wr3nw15, 347h4639fjw27rx29j0we0q5m, 3svqubb2pdx77fopvm9tfc7x0, amls5kykb1h1c9b1mpiue3i6t, 741s72n2a9z9o8lbcz3jx8gyd, cg742b2p33p8uuomo365c5h5g",4271415969,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4271420433,194,1zjvb0kej2m1kp1sl0hw8tmuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547551077,1,34,16,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-05-12T22:46:03.125Z,2023-05-13T00:02:17Z,4271428917,130,17,4271472841,197,14974,4271428913,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4271428915,59,"1, 22, 3, 6, 12, 23, 4, 5, 8, 7, 55, 18, 2, 14, 16, 21, 24, 25, 31, 34",4271428919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4271428911,30,"cbhcuvuqi3gxgln6n463vz9at, ejnchs99plocbhm7txy6r3s9h, cieyupgmnxecb4emqljudrw89, 4ullol3wa4qdi9ydgrxgxbcgl, 6bbodw3m9bstocysxvzfuo3my, 3esajnuok17w043qxim4s6n10, 6zzk0lgja87zs45h8btgheled, 7thgvx3dppvykp3fxc9zbb845, 4e2l88qfahs0ey4urydb96e7e, csx5jhf4hyzld6gg790usp0wl, cnxanwub8nm1jokerrs83mk4q, 42k8yri0cxumhta00clvgez11, 5dqjfblg7soo4znl8duds0zys, c11wgnz0v95lj8ldtecp7wges, 14unbiw06nt6s37k21uhfpgfe, bk59xw0wl2ou43oapb0opja0a, 8v62hppzsz2yonw60h9910iga, 8ace4czv4na5qww43srp67fv8, 6310xsm8wes34gu6654cgvmz8, 6e7scc2z7henelebs853mc844",4271428923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4271428921,194,cbhcuvuqi3gxgln6n463vz9at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558349,2,32,1,0,0,dtucewmt49th1p4selfutmnmc,1,0,0,2023-05-12T23:37:42.750Z,2023-05-16T15:57:14Z,4271473905,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558347,2,32,1,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-05-12T23:37:42.750Z,2023-05-12T23:37:42Z,4271473877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558355,3,1,1,0,0,dzxypx8djih58p668surbi4qm,1,50,50,2023-05-12T23:37:42.850Z,2023-05-12T23:37:47Z,4271473977,212,23.6,4271473973,140,28.1,4271473975,141,57.8,4271473979,213,2.9,4271473971,56,Back,4271473981,279,S,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558361,4,1,1,0,4,dzxypx8djih58p668surbi4qm,1,30.7,51.9,2023-05-12T23:37:47.016Z,2023-05-13T00:40:36Z,4271474031,213,4.5,4271474029,212,29.7,4271474025,140,25.7,4271474023,56,Back,4271474027,141,8.9,,,,,,,,,,7thgvx3dppvykp3fxc9zbb845,Julia Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558371,5,1,1,0,7,dzxypx8djih58p668surbi4qm,1,28.7,9.8,2023-05-12T23:37:50.232Z,2023-05-12T23:37:51Z,4271474085,141,23.4,4271474083,140,24.7,4271474087,212,10.2,4271474081,56,Back,4271474089,213,2.0,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558381,6,1,1,0,9,dzxypx8djih58p668surbi4qm,1,22.3,25.9,2023-05-12T23:37:51.832Z,2023-05-13T00:40:49Z,4271474141,140,27.8,4271474143,141,8.4,4271474145,212,13.2,4271474139,56,Back,4271474147,213,5.2,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558385,7,1,1,0,11,dzxypx8djih58p668surbi4qm,0,27.6,6.1,2023-05-12T23:37:54.359Z,2023-05-12T23:37:57Z,4271474223,286,,4271474167,140,28.9,4271474173,213,0.1,4271474219,233,3,4271474171,212,1.4,4271474169,141,6.3,4271474165,56,Back,4271474217,236,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547558395,3,74,1,0,11,dtucewmt49th1p4selfutmnmc,1,74.3,90.2,2023-05-12T23:37:54.360Z,2023-05-13T01:42:32Z,4271474213,56,Left,4271474215,285,,4271474235,233,7,,,,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
