id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2538497667,1,34,16,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-23T23:45:01.307Z,2023-04-24T00:27:21Z,4216157645,59,"13, 5, 16, 8, 11, 14, 17, 21, 9, 10, 33, 1, 3, 6, 15, 18, 24, 28, 29, 99",4216157641,30,"bxf73uaptcz0uj7uy1g0euod1, 5shor8es56o12syt7wdllu385, 1enu619pvakj78wtsfuilbj3e, dve5pao9dmobh167wb8g45g45, etdam0sfwiphiwykieovlsyy1, 8ruvr2jnsfdub02rdh8q88s89, 9aj5gfycwgc6r0b550zagl4a1, dfeohozpw604y5jbu01u1dkkq, 6h8t7apz5vzk0pjxo8hbbkfhm, 18kiz7s5jlyotkb4p0sbbxyol, 6l2wua4jg3a4v85su8nmc52p5, 4ydhmjolo7sirgluzy5802kus, f1lymlxr3tdvvvhlv5rixarx1, 6opd7nuh51c7p6pn6w04yuntg, 8kpc8oizpun31b1a8jxm8f7ys, avhmou9ayqv9te0nocy80aga1, 1seg0302ye7ijrmlsj6p9uz8, 5ctvnqq716lbj0l9prrp8vb4k, ajdrn06n41ykofo4ihp5558t1, 3bx0w0ftkij1lqrt727gjd94a",4216157649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216157651,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216157643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4216224961,194,5shor8es56o12syt7wdllu385,4216157647,130,4,4216193271,197,14889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538498711,1,34,16,0,0,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-04-23T23:47:23.418Z,2023-04-24T00:14:45Z,4216163069,194,l28lqh3f3ojx6kk2wvvq6nyt,4216163071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216163063,59,"1, 20, 14, 24, 18, 4, 11, 5, 13, 3, 7, 6, 8, 10, 15, 16, 17, 23, 25, 26",4216163059,30,"4yb9avzbrzt8m4c4h1yy98jbp, n4egj8ymfled94mco0lwa95, 6p2318moul9op4hmigk1xbaw9, 1c2boqmoi50esuelgdd96o06h, 7pynp0g6h56oqimzdffivfpat, 6x0oj293r0sv99i071v8owpgp, 4k83z2cdvn2kwb72kh8e8qfsa, 3vnw015vllv7vzi79h7bplolx, l28lqh3f3ojx6kk2wvvq6nyt, 7pdog0usw4fwr3j3neexfz1ed, b9zyytzb31lz9644187z6a13o, 41dbul8mwc18wwgo4k2zc6aga, dwrkb21t0oi6s0d6a1b7b1qay, 1i4e7ehhib7vt3tx5xmd9efv9, 1p7mhkqn7vxnady8q0vboi02d, emihtyw994ca7bwm3y8ou4odm, 2dm0csdeq7tz6tzs9b3h7vnys, bzk89svsd2os7tv4wsbfaiivo, 5kaxtpwnuplnrodirmblx3cb8, 9jqsvecho1nlcemf0328zvz10",4216163067,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4216163065,130,4,4216193363,197,14959,4216163061,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506253,2,32,1,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-24T00:08:23.205Z,2023-04-28T11:48:30Z,4216203883,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506257,2,32,1,0,0,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-04-24T00:08:23.205Z,2023-04-24T00:08:25Z,4216203889,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506293,3,1,1,0,1,6hbfgdczbi3yg4sdpqgtu6s,1,49.9,50.3,2023-04-24T00:08:24.305Z,2023-04-28T11:48:20Z,4216204083,213,2.6,4216204079,141,64.0,4216204081,212,19.5,4216204075,56,Back,4216204077,140,33.6,4216204085,279,S,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506311,4,1,1,0,2,6hbfgdczbi3yg4sdpqgtu6s,1,33.5,64,2023-04-24T00:08:26.186Z,2023-04-24T00:19:22Z,4216204193,141,94.5,4216204191,140,35.0,4216204189,56,Back,4216204197,213,1.5,4216204195,212,20.8,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506335,5,1,1,0,5,6hbfgdczbi3yg4sdpqgtu6s,1,34.9,92.7,2023-04-24T00:08:28.314Z,2023-04-24T00:08:31Z,4216204343,56,Back,4216204349,212,18.1,4216204347,141,68.1,4216204345,140,28.4,4216204353,213,4.3,,,,,,,,,,1enu619pvakj78wtsfuilbj3e,M. Vignola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506375,6,1,1,0,8,6hbfgdczbi3yg4sdpqgtu6s,1,29.2,66.7,2023-04-24T00:08:31.306Z,2023-04-24T00:22:44Z,4216204609,212,21.0,4216204603,56,Back,4216204611,213,4.7,4216204605,140,29.4,4216204607,141,35.8,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506423,7,1,1,0,13,6hbfgdczbi3yg4sdpqgtu6s,1,30.3,31,2023-04-24T00:08:36.619Z,2023-04-24T00:25:19Z,4216204881,141,44.5,4216204877,56,Back,4216204885,213,2.7,4216204879,140,10.2,4216204883,212,23.0,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506455,8,1,1,0,21,6hbfgdczbi3yg4sdpqgtu6s,1,13.5,43.1,2023-04-24T00:08:44.506Z,2023-04-24T00:35:36Z,4216205047,140,21.9,4216205045,56,Back,4216205053,213,5.1,4216205049,141,12.0,4216205051,212,22.9,,,,,,,,,,bxf73uaptcz0uj7uy1g0euod1,D. Haračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
