id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,keyPass,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2534223355,1,34,16,0,0,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-16T01:24:51.475Z,2023-04-16T02:18:05Z,4193469473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4193469477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4193469469,59,"1, 2, 16, 4, 25, 20, 9, 6, 22, 7, 14, 3, 5, 8, 15, 21, 27, 29, 44, 99",4193469467,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4193469465,30,"2e8med2swmjdv0uck4hmz4s4q, 7hrw0exutge376ai2uf6frw4q, 6zvfcc67po0ofvl1twrv13tg5, 2mawkst2xlxrp2zbvgk6rundh, amls5kykb1h1c9b1mpiue3i6t, 5rtm5d6v7nfqjh9ahayyc1bkl, brs2knmydegipvthtwu6xwqac, 1zjvb0kej2m1kp1sl0hw8tmuh, 4f0zm6i0gg260zvicbviqsdn8, asfd5wkedz1u29xt37r6or4rt, 2qqged8hw4lzh6u8r81kc22fp, egntdpd5mpnv6i8n8uv4yolhx, 3v2uqzotxtogavxgqpe7plene, 9tbrhbbmfxq8l363kybl4g7ah, esz6xzkinz76pk8edmsjwldzo, 3svqubb2pdx77fopvm9tfc7x0, 741s72n2a9z9o8lbcz3jx8gyd, 26d7uj41yx6no1oc3izr0rys5, 7gslai7b2mkllvzelqo0rknvt, cg742b2p33p8uuomo365c5h5g",4193469475,194,1zjvb0kej2m1kp1sl0hw8tmuh,4193599175,197,10600,4193469471,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534227563,1,34,16,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-16T01:31:28.643Z,2023-04-16T02:23:01Z,4193493157,194,9aj5gfycwgc6r0b550zagl4a1,4193493159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4193493145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4193493149,130,4,4193493147,59,"13, 14, 16, 9, 11, 6, 17, 29, 33, 10, 18, 24, 1, 3, 5, 19, 21, 28, 15, 99",4193493143,30,"bxf73uaptcz0uj7uy1g0euod1, 8ruvr2jnsfdub02rdh8q88s89, 1enu619pvakj78wtsfuilbj3e, 6h8t7apz5vzk0pjxo8hbbkfhm, etdam0sfwiphiwykieovlsyy1, 6opd7nuh51c7p6pn6w04yuntg, 9aj5gfycwgc6r0b550zagl4a1, ajdrn06n41ykofo4ihp5558t1, 6l2wua4jg3a4v85su8nmc52p5, 18kiz7s5jlyotkb4p0sbbxyol, avhmou9ayqv9te0nocy80aga1, 1seg0302ye7ijrmlsj6p9uz8, 4ydhmjolo7sirgluzy5802kus, f1lymlxr3tdvvvhlv5rixarx1, 5shor8es56o12syt7wdllu385, lg9muzm3sbiijicsik53m3je, dfeohozpw604y5jbu01u1dkkq, 5ctvnqq716lbj0l9prrp8vb4k, 8kpc8oizpun31b1a8jxm8f7ys, 3bx0w0ftkij1lqrt727gjd94a",4193493153,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4193595033,197,14889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250305,2,32,1,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-16T02:09:53.920Z,2023-04-16T02:09:54Z,4193605323,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250315,2,32,1,0,0,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-16T02:09:53.920Z,2023-04-16T02:09:56Z,4193605365,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250337,3,1,1,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,50.1,50.1,2023-04-16T02:09:54.020Z,2023-04-16T04:25:15Z,4193605495,279,S,4193605491,212,8.5,4193605485,56,Back,4193605493,213,2.6,4193605487,140,43.2,4193605489,141,56.7,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250343,4,1,1,0,2,6hbfgdczbi3yg4sdpqgtu6s,1,43.3,57,2023-04-16T02:09:56.250Z,2023-04-16T02:09:57Z,4193605541,213,3.6,4193605533,56,Back,4193605539,212,14.9,4193605537,141,46.7,4193605535,140,30.8,,,,,,,,,,avhmou9ayqv9te0nocy80aga1,J. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250345,5,1,1,0,3,6hbfgdczbi3yg4sdpqgtu6s,0,30.8,46.7,2023-04-16T02:09:57.563Z,2023-04-16T03:04:52Z,4193605563,213,0.3,4193605553,157,,4193605561,212,11.0,4193605555,56,Back,4193605559,141,52.2,4193605557,140,40.7,4193605565,1,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250351,3,61,1,0,4,dtucewmt49th1p4selfutmnmc,1,58,37.6,2023-04-16T02:09:58.156Z,2023-04-16T02:09:58Z,4193605583,56,Center,,,,,,,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250381,4,49,1,0,7,dtucewmt49th1p4selfutmnmc,1,51.2,16.7,2023-04-16T02:10:01.375Z,2023-04-16T02:10:01Z,,,,,,,,,,,,,,,,,,,,,,,,,brs2knmydegipvthtwu6xwqac,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250417,5,1,1,0,8,dtucewmt49th1p4selfutmnmc,1,51.7,13.8,2023-04-16T02:10:02.383Z,2023-04-16T02:10:05Z,4193605881,213,2.8,4193605873,56,Back,4193605879,212,14.7,4193605877,141,20.1,4193605875,140,38.3,,,,,,,,,,brs2knmydegipvthtwu6xwqac,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250445,6,1,1,0,11,dtucewmt49th1p4selfutmnmc,0,39,15.6,2023-04-16T02:10:05.280Z,2023-04-16T02:10:09Z,4193606023,213,0.1,4193606013,155,,4193606021,212,44.1,4193606015,56,Right,4193606019,141,18.9,4193606017,140,80.9,4193606025,1,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250449,6,49,1,0,16,6hbfgdczbi3yg4sdpqgtu6s,1,19.4,77.6,2023-04-16T02:10:10.555Z,2023-04-16T02:10:10Z,,,,,,,,,,,,,,,,,,,,,,,,,6opd7nuh51c7p6pn6w04yuntg,M. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250465,7,1,1,0,16,6hbfgdczbi3yg4sdpqgtu6s,1,19.4,77.6,2023-04-16T02:10:10.762Z,2023-04-16T02:10:12Z,4193606131,141,63.1,4193606135,213,3.8,4193606133,212,15.3,4193606127,56,Back,4193606129,140,8.2,,,,,,,,,,6opd7nuh51c7p6pn6w04yuntg,M. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250497,8,1,1,0,18,6hbfgdczbi3yg4sdpqgtu6s,1,8.2,63.1,2023-04-16T02:10:12.619Z,2023-04-16T02:10:16Z,4193606271,155,,4193606281,213,1.2,4193606279,212,22.1,4193606277,141,93.6,4193606275,140,15.6,4193606273,56,Back,,,,,,,bxf73uaptcz0uj7uy1g0euod1,D. Haračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250501,9,61,1,0,21,6hbfgdczbi3yg4sdpqgtu6s,0,12.6,90,2023-04-16T02:10:15.827Z,2023-04-16T04:25:11Z,4193606303,56,Back,,,,,,,,,,,,,,,,,,,,,,1enu619pvakj78wtsfuilbj3e,M. Vignola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
