id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2537711255,200,1,1,23,55,446mp88j1vpk9iwui9fiifrp8,0,18,4.7,2023-04-23T03:01:37.593Z,2023-04-23T03:01:38Z,4211959785,56,Back,4211959793,213,0.3,4211959791,212,17.6,4211959789,141,11.3,4211959787,140,34.2,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711263,218,49,1,23,58,dtucewmt49th1p4selfutmnmc,1,65.5,91.7,2023-04-23T03:01:39.818Z,2023-04-23T03:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711289,219,1,1,23,58,dtucewmt49th1p4selfutmnmc,1,65.5,91.7,2023-04-23T03:01:39.930Z,2023-04-23T03:01:43Z,4211960005,213,0.5,4211960001,141,98.0,4211960003,212,9.0,4211959997,56,Left,4211959999,140,73.0,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711293,220,1,1,24,1,dtucewmt49th1p4selfutmnmc,1,81.2,89.6,2023-04-23T03:01:43.530Z,2023-04-23T03:01:45Z,4211960025,212,11.6,4211960017,56,Center,4211960027,213,4.6,4211960023,141,72.7,4211960019,140,79.7,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711295,221,61,1,24,3,dtucewmt49th1p4selfutmnmc,0,79.8,71.8,2023-04-23T03:01:44.986Z,2023-04-23T03:01:45Z,4211960031,56,Center,,,,,,,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711321,201,1,1,24,6,446mp88j1vpk9iwui9fiifrp8,0,16.2,40.4,2023-04-23T03:01:48.329Z,2023-04-23T03:01:49Z,4211960177,140,48.0,4211960173,157,,4211960175,56,Back,4211960181,212,33.8,4211960179,141,48.5,4211960185,1,,4211960183,213,0.2,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711329,222,1,1,24,7,dtucewmt49th1p4selfutmnmc,1,51.8,50,2023-04-23T03:01:48.746Z,2023-04-23T03:01:50Z,4211960231,140,65.8,4211960235,212,15.0,4211960233,141,54.5,4211960229,56,Center,4211960237,213,0.2,,,,,,,,,,amls5kykb1h1c9b1mpiue3i6t,R. Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711409,223,1,1,24,8,dtucewmt49th1p4selfutmnmc,1,65.8,54.5,2023-04-23T03:01:50.154Z,2023-04-23T03:02:06Z,4211960703,56,Center,4211960709,212,18.0,4211960707,141,72.6,4211960711,213,2.4,4211960705,140,53.3,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711709,204,27,1,24,20,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T03:02:01.634Z,2023-04-23T03:09:11Z,4211962333,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711697,225,27,1,24,20,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T03:02:01.634Z,2023-04-23T03:03:05Z,4211962337,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711421,224,43,1,24,24,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T03:02:06.597Z,2023-04-23T03:02:19Z,4211960717,56,Center,4211961173,144,61,,,,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711521,202,43,1,24,39,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T03:02:21.529Z,2023-04-23T03:02:25Z,4211961353,144,50,4211961279,56,Back,4211961281,286,0,,,,,,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711527,203,43,1,24,40,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T03:02:22.041Z,2023-04-23T03:02:26Z,4211961311,286,0,4211961371,144,50,4211961309,56,Back,,,,,,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711759,205,28,1,25,18,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T03:03:00.442Z,2023-04-23T03:09:11Z,4211962517,55,204,4211973653,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711705,226,28,1,25,18,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T03:03:00.442Z,2023-04-23T03:09:12Z,4211973673,233,205,4211962309,55,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711815,227,68,1,25,39,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T03:03:21.465Z,2023-04-23T03:03:21Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711839,206,68,1,25,40,446mp88j1vpk9iwui9fiifrp8,0,0,0,2023-04-23T03:03:22.537Z,2023-04-23T03:03:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711853,228,1,1,25,41,dtucewmt49th1p4selfutmnmc,1,48.4,73.5,2023-04-23T03:03:22.697Z,2023-04-23T03:03:25Z,4211962945,212,15.6,4211962943,141,93.6,4211962947,213,1.1,4211962939,56,Left,4211962941,140,55.6,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711861,229,1,1,25,43,dtucewmt49th1p4selfutmnmc,1,56.6,95.1,2023-04-23T03:03:25.033Z,2023-04-23T03:03:26Z,4211962977,56,Left,4211962979,140,73.8,4211962985,213,0.0,4211962983,212,18.1,4211962981,141,96.2,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711881,230,1,1,25,44,dtucewmt49th1p4selfutmnmc,1,73.6,96.9,2023-04-23T03:03:26.266Z,2023-04-23T03:03:27Z,4211963081,212,11.2,4211963083,213,3.9,4211963075,56,Left,4211963079,141,85.3,4211963077,140,66.0,,,,,,,,,,2qqged8hw4lzh6u8r81kc22fp,J. McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711883,231,61,1,25,46,dtucewmt49th1p4selfutmnmc,0,67.5,85.3,2023-04-23T03:03:27.769Z,2023-04-23T03:03:28Z,4211963091,56,Left,,,,,,,,,,,,,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711907,207,49,1,25,47,446mp88j1vpk9iwui9fiifrp8,1,30.4,17.6,2023-04-23T03:03:28.961Z,2023-04-23T03:03:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711919,208,3,1,25,48,446mp88j1vpk9iwui9fiifrp8,1,33.2,15.4,2023-04-23T03:03:30.553Z,2023-04-23T03:03:34Z,4211963317,233,232,4211963285,56,Back,4211963287,285,,,,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711895,232,45,1,25,48,dtucewmt49th1p4selfutmnmc,0,66.8,84.6,2023-04-23T03:03:30.553Z,2023-04-23T03:03:35Z,4211963323,286,,4211963325,233,208,4211963159,56,Left,,,,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711925,209,1,1,25,52,446mp88j1vpk9iwui9fiifrp8,0,50.4,16.3,2023-04-23T03:03:34.217Z,2023-04-23T03:03:35Z,4211963337,213,0.3,4211963333,141,37.1,4211963329,56,Center,4211963335,212,42.6,4211963331,140,88.7,4211963339,1,,4211963327,155,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711931,233,52,1,25,54,dtucewmt49th1p4selfutmnmc,1,9.1,66.1,2023-04-23T03:03:36.553Z,2023-04-23T03:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711963,234,1,1,26,1,dtucewmt49th1p4selfutmnmc,1,13.5,47.9,2023-04-23T03:03:43.289Z,2023-04-23T03:03:46Z,4211963555,213,4.9,4211963549,140,15.5,4211963547,56,Back,4211963551,141,31.6,4211963545,123,,4211963553,212,11.3,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711985,235,1,1,26,4,dtucewmt49th1p4selfutmnmc,1,22.2,35.2,2023-04-23T03:03:45.865Z,2023-04-23T03:03:48Z,4211963689,141,32.8,4211963687,140,32.8,4211963691,212,11.2,4211963685,56,Back,4211963693,213,6.1,,,,,,,,,,amls5kykb1h1c9b1mpiue3i6t,R. Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537711989,236,1,1,26,7,dtucewmt49th1p4selfutmnmc,1,30.1,27.3,2023-04-23T03:03:48.697Z,2023-04-23T03:03:51Z,4211963741,212,19.5,4211963737,140,39.6,4211963735,56,Back,4211963739,141,2.6,4211963743,213,5.2,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712005,237,1,1,26,9,dtucewmt49th1p4selfutmnmc,1,39,5.6,2023-04-23T03:03:50.953Z,2023-04-23T03:03:53Z,4211963835,56,Center,4211963841,212,28.8,4211963837,140,62.6,4211963843,213,0.5,4211963839,141,27.1,,,,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712009,238,43,1,26,12,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T03:03:53.785Z,2023-04-23T03:04:00Z,4211964033,144,61,4211963851,56,Center,,,,,,,,,,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712031,239,1,1,26,14,dtucewmt49th1p4selfutmnmc,0,64.8,24.4,2023-04-23T03:03:55.849Z,2023-04-23T03:03:58Z,4211963965,141,44.5,4211963963,140,87.3,4211963967,212,27.3,4211963969,213,0.5,4211963961,56,Center,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712041,210,52,1,26,18,446mp88j1vpk9iwui9fiifrp8,1,11.8,55.1,2023-04-23T03:04:00.345Z,2023-04-23T03:04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712101,211,1,1,26,27,446mp88j1vpk9iwui9fiifrp8,0,15.1,49.9,2023-04-23T03:04:08.648Z,2023-04-23T03:04:11Z,4211964371,140,72.4,4211964379,1,,4211964369,56,Center,4211964377,213,0.1,4211964367,199,,4211964373,141,57.2,4211964375,212,60.4,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712115,240,1,1,26,30,dtucewmt49th1p4selfutmnmc,0,35.2,40.3,2023-04-23T03:04:12.058Z,2023-04-23T03:04:13Z,4211964443,213,5.8,4211964439,141,30.7,4211964433,3,,4211964441,212,15.4,4211964437,140,48.5,4211964435,56,Back,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712119,212,61,1,26,33,446mp88j1vpk9iwui9fiifrp8,0,54.9,73.2,2023-04-23T03:04:14.824Z,2023-04-23T03:04:14Z,4211964465,56,Center,,,,,,,,,,,,,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712123,241,49,1,26,33,dtucewmt49th1p4selfutmnmc,1,51.2,24.4,2023-04-23T03:04:15.160Z,2023-04-23T03:04:15Z,,,,,,,,,,,,,,,,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712165,242,1,1,26,33,dtucewmt49th1p4selfutmnmc,1,51.2,24.4,2023-04-23T03:04:15.305Z,2023-04-23T03:04:21Z,4211964679,212,6.6,4211964673,56,Back,4211964677,141,28.8,4211964681,213,2.7,4211964675,140,45.6,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712173,243,1,1,26,40,dtucewmt49th1p4selfutmnmc,0,36.2,5.5,2023-04-23T03:04:21.673Z,2023-04-23T03:04:23Z,4211964717,141,14.9,4211964719,212,24.7,4211964711,155,,4211964713,56,Right,4211964715,140,58.9,4211964721,213,0.3,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712195,213,1,1,26,42,446mp88j1vpk9iwui9fiifrp8,1,37.8,77.3,2023-04-23T03:04:24.233Z,2023-04-23T03:04:26Z,4211964825,141,85.7,4211964823,140,56.5,4211964827,212,20.4,4211964819,3,,4211964821,56,Left,4211964829,213,0.3,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712197,214,49,1,26,44,446mp88j1vpk9iwui9fiifrp8,1,55.2,88.7,2023-04-23T03:04:26.488Z,2023-04-23T03:04:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712199,215,1,1,26,45,446mp88j1vpk9iwui9fiifrp8,1,54.4,88.2,2023-04-23T03:04:26.968Z,2023-04-23T03:04:29Z,4211964845,212,9.7,4211964843,141,76.4,4211964839,56,Center,4211964847,213,5.3,4211964841,140,59.6,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712213,216,1,1,26,47,446mp88j1vpk9iwui9fiifrp8,1,56.5,80.4,2023-04-23T03:04:29.160Z,2023-04-23T03:04:33Z,4211964925,141,91.2,4211964923,140,77.4,4211964927,212,23.1,4211964929,213,0.3,4211964921,56,Left,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712219,217,1,1,26,52,446mp88j1vpk9iwui9fiifrp8,0,84.6,84.5,2023-04-23T03:04:33.768Z,2023-04-23T03:04:35Z,4211964955,212,23.3,4211964949,56,Center,4211964951,140,69.3,4211964957,213,4.0,4211964953,141,59.6,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712221,244,49,1,26,54,dtucewmt49th1p4selfutmnmc,1,30.4,31.6,2023-04-23T03:04:36.251Z,2023-04-23T03:04:36Z,,,,,,,,,,,,,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712243,245,4,1,26,59,dtucewmt49th1p4selfutmnmc,1,46.4,26.9,2023-04-23T03:04:40.969Z,2023-04-23T03:04:45Z,4211965113,152,,4211965109,295,,4211965115,286,,4211965111,56,Back,4211965107,13,,4211965181,233,218,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712255,218,4,1,26,59,446mp88j1vpk9iwui9fiifrp8,0,53.6,73.1,2023-04-23T03:04:40.970Z,2023-04-23T03:07:24Z,4211965177,285,,4211965173,152,,4211969723,295,,4211965189,233,245,4211965171,56,Center,4211965169,13,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712277,219,17,1,27,7,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T03:04:48.664Z,2023-04-23T03:04:53Z,4211965315,13,243,4211965311,31,,4211965313,393,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712341,246,1,1,27,32,dtucewmt49th1p4selfutmnmc,1,48.3,24.1,2023-04-23T03:05:13.640Z,2023-04-23T03:05:14Z,4211965769,152,,4211965779,213,2.6,4211965771,56,Back,4211965773,140,35.1,4211965767,5,,4211965777,212,16.3,4211965775,141,36.6,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712345,247,1,1,27,33,dtucewmt49th1p4selfutmnmc,1,35.1,36.6,2023-04-23T03:05:14.633Z,2023-04-23T03:05:16Z,4211965787,141,24.6,4211965789,212,12.5,4211965783,56,Back,4211965785,140,44.1,4211965791,213,5.6,,,,,,,,,,amls5kykb1h1c9b1mpiue3i6t,R. Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712371,248,1,1,27,34,dtucewmt49th1p4selfutmnmc,1,40.2,24.9,2023-04-23T03:05:16.121Z,2023-04-23T03:05:21Z,4211965895,56,Back,4211965903,213,2.9,4211965897,140,11.5,4211965901,212,31.1,4211965899,141,36.4,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712385,249,1,1,27,39,dtucewmt49th1p4selfutmnmc,1,15.3,50.1,2023-04-23T03:05:20.969Z,2023-04-23T03:05:25Z,4211965989,141,97.5,4211965987,140,24.7,4211965995,1,,4211965985,56,Back,4211965993,213,1.3,4211965991,212,33.7,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712403,250,1,1,27,43,dtucewmt49th1p4selfutmnmc,1,20,97.4,2023-04-23T03:05:24.952Z,2023-04-23T03:05:29Z,4211966105,141,93.8,4211966103,140,45.0,4211966101,56,Back,4211966107,212,26.4,4211966109,213,6.2,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712433,251,1,1,27,47,dtucewmt49th1p4selfutmnmc,1,38.5,86.8,2023-04-23T03:05:28.872Z,2023-04-23T03:05:36Z,4211966239,56,Back,4211966247,213,1.5,4211966243,141,97.2,4211966245,212,7.1,4211966241,140,38.8,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712435,252,50,1,27,54,dtucewmt49th1p4selfutmnmc,1,75.8,70.4,2023-04-23T03:05:36.392Z,2023-04-23T03:05:39Z,4211966251,56,Center,4211966403,233,220,4211966253,286,,,,,,,,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712451,220,7,1,27,54,446mp88j1vpk9iwui9fiifrp8,1,24.2,29.6,2023-04-23T03:05:36.393Z,2023-04-23T03:05:39Z,4211966377,233,252,4211966347,56,Back,4211966349,285,,,,,,,,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712455,221,49,1,27,57,446mp88j1vpk9iwui9fiifrp8,1,18.9,19.9,2023-04-23T03:05:38.616Z,2023-04-23T03:05:39Z,,,,,,,,,,,,,,,,,,,,,,,,,615vz7uoe3eiozddbe206io6h,R. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712467,222,1,1,27,57,446mp88j1vpk9iwui9fiifrp8,1,18.9,19.9,2023-04-23T03:05:38.855Z,2023-04-23T03:05:40Z,4211966435,213,5.6,4211966431,141,8.5,4211966429,140,28.9,4211966427,56,Back,4211966433,212,13.1,,,,,,,,,,615vz7uoe3eiozddbe206io6h,R. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712485,223,1,1,27,59,446mp88j1vpk9iwui9fiifrp8,1,32.3,6.4,2023-04-23T03:05:40.856Z,2023-04-23T03:05:43Z,4211966525,140,39.2,4211966531,213,1.1,4211966523,56,Back,4211966529,212,15.5,4211966527,141,26.5,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712503,224,1,1,28,1,446mp88j1vpk9iwui9fiifrp8,1,36.6,21.2,2023-04-23T03:05:43.577Z,2023-04-23T03:05:46Z,4211966625,56,Back,4211966631,212,12.6,4211966633,213,5.9,4211966627,140,47.9,4211966629,141,14.9,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712515,225,1,1,28,4,446mp88j1vpk9iwui9fiifrp8,1,38.9,17.2,2023-04-23T03:05:46.488Z,2023-04-23T03:05:48Z,4211966695,213,0.7,4211966689,140,47.8,4211966687,56,Back,4211966691,141,29.3,4211966693,212,12.5,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712531,226,1,1,28,7,446mp88j1vpk9iwui9fiifrp8,0,52.1,26.3,2023-04-23T03:05:49.408Z,2023-04-23T03:05:53Z,4211966775,213,5.9,4211966769,140,83.2,4211966773,212,35.0,4211966767,56,Right,4211966771,141,7.9,4211966777,1,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712527,253,49,1,28,8,dtucewmt49th1p4selfutmnmc,1,15.7,91.5,2023-04-23T03:05:50.216Z,2023-04-23T03:05:50Z,,,,,,,,,,,,,,,,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712551,254,1,1,28,8,dtucewmt49th1p4selfutmnmc,1,15.7,91.5,2023-04-23T03:05:50.344Z,2023-04-23T03:05:54Z,4211966881,213,4.1,4211966865,56,Back,4211966877,212,23.0,4211966873,141,63.3,4211966869,140,3.6,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712575,255,1,1,28,12,dtucewmt49th1p4selfutmnmc,1,5,60.9,2023-04-23T03:05:54.313Z,2023-04-23T03:05:59Z,4211966995,56,Back,4211967005,1,,4211966997,140,45.7,4211966999,141,95.4,4211967003,213,0.5,4211967001,212,48.8,4211966993,155,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712591,227,45,1,28,17,446mp88j1vpk9iwui9fiifrp8,0,53.6,4,2023-04-23T03:05:59.385Z,2023-04-23T03:06:03Z,4211967067,56,Right,4211967069,285,,4211967155,233,256,,,,,,,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712593,256,3,1,28,17,dtucewmt49th1p4selfutmnmc,1,46.4,96,2023-04-23T03:05:59.385Z,2023-04-23T03:06:03Z,4211967103,56,Back,4211967147,233,227,4211967105,286,,,,,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712597,257,4,1,28,21,dtucewmt49th1p4selfutmnmc,1,60,96.1,2023-04-23T03:06:02.792Z,2023-04-23T03:06:06Z,4211967129,286,,4211967121,13,,4211967123,56,Left,4211967127,265,,4211967209,233,228,4211967125,152,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712609,228,4,1,28,21,446mp88j1vpk9iwui9fiifrp8,0,40,3.9,2023-04-23T03:06:02.793Z,2023-04-23T03:06:06Z,4211967201,152,,4211967203,265,,4211967213,233,257,4211967197,13,,4211967205,285,,4211967199,56,Back,,,,,,,615vz7uoe3eiozddbe206io6h,R. Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712745,258,1,1,28,54,dtucewmt49th1p4selfutmnmc,1,57,95.7,2023-04-23T03:06:36.345Z,2023-04-23T03:06:39Z,4211967915,212,18.2,4211967909,140,42.1,4211967917,213,3.7,4211967891,5,,4211967913,141,82.0,4211967897,152,,4211967905,56,Back,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537712767,259,1,1,28,58,dtucewmt49th1p4selfutmnmc,1,41.3,81.1,2023-04-23T03:06:39.816Z,2023-04-23T03:06:45Z,4211968035,56,Back,4211968041,212,30.6,4211968037,140,17.2,4211968043,213,3.7,4211968039,141,55.7,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
