id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2524509017,1,34,16,0,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-03-25T17:22:14.225Z,2023-03-25T18:07:08Z,4123224845,30,"3qj9t05behkav9okd8n2wywh5, n70i0c7uk1qxianxoiotqmeh, 9by1d4orgqze7m8nldkrnwwrt, b8xa1whpr8m3e5zbziz9e91bd, 1p3bwk03ay87hp2nwrl3tfxwq, 1x229gvjahkxp7w02bh0v36ga, 7fk82cjz0z5vq2ts3vmz8has5, 817x7baq69b1tnrtminbjf3zd, 1bw2kkdm9fcqpl2brljc0g8vd, awme1kk0t2w81hc4xcup7k222, 70h5ahiv905igqhjk86okzwt1, 8j1i9gr0v369rfhhjsycnq5ed, 8rk69xuh6gxq5fjfoh4f5lst0, 3qk8owv039ppiiev6skkkb52i, 54ieoaegysojsey2jmqtr9ucp, 42vdmyzhg3m7or9duzcuwkusp, 5vz9nl1i4heh44k09pke748ut, 92oh1slr7iavs3lja9pvu30tl, 8r50p1ogefrsi5sbxnpius6j8, 7qk5yrflclvgduk7s019n28yd",4123224847,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4123224859,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4123224855,194,7fk82cjz0z5vq2ts3vmz8has5,4123224851,130,4,4123224857,197,4357,4123224853,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4123224849,59,"1, 12, 23, 6, 3, 13, 10, 25, 9, 14, 22, 99, 18, 5, 8, 11, 17, 19, 20, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524509031,1,34,16,0,0,agxipc0vk4rtg09amjxv10nx0,1,0,0,2023-03-25T17:22:16.176Z,2023-03-25T18:06:12Z,4123224937,59,"21, 8, 4, 22, 7, 24, 5, 10, 17, 9, 77, 6, 14, 18, 19, 26, 29, 38",4123224933,30,"4baep35yxj0df8fqwcvh7x8lx, 15u9zrm4e4gosthf1vmkp5ht6, 9wvoeo39cgbelv8ddqin3aaga, 4n8mpw9mylh30sjhy441cbpjo, 48l2ildbeme2l336nor2hw6lm, 72e9oc63fclgqqvn3lgsjue50, 94j0ci5rtwvr8nlrr32cfg9d6, 4c6z6g6q7jq62bznylu0kjnc9, e1irspfo9xupqz2sqvyq1zp0q, dokzh655hluwjh55fisecs9ud, 1115fgmv9xa3nwx3bu19jr9pl, i59wtf590736z0ecwwu9jims, 96jcamlgo8nghmr2s0m0q2lbe, 736jvvtkgwc3g1vooviaod33d, cdh996gimeb2p2bqgtdgkji1g, mmk0vhl1l0qxdyjina9v6xka, 1un4vc8t0zr8kh3u9ggug3i1g, 57nmefeij6bg2ltvoqmqb7nbp",4123224935,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4123224945,197,10609,4123224941,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4123224939,130,4,4123224947,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4123224943,194,9wvoeo39cgbelv8ddqin3aaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525199,2,32,1,0,0,agxipc0vk4rtg09amjxv10nx0,1,0,0,2023-03-25T18:10:44.958Z,2023-03-25T18:10:48Z,4123305713,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525187,2,32,1,0,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-03-25T18:10:44.958Z,2023-03-25T18:10:45Z,4123305655,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525223,3,1,1,0,0,b4fbmos00gxtk8qnaqsm392p5,1,49.8,50,2023-03-25T18:10:45.058Z,2023-03-25T18:10:48Z,4123305835,56,Back,4123305837,140,32.6,4123305843,213,2.8,4123305845,279,S,4123305839,141,59.7,4123305841,212,19.2,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525235,4,1,1,0,2,b4fbmos00gxtk8qnaqsm392p5,1,33,63.7,2023-03-25T18:10:47.924Z,2023-03-25T18:10:50Z,4123305903,212,18.8,4123305901,141,91.2,4123305899,140,31.6,4123305905,213,1.6,4123305897,56,Back,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525249,5,1,1,0,5,b4fbmos00gxtk8qnaqsm392p5,1,30.5,87.7,2023-03-25T18:10:50.093Z,2023-03-25T18:10:53Z,4123305989,212,13.8,4123305991,213,3.9,4123305983,56,Back,4123305987,141,74.2,4123305985,140,20.7,,,,,,,,,,9by1d4orgqze7m8nldkrnwwrt,K. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525267,6,1,1,0,8,b4fbmos00gxtk8qnaqsm392p5,1,20.4,70,2023-03-25T18:10:53.212Z,2023-03-25T18:10:55Z,4123306089,140,21.4,4123306095,213,4.8,4123306087,56,Back,4123306093,212,22.7,4123306091,141,36.7,,,,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525275,7,1,1,0,10,b4fbmos00gxtk8qnaqsm392p5,1,24.6,32.7,2023-03-25T18:10:55.660Z,2023-03-25T18:10:57Z,4123306151,212,7.0,4123306149,141,37.1,4123306153,213,0.4,4123306145,56,Back,4123306147,140,30.6,,,,,,,,,,1p3bwk03ay87hp2nwrl3tfxwq,K. Kurtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524525283,8,1,1,0,12,b4fbmos00gxtk8qnaqsm392p5,1,27.8,35.1,2023-03-25T18:10:57.669Z,2023-03-25T18:10:59Z,4123306199,140,23.0,4123306203,212,8.9,4123306201,141,24.4,4123306197,56,Back,4123306205,213,4.1,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
