id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2543398375,882,61,1,0,55,446mp88j1vpk9iwui9fiifrp8,1,85.3,17.6,2023-04-30T02:38:56.027Z,2023-05-04T10:06:57Z,4249228589,56,Right,,,,,,,,,,,,,,,,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359745,5,49,1,0,58,6hbfgdczbi3yg4sdpqgtu6s,1,17.4,91.1,2023-04-30T02:38:59.269Z,2023-05-04T10:07:21Z,,,,,,,,,,,,,,,,,,,,,,,,,f1lymlxr3tdvvvhlv5rixarx1,J. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359765,6,1,1,1,1,6hbfgdczbi3yg4sdpqgtu6s,0,18.6,97.1,2023-04-30T02:39:01.854Z,2023-05-04T10:07:23Z,4238377831,141,97.6,4238377829,140,42.9,4238377835,213,0.0,4238377825,157,,4238377833,212,25.5,4238377827,56,Back,4238377837,1,,,,,f1lymlxr3tdvvvhlv5rixarx1,J. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359775,14,49,1,1,3,446mp88j1vpk9iwui9fiifrp8,1,57.9,11.9,2023-04-30T02:39:03.696Z,2023-04-30T02:39:03Z,,,,,,,,,,,,,,,,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359823,15,1,1,1,6,446mp88j1vpk9iwui9fiifrp8,0,64.2,1.5,2023-04-30T02:39:07.152Z,2023-05-04T10:07:51Z,4238378097,212,2.0,4238378091,56,Right,4238378099,213,6.1,4238378143,233,7,4238378095,141,1.1,4238378093,140,66.1,4238378141,236,,4238378147,286,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359827,7,74,1,1,6,6hbfgdczbi3yg4sdpqgtu6s,1,31.7,98.3,2023-04-30T02:39:07.153Z,2023-04-30T03:09:32Z,4238378121,56,Back,4238378123,285,,4238378171,233,15,,,,,,,,,,,,,,,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359879,8,5,1,1,8,6hbfgdczbi3yg4sdpqgtu6s,0,29.4,101.8,2023-04-30T02:39:08.545Z,2023-04-30T03:09:23Z,4238400279,233,16,4238378369,347,,4238378367,56,Back,,,,,,,,,,,,,,,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359889,16,5,1,1,8,446mp88j1vpk9iwui9fiifrp8,1,70.6,-1.8,2023-04-30T02:39:08.545Z,2023-04-30T02:46:12Z,4238400271,233,8,4238378435,347,,4238378433,56,Right,,,,,,,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359901,17,1,1,1,14,446mp88j1vpk9iwui9fiifrp8,1,73.7,0,2023-04-30T02:39:14.368Z,2023-04-30T02:39:15Z,4238378503,213,1.1,4238378497,140,79.1,4238378499,141,13.7,4238378493,107,,4238378495,56,Right,4238378501,212,11.9,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359923,18,1,1,1,15,446mp88j1vpk9iwui9fiifrp8,1,79.1,13.7,2023-04-30T02:39:15.440Z,2023-04-30T02:39:16Z,4238378565,56,Right,4238378571,212,9.9,4238378567,140,70.2,4238378569,141,8.9,4238378573,213,3.5,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359941,19,1,1,1,16,446mp88j1vpk9iwui9fiifrp8,1,70.2,9.8,2023-04-30T02:39:16.512Z,2023-04-30T02:39:18Z,4238378671,141,18.2,4238378667,56,Right,4238378673,212,5.7,4238378669,140,70.3,4238378675,213,1.6,,,,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541359981,20,1,1,1,18,446mp88j1vpk9iwui9fiifrp8,1,70,17.9,2023-04-30T02:39:18.624Z,2023-04-30T02:39:23Z,4238378893,212,20.2,4238378889,141,43.1,4238378895,213,2.1,4238378883,56,Center,4238378887,140,59.9,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360027,21,1,1,1,23,446mp88j1vpk9iwui9fiifrp8,1,60.5,41.2,2023-04-30T02:39:23.471Z,2023-05-04T10:08:16Z,4238379113,213,3.2,4238379107,140,51.3,4238379109,141,40.6,4238379105,56,Center,4238379111,212,9.7,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360037,22,1,1,1,27,446mp88j1vpk9iwui9fiifrp8,1,47.2,42.5,2023-04-30T02:39:27.408Z,2023-04-30T02:39:28Z,4238379149,56,Back,4238379151,140,46.5,4238379157,213,1.6,4238379153,141,73.3,4238379155,212,21.0,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360061,23,1,1,1,28,446mp88j1vpk9iwui9fiifrp8,1,46.5,73.3,2023-04-30T02:39:28.336Z,2023-04-30T02:39:32Z,4238379279,212,21.2,4238379275,140,63.5,4238379281,213,0.6,4238379273,56,Left,4238379277,141,90.0,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360097,24,1,1,1,31,446mp88j1vpk9iwui9fiifrp8,1,61.1,91.7,2023-04-30T02:39:32.064Z,2023-04-30T02:39:36Z,4238379469,141,80.6,4238379473,213,3.5,4238379465,56,Back,4238379471,212,23.3,4238379467,140,40.1,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360107,25,1,1,1,35,446mp88j1vpk9iwui9fiifrp8,1,40.2,77,2023-04-30T02:39:36.112Z,2023-04-30T02:39:37Z,4238379535,140,36.4,4238379533,56,Back,4238379537,141,33.4,4238379539,212,29.9,4238379541,213,4.6,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360145,26,1,1,1,37,446mp88j1vpk9iwui9fiifrp8,1,36.4,33.4,2023-04-30T02:39:37.760Z,2023-04-30T02:39:42Z,4238379715,212,30.5,4238379713,141,63.7,4238379709,56,Back,4238379717,213,2.4,4238379711,140,15.0,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360167,27,1,1,1,41,446mp88j1vpk9iwui9fiifrp8,1,14.9,57.9,2023-04-30T02:39:42.095Z,2023-04-30T02:39:44Z,4238379821,212,26.7,4238379815,56,Back,4238379819,141,21.8,4238379823,213,5.1,4238379817,140,25.0,,,,,,,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360193,28,1,1,1,44,446mp88j1vpk9iwui9fiifrp8,1,32.8,21.8,2023-04-30T02:39:44.640Z,2023-04-30T02:39:47Z,4238379985,155,,4238379995,213,0.0,4238379993,212,5.8,4238379991,141,22.2,4238379987,56,Back,4238379989,140,38.3,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360207,29,3,1,1,47,446mp88j1vpk9iwui9fiifrp8,0,46.2,23.4,2023-04-30T02:39:47.664Z,2023-05-04T15:06:07Z,4238380087,56,Back,4249233949,465,,4249891439,233,802,4238380089,286,,,,,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543399595,802,7,1,1,47,6hbfgdczbi3yg4sdpqgtu6s,1,53.8,76.6,2023-04-30T02:39:47.665Z,2023-05-04T15:06:06Z,4249234561,285,,4249891431,233,29,4249234559,56,Center,4249234563,383,,,,,,,,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360249,10,49,1,1,49,6hbfgdczbi3yg4sdpqgtu6s,1,47.2,71.1,2023-04-30T02:39:49.862Z,2023-05-04T10:11:08Z,,,,,,,,,,,,,,,,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360263,11,1,1,1,50,6hbfgdczbi3yg4sdpqgtu6s,1,45.6,75.8,2023-04-30T02:39:50.417Z,2023-05-04T10:11:09Z,4238380347,56,Back,4238380353,212,12.6,4238380355,213,4.7,4238380351,141,57.3,4238380349,140,45.0,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543400419,803,1,1,1,52,6hbfgdczbi3yg4sdpqgtu6s,1,42.8,55.6,2023-04-30T02:39:53.260Z,2023-05-04T10:12:00Z,4249238761,213,5.1,4249238753,56,Right,4249238755,140,52.8,4249238759,212,26.4,4249238757,141,19.9,,,,,,,,,,dve5pao9dmobh167wb8g45g45,J. Ertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360315,12,1,1,1,54,6hbfgdczbi3yg4sdpqgtu6s,1,53.3,29.1,2023-04-30T02:39:54.383Z,2023-05-04T10:11:58Z,4238380655,213,5.8,4238380647,56,Right,4238380653,212,25.8,4238380651,141,9.9,4238380649,140,74.5,,,,,,,,,,f1lymlxr3tdvvvhlv5rixarx1,J. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360331,13,1,1,2,1,6hbfgdczbi3yg4sdpqgtu6s,0,89.2,21.1,2023-04-30T02:40:01.800Z,2023-05-04T10:12:11Z,4249239129,20,,4238380747,212,19.1,4238380741,56,Center,4249239127,224,,4238380749,213,1.6,4238380745,141,49.2,4238380737,2,,4238380743,140,89.5,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,4238380739,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360337,30,12,1,2,2,446mp88j1vpk9iwui9fiifrp8,1,9.4,50.4,2023-04-30T02:40:03.264Z,2023-04-30T03:28:31Z,4238380777,140,24.0,4238380773,56,Back,4238380781,212,24.8,4238380785,15,,4238380779,141,79.0,4238380783,213,0.9,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360355,31,1,1,2,4,446mp88j1vpk9iwui9fiifrp8,1,18.5,71.1,2023-04-30T02:40:04.927Z,2023-05-04T10:12:41Z,4238380899,141,59.2,4238380903,213,5.5,4238380901,212,11.4,4238380895,56,Back,4238380897,140,26.1,4238380893,3,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360357,32,49,1,2,6,446mp88j1vpk9iwui9fiifrp8,1,32.1,55.7,2023-04-30T02:40:06.335Z,2023-04-30T02:40:06Z,,,,,,,,,,,,,,,,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360379,33,1,1,2,7,446mp88j1vpk9iwui9fiifrp8,1,32.7,57,2023-04-30T02:40:07.521Z,2023-04-30T02:40:09Z,4238381047,212,8.6,4238381049,213,1.9,4238381041,56,Back,4238381043,140,30.2,4238381045,141,69.1,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360383,34,50,1,2,9,446mp88j1vpk9iwui9fiifrp8,1,28.4,68.7,2023-04-30T02:40:09.632Z,2023-04-30T02:40:11Z,4238381065,56,Back,4238381153,233,14,4238381067,285,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360399,14,7,1,2,9,6hbfgdczbi3yg4sdpqgtu6s,1,71.6,31.3,2023-04-30T02:40:09.633Z,2023-05-04T10:12:53Z,4238381141,233,34,4238381133,56,Center,4249240317,384,,4238381135,286,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543400825,804,49,1,2,10,6hbfgdczbi3yg4sdpqgtu6s,1,73.1,30,2023-04-30T02:40:10.959Z,2023-05-04T10:13:10Z,,,,,,,,,,,,,,,,,,,,,,,,,dve5pao9dmobh167wb8g45g45,J. Ertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360409,15,1,1,2,11,6hbfgdczbi3yg4sdpqgtu6s,1,71.1,36.5,2023-04-30T02:40:12.071Z,2023-05-04T15:53:20Z,4238381191,213,5.7,4238381185,140,76.2,4238381187,141,31.4,4238381183,56,Center,4238381189,212,6.4,,,,,,,,,,dve5pao9dmobh167wb8g45g45,J. Ertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360415,16,1,1,2,12,6hbfgdczbi3yg4sdpqgtu6s,1,76.6,33.5,2023-04-30T02:40:13.031Z,2023-05-04T15:53:19Z,4238381235,56,Right,4238381241,212,12.2,4238381243,213,5.0,4238381237,140,79.6,4238381239,141,16.2,,,,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360419,17,43,1,2,12,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-30T02:40:13.207Z,2023-05-04T10:13:02Z,4249240531,144,49,,,,,,,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541360465,18,1,1,2,14,6hbfgdczbi3yg4sdpqgtu6s,0,86.4,13.3,2023-04-30T02:40:14.784Z,2023-05-04T10:13:33Z,4238381479,212,21.9,4238381471,155,,4249241213,20,,4238381477,141,45.1,4238381481,213,1.4,4249241211,224,,4238381475,140,89.5,4238381473,56,Center,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,4238381469,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
