id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value,qualifier/17/value
2524939507,1,34,16,0,0,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-03-26T20:15:32.576Z,2023-03-26T23:07:35Z,4125517925,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125517923,30,"1yva0f096q2oqk5gz59utr42y, v0k2w41tlj0elpj7nrw68onp, bnnc9csv7qrc2xgx7yzgxlcr9, cmolam8ri93kos2rasjhnuxyi, 4j9un8594hl9gezwkdeafnbsa, dpi1jk3r0cyn9f9ote89781jp, 4b13osk9pzrosvzqt55y7o34l, cfx9wllh2x6ozkvqxusa3sl3p, f05vaz2h7sxozmvi641cf7qi1, 7in4ykzbs8p44qy4jrb10p0wl, 7w3qwzs0je6lqm4j7v3c02qga, f3wzzxviv45cq74tftqj6m4iy, 615vz7uoe3eiozddbe206io6h, 6k82rq8synvac950ext5t0jpx, 7izc8t071mkrrgvptdjru467e, a8dqjy4h1xsrq9afop7tatisq, 8e4jqpg6oty7im4qy4a6j1wk4, 2sylxhwmisg8f763p2t1q934k, 33u8nb0n2o6jsipw0b5r4j8mi, 16xdgkd63d47o5ieudqo4ksq2",4125682383,197,14893,4125517931,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125517927,59,"1, 14, 25, 17, 20, 4, 19, 12, 9, 8, 22, 24, 2, 11, 13, 15, 18, 33, 39, 46",4125517935,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125517929,130,4,4125517933,194,cfx9wllh2x6ozkvqxusa3sl3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524939739,1,34,16,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-03-26T20:16:10.177Z,2023-03-26T23:07:27Z,4125519077,59,"21, 2, 3, 25, 6, 26, 20, 8, 23, 10, 9, 5, 7, 11, 13, 14, 15, 19, 28, 31",4125519083,194,c811si1xw5he6ih0o1mj94tsl,4125519079,130,8,4125519085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125682229,197,18734,4125519075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4125519081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4125519073,30,"7e8f4kfwcucaj4239xz0rai1h, 3cyj9a2fjtx4xd0bqdh6g3azu, 1uf4321zvio3hrwfu4z4jxp7t, dyfsbff9jueyw5jhjou424bo4, 9yvkpwm78jaqr321imfc3rrbo, 4ptow542cf8xp3kct4sbydh5g, 3sgg664ay83kxhe17ogbke978, 91pl4sfwk9t4ybwanj8dlwahg, 191uogxjdg4uo178qv1544jys, c811si1xw5he6ih0o1mj94tsl, 9hnfv1rr3nnsu8puxgd05teqd, 9hs0hutntgdjklszqisxozend, 3wv8fvkh6lf02lkinpj30ecfe, eigt6t2rj0k98zt1isqrvtvqh, 3tphlgyvws6ml5qiicqbsvrh1, 77agy8f4m7ybib2cssdfsltuy, 9dhcf93mr1nfzxjv769gvnzyt, 3806ue4qpxyit2ps1ubj3hrkl, 68njvqucip0ehuz4eecppvq0a, 1581xqhaxb753qd86v03j6ycq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524954809,2,32,1,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-03-26T21:08:51.230Z,2023-03-26T21:08:51Z,4125599173,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524954811,2,32,1,0,0,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-03-26T21:08:51.230Z,2023-03-30T12:28:31Z,4125599175,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524954817,3,1,1,0,1,966pdxhsoxaib9qt5083h8uus,1,50,49.9,2023-03-26T21:08:52.330Z,2023-03-30T08:32:37Z,4125599189,56,Back,4125599197,213,4.1,4149043777,189,,4125599199,279,S,4125599191,140,32.9,4125599195,212,31.1,4125599193,141,12.5,,,,191uogxjdg4uo178qv1544jys,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524954823,4,1,1,0,2,966pdxhsoxaib9qt5083h8uus,1,32.3,12.4,2023-03-26T21:08:53.747Z,2023-03-26T21:58:05Z,4125599225,213,1.1,4125599217,56,Back,4125599221,141,25.8,4125599219,140,36.6,4125599223,212,10.2,,,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524961859,440,1,1,0,3,966pdxhsoxaib9qt5083h8uus,1,39.6,24,2023-03-26T21:08:54.230Z,2023-03-26T21:58:18Z,4125634421,212,11.9,4125634419,141,15.2,4125634423,213,3.7,4125634415,56,Back,4125634417,140,29.8,,,,,,,,,,91pl4sfwk9t4ybwanj8dlwahg,M. Cluff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524961909,441,1,1,0,4,966pdxhsoxaib9qt5083h8uus,1,29.8,15.2,2023-03-26T21:08:55.230Z,2023-03-26T21:58:46Z,4125634693,212,17.5,4125634695,213,2.7,4125634691,141,27.0,4125634687,56,Back,4125634689,140,15.0,,,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524954825,5,1,1,0,8,966pdxhsoxaib9qt5083h8uus,1,19.2,27.4,2023-03-26T21:08:59.858Z,2023-03-26T21:09:02Z,4125599237,213,2.5,4125599231,140,3.1,4125599235,212,21.5,4125599233,141,46.9,4125599229,56,Back,,,,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524954833,6,1,1,0,11,966pdxhsoxaib9qt5083h8uus,1,4.2,51.6,2023-03-26T21:09:02.466Z,2023-03-26T21:09:07Z,4125599267,212,17.6,4125599265,141,76.6,4125599269,213,1.3,4125599263,140,8.6,4125599261,56,Back,,,,,,,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
