id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist
2537566349,1,34,16,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-04-22T23:02:30.634Z,2023-04-22T23:52:11Z,4211276821,194,6bhtfawnoxk9x57xigb8z03it,4211184617,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4211184615,30,"706rwdwv4re27svfmlo7na3th, 7qw3tekwnmsv6i4u3i0qcpjv9, bheniu7u85ivkjhipazymzxzp, dp260wgfy9vfthkdd6tphi311, 6bhtfawnoxk9x57xigb8z03it, 2mlyh9k0yhv8862rj6hu26j8p, 4t91su0ns46r00vjynp0on5qt, domf5amhxgz82ormceatnowd1, cm6fzm8v38ti0aubu0q4v717t, 1xgse8t4dm0decmpzebsphvfu, 2bzp14nac8o5a8g21isxevlk9, co49l4m0my5li8yvcxgrvq0yy, aqihfnhadzdmi7i5bjfnphqms, 44p08essulk95whu21qdo6ggl, 2sc4jlfmioa61d1vgpcz0pht6, 6z68ej070bws9x17xsmo4c4b9, 54szh8526rjp2erap05ljqxud, vaw0swh9q18mglmk683bauzu, 7lyzx6twrkm4u4mqtr1jwqdw5, 50gw7uui815nbk6kwknwvlpsl",4211184625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4211184621,130,4,4211281959,197,15505,4211184619,59,"4, 5, 12, 6, 11, 21, 19, 7, 10, 18, 25, 3, 14, 16, 17, 20, 22, 24, 33, 99",4211184623,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537566843,1,34,16,0,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-22T23:03:56.483Z,2023-04-22T23:40:37Z,4211282853,197,3457,4211187693,194,7fk82cjz0z5vq2ts3vmz8has5,4211187691,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4211187695,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4211187687,59,"1, 12, 23, 10, 3, 13, 6, 26, 9, 17, 11, 99, 5, 7, 8, 14, 18, 19, 25, 29",4211187685,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4211187683,30,"3qj9t05behkav9okd8n2wywh5, n70i0c7uk1qxianxoiotqmeh, 9by1d4orgqze7m8nldkrnwwrt, 7fk82cjz0z5vq2ts3vmz8has5, 1p3bwk03ay87hp2nwrl3tfxwq, 1x229gvjahkxp7w02bh0v36ga, b8xa1whpr8m3e5zbziz9e91bd, 4k9587c1j13o7loncjlu1uplg, 1bw2kkdm9fcqpl2brljc0g8vd, 5vz9nl1i4heh44k09pke748ut, 42vdmyzhg3m7or9duzcuwkusp, 8j1i9gr0v369rfhhjsycnq5ed, 3qk8owv039ppiiev6skkkb52i, cqpdeqi0psfadqsgejcvdqqne, 54ieoaegysojsey2jmqtr9ucp, awme1kk0t2w81hc4xcup7k222, 8rk69xuh6gxq5fjfoh4f5lst0, 92oh1slr7iavs3lja9pvu30tl, 817x7baq69b1tnrtminbjf3zd, dap46fr0gvf1snvx144wjmqxh",4211187689,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584291,2,32,1,0,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-22T23:37:36.014Z,2023-04-22T23:37:38Z,4211284653,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584287,2,32,1,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-04-22T23:37:36.014Z,2023-04-22T23:37:36Z,4211284627,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584329,3,1,1,0,0,bgkfdckqfqnfbmecbtz03n76d,1,50,50,2023-04-22T23:37:36.114Z,2023-04-23T00:24:02Z,4211284827,212,14.8,4211284829,213,3.1,4211284823,140,35.9,4211284831,279,S,4211284825,141,50.3,4211284821,56,Back,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584341,4,1,1,0,4,bgkfdckqfqnfbmecbtz03n76d,0,35.9,49.3,2023-04-22T23:37:40.600Z,2023-04-23T00:24:03Z,4211284925,56,Right,4211284923,155,,4211284929,141,0.0,4211284933,213,5.4,4211284927,140,64.6,4211284931,212,45.8,4211284935,1,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584439,3,5,1,0,5,b4fbmos00gxtk8qnaqsm392p5,1,34.4,101.5,2023-04-22T23:37:41.297Z,2023-04-22T23:37:52Z,4211285445,347,,4211285443,56,Back,4211285457,233,5,,,,,,,,,,,,,,,,9by1d4orgqze7m8nldkrnwwrt,K. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584343,5,5,1,0,5,bgkfdckqfqnfbmecbtz03n76d,0,65.6,-1.5,2023-04-22T23:37:41.297Z,2023-04-23T00:11:33Z,4211284943,347,,4211284941,56,Right,4211285489,233,3,,,,,,,,,,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584473,4,1,1,0,15,b4fbmos00gxtk8qnaqsm392p5,1,31.5,100,2023-04-22T23:37:51.423Z,2023-04-22T23:37:54Z,4211285637,56,Back,4211285639,140,43.7,4211285643,212,14.4,4211285635,107,,4211285645,213,5.8,4211285641,141,92.3,,,,,,,9by1d4orgqze7m8nldkrnwwrt,K. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537584479,5,1,1,0,18,b4fbmos00gxtk8qnaqsm392p5,0,43.5,97.1,2023-04-22T23:37:54.815Z,2023-04-22T23:38:16Z,4211285675,212,2.3,4211285671,140,45.7,4211285673,141,97.1,4211285837,233,6,4211285835,236,,4211285841,286,,4211285677,213,0,4211285669,56,Back,4k9587c1j13o7loncjlu1uplg,C. Robbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
