id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/18/value
2527895047,141,1,1,14,57,966pdxhsoxaib9qt5083h8uus,1,60.5,100,2023-04-02T21:53:05.272Z,2023-04-02T21:53:28Z,4159777199,56,Left,4159777203,141,84.3,4159777205,212,14.2,4159777207,213,5.3,4159777201,140,68.5,4159777197,107,,,,,,,,1uf4321zvio3hrwfu4z4jxp7t,K. Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895051,142,50,1,15,0,966pdxhsoxaib9qt5083h8uus,1,62.8,87.4,2023-04-02T21:53:08.617Z,2023-04-02T22:43:37Z,4159777337,233,171,4159777219,56,Left,4159777221,286,,,,,,,,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895061,171,7,1,15,0,6hbfgdczbi3yg4sdpqgtu6s,1,37.2,12.6,2023-04-02T21:53:08.618Z,2023-04-04T20:01:10Z,4159777283,56,Back,4159777309,233,142,4163885621,385,,4159777285,285,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895063,172,1,1,15,2,6hbfgdczbi3yg4sdpqgtu6s,0,45.3,26,2023-04-02T21:53:10.231Z,2023-04-02T21:53:17Z,4159777703,236,,4159777291,56,Back,4159777687,212,3.8,4159777685,141,29.7,4159777709,286,,4159777683,140,42.6,4159777705,233,143,4159777689,213,2.4,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895067,143,74,1,15,2,966pdxhsoxaib9qt5083h8uus,1,61.1,83.6,2023-04-02T21:53:10.232Z,2023-04-02T22:45:20Z,4159777731,233,172,4159777321,285,,4159777319,56,Left,,,,,,,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527906699,424,1,1,15,3,966pdxhsoxaib9qt5083h8uus,1,56.8,69.9,2023-04-02T21:53:11.031Z,2023-04-02T22:44:01Z,4159837239,56,Center,4159837245,212,3.6,4159837241,140,54.0,4159837247,213,3.8,4159837243,141,66.8,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895119,144,1,1,15,4,966pdxhsoxaib9qt5083h8uus,1,53.7,57.9,2023-04-02T21:53:13.016Z,2023-04-02T22:43:53Z,4159777595,141,46.3,4159777603,213,3.6,4159777591,140,38.4,4159777599,212,17.9,4159777587,56,Back,,,,,,,,,,dyfsbff9jueyw5jhjou424bo4,K. Abello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895145,145,1,1,15,7,966pdxhsoxaib9qt5083h8uus,1,38.7,45.7,2023-04-02T21:53:15.544Z,2023-04-02T21:53:18Z,4159777767,56,Back,4159777771,141,37.5,4159777775,213,5.7,4159777769,140,47.3,4159777773,212,10.6,,,,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895173,146,1,1,15,10,966pdxhsoxaib9qt5083h8uus,1,47,30.8,2023-04-02T21:53:18.777Z,2023-04-02T21:53:22Z,4159777905,56,Back,4159777907,140,44.4,4159777909,141,3.6,4159777911,212,18.7,4159777913,213,4.6,,,,,,,,,,91pl4sfwk9t4ybwanj8dlwahg,M. Cluff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895177,147,1,1,15,13,966pdxhsoxaib9qt5083h8uus,0,44.3,3.6,2023-04-02T21:53:21.897Z,2023-04-02T21:53:23Z,4159777939,56,Right,4159777945,212,29.5,4159777941,140,72.4,4159777947,213,0.0,4159777943,141,5.7,4159777937,155,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895687,193,8,1,15,16,6hbfgdczbi3yg4sdpqgtu6s,1,31.6,87.8,2023-04-02T21:53:24.274Z,2023-04-04T20:01:55Z,4163887113,383,,4159780867,15,,4159780785,56,Back,,,,,,,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895193,173,49,1,15,17,6hbfgdczbi3yg4sdpqgtu6s,1,34.7,93.6,2023-04-02T21:53:25.431Z,2023-04-02T21:55:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895223,174,1,1,15,18,6hbfgdczbi3yg4sdpqgtu6s,1,35.3,95.1,2023-04-02T21:53:26.536Z,2023-04-02T21:53:29Z,4159778159,140,23.1,4159778163,212,17.3,4159778157,56,Back,4159778165,213,3.9,4159778161,141,78.1,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895247,175,1,1,15,21,6hbfgdczbi3yg4sdpqgtu6s,1,16.9,75,2023-04-02T21:53:29.767Z,2023-04-02T21:53:33Z,4159778285,212,18.7,4159778281,141,53.9,4159778287,213,4.0,4159778275,56,Back,4159778277,140,5.5,,,,,,,,,,6opd7nuh51c7p6pn6w04yuntg,M. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895269,176,1,1,15,25,6hbfgdczbi3yg4sdpqgtu6s,1,9.7,54.5,2023-04-02T21:53:33.304Z,2023-04-02T21:53:35Z,4159778415,1,,4159778405,56,Back,4159778411,212,33.0,4159778407,140,40.9,4159778409,141,60.6,4159778413,213,0.1,4159778403,155,,,,,bxf73uaptcz0uj7uy1g0euod1,D. Haračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895285,177,1,1,15,27,6hbfgdczbi3yg4sdpqgtu6s,1,40.9,60.6,2023-04-02T21:53:35.639Z,2023-04-02T21:53:37Z,4159778513,141,59.9,4159778517,213,3.2,4159778511,140,31.0,4159778509,56,Back,4159778515,212,10.4,,,,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895311,178,1,1,15,29,6hbfgdczbi3yg4sdpqgtu6s,1,28,59.1,2023-04-02T21:53:37.496Z,2023-04-02T21:53:41Z,4159778685,56,Back,4159778693,213,4.2,4159778687,140,23.0,4159778689,141,45.2,4159778691,212,10.8,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895335,179,1,1,15,33,6hbfgdczbi3yg4sdpqgtu6s,1,28.6,55.4,2023-04-02T21:53:41.272Z,2023-04-02T21:53:43Z,4159778811,56,Back,4159778817,212,28.3,4159778815,141,14.9,4159778813,140,22.3,4159778819,213,4.5,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895349,180,1,1,15,35,6hbfgdczbi3yg4sdpqgtu6s,1,22.3,14.9,2023-04-02T21:53:43.303Z,2023-04-02T21:53:47Z,4159778893,140,18.3,4159778895,141,39.4,4159778891,56,Back,4159778897,212,17.2,4159778899,213,1.8,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895381,181,1,1,15,38,6hbfgdczbi3yg4sdpqgtu6s,1,20.7,39.8,2023-04-02T21:53:46.952Z,2023-04-02T21:53:49Z,4159779057,56,Back,4159779065,213,1.3,4159779061,141,74.2,4159779059,140,27.3,4159779063,212,24.4,,,,,,,,,,bxf73uaptcz0uj7uy1g0euod1,D. Haračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895433,182,1,1,15,43,6hbfgdczbi3yg4sdpqgtu6s,1,31.4,77,2023-04-02T21:53:51.431Z,2023-04-02T21:53:57Z,4159779325,213,0.8,4159779319,140,45.1,4159779321,141,96.9,4159779317,56,Back,4159779323,212,19.7,,,,,,,,,,6opd7nuh51c7p6pn6w04yuntg,M. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895423,148,45,1,15,48,966pdxhsoxaib9qt5083h8uus,0,55.8,3.7,2023-04-02T21:53:56.498Z,2023-04-02T21:56:49Z,4159782133,233,202,4159779301,56,Right,4159779303,285,,,,,,,,,,,,,,,,,3sgg664ay83kxhe17ogbke978,J. Doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895893,202,3,1,15,48,6hbfgdczbi3yg4sdpqgtu6s,1,44.2,96.3,2023-04-02T21:53:56.498Z,2023-04-04T20:02:41Z,4159782129,233,148,4159782003,286,,4163888521,465,,4159782001,56,Back,,,,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895439,183,1,1,15,49,6hbfgdczbi3yg4sdpqgtu6s,1,54,92,2023-04-02T21:53:57.448Z,2023-04-02T21:53:59Z,4159779361,213,5.6,4159779357,141,76.6,4159779355,140,65.3,4159779353,56,Center,4159779359,212,15.8,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895505,184,1,1,15,50,6hbfgdczbi3yg4sdpqgtu6s,1,64.6,77.6,2023-04-02T21:53:59Z,2023-04-02T21:54:07Z,4159779701,140,76.3,4159779707,213,0.7,4159779705,212,15.8,4159779699,56,Left,4159779703,141,92.3,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895507,185,61,1,15,53,6hbfgdczbi3yg4sdpqgtu6s,0,76,86.6,2023-04-02T21:54:01.080Z,2023-04-02T22:41:40Z,4159779717,56,Left,,,,,,,,,,,,,,,,,,,,,,avhmou9ayqv9te0nocy80aga1,J. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895491,149,49,1,15,56,966pdxhsoxaib9qt5083h8uus,1,26.6,4.8,2023-04-02T21:54:04.841Z,2023-04-02T21:54:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3sgg664ay83kxhe17ogbke978,J. Doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895513,150,1,1,15,59,966pdxhsoxaib9qt5083h8uus,1,24,5.4,2023-04-02T21:54:07.096Z,2023-04-02T21:54:09Z,4159779795,140,10.0,4159779801,213,3.1,4159779797,141,6.5,4159779799,212,14.7,4159779793,56,Back,,,,,,,,,,3sgg664ay83kxhe17ogbke978,J. Doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895517,151,1,1,16,1,966pdxhsoxaib9qt5083h8uus,0,10,6.5,2023-04-02T21:54:09.561Z,2023-04-02T21:54:12Z,4159779829,212,25.5,4159779833,1,,4159779823,56,Back,4159779831,213,0.1,4159779825,140,34.2,4159779827,141,8.7,4159779821,157,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895523,186,49,1,16,3,6hbfgdczbi3yg4sdpqgtu6s,1,67.8,83,2023-04-02T21:54:11.864Z,2023-04-02T21:54:12Z,,,,,,,,,,,,,,,,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895529,187,1,1,16,4,6hbfgdczbi3yg4sdpqgtu6s,1,67.8,81.1,2023-04-02T21:54:12.377Z,2023-04-02T21:54:13Z,4159779893,140,72.0,4159779897,212,7.8,4159779891,56,Center,4159779899,213,5.3,4159779895,141,71.7,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895533,188,1,1,16,5,6hbfgdczbi3yg4sdpqgtu6s,1,72.4,75.1,2023-04-02T21:54:13.624Z,2023-04-02T21:54:15Z,4159779945,56,Center,4159779947,140,65.6,4159779951,212,27.5,4159779949,141,36.1,4159779953,213,4.4,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895557,189,1,1,16,7,6hbfgdczbi3yg4sdpqgtu6s,1,64.9,40.4,2023-04-02T21:54:15.336Z,2023-04-02T21:54:18Z,4159780059,140,74.1,4159780063,212,10.0,4159780061,141,36.6,4159780065,213,6.0,4159780057,56,Center,,,,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895573,190,1,1,16,9,6hbfgdczbi3yg4sdpqgtu6s,1,70.3,38,2023-04-02T21:54:17.880Z,2023-04-02T21:54:21Z,4159780139,140,65.7,4159780145,213,2.4,4159780141,141,45.1,4159780137,56,Center,4159780143,212,6.8,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895589,191,1,1,16,13,6hbfgdczbi3yg4sdpqgtu6s,1,68.2,55.8,2023-04-02T21:54:21.113Z,2023-04-02T21:54:25Z,4159780215,140,66.0,4159780217,141,76.7,4159780219,212,14.4,4159780221,213,1.7,4159780213,56,Center,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895601,192,1,1,16,17,6hbfgdczbi3yg4sdpqgtu6s,0,66.1,77.6,2023-04-02T21:54:25.240Z,2023-04-02T21:54:28Z,4159780285,140,98.7,4159780293,1,,4159780287,141,69.9,4159780289,212,34.6,4159780291,213,6.1,4159780283,56,Center,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895609,152,49,1,16,21,966pdxhsoxaib9qt5083h8uus,1,4,26.8,2023-04-02T21:54:29.928Z,2023-04-02T21:54:30Z,,,,,,,,,,,,,,,,,,,,,,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895655,153,1,1,16,26,966pdxhsoxaib9qt5083h8uus,1,5.5,31.7,2023-04-02T21:54:34.538Z,2023-04-02T21:54:41Z,4159780579,56,Back,4159780583,140,8.7,4159780595,213,1.4,4159780591,212,27.6,4159780587,141,72.0,,,,,,,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895667,154,1,1,16,33,966pdxhsoxaib9qt5083h8uus,1,15.2,70,2023-04-02T21:54:41.176Z,2023-04-02T21:54:45Z,4159780669,212,13.5,4159780663,56,Back,4159780667,141,53.2,4159780671,213,4.2,4159780665,140,8.4,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895681,155,1,1,16,37,966pdxhsoxaib9qt5083h8uus,1,10.9,48,2023-04-02T21:54:45.064Z,2023-04-02T21:54:48Z,4159780747,56,Back,4159780753,212,26.6,4159780749,140,22.2,4159780751,141,83.0,4159780755,213,1.1,,,,,,,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895693,156,1,1,16,40,966pdxhsoxaib9qt5083h8uus,1,27.7,85.2,2023-04-02T21:54:48.424Z,2023-04-02T21:54:50Z,4159780809,56,Back,4159780817,213,0.5,4159780811,140,41.7,4159780815,212,16.8,4159780813,141,97.2,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895699,157,1,1,16,42,966pdxhsoxaib9qt5083h8uus,0,41.7,97.2,2023-04-02T21:54:50.696Z,2023-04-02T21:54:55Z,4159780843,141,97.0,4159780995,236,,4159780997,233,194,4159781001,286,,4159780847,213,6.1,4159780841,140,42.5,4159780839,56,Back,4159780845,212,0.9,1uf4321zvio3hrwfu4z4jxp7t,K. Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895727,194,74,1,16,42,6hbfgdczbi3yg4sdpqgtu6s,1,55.6,8.3,2023-04-02T21:54:50.697Z,2023-04-02T22:45:20Z,4159780981,285,,4159781003,233,157,4159780979,56,Right,,,,,,,,,,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895735,195,49,1,16,47,6hbfgdczbi3yg4sdpqgtu6s,1,51.6,8.6,2023-04-02T21:54:55.609Z,2023-04-02T21:54:56Z,,,,,,,,,,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895739,196,1,1,16,48,6hbfgdczbi3yg4sdpqgtu6s,1,65.4,12.9,2023-04-02T21:54:56.442Z,2023-04-02T21:54:57Z,4159781025,56,Center,4159781031,212,12.6,4159781027,140,59.3,4159781033,213,2.1,4159781029,141,28.8,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895743,197,1,1,16,49,6hbfgdczbi3yg4sdpqgtu6s,1,59.3,28.8,2023-04-02T21:54:57.177Z,2023-04-02T21:54:58Z,4159781061,212,11.0,4159781055,56,Right,4159781057,140,68.3,4159781063,213,5.7,4159781059,141,20.4,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895783,198,1,1,16,50,6hbfgdczbi3yg4sdpqgtu6s,1,68.6,21,2023-04-02T21:54:58.201Z,2023-04-02T21:55:07Z,4159781301,196,,4159781307,141,93.2,4159781311,213,1.2,4159781299,155,,4159781305,140,88.6,4159781309,212,53.4,4159781303,56,Left,4159781313,1,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895807,199,1,1,16,59,6hbfgdczbi3yg4sdpqgtu6s,1,70.9,80.2,2023-04-02T21:55:07.146Z,2023-04-04T20:05:13Z,4159781453,213,5.5,4159782271,210,13,4159781447,140,78.4,4159781451,212,11.3,4159781449,141,68.2,4159781445,56,Center,,,,,,,avhmou9ayqv9te0nocy80aga1,J. Endo,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895809,200,13,1,17,5,6hbfgdczbi3yg4sdpqgtu6s,1,81.1,65.1,2023-04-02T21:55:13.306Z,2023-04-04T20:05:13Z,4159782287,103,69.4,4159782293,231,52.0,4159782279,29,,4159782173,20,,4159782281,55,199,4159782285,102,40,4163893157,18,,4159782289,215,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,4159781463,56,Center,4159781459,22,4159782277,81,,4159782291,230,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895819,158,5,1,17,6,966pdxhsoxaib9qt5083h8uus,1,-0.8,62.4,2023-04-02T21:55:14.538Z,2023-04-02T22:39:29Z,4159781541,233,201,4159781537,56,Back,4159781539,346,,,,,,,,,,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895815,201,5,1,17,6,6hbfgdczbi3yg4sdpqgtu6s,0,100.8,37.6,2023-04-02T21:55:14.538Z,2023-04-02T21:55:16Z,4159781527,346,,4159781549,233,158,4159781525,56,Center,,,,,,,,,,,,,,,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895945,159,1,1,17,26,966pdxhsoxaib9qt5083h8uus,1,4.8,55.5,2023-04-02T21:55:34.840Z,2023-04-02T21:55:39Z,4159782243,124,,4159782257,237,,4159782251,212,12.5,4159782249,141,38.2,4159782253,213,5.1,4159782247,140,8.9,4159782245,56,Back,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895959,160,1,1,17,31,966pdxhsoxaib9qt5083h8uus,1,13.9,39.2,2023-04-02T21:55:39.464Z,2023-04-02T21:55:45Z,4159782357,141,86.6,4159782355,140,18.8,4159782361,213,1.4,4159782359,212,32.6,4159782363,1,,4159782353,56,Back,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895973,161,1,1,17,37,966pdxhsoxaib9qt5083h8uus,1,22.6,87.1,2023-04-02T21:55:45.096Z,2023-04-02T21:55:47Z,4159782417,56,Back,4159782423,212,8.7,4159782421,141,95.5,4159782419,140,28.8,4159782425,213,0.7,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895981,162,1,1,17,39,966pdxhsoxaib9qt5083h8uus,1,29.5,95.5,2023-04-02T21:55:47.688Z,2023-04-04T20:06:12Z,4159782465,212,16.8,4159782461,140,45.1,4159782467,213,6.1,4159782463,141,90.2,4159782459,56,Back,,,,,,,,,,dyfsbff9jueyw5jhjou424bo4,K. Abello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895987,163,1,1,17,43,966pdxhsoxaib9qt5083h8uus,0,46.6,88.4,2023-04-02T21:55:51.129Z,2023-04-02T21:56:05Z,4159782473,140,71.4,4159782475,141,96.6,4159782471,56,Left,4159782477,212,26.6,4159782479,213,0.2,,,,,,,,,,9dhcf93mr1nfzxjv769gvnzyt,E. Tymrak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895985,203,49,1,17,43,6hbfgdczbi3yg4sdpqgtu6s,1,30.6,10.9,2023-04-02T21:55:51.499Z,2023-04-02T21:55:51Z,,,,,,,,,,,,,,,,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895995,204,1,1,17,45,6hbfgdczbi3yg4sdpqgtu6s,1,24.8,5,2023-04-02T21:55:53.674Z,2023-04-02T21:55:55Z,4159782535,141,5.3,4159782527,157,,4159782537,212,25.5,4159782541,1,,4159782529,56,Back,4159782539,213,0.0,4159782533,140,49.1,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527895999,205,61,1,17,47,6hbfgdczbi3yg4sdpqgtu6s,0,48.2,6.5,2023-04-02T21:55:55.419Z,2023-04-02T21:55:55Z,4159782549,56,Back,,,,,,,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896027,164,1,1,17,48,966pdxhsoxaib9qt5083h8uus,0,54,95.4,2023-04-02T21:55:56.424Z,2023-04-02T22:42:41Z,4159782719,212,25.2,4159782721,213,0.2,4159782713,56,Left,4159782715,140,77.7,4159782717,141,100.0,4159782711,157,,4159782723,1,,,,,dyfsbff9jueyw5jhjou424bo4,K. Abello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896033,165,5,1,17,50,966pdxhsoxaib9qt5083h8uus,0,79.4,101.7,2023-04-02T21:55:58.139Z,2023-04-02T22:39:29Z,4159782729,56,Left,4159783047,233,206,4159782731,347,,,,,,,,,,,,,,,,,dyfsbff9jueyw5jhjou424bo4,K. Abello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896083,206,5,1,17,50,6hbfgdczbi3yg4sdpqgtu6s,1,20.6,-1.7,2023-04-02T21:55:58.139Z,2023-04-02T21:56:13Z,4159783031,233,165,4159783019,56,Back,4159783021,347,,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896093,207,1,1,18,4,6hbfgdczbi3yg4sdpqgtu6s,1,27.2,0,2023-04-02T21:56:12.650Z,2023-04-02T21:56:14Z,4159783065,141,19.5,4159783067,212,21.3,4159783061,56,Back,4159783059,107,,4159783063,140,42.1,4159783069,213,0.7,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896095,208,1,1,18,6,6hbfgdczbi3yg4sdpqgtu6s,0,42.1,18.3,2023-04-02T21:56:14.650Z,2023-04-02T21:57:24Z,4159783087,140,74.8,4159783081,3,,4159783085,56,Center,4159783093,213,0.2,4159783095,1,,4159783083,168,,4159783091,212,35.0,4159783089,141,28.5,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896097,166,61,1,18,7,966pdxhsoxaib9qt5083h8uus,1,38.5,82.8,2023-04-02T21:56:15.400Z,2023-04-02T21:56:15Z,4159783097,56,Back,,,,,,,,,,,,,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896109,167,49,1,18,8,966pdxhsoxaib9qt5083h8uus,1,31.4,72.6,2023-04-02T21:56:16.728Z,2023-04-02T21:56:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
