id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2552087549,221,8,1,25,4,agxipc0vk4rtg09amjxv10nx0,1,78.1,23.9,2023-05-21T00:33:05.242Z,2023-05-21T00:33:37Z,4295511039,56,Center,,,,,,,,,,,,,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087487,230,43,1,25,6,dtucewmt49th1p4selfutmnmc,1,0,0,2023-05-21T00:33:06.811Z,2023-05-21T00:33:16Z,4295510715,56,Back,4295511287,144,61,,,,,,,,,,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087577,222,13,1,25,7,agxipc0vk4rtg09amjxv10nx0,1,85.6,24.6,2023-05-21T00:33:08.274Z,2023-05-21T00:35:17Z,4295512045,102,42.9,4295512041,55,221,4295512053,231,47.7,4295511215,63,,4295511217,56,Center,4295512047,103,52.8,4295512039,154,,4295511407,25,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,4295512035,87,,4295512037,29,,,4295512049,328,,4295511409,20,4295512051,230,98.6,,,,,,,,,,,,,,,,,,,
2552087589,223,5,1,25,8,agxipc0vk4rtg09amjxv10nx0,0,101.2,42.5,2023-05-21T00:33:09.146Z,2023-05-21T00:33:51Z,4295511261,346,,4295511257,56,Center,4295513261,233,231,,,,,,,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087493,231,5,1,25,8,dtucewmt49th1p4selfutmnmc,1,-1.2,57.5,2023-05-21T00:33:09.146Z,2023-05-21T00:37:02Z,4295510745,346,,4295513245,233,223,4295510743,56,Back,,,,,,,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087733,232,1,1,25,25,dtucewmt49th1p4selfutmnmc,1,5.5,49.7,2023-05-21T00:33:26.331Z,2023-05-21T00:33:27Z,4295512015,140,14.8,4295512011,124,,4295512025,237,,4295512017,141,33.9,4295512019,212,14.5,4295512021,213,5.5,4295512013,56,Back,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087735,233,1,1,25,26,dtucewmt49th1p4selfutmnmc,1,14.8,33.9,2023-05-21T00:33:27.099Z,2023-05-21T00:33:27Z,4295512059,141,39.2,4295512063,213,0.3,4295512057,140,25.3,4295512061,212,11.6,4295512055,56,Back,,,,,,,,,,esz6xzkinz76pk8edmsjwldzo,J. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087745,234,1,1,25,26,dtucewmt49th1p4selfutmnmc,1,25.3,39.2,2023-05-21T00:33:27.659Z,2023-05-21T00:33:29Z,4295512115,212,13.0,4295512113,141,32.8,4295512117,213,3.5,4295512111,140,13.6,4295512107,56,Back,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087791,235,1,1,25,28,dtucewmt49th1p4selfutmnmc,0,18.1,22.8,2023-05-21T00:33:29.260Z,2023-05-21T00:33:33Z,4295512371,213,6.0,4295512365,140,64.1,4295512361,155,,4295512373,1,,4295512363,56,Right,4295512367,141,0.0,4295512369,212,50.9,,,,esz6xzkinz76pk8edmsjwldzo,J. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087823,224,56,1,25,29,agxipc0vk4rtg09amjxv10nx0,1,0,0,2023-05-21T00:33:30.707Z,2023-05-21T00:35:22Z,4295512527,56,Back,,,,,,,,,,,,,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087797,236,5,1,25,30,dtucewmt49th1p4selfutmnmc,0,67.3,-0.6,2023-05-21T00:33:31.018Z,2023-05-21T00:37:02Z,4295518577,233,236,4295512399,347,,4295512397,56,Right,,,,,,,,,,,,,,,,esz6xzkinz76pk8edmsjwldzo,J. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088229,236,5,1,25,30,agxipc0vk4rtg09amjxv10nx0,1,32.7,100.6,2023-05-21T00:33:31.018Z,2023-05-21T00:35:24Z,4295514543,56,Back,4295518547,233,236,4295514545,347,,,,,,,,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087947,225,1,1,25,46,agxipc0vk4rtg09amjxv10nx0,1,26.2,100,2023-05-21T00:33:47.354Z,2023-05-21T01:07:26Z,4295513159,56,Back,4295513163,141,57.9,4295515125,107,,4295513167,213,4.2,4295513169,1,,4295513161,140,9.2,4295513165,212,34.1,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087953,226,1,1,25,47,agxipc0vk4rtg09amjxv10nx0,1,9.2,57.9,2023-05-21T00:33:48.698Z,2023-05-21T00:33:49Z,4295513203,212,15.6,4295513199,140,18.0,4295513197,56,Back,4295513205,213,5.3,4295513201,141,39.4,,,,,,,,,,57nmefeij6bg2ltvoqmqb7nbp,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552087965,227,1,1,25,48,agxipc0vk4rtg09amjxv10nx0,1,18,39.4,2023-05-21T00:33:49.675Z,2023-05-21T00:33:51Z,4295513273,213,2.6,4295513267,140,7.6,4295513269,141,49.3,4295513265,56,Back,4295513271,212,12.8,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088003,228,1,1,25,50,agxipc0vk4rtg09amjxv10nx0,1,7.6,49.6,2023-05-21T00:33:51.219Z,2023-05-21T00:33:54Z,4295513439,56,Back,4295513449,212,40.1,4295513437,157,,4295513445,141,70.5,4295513453,213,0.4,4295513441,140,43.3,4295513457,1,,,,,57nmefeij6bg2ltvoqmqb7nbp,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088017,229,61,1,25,53,agxipc0vk4rtg09amjxv10nx0,1,43.6,70.8,2023-05-21T00:33:54.629Z,2023-05-21T00:33:55Z,4295513519,56,Back,,,,,,,,,,,,,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088023,230,49,1,25,55,agxipc0vk4rtg09amjxv10nx0,1,31.8,66.9,2023-05-21T00:33:56.474Z,2023-05-21T00:33:56Z,,,,,,,,,,,,,,,,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088087,231,1,1,25,55,agxipc0vk4rtg09amjxv10nx0,1,31.8,66.9,2023-05-21T00:33:56.562Z,2023-05-21T00:34:01Z,4295513843,140,42.6,4295513849,213,0.9,4295513847,212,17.3,4295513841,56,Back,4295513845,141,86.2,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088119,232,1,1,26,0,agxipc0vk4rtg09amjxv10nx0,1,55.4,90.8,2023-05-21T00:34:01.107Z,2023-05-21T00:34:04Z,4295514025,213,5.0,4295514021,141,72.6,4295514019,140,58.7,4295514017,56,Center,4295514023,212,12.9,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088135,233,1,1,26,3,agxipc0vk4rtg09amjxv10nx0,1,60.3,78.1,2023-05-21T00:34:04.066Z,2023-05-21T00:34:13Z,4295514077,56,Left,4295514079,140,61.2,4295514081,141,91.7,4295514087,213,1.5,4295514085,212,9.3,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088163,234,1,1,26,4,agxipc0vk4rtg09amjxv10nx0,1,61.2,91.7,2023-05-21T00:34:04.954Z,2023-05-21T00:34:07Z,4295514219,212,13.0,4295514217,141,81.7,4295514221,213,3.7,4295514213,56,Left,4295514215,140,50.7,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088189,235,1,1,26,6,agxipc0vk4rtg09amjxv10nx0,0,50.7,81.7,2023-05-21T00:34:07.650Z,2023-05-21T00:34:10Z,4295514359,141,50.7,4295514357,140,91.3,4295514363,213,5.8,4295514353,155,,4295514361,212,47.6,4295514365,1,,4295514355,56,Center,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088197,237,52,1,26,10,dtucewmt49th1p4selfutmnmc,1,6.1,52.2,2023-05-21T00:34:11.179Z,2023-05-21T00:34:12Z,,,,,,,,,,,,,,,,,,,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088289,238,1,1,26,14,dtucewmt49th1p4selfutmnmc,1,8.5,55.8,2023-05-21T00:34:15.627Z,2023-05-21T00:34:19Z,4295514867,56,Back,4295514879,212,13.1,4295514861,123,,4295514875,141,71.4,4295514871,140,15.8,4295514883,213,0.9,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088301,239,1,1,26,18,dtucewmt49th1p4selfutmnmc,1,15.1,71.1,2023-05-21T00:34:18.987Z,2023-05-21T00:34:20Z,4295514935,140,20.5,4295514941,213,1.3,4295514933,56,Back,4295514937,141,96.8,4295514939,212,18.4,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088325,240,1,1,26,19,dtucewmt49th1p4selfutmnmc,1,20.7,96.8,2023-05-21T00:34:20.411Z,2023-05-21T00:34:23Z,4295515079,141,75.9,4295515083,213,5.1,4295515077,140,26.0,4295515073,56,Back,4295515081,212,15.3,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088343,241,1,1,26,22,dtucewmt49th1p4selfutmnmc,1,26.6,86.5,2023-05-21T00:34:23.675Z,2023-05-21T00:34:26Z,4295515205,56,Back,4295515215,141,96.9,4295515219,212,9.3,4295515211,140,20.8,4295515223,213,2.3,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088359,242,1,1,26,25,dtucewmt49th1p4selfutmnmc,1,21.1,96.9,2023-05-21T00:34:25.900Z,2023-05-21T00:34:28Z,4295515309,141,99.2,4295515311,212,10.0,4295515307,140,30.5,4295515313,213,0.2,4295515305,56,Back,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088383,243,1,1,26,27,dtucewmt49th1p4selfutmnmc,0,28.9,97.4,2023-05-21T00:34:27.978Z,2023-05-21T00:34:30Z,4295515445,141,77.2,4295515441,140,39.4,4295515437,56,Back,4295515449,212,17.6,4295515453,213,5.4,,,,,,,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088389,237,49,1,26,30,agxipc0vk4rtg09amjxv10nx0,1,55.7,17.9,2023-05-21T00:34:30.819Z,2023-05-21T00:34:31Z,,,,,,,,,,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088409,238,1,1,26,30,agxipc0vk4rtg09amjxv10nx0,1,55.7,17.9,2023-05-21T00:34:31.002Z,2023-05-21T00:34:33Z,4295515603,140,51.7,4295515609,213,1.9,4295515607,212,12.7,4295515605,141,35.5,4295515601,56,Center,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088431,239,1,1,26,32,agxipc0vk4rtg09amjxv10nx0,1,51.7,35.5,2023-05-21T00:34:33.451Z,2023-05-21T00:34:35Z,4295515703,212,15.0,4295515701,141,40.3,4295515697,56,Center,4295515705,213,0.2,4295515699,140,65.6,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088439,240,1,1,26,34,agxipc0vk4rtg09amjxv10nx0,0,63.8,39.8,2023-05-21T00:34:35.409Z,2023-05-21T00:34:36Z,4295515749,141,31.8,4295515753,213,5.9,4295515747,140,77.8,4295515751,212,15.7,4295515745,56,Center,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088455,244,1,1,26,36,dtucewmt49th1p4selfutmnmc,0,18.4,64.5,2023-05-21T00:34:36.890Z,2023-05-21T00:34:38Z,4295515845,213,0.7,4295515835,3,,4295515841,141,82.7,4295515843,212,19.0,4295515839,140,32.1,4295515837,56,Back,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088481,241,1,1,26,38,agxipc0vk4rtg09amjxv10nx0,0,68.6,14.9,2023-05-21T00:34:39.586Z,2023-05-21T00:34:40Z,4295516023,155,,4295516031,212,20.9,4295516029,141,33.0,4295516027,140,84.7,4295516025,56,Center,4295516019,2,,4295516033,213,0.6,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088491,245,12,1,26,40,dtucewmt49th1p4selfutmnmc,1,11.2,64.2,2023-05-21T00:34:40.890Z,2023-05-21T00:34:42Z,4295516083,212,14.6,4295516087,15,,4295516077,56,Back,4295516079,140,25.1,4295516081,141,64.3,4295516085,213,0.0,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088511,246,1,1,26,42,dtucewmt49th1p4selfutmnmc,1,25.1,64.3,2023-05-21T00:34:43.338Z,2023-05-21T00:34:45Z,4295516253,141,43.0,4295516257,213,5.4,4295516249,56,Back,4295516247,3,,4295516251,140,37.0,4295516255,212,19.1,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088515,247,49,1,26,44,dtucewmt49th1p4selfutmnmc,1,37,42.5,2023-05-21T00:34:45.450Z,2023-05-21T00:34:45Z,,,,,,,,,,,,,,,,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088599,248,1,1,26,47,dtucewmt49th1p4selfutmnmc,1,45.6,47.3,2023-05-21T00:34:48.683Z,2023-05-21T00:36:18Z,4295516725,140,63.7,4295516731,213,0.6,4295516723,56,Center,4295516727,141,68.5,4295516729,212,23.9,4295521183,4,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552088711,249,1,1,26,53,dtucewmt49th1p4selfutmnmc,1,80.8,66.2,2023-05-21T00:34:54.298Z,2023-05-21T00:41:04Z,4295520133,210,16,4295517423,212,17.8,4295520137,154,,4295517425,213,5.2,4295517421,141,43.5,4295517417,56,Center,4295517419,140,89.3,4295520141,23,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2552088715,250,16,1,26,55,dtucewmt49th1p4selfutmnmc,1,89.3,45.7,2023-05-21T00:34:56.410Z,2023-05-21T00:41:04Z,4295520165,76,,4295520183,230,95.2,4295519613,374,2023-05-21 01:34:55.713,4295520179,214,,4295519609,20,,4295517451,17,,4295520167,29,,4295520171,55,249,4f0zm6i0gg260zvicbviqsdn8,K. Davis,4295519617,375,26:54.965,4295522209,89,,,4295520175,102,53.5,4295517453,56,4295519607,23,,4295520177,103,4295520181,328,,4295520185,231,47.1,Center,,2.5,4295520169,154,,,,,,
2552089975,242,1,1,29,4,agxipc0vk4rtg09amjxv10nx0,1,49.9,49.6,2023-05-21T00:37:05.737Z,2023-05-21T00:37:09Z,4295524179,140,37.0,4295524177,56,Back,4295524181,141,80.0,4295524185,213,2.2,4295524183,212,24.7,4295524187,279,G,,,,,,,dokzh655hluwjh55fisecs9ud,M. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090005,243,1,1,29,8,agxipc0vk4rtg09amjxv10nx0,1,47.5,66.4,2023-05-21T00:37:09.643Z,2023-05-21T00:37:11Z,4295524315,140,42.3,4295524317,141,58.8,4295524319,212,7.5,4295524321,213,3.9,4295524313,56,Back,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090027,244,1,1,29,11,agxipc0vk4rtg09amjxv10nx0,1,42.3,58.8,2023-05-21T00:37:11.825Z,2023-05-21T00:37:13Z,4295524443,140,64.3,4295524451,212,32.6,4295524439,56,Left,4295524447,141,92.6,4295524457,1,,4295524453,213,0.8,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090053,245,1,1,29,12,agxipc0vk4rtg09amjxv10nx0,0,64.4,91.4,2023-05-21T00:37:13.393Z,2023-05-21T00:37:16Z,4295524625,213,4.6,4295524623,212,13.2,4295524617,56,Center,4295524619,140,62.9,4295524621,141,72.1,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090057,246,3,1,29,14,agxipc0vk4rtg09amjxv10nx0,0,62.8,71.5,2023-05-21T00:37:15.553Z,2023-05-21T00:37:47Z,4295524641,56,Center,4295526763,233,251,4295524645,286,,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090069,251,7,1,29,14,dtucewmt49th1p4selfutmnmc,1,37.2,28.5,2023-05-21T00:37:15.554Z,2023-05-21T00:37:47Z,4295526757,233,246,4295524683,56,Back,4295524685,285,,,,,,,,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090071,252,49,1,29,16,dtucewmt49th1p4selfutmnmc,1,37,24.9,2023-05-21T00:37:17.115Z,2023-05-21T00:37:17Z,,,,,,,,,,,,,,,,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090105,253,1,1,29,16,dtucewmt49th1p4selfutmnmc,1,37,24.9,2023-05-21T00:37:17.148Z,2023-05-21T00:37:19Z,4295524845,56,Back,4295524851,212,15.4,4295524853,213,1.1,4295524849,141,45.5,4295524847,140,43.0,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090167,254,1,1,29,18,dtucewmt49th1p4selfutmnmc,1,44.4,48.1,2023-05-21T00:37:19.098Z,2023-05-21T00:37:25Z,4295525255,56,Back,4295525261,212,24.8,4295525259,141,84.2,4295525263,213,1.7,4295525257,140,40.8,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090179,255,1,1,29,24,dtucewmt49th1p4selfutmnmc,0,54.3,85.7,2023-05-21T00:37:24.985Z,2023-05-21T00:37:25Z,4295525329,155,,4295525331,56,Center,4295525341,1,,4295525335,141,42.7,4295525333,140,71.3,4295525339,213,5.3,4295525337,212,34.3,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090197,247,61,1,29,26,agxipc0vk4rtg09amjxv10nx0,1,29.2,62.3,2023-05-21T00:37:26.931Z,2023-05-21T00:37:27Z,4295525393,56,Back,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090223,248,49,1,29,27,agxipc0vk4rtg09amjxv10nx0,1,25.2,44.2,2023-05-21T00:37:28.610Z,2023-05-21T00:37:28Z,,,,,,,,,,,,,,,,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090237,249,1,1,29,28,agxipc0vk4rtg09amjxv10nx0,0,25.2,44.2,2023-05-21T00:37:28.786Z,2023-05-21T00:37:29Z,4295525579,1,,4295525577,213,1.2,4295525573,141,60.2,4295525567,157,,4295525569,56,Back,4295525571,140,29.1,4295525575,212,11.6,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090233,256,61,1,29,28,dtucewmt49th1p4selfutmnmc,1,70.5,51,2023-05-21T00:37:29.250Z,2023-05-21T00:37:29Z,4295525557,56,Center,,,,,,,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090263,257,1,1,29,30,dtucewmt49th1p4selfutmnmc,1,78.3,10,2023-05-21T00:37:31.290Z,2023-05-21T00:37:32Z,4295525769,212,15.9,4295525767,141,30.7,4295525763,56,Center,4295525771,213,2.1,4295525765,140,71.2,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090267,258,49,1,29,31,dtucewmt49th1p4selfutmnmc,1,71.2,30.7,2023-05-21T00:37:32.618Z,2023-05-21T00:37:32Z,,,,,,,,,,,,,,,,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090279,259,4,1,29,33,dtucewmt49th1p4selfutmnmc,1,71.2,35.9,2023-05-21T00:37:33.836Z,2023-05-21T00:37:38Z,4295525847,152,,4295525849,265,,4295526197,233,250,4295525851,286,,4295525843,13,,4295525845,56,Center,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090325,250,4,1,29,33,agxipc0vk4rtg09amjxv10nx0,0,28.8,64.1,2023-05-21T00:37:33.837Z,2023-05-21T00:37:39Z,4295526213,233,259,4295526137,285,,4295526133,152,,4295526135,265,,4295526131,56,Back,4295526129,13,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090747,260,1,1,30,15,dtucewmt49th1p4selfutmnmc,0,71.8,28.9,2023-05-21T00:38:16.249Z,2023-05-21T00:41:28Z,4295528575,212,28.6,4295528549,2,,4295528551,5,,4295528555,155,,4295528569,140,91.2,4295528559,152,,4295528563,56,Center,4295528573,141,58.5,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,4295528577,213,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090759,251,12,1,30,18,agxipc0vk4rtg09amjxv10nx0,1,8.5,42.2,2023-05-21T00:38:19.121Z,2023-05-21T00:38:20Z,4295528653,212,11.9,4295528655,213,1.7,4295528651,141,59.6,4295528661,15,,4295528649,140,7.1,4295528647,56,Back,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090771,261,1,1,30,19,dtucewmt49th1p4selfutmnmc,0,92.8,39.2,2023-05-21T00:38:20.121Z,2023-05-21T00:38:20Z,4295528703,3,,4295528707,140,93.3,4295528711,212,9.7,4295528709,141,53.4,4295528705,56,Center,4295528713,213,1.5,,,,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090807,252,12,1,30,20,agxipc0vk4rtg09amjxv10nx0,1,6.6,48.2,2023-05-21T00:38:21.601Z,2023-05-21T00:38:24Z,4295528903,56,Back,4295528929,15,,4295528909,212,6.1,4295528911,213,5.4,4295528907,141,41.2,4295528905,140,10.3,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090803,262,13,1,30,21,dtucewmt49th1p4selfutmnmc,1,92.3,55.7,2023-05-21T00:38:22.569Z,2023-05-21T00:38:58Z,4295528877,17,,4295531073,108,,4295530627,72,,4295531079,230,98.8,4295531067,73,,4295531071,103,18.1,4295531075,328,,4295528879,56,Center,4f0zm6i0gg260zvicbviqsdn8,K. Davis,4295531081,231,51.1,4295530623,24,,,4295531077,458,,4295531069,102,,,,,,,,,,,,61.2,,,,,,,,,,
2552090825,253,5,1,30,24,agxipc0vk4rtg09amjxv10nx0,1,-0.7,39.3,2023-05-21T00:38:25.081Z,2023-05-21T00:46:53Z,4295529039,233,263,4295529007,346,,4295529005,56,Back,,,,,,,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090815,263,5,1,30,24,dtucewmt49th1p4selfutmnmc,0,100.7,60.7,2023-05-21T00:38:25.081Z,2023-05-21T00:38:26Z,4295528961,346,,4295528959,56,Center,4295529063,233,253,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
