id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2544870857,8,1,1,0,12,bl53jk6zlfe5f583pil7xzwi5,0,46.1,94.1,2023-05-07T02:07:59.851Z,2023-05-07T02:08:01Z,4257084745,140,75.2,4257084747,141,86.3,4257084741,155,,4257084751,213,6.1,4257084743,56,Left,4257084749,212,31.0,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870879,4,1,1,0,14,c3v2ohfuzoqmc8ljm65hi80sj,1,21,18.5,2023-05-07T02:08:02.116Z,2023-05-07T02:59:28Z,4257084839,140,28.6,4257084845,213,0.1,4257084835,3,,4257084837,56,Back,4257084841,141,19.3,4257084843,212,8.0,,,,,,,e4lfaia255nw9ndnol0mvxc2y,A. Prisock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870881,5,61,1,0,16,c3v2ohfuzoqmc8ljm65hi80sj,0,28.5,17,2023-05-07T02:08:03.948Z,2023-05-07T02:59:35Z,4257084853,56,Back,,,,,,,,,,,,,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870871,9,43,1,0,17,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-05-07T02:08:04.955Z,2023-05-07T02:08:19Z,4257085137,144,61,4257084807,56,Left,,,,,,,,,,,,,,,,,,,29vjl1iba9rz14yd1g9qi4pn9,M. Rapinoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870875,10,61,1,0,18,bl53jk6zlfe5f583pil7xzwi5,1,66.9,92,2023-05-07T02:08:06.245Z,2023-05-07T02:08:06Z,4257084819,56,Left,,,,,,,,,,,,,,,,,,,,,,29vjl1iba9rz14yd1g9qi4pn9,M. Rapinoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870885,11,1,1,0,20,bl53jk6zlfe5f583pil7xzwi5,1,69.8,96.9,2023-05-07T02:08:07.836Z,2023-05-07T02:08:08Z,4257084877,140,63.5,4257084879,141,96.2,4257084883,213,3.2,4257084881,212,6.6,4257084875,56,Left,,,,,,,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870893,12,1,1,0,21,bl53jk6zlfe5f583pil7xzwi5,1,63.5,96.2,2023-05-07T02:08:08.475Z,2023-05-07T02:08:10Z,4257084921,213,5.8,4257084915,140,73.3,4257084917,141,89.0,4257084913,56,Left,4257084919,212,11.4,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870897,13,1,1,0,22,bl53jk6zlfe5f583pil7xzwi5,0,73.3,89,2023-05-07T02:08:10.011Z,2023-05-07T03:10:28Z,4257084945,212,9.9,4257084947,213,3.5,4257084943,141,83.7,4257084941,140,64.5,4257084939,56,Left,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544883995,450,50,1,0,23,c3v2ohfuzoqmc8ljm65hi80sj,1,34.8,32.6,2023-05-07T02:08:10.347Z,2023-05-07T03:10:40Z,4257171833,233,14,4257171813,286,,4257157369,56,Back,,,,,,,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870911,14,7,1,0,23,bl53jk6zlfe5f583pil7xzwi5,1,65.2,67.4,2023-05-07T02:08:10.348Z,2023-05-07T03:13:01Z,4257085051,233,450,4257085043,56,Center,4257085045,285,,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870899,6,45,1,0,24,c3v2ohfuzoqmc8ljm65hi80sj,0,36.6,27.2,2023-05-07T02:08:12.132Z,2023-05-07T03:10:48Z,4257172015,233,429,4257084965,56,Back,4257157743,285,,,,,,,,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544886707,429,3,1,0,24,bl53jk6zlfe5f583pil7xzwi5,1,63.4,72.8,2023-05-07T02:08:12.132Z,2023-05-07T03:10:48Z,4257171979,286,,4257171977,56,Center,4257171995,233,6,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870919,15,1,1,0,26,bl53jk6zlfe5f583pil7xzwi5,1,63.6,77.4,2023-05-07T02:08:14.268Z,2023-05-07T02:08:16Z,4257085095,56,Back,4257085103,213,4.1,4257085101,212,28.4,4257085097,140,47.2,4257085099,141,44.2,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870927,16,1,1,0,29,bl53jk6zlfe5f583pil7xzwi5,1,47.2,44.2,2023-05-07T02:08:16.796Z,2023-05-07T02:08:21Z,4257085165,212,15.9,4257085163,141,65.3,4257085161,140,40.6,4257085167,213,2.0,4257085159,56,Back,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870933,17,1,1,0,33,bl53jk6zlfe5f583pil7xzwi5,1,34.1,64.8,2023-05-07T02:08:21.212Z,2023-05-07T02:08:24Z,4257085209,212,22.7,4257085203,56,Back,4257085207,141,49.0,4257085205,140,15.1,4257085211,213,3.6,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870943,18,1,1,0,36,bl53jk6zlfe5f583pil7xzwi5,1,14.9,47.9,2023-05-07T02:08:23.980Z,2023-05-07T02:08:28Z,4257085279,56,Back,4257085285,212,20.2,4257085287,213,5.2,4257085283,141,21.7,4257085281,140,23.9,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870975,19,1,1,0,40,bl53jk6zlfe5f583pil7xzwi5,0,27.6,18.5,2023-05-07T02:08:27.932Z,2023-05-07T03:11:02Z,4257085485,56,Right,4257085495,213,6.2,4257085491,212,56.8,4257085481,155,,4257085487,140,81.4,4257085497,1,,4257085489,141,10.0,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544870959,7,79,1,0,44,c3v2ohfuzoqmc8ljm65hi80sj,0,0,0,2023-05-07T02:08:32.055Z,2023-05-07T02:08:32Z,4257085385,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544884255,451,49,1,0,45,c3v2ohfuzoqmc8ljm65hi80sj,1,7.9,89.6,2023-05-07T02:08:32.347Z,2023-05-07T03:01:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544884301,452,1,1,0,46,c3v2ohfuzoqmc8ljm65hi80sj,0,7.9,89.6,2023-05-07T02:08:33.347Z,2023-05-07T03:01:36Z,4257159005,155,,4257159013,212,7.3,4257159011,141,88.9,4257159009,140,14.8,4257159007,56,Back,4257159015,213,6.2,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871005,8,79,1,0,59,c3v2ohfuzoqmc8ljm65hi80sj,1,0,0,2023-05-07T02:08:47.126Z,2023-05-07T02:08:47Z,4257085699,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871011,9,43,1,1,0,c3v2ohfuzoqmc8ljm65hi80sj,1,0,0,2023-05-07T02:08:47.782Z,2023-05-07T03:01:45Z,4257159225,144,49,,,,,,,,,,,,,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871035,10,1,1,1,1,c3v2ohfuzoqmc8ljm65hi80sj,0,13.8,90.6,2023-05-07T02:08:49.071Z,2023-05-07T03:01:22Z,4257085819,213,5.8,4257085817,212,34.9,4257085813,140,42.9,4257085811,56,Back,4257085821,1,,4257085809,155,,4257085815,141,65.9,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871029,20,49,1,1,3,bl53jk6zlfe5f583pil7xzwi5,1,64.2,31.9,2023-05-07T02:08:51.229Z,2023-05-07T02:08:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871041,21,1,1,1,3,bl53jk6zlfe5f583pil7xzwi5,1,64.2,31.9,2023-05-07T02:08:51.309Z,2023-05-07T02:08:53Z,4257085833,56,Center,4257085841,213,1.5,4257085831,155,,4257085837,141,75.8,4257085835,140,67.4,4257085839,212,30.0,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871055,22,1,1,1,6,bl53jk6zlfe5f583pil7xzwi5,1,67.5,77,2023-05-07T02:08:53.677Z,2023-05-07T02:08:58Z,4257085911,141,88.1,4257085913,212,9.8,4257085915,213,0.9,4257085907,56,Left,4257085909,140,73.5,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871061,23,1,1,1,10,bl53jk6zlfe5f583pil7xzwi5,1,73.5,88.1,2023-05-07T02:08:58.045Z,2023-05-07T03:11:24Z,4257085955,212,6.8,4257085953,141,81.6,4257085951,140,68.6,4257085957,213,3.9,4257085949,56,Left,,,,,,,,,,29vjl1iba9rz14yd1g9qi4pn9,M. Rapinoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871073,24,1,1,1,11,bl53jk6zlfe5f583pil7xzwi5,1,68.6,81.6,2023-05-07T02:08:59.117Z,2023-05-07T02:09:00Z,4257086015,212,9.3,4257086009,56,Left,4257086011,140,74.3,4257086013,141,92.1,4257086017,213,0.9,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871083,25,1,1,1,13,bl53jk6zlfe5f583pil7xzwi5,1,74.4,92.1,2023-05-07T02:09:00.749Z,2023-05-07T03:11:33Z,4257086089,140,91.0,4257086091,141,87.2,4257086093,212,17.7,4257086087,56,Left,4257086095,213,6.1,,,,,,,,,,29vjl1iba9rz14yd1g9qi4pn9,M. Rapinoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871087,26,1,1,1,17,bl53jk6zlfe5f583pil7xzwi5,0,92.6,84.5,2023-05-07T02:09:04.350Z,2023-05-07T02:09:05Z,4257086115,141,77.3,4257086109,155,,4257086113,140,93.1,4257086111,56,Center,4257086117,212,4.9,4257086107,2,,4257086119,213,4.8,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871093,11,61,1,1,18,c3v2ohfuzoqmc8ljm65hi80sj,1,7.1,33.5,2023-05-07T02:09:05.698Z,2023-05-07T03:02:10Z,4257086153,56,Back,,,,,,,,,,,,,,,,,,,,,,e4lfaia255nw9ndnol0mvxc2y,A. Prisock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871097,12,49,1,1,20,c3v2ohfuzoqmc8ljm65hi80sj,1,13,48.1,2023-05-07T02:09:07.591Z,2023-05-07T03:02:14Z,,,,,,,,,,,,,,,,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871099,13,1,1,1,20,c3v2ohfuzoqmc8ljm65hi80sj,0,13,48.1,2023-05-07T02:09:07.784Z,2023-05-07T03:02:17Z,4257086175,141,57.2,4257086169,157,,4257086177,212,23.4,4257086171,56,Back,4257086173,140,34.5,4257086181,1,,4257086179,213,0.3,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871109,27,1,1,1,21,bl53jk6zlfe5f583pil7xzwi5,0,67.3,33.2,2023-05-07T02:09:09.310Z,2023-05-07T02:09:09Z,4257086239,212,4.5,4257086233,56,Center,4257086231,3,,4257086241,213,6.0,4257086237,141,31.6,4257086235,140,71.5,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871129,14,1,1,1,24,c3v2ohfuzoqmc8ljm65hi80sj,1,27.9,72.7,2023-05-07T02:09:12.265Z,2023-05-07T02:09:15Z,4257086371,141,89.9,4257086373,212,14.8,4257086367,56,Back,4257086375,213,2.2,4257086369,140,19.2,,,,,,,,,,bj3unxp9xho1kr7sztpweagyy,D. Ordoñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871133,15,1,1,1,27,c3v2ohfuzoqmc8ljm65hi80sj,0,19.2,89.9,2023-05-07T02:09:14.952Z,2023-05-07T03:03:26Z,4257086395,212,22.7,4257086399,213,6.3,4257086391,140,40.8,4257086389,56,Back,4257086393,141,88.9,,,,,,,,,,2x4vbu3htfozzwd8g7bdxeacp,C. Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871135,28,49,1,1,28,bl53jk6zlfe5f583pil7xzwi5,1,58.6,13.4,2023-05-07T02:09:16.254Z,2023-05-07T02:09:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871145,29,1,1,1,29,bl53jk6zlfe5f583pil7xzwi5,1,58.6,13.4,2023-05-07T02:09:16.350Z,2023-05-07T02:09:18Z,4257086467,56,Right,4257086469,140,66.6,4257086475,213,6.2,4257086473,212,8.5,4257086471,141,11.9,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871151,30,1,1,1,31,bl53jk6zlfe5f583pil7xzwi5,1,66.3,12.2,2023-05-07T02:09:18.782Z,2023-05-07T03:12:01Z,4257086539,141,13.1,4257086543,213,3.1,4257086533,155,,4257086541,212,14.4,4257086537,140,52.6,4257086535,56,Right,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871167,31,1,1,1,32,bl53jk6zlfe5f583pil7xzwi5,1,46.9,14.6,2023-05-07T02:09:20.254Z,2023-05-07T02:09:27Z,4257086627,141,44.6,4257086629,212,38.4,4257086621,56,Back,4257086631,213,2.6,4257086633,1,,4257086625,140,15.9,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871175,32,1,1,1,40,bl53jk6zlfe5f583pil7xzwi5,1,14.9,46.7,2023-05-07T02:09:27.438Z,2023-05-07T02:09:29Z,4257086707,56,Back,4257086715,213,4.3,4257086709,140,13.9,4257086713,212,2.5,4257086711,141,43.3,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871185,33,1,1,1,42,bl53jk6zlfe5f583pil7xzwi5,1,14.4,41.3,2023-05-07T02:09:29.630Z,2023-05-07T02:09:33Z,4257086777,213,5.0,4257086771,140,20.4,4257086773,141,11.9,4257086775,212,21.0,4257086769,56,Back,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871215,34,1,1,1,46,bl53jk6zlfe5f583pil7xzwi5,1,23,10.1,2023-05-07T02:09:33.470Z,2023-05-07T02:09:39Z,4257086955,212,24.5,4257086951,140,45.2,4257086953,141,21.1,4257086957,213,0.3,4257086949,56,Back,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871225,35,1,1,1,52,bl53jk6zlfe5f583pil7xzwi5,1,46,22.1,2023-05-07T02:09:39.759Z,2023-05-07T02:09:47Z,4257087031,56,Center,4257087041,1,,4257087033,140,78.4,4257087037,212,49.3,4257087035,141,74.6,4257087039,213,0.8,4257087029,155,,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544871237,36,1,1,1,55,bl53jk6zlfe5f583pil7xzwi5,1,78.8,76.8,2023-05-07T02:09:42.527Z,2023-05-07T02:09:45Z,4257087103,56,Right,4257087109,141,15.8,4257087097,2,,4257087115,1,,4257087105,140,97.5,4257087111,212,45.9,4257087113,213,5.2,,,,29vjl1iba9rz14yd1g9qi4pn9,M. Rapinoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
