id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist
2538384097,1,34,16,0,0,agxipc0vk4rtg09amjxv10nx0,1,0,0,2023-04-23T20:06:40.548Z,2023-04-23T21:10:52Z,4215741459,197,10933,4215538927,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4215538929,59,"38, 8, 4, 24, 23, 26, 10, 16, 99, 17, 5, 6, 9, 14, 18, 21, 29, 77",4215538931,130,17,4215538925,30,"57nmefeij6bg2ltvoqmqb7nbp, 15u9zrm4e4gosthf1vmkp5ht6, 9wvoeo39cgbelv8ddqin3aaga, 72e9oc63fclgqqvn3lgsjue50, debcbmzdwiyac6jcf1icrowlw, mmk0vhl1l0qxdyjina9v6xka, 4c6z6g6q7jq62bznylu0kjnc9, dv8265k3za578hkzxxuttqmdx, 5ekbwy8vf1l1jzj6txawrg7h1, e1irspfo9xupqz2sqvyq1zp0q, 94j0ci5rtwvr8nlrr32cfg9d6, i59wtf590736z0ecwwu9jims, dokzh655hluwjh55fisecs9ud, 96jcamlgo8nghmr2s0m0q2lbe, 736jvvtkgwc3g1vooviaod33d, 4baep35yxj0df8fqwcvh7x8lx, 1un4vc8t0zr8kh3u9ggug3i1g, 1115fgmv9xa3nwx3bu19jr9pl",4215538937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215538935,194,4c6z6g6q7jq62bznylu0kjnc9,4215538933,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538387545,1,34,16,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-04-23T20:11:37.673Z,2023-04-23T21:13:52Z,4215759093,197,18734,4215558127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4215558129,59,"31, 6, 3, 14, 5, 26, 19, 2, 10, 11, 9, 8, 15, 21, 22, 23, 24, 28, 32, 36",4215558125,30,"1581xqhaxb753qd86v03j6ycq, 9yvkpwm78jaqr321imfc3rrbo, 1uf4321zvio3hrwfu4z4jxp7t, 77agy8f4m7ybib2cssdfsltuy, 9hs0hutntgdjklszqisxozend, 4ptow542cf8xp3kct4sbydh5g, 3806ue4qpxyit2ps1ubj3hrkl, 3cyj9a2fjtx4xd0bqdh6g3azu, c811si1xw5he6ih0o1mj94tsl, eigt6t2rj0k98zt1isqrvtvqh, 9hnfv1rr3nnsu8puxgd05teqd, 91pl4sfwk9t4ybwanj8dlwahg, 9dhcf93mr1nfzxjv769gvnzyt, 7e8f4kfwcucaj4239xz0rai1h, 3ujv4avesd20fo6wrlzeknasq, 191uogxjdg4uo178qv1544jys, 7df2h1fsf74sz29p3yxibgis4, 68njvqucip0ehuz4eecppvq0a, 6x5f13ghtvbdhcf7f9sct54dm, 22kgs49ue1yhg6th36t9rhuz8",4215558131,130,4,4215558137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215558133,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215558135,194,c811si1xw5he6ih0o1mj94tsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420209,2,32,1,0,0,agxipc0vk4rtg09amjxv10nx0,1,0,0,2023-04-23T21:07:42.813Z,2023-04-23T21:07:45Z,4215743371,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420203,2,32,1,0,0,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-04-23T21:07:42.813Z,2023-04-23T21:07:43Z,4215743325,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420227,3,1,1,0,0,966pdxhsoxaib9qt5083h8uus,1,50,50,2023-04-23T21:07:42.913Z,2023-04-23T21:07:46Z,4215743469,212,10.3,4215743467,141,53.1,4215743473,279,S,4215743463,56,Back,4215743465,140,40.4,4215743471,213,2.9,,,,,,,c811si1xw5he6ih0o1mj94tsl,Marta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420263,4,1,1,0,3,966pdxhsoxaib9qt5083h8uus,1,40.1,48.7,2023-04-23T21:07:46.480Z,2023-04-23T21:27:28Z,4215743637,141,13.2,4215743641,213,4.4,4215743639,212,25.4,4215743635,140,32.7,4215743633,56,Back,,,,,,,,,,77agy8f4m7ybib2cssdfsltuy,V. Villacorta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420271,5,1,1,0,7,966pdxhsoxaib9qt5083h8uus,1,41.6,6,2023-04-23T21:07:50.449Z,2023-04-23T21:30:19Z,4215743681,141,23.7,4215743683,212,18.0,4215743685,213,2.4,4215743677,56,Back,4215743679,140,28.8,,,,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420283,6,1,1,0,11,966pdxhsoxaib9qt5083h8uus,1,30.2,28.5,2023-04-23T21:07:54.287Z,2023-04-23T21:30:20Z,4215743741,140,27.0,4215743739,56,Back,4215743747,213,1.7,4215743743,141,73.9,4215743745,212,31.1,,,,,,,,,,9hs0hutntgdjklszqisxozend,M. Montefusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420317,7,1,1,0,12,966pdxhsoxaib9qt5083h8uus,1,27.8,74.2,2023-04-23T21:07:55.471Z,2023-04-23T21:30:21Z,4215743931,56,Back,4215743937,212,23.9,4215743941,213,4.6,4215743935,141,39.2,4215743933,140,25.5,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420357,8,1,1,0,18,966pdxhsoxaib9qt5083h8uus,1,30.9,25.5,2023-04-23T21:08:01.412Z,2023-04-23T21:30:23Z,4215744151,56,Back,4215744157,212,17.1,4215744159,213,5.4,4215744153,140,41.4,4215744155,141,6.2,,,,,,,,,,9hs0hutntgdjklszqisxozend,M. Montefusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420363,9,1,1,0,22,966pdxhsoxaib9qt5083h8uus,1,41.6,6.2,2023-04-23T21:08:05.103Z,2023-04-23T21:08:22Z,4215744197,141,30.7,4215744199,212,20.5,4215744195,140,30.3,4215744191,56,Back,4215744201,213,2.2,,,,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420393,10,1,1,0,23,966pdxhsoxaib9qt5083h8uus,1,30.5,30.4,2023-04-23T21:08:06.031Z,2023-04-23T21:30:25Z,4215744347,141,7.1,4215744349,212,22.9,4215744343,140,46.3,4215744353,213,5.5,4215744339,56,Back,,,,,,,,,,9hs0hutntgdjklszqisxozend,M. Montefusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420397,11,1,1,0,25,966pdxhsoxaib9qt5083h8uus,0,51.5,5.2,2023-04-23T21:08:08.752Z,2023-04-23T21:30:28Z,4215744371,56,Right,4215744375,141,15.6,4215744373,140,64.3,4215744377,212,15.2,4215744379,213,0.5,,,,,,,,,,9yvkpwm78jaqr321imfc3rrbo,E. Madril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420405,3,49,1,0,27,agxipc0vk4rtg09amjxv10nx0,1,30.1,79.1,2023-04-23T21:08:10.630Z,2023-04-23T21:12:10Z,,,,,,,,,,,,,,,,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420421,4,1,1,0,28,agxipc0vk4rtg09amjxv10nx0,1,30.1,79.1,2023-04-23T21:08:11.075Z,2023-04-23T21:54:50Z,4215744497,213,0.0,4215744495,212,27.4,4215744489,56,Left,4215744493,141,80.2,4215744491,140,56.2,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420433,5,1,1,0,29,agxipc0vk4rtg09amjxv10nx0,1,56.2,80.2,2023-04-23T21:08:12.788Z,2023-04-23T21:08:14Z,4215744569,56,Left,4215744577,213,1.1,4215744573,141,88.4,4215744575,212,6.3,4215744571,140,58.9,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420445,6,1,1,0,31,agxipc0vk4rtg09amjxv10nx0,1,59,88.4,2023-04-23T21:08:14.196Z,2023-04-23T21:08:15Z,4215744619,141,84.1,4215744617,140,51.2,4215744615,56,Left,4215744621,212,8.7,4215744623,213,3.5,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420449,7,1,1,0,32,agxipc0vk4rtg09amjxv10nx0,1,51.2,84.1,2023-04-23T21:08:15.043Z,2023-04-23T21:08:16Z,4215744659,213,4.2,4215744657,212,8.3,4215744655,141,73.6,4215744653,140,47.2,4215744651,56,Back,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538420465,8,1,1,0,33,agxipc0vk4rtg09amjxv10nx0,1,46.5,73,2023-04-23T21:08:16.436Z,2023-04-23T21:08:18Z,4215744771,141,65.1,4215744767,56,Back,4215744769,140,27.5,4215744775,213,3.4,4215744773,212,20.7,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
