id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/12/value,assist,qualifier/14/value
2534162441,9,1,1,0,27,dzxypx8djih58p668surbi4qm,1,27.4,52.5,2023-04-16T00:08:27.308Z,2023-04-16T00:08:34Z,4193141173,56,Center,4193141181,213,5.9,4193141171,155,,4193141177,141,27.7,4193141183,1,,4193141175,140,72.7,4193141179,212,50.5,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,
2534162479,10,1,1,0,34,dzxypx8djih58p668surbi4qm,1,83.8,13.5,2023-04-16T00:08:34.205Z,2023-04-16T00:08:37Z,4193141343,141,6.4,4193141347,213,4.5,4193141341,140,82.6,4193141345,212,5.0,4193141339,56,Right,,,,,,,,,,5tv4la0or9dxgp7x5vbxs94vd,C. Matthews,,,,,,,,,,,,,,,,,,,,,,,
2534162505,11,1,1,0,37,dzxypx8djih58p668surbi4qm,1,82.5,6.2,2023-04-16T00:08:37.564Z,2023-04-16T00:08:39Z,4193141447,140,73.6,4193141451,212,13.1,4193141453,213,2.4,4193141445,56,Right,4193141449,141,19.7,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534162565,12,1,1,0,39,dzxypx8djih58p668surbi4qm,1,73.6,19.8,2023-04-16T00:08:39.420Z,2023-04-16T00:08:44Z,4193141699,141,7.4,4193141701,212,18.1,4193141695,56,Right,4193141703,213,5.8,4193141697,140,88.8,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,
2534162587,13,1,1,0,43,dzxypx8djih58p668surbi4qm,0,78.5,7.7,2023-04-16T00:08:44.060Z,2023-04-16T00:08:46Z,4193141787,213,2.1,4193141781,140,67.9,4193141783,141,38.8,4193141779,56,Center,4193141785,212,23.9,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534162607,3,8,1,0,47,agxipc0vk4rtg09amjxv10nx0,1,34.3,64.8,2023-04-16T00:08:47.479Z,2023-04-16T00:57:24Z,4193141857,56,Back,,,,,,,,,,,,,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,
2534162649,14,1,1,0,49,dzxypx8djih58p668surbi4qm,0,39.5,39.8,2023-04-16T00:08:49.437Z,2023-04-16T00:08:53Z,4193142201,286,,4193142007,56,Back,4193142013,212,4.2,4193142009,140,43.4,4193142011,141,38.8,4193142197,233,4,4193142195,236,,4193142015,213,6.1,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,
2534162675,4,74,1,0,49,agxipc0vk4rtg09amjxv10nx0,1,39.4,76.4,2023-04-16T00:08:49.438Z,2023-04-16T00:57:29Z,4193142137,56,Back,4193142211,233,14,4193142139,285,,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,
2534162709,15,1,1,0,52,dzxypx8djih58p668surbi4qm,1,32.5,19.1,2023-04-16T00:08:52.814Z,2023-04-16T00:08:54Z,4193142305,56,Right,4193142309,141,7.7,4193142311,212,22.9,4193142313,213,5.9,4193142307,140,53.0,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,
2534162839,16,1,1,0,54,dzxypx8djih58p668surbi4qm,0,54,7,2023-04-16T00:08:54.701Z,2023-04-16T00:09:08Z,4193142861,1,,4193142849,56,Center,4193142853,141,25.6,4193142859,213,0.4,4193142855,212,35.5,4193142851,140,85.6,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534162747,5,12,1,0,57,agxipc0vk4rtg09amjxv10nx0,1,11,75.7,2023-04-16T00:08:57.341Z,2023-04-16T00:09:09Z,4193142459,213,1.6,4193142455,141,100.0,4193142491,167,,4193142453,140,10.3,4193142457,212,17.0,4193142451,56,Back,,,,,,,736jvvtkgwc3g1vooviaod33d,I. Rodriguez,,,,,,,,,,,,,,,,,,,,,,,
2534162751,6,5,1,0,58,agxipc0vk4rtg09amjxv10nx0,0,14,101.2,2023-04-16T00:08:58.168Z,2023-04-16T00:42:46Z,4193272153,233,17,4193142471,56,Back,4193142473,347,,,,,,,,,,,,,,,,,736jvvtkgwc3g1vooviaod33d,I. Rodriguez,,,,,,,,,,,,,,,,,,,,,,,
2534163053,17,5,1,0,58,dzxypx8djih58p668surbi4qm,1,86,-1.2,2023-04-16T00:08:58.168Z,2023-04-16T00:42:46Z,4193272127,233,6,4193143829,56,Right,4193143831,347,,,,,,,,,,,,,,,,,5tv4la0or9dxgp7x5vbxs94vd,C. Matthews,,,,,,,,,,,,,,,,,,,,,,,
2534163085,18,1,1,1,24,dzxypx8djih58p668surbi4qm,1,82.3,0,2023-04-16T00:09:24.814Z,2023-04-16T00:09:28Z,4193143927,107,,4193143931,56,Right,4193143937,212,13.1,4193143935,141,13.1,4193143939,213,0.9,4193143933,140,90.3,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534163103,19,1,1,1,25,dzxypx8djih58p668surbi4qm,0,90.3,13.1,2023-04-16T00:09:25.864Z,2023-04-16T03:10:13Z,4193144007,141,7.7,4193144003,56,Right,4193144011,213,3.9,4193144009,212,5.2,4193144005,140,86.8,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,
2534163077,7,8,1,1,27,agxipc0vk4rtg09amjxv10nx0,1,11.2,95.3,2023-04-16T00:09:27.613Z,2023-04-16T00:09:27Z,4193143917,56,Back,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163087,8,5,1,1,27,agxipc0vk4rtg09amjxv10nx0,0,10.6,100.8,2023-04-16T00:09:28.045Z,2023-04-16T00:09:35Z,4193143947,347,,4193143945,56,Back,4193144227,233,20,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163177,20,5,1,1,27,dzxypx8djih58p668surbi4qm,1,89.4,-0.8,2023-04-16T00:09:28.045Z,2023-04-16T00:42:47Z,4193144211,56,Right,4193144213,347,,4193144219,233,8,,,,,,,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,
2534163189,21,1,1,1,34,dzxypx8djih58p668surbi4qm,1,89.2,0,2023-04-16T00:09:34.350Z,2023-04-16T00:09:35Z,4193144279,141,19.8,4193144277,140,90.1,4193144281,212,14.2,4193144269,107,,4193144283,213,1.5,4193144273,56,Right,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534163207,22,1,1,1,35,dzxypx8djih58p668surbi4qm,1,90.1,19.8,2023-04-16T00:09:35.806Z,2023-04-16T00:09:37Z,4193144341,213,3.9,4193144337,141,13.8,4193144365,156,,4193144339,212,5.8,4193144335,140,86.2,4193144333,56,Right,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,
2534163261,23,1,1,1,36,dzxypx8djih58p668surbi4qm,1,84.4,13.4,2023-04-16T00:09:36.286Z,2023-04-16T03:10:00Z,4193144585,213,5.9,4193144579,140,90.0,4193144577,56,Right,4193144581,141,9.8,4193144583,212,6.4,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534163265,24,61,1,1,37,dzxypx8djih58p668surbi4qm,0,90,9.8,2023-04-16T00:09:37.727Z,2023-04-16T03:10:03Z,4193144597,56,Right,,,,,,,,,,,,,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,
2534163433,9,5,1,1,37,agxipc0vk4rtg09amjxv10nx0,1,13,102,2023-04-16T00:09:38.093Z,2023-04-16T00:09:55Z,4193145271,347,,4193145277,233,25,4193145269,56,Back,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163273,25,5,1,1,37,dzxypx8djih58p668surbi4qm,0,87,-2,2023-04-16T00:09:38.093Z,2023-04-16T00:42:47Z,4193144609,56,Right,4193145303,233,9,4193144611,347,,,,,,,,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,
2534163445,10,1,1,1,55,agxipc0vk4rtg09amjxv10nx0,1,24.5,100,2023-04-16T00:09:55.501Z,2023-04-16T00:09:57Z,4193145341,107,,4193145347,141,84.2,4193145345,140,26.0,4193145349,212,11.6,4193145343,56,Back,4193145351,213,4.8,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163461,11,1,1,1,57,agxipc0vk4rtg09amjxv10nx0,1,26,84.2,2023-04-16T00:09:57.678Z,2023-04-16T00:58:47Z,4193145431,212,7.3,4193145427,140,24.5,4193145433,213,1.8,4193145429,141,94.7,4193145425,56,Back,,,,,,,,,,cdh996gimeb2p2bqgtdgkji1g,J. Winebrenner,,,,,,,,,,,,,,,,,,,,,,,
2534163469,12,50,1,1,58,agxipc0vk4rtg09amjxv10nx0,1,27.4,94,2023-04-16T00:09:58.446Z,2023-04-16T00:59:03Z,4193145461,285,,4193145459,56,Back,4193145741,233,26,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163517,26,7,1,1,58,dzxypx8djih58p668surbi4qm,1,72.6,6,2023-04-16T00:09:58.447Z,2023-04-16T03:10:47Z,4193145677,56,Right,4193145675,167,,4193145679,286,,4193145699,233,12,,,,,,,,,,,,,5tv4la0or9dxgp7x5vbxs94vd,C. Matthews,,,,,,,,,,,,,,,,,,,,,,,
2534202515,439,61,1,2,0,agxipc0vk4rtg09amjxv10nx0,1,54,78.8,2023-04-16T00:10:00.146Z,2023-04-16T00:59:00Z,4193355667,56,Center,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163499,13,5,1,2,0,agxipc0vk4rtg09amjxv10nx0,0,27.5,101.6,2023-04-16T00:10:00.901Z,2023-04-16T00:58:48Z,4193145569,56,Back,4193145723,233,27,4193145573,347,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,
2534163521,27,5,1,2,0,dzxypx8djih58p668surbi4qm,1,72.5,-1.6,2023-04-16T00:10:00.901Z,2023-04-16T00:42:47Z,4193145697,347,,4193145745,233,13,4193145695,56,Right,,,,,,,,,,,,,,,,5tv4la0or9dxgp7x5vbxs94vd,C. Matthews,,,,,,,,,,,,,,,,,,,,,,,
2534163599,28,1,1,2,11,dzxypx8djih58p668surbi4qm,0,70.3,0,2023-04-16T00:10:11.359Z,2023-04-16T00:10:12Z,4193146043,140,81.1,4193146047,212,14.9,4193146041,56,Right,4193146045,141,12.5,4193146049,213,0.7,4193146039,107,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,
2534163621,14,1,1,2,12,agxipc0vk4rtg09amjxv10nx0,1,7.8,69,2023-04-16T00:10:12.535Z,2023-04-16T00:59:59Z,4193146147,141,84.2,4193146141,3,,4193146149,212,11.0,4193146145,140,4.2,4193146143,56,Back,4193146151,213,1.9,,,,,,,cdh996gimeb2p2bqgtdgkji1g,J. Winebrenner,,,,,,,,,,,,,,,,,,,,,,,
2534163633,15,1,1,2,13,agxipc0vk4rtg09amjxv10nx0,0,4.2,84.2,2023-04-16T00:10:13.479Z,2023-04-16T01:00:01Z,4193146205,56,Back,4193146209,141,53.0,4193146207,140,31.4,4193146219,1,,4193146203,157,,4193146211,212,35.6,4193146217,213,5.6,,,,736jvvtkgwc3g1vooviaod33d,I. Rodriguez,,,,,,,,,,,,,,,,,,,,,,,
2534163699,16,45,1,2,19,agxipc0vk4rtg09amjxv10nx0,0,32,69.4,2023-04-16T00:10:19.200Z,2023-04-16T00:10:20Z,4193146607,233,29,4193146585,285,,4193146583,56,Back,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,
2534163695,29,3,1,2,19,dzxypx8djih58p668surbi4qm,1,68,30.6,2023-04-16T00:10:19.200Z,2023-04-16T00:10:20Z,4193146575,286,,4193146599,233,16,4193146573,56,Center,,,,,,,,,,,,,,,,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,
2534163707,30,1,1,2,19,dzxypx8djih58p668surbi4qm,0,67.5,35.5,2023-04-16T00:10:20.016Z,2023-04-16T00:10:21Z,4193146639,141,47.2,4193146635,56,Center,4193146637,140,69.0,4193146643,213,1.4,4193146641,212,8.1,,,,,,,,,,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,
2534163743,17,61,1,2,21,agxipc0vk4rtg09amjxv10nx0,1,21.6,3.6,2023-04-16T00:10:21.663Z,2023-04-16T01:00:47Z,4193147875,56,Back,,,,,,,,,,,,,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,
2534163769,31,1,1,2,25,dzxypx8djih58p668surbi4qm,1,65.3,74.5,2023-04-16T00:10:25.392Z,2023-04-16T00:10:29Z,4193146943,212,16.6,4193146945,213,0.8,4193146939,140,75.9,4193146937,56,Left,4193146941,141,92.6,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,
2534163791,32,1,1,2,29,dzxypx8djih58p668surbi4qm,0,75.9,92.6,2023-04-16T00:10:29.632Z,2023-04-16T00:59:43Z,4193147039,141,78.2,4193147035,56,Center,4193147037,140,90.0,4193147043,213,5.7,4193147041,212,17.8,,,,,,,,,,cieyupgmnxecb4emqljudrw89,A. Wright,,,,,,,,,,,,,,,,,,,,,,,
2534163797,18,61,1,2,30,agxipc0vk4rtg09amjxv10nx0,1,7.6,9.8,2023-04-16T00:10:30.943Z,2023-04-16T01:00:48Z,4193147065,56,Back,,,,,,,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,
2534163827,19,1,1,2,32,agxipc0vk4rtg09amjxv10nx0,1,14.4,37.1,2023-04-16T00:10:32.886Z,2023-04-16T01:02:07Z,4193147181,56,Back,4193147187,212,24.7,4193147191,1,,4193147183,140,37.2,4193147179,157,,4193147189,213,6.0,4193147185,141,28.2,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,
2534204925,440,61,1,2,35,agxipc0vk4rtg09amjxv10nx0,0,33.2,31,2023-04-16T00:10:35.146Z,2023-04-16T01:02:06Z,4193368431,56,Back,,,,,,,,,,,,,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,
2534163841,33,1,1,2,36,dzxypx8djih58p668surbi4qm,0,90,78.2,2023-04-16T00:10:36.440Z,2023-04-16T03:09:47Z,4193147261,141,69.6,4193147259,140,86.1,4193147263,212,7.1,4193147257,56,Center,4193147265,213,4.1,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,
2534163951,34,1,1,2,39,dzxypx8djih58p668surbi4qm,1,74.8,77.9,2023-04-16T00:10:40.080Z,2023-04-16T01:02:33Z,4193147695,140,69.4,4193147699,212,7.9,4193147701,213,2.4,4193147693,56,Left,4193147697,141,85.9,,,,,,,,,,cieyupgmnxecb4emqljudrw89,A. Wright,,,,,,,,,,,,,,,,,,,,,,,
2534205729,366,1,1,2,40,dzxypx8djih58p668surbi4qm,1,58.2,95,2023-04-16T00:10:40.146Z,2023-04-16T01:03:05Z,4193372623,140,53.8,4193372621,56,Left,4193372627,212,9.6,4193372629,213,4.2,4193372625,141,82.7,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,
2534164027,35,1,1,2,49,dzxypx8djih58p668surbi4qm,1,42.8,84.8,2023-04-16T00:10:49.697Z,2023-04-16T00:10:51Z,4193148007,141,38.6,4193148009,212,31.5,4193148005,140,45.3,4193148003,56,Back,4193148011,213,4.8,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,
2534164069,36,1,1,2,50,dzxypx8djih58p668surbi4qm,1,45.3,38.6,2023-04-16T00:10:50.944Z,2023-04-16T00:10:54Z,4193148165,141,58.4,4193148169,213,2.0,4193148167,212,14.6,4193148161,56,Back,4193148163,140,39.9,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,
2534164079,37,3,1,2,53,dzxypx8djih58p668surbi4qm,0,43.6,57,2023-04-16T00:10:53.417Z,2023-04-16T03:09:18Z,4193148219,56,Back,4193148393,233,20,4193148221,286,,,,,,,,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,
2534164117,20,7,1,2,53,agxipc0vk4rtg09amjxv10nx0,1,56.4,43,2023-04-16T00:10:53.418Z,2023-04-16T01:01:02Z,4193148377,56,Center,4193148379,285,,4193148385,233,37,,,,,,,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,
2534164119,21,49,1,2,55,agxipc0vk4rtg09amjxv10nx0,1,54.6,46.3,2023-04-16T00:10:55.590Z,2023-04-16T00:11:25Z,,,,,,,,,,,,,,,,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,
2534164171,22,13,1,3,1,agxipc0vk4rtg09amjxv10nx0,1,84.2,44.5,2023-04-16T00:11:01.223Z,2023-04-16T00:11:19Z,4193149839,230,98.2,4193149835,215,,4193149829,102,56.8,4193149841,231,47.8,4193149827,83,,4193149837,458,,4193148795,20,,4193148635,56,Center,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,4193148633,17,4193149831,103,2.8,4193148631,22,4193149833,214,,,,,,,,,,,,,,
2534164189,23,5,1,3,2,agxipc0vk4rtg09amjxv10nx0,0,101.4,61.7,2023-04-16T00:11:02.259Z,2023-04-16T00:42:47Z,4193148723,346,,4193148721,56,Center,4193148745,233,38,,,,,,,,,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,
2534164177,38,5,1,3,2,dzxypx8djih58p668surbi4qm,1,-1.4,38.3,2023-04-16T00:11:02.259Z,2023-04-16T00:11:03Z,4193148731,233,23,4193148673,346,,4193148671,56,Back,,,,,,,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,
