id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/16/value
2541230903,1,34,16,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-04-29T23:17:15.147Z,2023-04-30T01:19:45Z,4237678405,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237678395,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4237678399,59,"1, 22, 3, 12, 6, 23, 4, 55, 34, 8, 7, 2, 5, 14, 15, 16, 21, 24, 25, 31",4237815847,197,3612,4237678407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237678403,130,16,4237678393,30,"cbhcuvuqi3gxgln6n463vz9at, ejnchs99plocbhm7txy6r3s9h, cieyupgmnxecb4emqljudrw89, 6bbodw3m9bstocysxvzfuo3my, 4ullol3wa4qdi9ydgrxgxbcgl, 3esajnuok17w043qxim4s6n10, 6zzk0lgja87zs45h8btgheled, cnxanwub8nm1jokerrs83mk4q, 6e7scc2z7henelebs853mc844, 4e2l88qfahs0ey4urydb96e7e, csx5jhf4hyzld6gg790usp0wl, 5dqjfblg7soo4znl8duds0zys, 7thgvx3dppvykp3fxc9zbb845, c11wgnz0v95lj8ldtecp7wges, 19q08g2zozqldqapwyv1osxsk, 14unbiw06nt6s37k21uhfpgfe, bk59xw0wl2ou43oapb0opja0a, 8v62hppzsz2yonw60h9910iga, 8ace4czv4na5qww43srp67fv8, 6310xsm8wes34gu6654cgvmz8",4237819967,194,cbhcuvuqi3gxgln6n463vz9at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541233869,1,34,16,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-29T23:21:58.818Z,2023-04-30T00:29:08Z,4237829675,197,3627,4237693223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237693213,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4237693217,130,8,4237693221,194,d9dirjpaqkq3gga2zyeykcv6d,4237693211,30,"d9dirjpaqkq3gga2zyeykcv6d, 4aix0gos55qf4mdpld547ek7p, en29qfiuu01nsmekoqhycjo45, f5belq8ns6bvom52sbhby6d5g, 27dktxivmcqmi1lkz1vs49qi2, 11u4dj0z0p616zx9gsnil66ay, d8ypulxmosy9ulp0imw6avo5, 55di6bshvql6q8yo5c0fauw9h, bfk6fgj2z7yifd9iqwjlk4pka, cwerr3zz6pqzzzqso9dx69fjd, b9d4fqz6ezz2azklpghb9kyjt, 41a58968ocakxmmmr736re2ac, 1kqy11izfxrv487anw8dvwtm1, buyug2qwuojtuigs45exn9w5w, aywzkq0jwnhljcxewthcm40dl, 6tgxgungxafve570mazrb6uc4, 9woyfs8z3bd46kk8qwyxfdv8q, 1vm9mztp9ro7cnp6boinc7phx, 9zcl2x3h5b1cb2sf5wuarmwru, as2gs38ai4i235sz36rmvpa1g",4237693219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237693215,59,"1, 22, 14, 26, 9, 3, 7, 12, 2, 10, 33, 16, 17, 18, 20, 24, 25, 28, 30, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257209,2,32,1,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-04-30T00:08:11.163Z,2023-05-05T15:25:27Z,4237820371,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257205,2,32,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-30T00:08:11.163Z,2023-04-30T00:08:11Z,4237820351,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257231,3,1,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,50.1,50,2023-04-30T00:08:11.263Z,2023-04-30T00:08:15Z,4237820505,279,S,4237820501,212,17.4,4237820497,140,33.6,4237820503,213,3.1,4237820499,141,52.0,4237820495,56,Back,,,,,,,cwerr3zz6pqzzzqso9dx69fjd,A. Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257247,4,1,1,0,4,f1ks82wpiewyqs6h3oz9v4hzj,1,34.2,52,2023-04-30T00:08:15.420Z,2023-04-30T00:08:17Z,4237820609,213,0.6,4237820605,141,81.5,4237820599,155,,4237820601,56,Left,4237820607,212,37.4,4237820611,1,,4237820603,140,64.3,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257269,5,1,1,0,6,f1ks82wpiewyqs6h3oz9v4hzj,1,64.3,81.5,2023-04-30T00:08:17.252Z,2023-04-30T00:08:29Z,4237820741,56,Left,4237820745,141,91.6,4237820749,213,0.8,4237820743,140,71.0,4237820747,212,9.8,,,,,,,,,,bfk6fgj2z7yifd9iqwjlk4pka,T. Rodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257281,6,1,1,0,8,f1ks82wpiewyqs6h3oz9v4hzj,0,69.3,89.1,2023-04-30T00:08:19.468Z,2023-04-30T00:08:21Z,4237820797,56,Left,4237820803,212,5.8,4237820889,236,,4237820895,286,,4237820891,233,3,4237820801,141,89.1,4237820799,140,74.8,4237820805,213,0,b9d4fqz6ezz2azklpghb9kyjt,A. Hatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257291,3,74,1,0,8,dzxypx8djih58p668surbi4qm,1,29.7,17.4,2023-04-30T00:08:19.469Z,2023-04-30T00:35:24Z,4237820847,56,Back,4237820849,285,,4237820911,233,6,,,,,,,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257299,4,49,1,0,10,dzxypx8djih58p668surbi4qm,1,29.7,17.4,2023-04-30T00:08:21.790Z,2023-04-30T00:08:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257333,5,1,1,0,11,dzxypx8djih58p668surbi4qm,1,26.3,14.7,2023-04-30T00:08:22.911Z,2023-04-30T00:08:26Z,4237821129,140,29.3,4237821133,212,12.3,4237821131,141,32.2,4237821127,56,Back,4237821135,213,1.3,,,,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257383,6,1,1,0,15,dzxypx8djih58p668surbi4qm,1,27.2,47,2023-04-30T00:08:26.287Z,2023-04-30T00:08:33Z,4237821605,141,77.8,4237821609,213,1.5,4237821601,56,Back,4237821603,140,28.1,4237821607,212,21.0,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541292517,469,43,1,0,20,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-30T00:08:31.163Z,2023-04-30T00:59:11Z,4238016397,144,8,4238014805,56,Back,,,,,,,,,,,,,,,,,,,27dktxivmcqmi1lkz1vs49qi2,T. McKeown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257399,7,1,1,0,21,dzxypx8djih58p668surbi4qm,0,36.2,73.8,2023-04-30T00:08:32.926Z,2023-05-05T15:30:48Z,4237821705,213,6.2,4237821703,212,19.6,4237821701,141,70.3,4237821697,56,Center,4237821699,140,54.7,,,,,,,,,,cieyupgmnxecb4emqljudrw89,A. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541292853,391,43,1,0,22,dzxypx8djih58p668surbi4qm,1,0,0,2023-04-30T00:08:33.163Z,2023-05-05T15:30:50Z,4251804661,144,61,4238016803,56,Center,,,,,,,,,,,,,,,,,,,6e7scc2z7henelebs853mc844,A. Schlegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543877031,895,8,1,0,22,f1ks82wpiewyqs6h3oz9v4hzj,1,45.4,26.2,2023-04-30T00:08:33.920Z,2023-05-05T15:31:08Z,4251805577,384,,4251805377,56,Back,,,,,,,,,,,,,,,,,,,27dktxivmcqmi1lkz1vs49qi2,T. McKeown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257415,7,49,1,0,24,f1ks82wpiewyqs6h3oz9v4hzj,1,64.8,25.8,2023-04-30T00:08:35.829Z,2023-04-30T00:08:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cwerr3zz6pqzzzqso9dx69fjd,A. Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257439,8,61,1,0,26,f1ks82wpiewyqs6h3oz9v4hzj,0,64.3,24,2023-04-30T00:08:37.164Z,2023-04-30T00:08:37Z,4237821911,56,Center,,,,,,,,,,,,,,,,,,,,,,cwerr3zz6pqzzzqso9dx69fjd,A. Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257459,8,49,1,0,28,dzxypx8djih58p668surbi4qm,1,34.9,74.5,2023-04-30T00:08:39.357Z,2023-04-30T01:00:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257475,9,1,1,0,28,dzxypx8djih58p668surbi4qm,1,34.9,74.5,2023-04-30T00:08:39.598Z,2023-04-30T01:00:01Z,4237822119,213,3.7,4237822117,212,30.9,4237822113,140,9.3,4237822115,141,52.2,4237822111,56,Back,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257501,10,1,1,0,30,dzxypx8djih58p668surbi4qm,0,9.3,52.2,2023-04-30T00:08:41.278Z,2023-04-30T00:08:45Z,4237822295,1,,4237822291,212,43.5,4237822279,155,,4237822293,213,0.3,4237822281,56,Back,4237822285,140,48.9,4237822289,141,71.1,,,,cbhcuvuqi3gxgln6n463vz9at,A. Naeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257537,9,44,1,0,31,f1ks82wpiewyqs6h3oz9v4hzj,1,60.7,28.4,2023-04-30T00:08:42.301Z,2023-05-05T15:32:01Z,4237822487,286,,4237822485,56,Center,4237822503,233,11,,,,,,,,,,,,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257511,11,44,1,0,31,dzxypx8djih58p668surbi4qm,0,39.3,71.6,2023-04-30T00:08:42.302Z,2023-05-05T15:32:03Z,4237822317,285,,4237822315,56,Back,4237822535,233,9,,,,,,,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257543,10,1,1,0,32,f1ks82wpiewyqs6h3oz9v4hzj,0,61.9,23.7,2023-04-30T00:08:43.813Z,2023-05-05T15:32:07Z,4237822571,141,31.4,4237822575,212,6.9,4237822563,56,Center,4237822567,140,66.2,4237822577,213,0.9,4237822559,3,,,,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541257533,12,1,1,0,33,dzxypx8djih58p668surbi4qm,0,40.5,62.9,2023-04-30T00:08:44.254Z,2023-05-05T15:32:10Z,4237822475,212,5.7,4237822467,56,Back,4237822477,213,5.5,4237822473,141,56.9,4237822469,140,44.3,4237822461,3,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541293475,470,49,1,0,35,f1ks82wpiewyqs6h3oz9v4hzj,1,63.8,52,2023-04-30T00:08:46.163Z,2023-05-05T15:32:19Z,,,,,,,,,,,,,,,,,,,,,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
