id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2552737927,1,34,16,0,0,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-05-21T20:10:00.918Z,2023-05-21T21:35:33Z,4298969599,194,1yva0f096q2oqk5gz59utr42y,4298969587,30,"1yva0f096q2oqk5gz59utr42y, v0k2w41tlj0elpj7nrw68onp, bnnc9csv7qrc2xgx7yzgxlcr9, cmolam8ri93kos2rasjhnuxyi, 4j9un8594hl9gezwkdeafnbsa, 5zwpytehpeosi3sfckvkuy3md, 4b13osk9pzrosvzqt55y7o34l, 7izc8t071mkrrgvptdjru467e, f05vaz2h7sxozmvi641cf7qi1, 7in4ykzbs8p44qy4jrb10p0wl, 7w3qwzs0je6lqm4j7v3c02qga, 615vz7uoe3eiozddbe206io6h, cfx9wllh2x6ozkvqxusa3sl3p, a8dqjy4h1xsrq9afop7tatisq, 8e4jqpg6oty7im4qy4a6j1wk4, 321yjdo3gio1l33hc1pdps4wl, f3wzzxviv45cq74tftqj6m4iy, 2sylxhwmisg8f763p2t1q934k, 33u8nb0n2o6jsipw0b5r4j8mi, 16xdgkd63d47o5ieudqo4ksq2",4298969589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4298969593,59,"1, 14, 25, 17, 20, 5, 19, 13, 9, 8, 22, 2, 12, 15, 18, 21, 24, 33, 39, 46",4298969597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4298969601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4298969595,130,4,4299147261,197,14893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552739597,1,34,16,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-05-21T20:13:01.996Z,2023-05-21T21:20:47Z,4298979979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4298979967,30,"cbhcuvuqi3gxgln6n463vz9at, ejnchs99plocbhm7txy6r3s9h, cieyupgmnxecb4emqljudrw89, 6zzk0lgja87zs45h8btgheled, 4ullol3wa4qdi9ydgrxgxbcgl, 6bbodw3m9bstocysxvzfuo3my, 8v62hppzsz2yonw60h9910iga, csx5jhf4hyzld6gg790usp0wl, 8ace4czv4na5qww43srp67fv8, 6e7scc2z7henelebs853mc844, cnxanwub8nm1jokerrs83mk4q, 42k8yri0cxumhta00clvgez11, 5dqjfblg7soo4znl8duds0zys, 7thgvx3dppvykp3fxc9zbb845, 4e2l88qfahs0ey4urydb96e7e, c11wgnz0v95lj8ldtecp7wges, 14unbiw06nt6s37k21uhfpgfe, bk59xw0wl2ou43oapb0opja0a, 3esajnuok17w043qxim4s6n10, 6310xsm8wes34gu6654cgvmz8",4299144251,197,14974,4298979973,130,8,4298979977,194,cbhcuvuqi3gxgln6n463vz9at,4298979975,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4298979971,59,"1, 22, 3, 4, 6, 12, 24, 7, 25, 34, 55, 18, 2, 5, 8, 14, 16, 21, 23, 31",4298979969,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552770935,2,32,1,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-05-21T21:08:18.037Z,2023-05-21T21:08:18Z,4299148751,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552770943,2,32,1,0,0,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-05-21T21:08:18.037Z,2023-05-21T21:08:19Z,4299148779,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552770959,3,1,1,0,0,dzxypx8djih58p668surbi4qm,1,49.8,49.7,2023-05-21T21:08:18.137Z,2023-05-21T21:08:20Z,4299148885,141,48.2,4299148881,56,Back,4299148891,279,S,4299148893,278,,4299148889,213,3.3,4299148887,212,5.0,4299148883,140,45.1,,,,8ace4czv4na5qww43srp67fv8,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771057,4,1,1,0,2,dzxypx8djih58p668surbi4qm,1,45.1,48.2,2023-05-21T21:08:20.521Z,2023-05-21T21:08:28Z,4299149339,213,0.4,4299149337,212,8.8,4299149333,140,52.9,4299149331,56,Center,4299149335,141,52.8,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771061,5,4,1,0,6,dzxypx8djih58p668surbi4qm,1,56.9,52.4,2023-05-21T21:08:24.906Z,2023-05-21T21:08:27Z,4299149351,152,,4299149355,286,,4299149349,56,Center,4299149347,13,,4299149483,233,3,4299149353,265,,,,,,,,8ace4czv4na5qww43srp67fv8,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771081,3,4,1,0,6,446mp88j1vpk9iwui9fiifrp8,0,43.1,47.6,2023-05-21T21:08:24.907Z,2023-05-21T21:08:52Z,4299149433,56,Back,4299149437,265,,4299149435,152,,4299149431,13,,4299149493,233,5,4299149439,285,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771165,6,1,1,0,14,dzxypx8djih58p668surbi4qm,1,52.7,58.4,2023-05-21T21:08:32.073Z,2023-05-21T21:08:34Z,4299149891,5,,4299149895,56,Center,4299149901,212,17.1,4299149899,141,33.6,4299149903,213,4.9,4299149897,140,55.2,4299149893,152,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771195,7,1,1,0,16,dzxypx8djih58p668surbi4qm,1,55.2,33.6,2023-05-21T21:08:34.170Z,2023-05-21T21:08:38Z,4299150105,140,60.2,4299150111,212,20.2,4299150115,213,5.0,4299150107,141,4.9,4299150103,56,Right,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771203,8,1,1,0,20,dzxypx8djih58p668surbi4qm,1,60.2,4.9,2023-05-21T21:08:38.651Z,2023-05-21T21:59:17Z,4299150149,56,Right,4299150155,212,4.8,4299150151,140,58.1,4299150157,213,2.1,4299150153,141,11.1,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771227,9,1,1,0,21,dzxypx8djih58p668surbi4qm,1,58.1,11.1,2023-05-21T21:08:39.295Z,2023-05-21T21:08:41Z,4299150305,141,1.9,4299150297,56,Right,4299150301,140,66.6,4299150309,213,5.7,4299150307,212,10.9,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771237,10,1,1,0,23,dzxypx8djih58p668surbi4qm,0,66.6,1.9,2023-05-21T21:08:41.353Z,2023-05-21T21:59:22Z,4299150355,140,71.6,4299150359,212,7.2,4299150361,213,0.8,4299150357,141,9.1,4299150353,56,Right,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771229,4,8,1,0,23,446mp88j1vpk9iwui9fiifrp8,1,39.2,83.1,2023-05-21T21:08:41.717Z,2023-05-21T21:08:41Z,4299150319,56,Back,,,,,,,,,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771303,11,1,1,0,28,dzxypx8djih58p668surbi4qm,0,93.1,19.2,2023-05-21T21:08:46.137Z,2023-05-21T21:59:28Z,4299150685,2,,4299150687,155,,4299150691,140,97.1,4299150695,212,17.3,4299150689,56,Center,4299150697,213,1.3,4299150693,141,43.9,,,,8v62hppzsz2yonw60h9910iga,J. Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552771293,5,52,1,0,31,446mp88j1vpk9iwui9fiifrp8,1,5.5,50.3,2023-05-21T21:08:49.699Z,2023-05-21T21:08:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
