id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2544763047,75,1,1,6,29,b4fbmos00gxtk8qnaqsm392p5,0,4.1,10.7,2023-05-06T23:14:11.023Z,2023-05-07T00:07:13Z,4256493769,213,6.1,4256493771,1,,4256493765,141,5.6,4256493767,212,23.2,4256493755,157,,4256493763,140,25.9,4256493759,56,Back,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763067,73,1,1,6,33,446mp88j1vpk9iwui9fiifrp8,0,81,93.5,2023-05-06T23:14:15.624Z,2023-05-06T23:14:16Z,4256493911,140,91.4,4256493915,212,12.0,4256493913,141,100.0,4256493917,213,0.4,4256493909,56,Left,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763071,74,5,1,6,34,446mp88j1vpk9iwui9fiifrp8,0,91.4,100.8,2023-05-06T23:14:16.240Z,2023-05-06T23:14:17Z,4256493935,56,Left,4256493937,347,,,,,,,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763065,76,5,1,6,34,b4fbmos00gxtk8qnaqsm392p5,1,10.6,-1.2,2023-05-06T23:14:16.240Z,2023-05-07T00:10:51Z,4256493905,56,Back,4256493973,233,74,4256493907,347,,,,,,,,,,,,,,,,,b8xa1whpr8m3e5zbziz9e91bd,N. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763095,77,1,1,6,37,b4fbmos00gxtk8qnaqsm392p5,0,12.5,0,2023-05-06T23:14:18.945Z,2023-05-06T23:14:20Z,4256494079,140,31.6,4256494075,107,,4256494081,141,7.4,4256494083,212,21.0,4256494077,56,Back,4256494085,213,0.3,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763111,75,1,1,6,39,446mp88j1vpk9iwui9fiifrp8,0,80,92.7,2023-05-06T23:14:21.016Z,2023-05-06T23:14:21Z,4256494179,3,,4256494187,212,5.6,4256494183,140,79.9,4256494181,56,Left,4256494189,213,1.6,4256494185,141,100.0,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763113,76,5,1,6,39,446mp88j1vpk9iwui9fiifrp8,0,77,101,2023-05-06T23:14:21.441Z,2023-05-07T00:07:19Z,4256674269,233,78,4256494193,347,,4256494191,56,Left,,,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763115,78,5,1,6,39,b4fbmos00gxtk8qnaqsm392p5,1,23,-1,2023-05-06T23:14:21.441Z,2023-05-07T00:10:52Z,4256494197,347,,4256674261,233,76,4256494195,56,Back,,,,,,,,,,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763201,79,1,1,6,51,b4fbmos00gxtk8qnaqsm392p5,0,28.4,0,2023-05-06T23:14:32.895Z,2023-05-07T00:07:22Z,4256494747,141,13.1,4256494749,212,18.0,4256674337,107,,4256494745,140,42.9,4256494751,213,0.6,4256494743,56,Back,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763203,77,44,1,6,54,446mp88j1vpk9iwui9fiifrp8,1,58.8,85.4,2023-05-06T23:14:36.297Z,2023-05-06T23:14:38Z,4256494755,56,Left,4256494849,233,80,4256494757,286,,,,,,,,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763207,80,44,1,6,54,b4fbmos00gxtk8qnaqsm392p5,0,41.2,14.6,2023-05-06T23:14:36.298Z,2023-05-06T23:14:38Z,4256494869,233,77,4256494771,56,Back,4256494773,285,,,,,,,,,,,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763213,78,1,1,6,54,446mp88j1vpk9iwui9fiifrp8,0,60.4,83.9,2023-05-06T23:14:36.633Z,2023-05-06T23:14:37Z,4256494817,140,62.9,4256494819,141,85.1,4256494821,212,2.7,4256494813,3,,4256494815,56,Left,4256494823,213,0.3,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763219,81,61,1,6,55,b4fbmos00gxtk8qnaqsm392p5,1,42.9,13.1,2023-05-06T23:14:37.130Z,2023-05-06T23:14:38Z,4256494853,56,Back,,,,,,,,,,,,,,,,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763227,79,49,1,6,56,446mp88j1vpk9iwui9fiifrp8,1,47.9,78.7,2023-05-06T23:14:38.633Z,2023-05-06T23:14:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763233,80,1,1,6,57,446mp88j1vpk9iwui9fiifrp8,1,47.9,78.7,2023-05-06T23:14:39.017Z,2023-05-06T23:14:40Z,4256494919,140,35.2,4256494917,56,Back,4256494923,212,14.8,4256494925,213,3.6,4256494921,141,69.3,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763239,81,1,1,6,58,446mp88j1vpk9iwui9fiifrp8,0,35.2,69.3,2023-05-06T23:14:40.137Z,2023-05-06T23:14:43Z,4256494963,141,56.6,4256494961,140,46.5,4256494965,212,14.7,4256494959,56,Back,4256494967,213,5.7,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544796329,453,8,1,6,59,b4fbmos00gxtk8qnaqsm392p5,1,51.5,52.1,2023-05-06T23:14:40.721Z,2023-05-07T00:07:56Z,4256676325,56,Center,,,,,,,,,,,,,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544796387,454,49,1,7,0,b4fbmos00gxtk8qnaqsm392p5,1,52.9,54.2,2023-05-06T23:14:41.721Z,2023-05-07T00:08:04Z,,,,,,,,,,,,,,,,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544796523,455,1,1,7,2,b4fbmos00gxtk8qnaqsm392p5,0,54.2,51.2,2023-05-06T23:14:43.721Z,2023-05-07T00:11:12Z,4256677455,141,53.7,4256677451,56,Center,4256677453,140,72.4,4256677459,213,0.1,4256677457,212,19.2,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763261,82,8,1,7,3,446mp88j1vpk9iwui9fiifrp8,1,35.4,50.1,2023-05-06T23:14:44.889Z,2023-05-06T23:14:45Z,4256495091,56,Back,,,,,,,,,,,,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763271,83,49,1,7,4,446mp88j1vpk9iwui9fiifrp8,1,42.2,37.1,2023-05-06T23:14:46.032Z,2023-05-06T23:14:46Z,,,,,,,,,,,,,,,,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763279,84,1,1,7,4,446mp88j1vpk9iwui9fiifrp8,0,42,37.1,2023-05-06T23:14:46.426Z,2023-05-06T23:14:48Z,4256495153,56,Back,4256495161,212,8.1,4256495159,141,46.7,4256495157,140,37.5,4256495163,213,2.2,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544796715,456,49,1,7,5,b4fbmos00gxtk8qnaqsm392p5,1,66,53.9,2023-05-06T23:14:46.721Z,2023-05-07T00:08:37Z,,,,,,,,,,,,,,,,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763293,82,43,1,7,6,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-05-06T23:14:48.257Z,2023-05-07T00:07:59Z,4256495249,141,51.6,4256495247,140,46.0,4256676497,144,1,4256495245,56,Back,4256495251,212,0,4256495253,213,0,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544796849,457,1,1,7,7,b4fbmos00gxtk8qnaqsm392p5,1,66.4,53.3,2023-05-06T23:14:48.721Z,2023-05-07T00:08:53Z,4256679317,141,57.3,4256679319,212,10.8,4256679315,140,56.4,4256679313,56,Center,4256679321,213,2.9,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544796907,458,1,1,7,8,b4fbmos00gxtk8qnaqsm392p5,1,55.4,52.8,2023-05-06T23:14:49.721Z,2023-05-07T00:08:58Z,4256679703,140,34.5,4256679705,141,74.4,4256679701,56,Back,4256679707,212,26.4,4256679709,213,2.6,,,,,,,,,,b8xa1whpr8m3e5zbziz9e91bd,N. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763321,86,43,1,7,11,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-05-06T23:14:53.311Z,2023-05-07T00:08:56Z,4256679519,144,49,,,,,,,,,,,,,,,,,,,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763343,87,1,1,7,13,b4fbmos00gxtk8qnaqsm392p5,0,28.4,77.6,2023-05-06T23:14:55.071Z,2023-05-06T23:14:58Z,4256495501,141,78.6,4256495503,212,62.3,4256495497,56,Center,4256495507,1,,4256495505,213,0.0,4256495495,155,,4256495499,140,87.7,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763353,85,49,1,7,18,446mp88j1vpk9iwui9fiifrp8,1,17.8,16.5,2023-05-06T23:14:59.978Z,2023-05-06T23:15:00Z,,,,,,,,,,,,,,,,,,,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763365,86,1,1,7,19,446mp88j1vpk9iwui9fiifrp8,1,14.4,24.4,2023-05-06T23:15:01.002Z,2023-05-06T23:15:04Z,4256495679,213,0.8,4256495675,141,36.1,4256495677,212,10.6,4256495671,56,Back,4256495673,140,21.1,,,,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763387,87,1,1,7,22,446mp88j1vpk9iwui9fiifrp8,1,22.3,37.3,2023-05-06T23:15:04.091Z,2023-05-06T23:15:07Z,4256495801,212,21.8,4256495797,140,16.0,4256495803,213,1.9,4256495795,56,Back,4256495799,141,67.8,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763419,88,1,1,7,25,446mp88j1vpk9iwui9fiifrp8,1,23.7,69.7,2023-05-06T23:15:07.610Z,2023-05-06T23:15:11Z,4256495957,140,35.3,4256495967,213,1.0,4256495955,56,Back,4256495963,212,21.6,4256495959,141,96.0,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763423,89,1,1,7,29,446mp88j1vpk9iwui9fiifrp8,0,36.5,96.9,2023-05-06T23:15:11.594Z,2023-05-06T23:15:18Z,4256495989,140,41.7,4256495991,141,95.4,4256495993,212,5.6,4256496285,233,88,4256496291,286,,4256495987,56,Back,4256495995,213,6.1,4256496281,236,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763437,88,74,1,7,29,b4fbmos00gxtk8qnaqsm392p5,1,62.7,4.7,2023-05-06T23:15:11.595Z,2023-05-07T00:11:01Z,4256496075,56,Right,4256496077,285,,4256496293,233,89,,,,,,,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763439,89,5,1,7,32,b4fbmos00gxtk8qnaqsm392p5,0,63.2,-1.1,2023-05-06T23:15:14.144Z,2023-05-06T23:15:19Z,4256496083,56,Right,4256496329,233,90,4256496085,347,,,,,,,,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763477,90,5,1,7,32,446mp88j1vpk9iwui9fiifrp8,1,36.8,101.1,2023-05-06T23:15:14.144Z,2023-05-07T00:10:52Z,4256496309,56,Back,4256496311,347,,4256496313,233,89,,,,,,,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763577,91,1,1,7,45,446mp88j1vpk9iwui9fiifrp8,1,39.7,100,2023-05-06T23:15:27.050Z,2023-05-06T23:15:29Z,4256496895,212,11.2,4256496887,56,Back,4256496897,213,5.5,4256496885,107,,4256496893,141,90.5,4256496891,140,47.3,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763591,92,1,1,7,47,446mp88j1vpk9iwui9fiifrp8,1,47.3,90.5,2023-05-06T23:15:29.098Z,2023-05-06T23:15:31Z,4256496971,56,Back,4256496973,140,28.4,4256496977,212,19.9,4256496975,141,89.1,4256496981,213,3.2,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763615,93,1,1,7,49,446mp88j1vpk9iwui9fiifrp8,1,28.4,89.1,2023-05-06T23:15:31.243Z,2023-05-06T23:15:34Z,4256497119,212,26.2,4256497117,141,51.3,4256497121,213,4.5,4256497113,56,Back,4256497115,140,23.5,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763675,94,1,1,7,52,446mp88j1vpk9iwui9fiifrp8,1,24.4,50,2023-05-06T23:15:34.523Z,2023-05-06T23:15:40Z,4256497429,1,,4256497425,212,32.9,4256497427,213,5.3,4256497419,56,Back,4256497423,141,10.9,4256497421,140,42.8,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763679,95,1,1,7,58,446mp88j1vpk9iwui9fiifrp8,0,43.5,8.8,2023-05-06T23:15:40.715Z,2023-05-06T23:15:44Z,4256497449,56,Right,4256497447,155,,4256497457,213,6.3,4256497453,141,8.5,4256497451,140,73.8,4256497455,212,31.8,,,,,,,v0k2w41tlj0elpj7nrw68onp,N. Kuikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763691,90,8,1,8,1,b4fbmos00gxtk8qnaqsm392p5,1,23.8,88.8,2023-05-06T23:15:42.833Z,2023-05-06T23:15:43Z,4256497507,56,Back,4256497535,15,,,,,,,,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763709,91,49,1,8,2,b4fbmos00gxtk8qnaqsm392p5,1,25.1,89.6,2023-05-06T23:15:44.464Z,2023-05-06T23:15:44Z,,,,,,,,,,,,,,,,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763723,92,1,1,8,3,b4fbmos00gxtk8qnaqsm392p5,1,30.9,92.9,2023-05-06T23:15:45.393Z,2023-05-06T23:15:47Z,4256497641,141,74.1,4256497645,213,4.6,4256497639,140,29.6,4256497643,212,12.9,4256497637,56,Back,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763731,93,1,1,8,6,b4fbmos00gxtk8qnaqsm392p5,1,33.7,72.8,2023-05-06T23:15:47.841Z,2023-05-06T23:15:49Z,4256497717,141,56.1,4256497719,212,14.5,4256497721,213,4.0,4256497713,56,Back,4256497715,140,25.1,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763761,94,1,1,8,7,b4fbmos00gxtk8qnaqsm392p5,1,25.1,56.1,2023-05-06T23:15:49.473Z,2023-05-06T23:15:52Z,4256497865,212,17.3,4256497867,213,1.5,4256497863,141,81.5,4256497859,56,Back,4256497861,140,26.5,,,,,,,,,,1p3bwk03ay87hp2nwrl3tfxwq,K. Kurtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763775,95,1,1,8,10,b4fbmos00gxtk8qnaqsm392p5,1,30,79.5,2023-05-06T23:15:52.017Z,2023-05-06T23:15:53Z,4256497971,56,Back,4256497977,141,68.4,4256497975,140,39.4,4256497983,213,5.6,4256497979,212,12.4,,,,,,,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763791,96,1,1,8,12,b4fbmos00gxtk8qnaqsm392p5,1,39.4,68.4,2023-05-06T23:15:53.793Z,2023-05-06T23:15:56Z,4256498071,140,27.7,4256498069,56,Back,4256498073,141,81.6,4256498077,213,2.5,4256498075,212,15.2,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763801,97,1,1,8,14,b4fbmos00gxtk8qnaqsm392p5,1,30,79.2,2023-05-06T23:15:56.289Z,2023-05-06T23:15:59Z,4256498163,140,39.1,4256498165,141,60.0,4256498161,56,Back,4256498169,213,5.3,4256498167,212,16.2,,,,,,,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763815,98,1,1,8,17,b4fbmos00gxtk8qnaqsm392p5,1,33.2,66.3,2023-05-06T23:15:59.025Z,2023-05-06T23:16:00Z,4256498253,140,32.4,4256498255,141,88.2,4256498251,56,Back,4256498259,213,1.6,4256498257,212,14.9,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763825,99,1,1,8,18,b4fbmos00gxtk8qnaqsm392p5,1,32.4,88.2,2023-05-06T23:16:00.529Z,2023-05-06T23:16:04Z,4256498359,212,13.4,4256498357,141,91.5,4256498361,213,0.2,4256498355,140,45.0,4256498353,56,Back,,,,,,,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763835,100,1,1,8,22,b4fbmos00gxtk8qnaqsm392p5,1,45,91.5,2023-05-06T23:16:03.889Z,2023-05-06T23:16:05Z,4256498411,140,40.2,4256498413,141,70.8,4256498409,56,Back,4256498417,213,4.4,4256498415,212,15.0,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763837,101,50,1,8,23,b4fbmos00gxtk8qnaqsm392p5,1,35.9,73.6,2023-05-06T23:16:05.249Z,2023-05-06T23:16:06Z,4256498421,56,Back,4256498489,233,96,4256498423,286,,,,,,,,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763841,96,7,1,8,23,446mp88j1vpk9iwui9fiifrp8,0,64.1,26.4,2023-05-06T23:16:05.250Z,2023-05-06T23:16:07Z,4256498429,56,Center,4256498473,233,101,4256498477,285,,,,,,,,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763869,102,1,1,8,26,b4fbmos00gxtk8qnaqsm392p5,1,43.5,72,2023-05-06T23:16:08.225Z,2023-05-06T23:16:10Z,4256498651,140,41.2,4256498653,141,89.6,4256498649,56,Back,4256498657,213,1.8,4256498655,212,12.2,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763915,103,1,1,8,28,b4fbmos00gxtk8qnaqsm392p5,1,44.1,89.9,2023-05-06T23:16:10.177Z,2023-05-06T23:16:16Z,4256498905,212,23.5,4256498901,141,75.5,4256498893,56,Back,4256498897,140,23.8,4256498909,213,3.6,,,,,,,,,,817x7baq69b1tnrtminbjf3zd,M. Speck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763923,104,1,1,8,34,b4fbmos00gxtk8qnaqsm392p5,0,35.2,70.8,2023-05-06T23:16:15.873Z,2023-05-06T23:16:17Z,4256498951,155,,4256498955,140,63.1,4256498953,56,Center,4256498963,1,,4256498959,212,39.5,4256498957,141,31.9,4256498961,213,5.5,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763929,97,49,1,8,36,446mp88j1vpk9iwui9fiifrp8,1,45.1,63.6,2023-05-06T23:16:18.236Z,2023-05-06T23:16:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763975,98,1,1,8,37,446mp88j1vpk9iwui9fiifrp8,1,45.4,63.4,2023-05-06T23:16:19.660Z,2023-05-06T23:16:25Z,4256499283,56,Left,4256499287,141,83.0,4256499285,140,73.6,4256499293,1,,4256499291,213,0.4,4256499289,212,32.5,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763977,99,3,1,8,43,446mp88j1vpk9iwui9fiifrp8,0,88.6,82.7,2023-05-06T23:16:25.088Z,2023-05-06T23:16:27Z,4256499297,56,Left,4256499299,286,,4256499369,233,105,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544763985,105,7,1,8,43,b4fbmos00gxtk8qnaqsm392p5,0,11.4,17.3,2023-05-06T23:16:25.089Z,2023-05-06T23:16:26Z,4256499339,233,99,4256499329,56,Back,4256499331,285,,,,,,,,,,,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764025,100,1,1,8,47,446mp88j1vpk9iwui9fiifrp8,1,92.8,83.6,2023-05-06T23:16:29.309Z,2023-05-06T23:16:33Z,4256499587,56,Left,4256499589,140,84.9,4256499591,141,97.2,4256499595,213,2.3,4256499593,212,12.4,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764035,101,1,1,8,51,446mp88j1vpk9iwui9fiifrp8,1,77.4,95.7,2023-05-06T23:16:33.533Z,2023-05-06T23:16:34Z,4256499649,140,75.6,4256499647,56,Left,4256499653,212,9.7,4256499655,213,4.5,4256499651,141,81.7,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764067,102,1,1,8,53,446mp88j1vpk9iwui9fiifrp8,1,75.6,81.7,2023-05-06T23:16:34.765Z,2023-05-06T23:16:37Z,4256499807,140,72.8,4256499809,141,96.6,4256499813,213,1.9,4256499805,56,Left,4256499811,212,10.5,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764095,103,1,1,8,55,446mp88j1vpk9iwui9fiifrp8,1,69.2,95.3,2023-05-06T23:16:37.582Z,2023-05-06T23:16:42Z,4256499967,140,44.7,4256499965,56,Back,4256499971,212,26.9,4256499973,213,3.4,4256499969,141,83.8,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764115,104,1,1,9,0,446mp88j1vpk9iwui9fiifrp8,1,53.8,80,2023-05-06T23:16:42.525Z,2023-05-06T23:16:46Z,4256500155,212,12.5,4256500149,56,Center,4256500157,213,5.6,4256500151,140,62.7,4256500153,141,67.9,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764129,105,1,1,9,4,446mp88j1vpk9iwui9fiifrp8,1,65.4,71.5,2023-05-06T23:16:45.917Z,2023-05-06T23:16:47Z,4256500237,212,19.9,4256500239,213,1.1,4256500231,56,Left,4256500235,141,97.8,4256500233,140,73.8,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544764167,106,1,1,9,5,446mp88j1vpk9iwui9fiifrp8,0,73.8,96.5,2023-05-06T23:16:47.373Z,2023-05-06T23:16:53Z,4256500455,212,28.1,4256500451,141,69.3,4256500449,140,94.0,4256500447,56,Center,4256500457,213,5.6,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
