id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2541218149,1,34,16,0,0,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-29T22:47:33.801Z,2023-04-29T23:44:07Z,4237753913,197,10599,4237611441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237611437,194,1zjvb0kej2m1kp1sl0hw8tmuh,4237611427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4237611433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237611425,30,"2e8med2swmjdv0uck4hmz4s4q, 7hrw0exutge376ai2uf6frw4q, 6zvfcc67po0ofvl1twrv13tg5, 1zjvb0kej2m1kp1sl0hw8tmuh, esz6xzkinz76pk8edmsjwldzo, 5rtm5d6v7nfqjh9ahayyc1bkl, 9tbrhbbmfxq8l363kybl4g7ah, asfd5wkedz1u29xt37r6or4rt, 4f0zm6i0gg260zvicbviqsdn8, v0q4f70xrc8ylwip5lfva5ed, 3v2uqzotxtogavxgqpe7plene, egntdpd5mpnv6i8n8uv4yolhx, brs2knmydegipvthtwu6xwqac, 347h4639fjw27rx29j0we0q5m, 3svqubb2pdx77fopvm9tfc7x0, amls5kykb1h1c9b1mpiue3i6t, 741s72n2a9z9o8lbcz3jx8gyd, 26d7uj41yx6no1oc3izr0rys5, 7gslai7b2mkllvzelqo0rknvt, cg742b2p33p8uuomo365c5h5g",4237611429,59,"1, 2, 16, 6, 15, 20, 8, 7, 22, 77, 5, 3, 9, 19, 21, 25, 27, 29, 44, 99",4237611431,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541219815,1,34,16,0,0,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-04-29T22:51:24.588Z,2023-04-29T23:41:08Z,4237620577,30,"8btgs1e799s3xyjfqloeg2iju, dwwgrimn3ddecp5kllvsdga8l, 7lt9nze7e2mk2hlp9dkvabkyd, 93d5k82qrmjr894k2hp5aril1, 5kx524x345idecr205u9oopd6, 74uudh34v23m2z9gy5tdppxey, k8a5k4deho4rktyk7t6waac, 3aj7p478dcuat6tz8096sq8dl, 78i4mxu4hxwp995udteweftgp, 4apwozsvcd68ki0o3469ftht6, 29vjl1iba9rz14yd1g9qi4pn9, 97ssez228adiao5teqah0uqc5, e2drffyibnqhyo0sou3zahdsk, auxh2h28s4f16tb34cnue0bmx, 46r9yf1huh29ri0sbx0yum6ll, 7njoaie052f065a469qkcg7is, 58ggl2oa2ucyrv91ofv44ump6, 349m08nptx7matql2hebn5t78, 1wax6m4sngx7kwd55ce1xha3u, 7v6cr5ohzfbu6gf0dvw05q8h6",4237620589,194,7lt9nze7e2mk2hlp9dkvabkyd,4237620583,59,"91, 11, 3, 10, 4, 17, 34, 2, 9, 8, 15, 7, 12, 13, 18, 19, 20, 22, 23, 25",4237620585,130,8,4237620587,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4237620579,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4237735761,197,14891,4237620591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243221,2,32,1,0,0,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-29T23:40:03.943Z,2023-05-05T16:50:13Z,4237740099,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243227,2,32,1,0,0,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-04-29T23:40:03.943Z,2023-04-29T23:40:06Z,4237740107,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243239,3,1,1,0,0,dtucewmt49th1p4selfutmnmc,1,50.5,49.7,2023-04-29T23:40:04.043Z,2023-04-30T00:28:07Z,4237740191,279,S,4237740187,212,17.0,4237740185,141,41.5,4237740183,140,35.2,4237740189,213,3.5,4237740181,56,Back,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243269,4,1,1,0,2,dtucewmt49th1p4selfutmnmc,1,36.8,40.7,2023-04-29T23:40:06.584Z,2023-04-30T00:28:09Z,4237740329,56,Left,4237740331,140,74.4,4237740339,1,,4237740333,141,80.2,4237740335,212,47.8,4237740337,213,0.6,4237740327,155,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243273,5,61,1,0,3,dtucewmt49th1p4selfutmnmc,0,74.1,79.7,2023-04-29T23:40:07.872Z,2023-04-30T00:40:31Z,4237740361,56,Left,,,,,,,,,,,,,,,,,,,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243287,3,1,1,0,4,bl53jk6zlfe5f583pil7xzwi5,1,19.8,16.3,2023-04-29T23:40:08.736Z,2023-05-05T16:55:52Z,4237740431,140,25.5,4237740437,213,0.9,4237740429,56,Back,4237740435,212,10.2,4237740433,141,28.5,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243539,6,49,1,0,5,bl53jk6zlfe5f583pil7xzwi5,1,29,26.6,2023-04-29T23:40:09.053Z,2023-04-30T00:28:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243581,7,1,1,0,6,bl53jk6zlfe5f583pil7xzwi5,1,29,26.6,2023-04-29T23:40:10.510Z,2023-05-05T16:56:43Z,4237741967,141,30.4,4237741969,212,7.8,4237741971,213,2.8,4237741963,56,Back,4237741965,140,22.0,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243325,6,43,1,0,6,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-29T23:40:10.906Z,2023-05-05T16:56:37Z,4237740645,56,Center,4252042815,144,61,,,,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243319,4,1,1,0,7,bl53jk6zlfe5f583pil7xzwi5,0,22.2,30.4,2023-04-29T23:40:11.165Z,2023-05-05T16:56:47Z,4237740625,141,0.0,4237740623,140,28.2,4237740629,213,5.0,4237740621,56,Back,4237740627,212,22.9,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243329,5,5,1,0,9,bl53jk6zlfe5f583pil7xzwi5,0,32,-1.8,2023-04-29T23:40:13.883Z,2023-04-29T23:40:38Z,4237740653,347,,4237741767,233,7,4237740651,56,Back,,,,,,,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243537,7,5,1,0,9,dtucewmt49th1p4selfutmnmc,1,68,101.8,2023-04-29T23:40:13.883Z,2023-04-30T00:08:39Z,4237741727,347,,4237741735,233,5,4237741725,56,Left,,,,,,,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243561,8,1,1,0,34,dtucewmt49th1p4selfutmnmc,1,65,100,2023-04-29T23:40:37.992Z,2023-04-29T23:40:39Z,4237741873,213,4.7,4237741865,56,Left,4237741863,107,,4237741869,141,89.7,4237741871,212,7.6,4237741867,140,64.6,,,,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243579,9,1,1,0,35,dtucewmt49th1p4selfutmnmc,1,64.6,89.7,2023-04-29T23:40:39.688Z,2023-04-29T23:40:40Z,4237741955,141,95.7,4237741953,140,63.7,4237741959,213,1.8,4237741951,56,Left,4237741957,212,4.2,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243585,10,1,1,0,36,dtucewmt49th1p4selfutmnmc,0,64.1,95.6,2023-04-29T23:40:40.616Z,2023-05-06T08:37:14Z,4237741983,141,95.0,4252050321,236,,4237741985,212,1.1,4237741981,140,65.1,4252050323,286,,4253418959,233,866,4237741987,213,5.9,4237741979,56,Left,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543922391,866,74,1,0,36,bl53jk6zlfe5f583pil7xzwi5,1,28.1,8.1,2023-04-29T23:40:40.617Z,2023-05-06T08:37:14Z,4252050795,56,Back,4253418977,233,10,4252050797,285,,,,,,,,,,,,,,,,,k8a5k4deho4rktyk7t6waac,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243617,8,49,1,0,37,bl53jk6zlfe5f583pil7xzwi5,1,37.5,4.2,2023-04-29T23:40:41.597Z,2023-05-05T16:59:35Z,,,,,,,,,,,,,,,,,,,,,,,,,k8a5k4deho4rktyk7t6waac,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243643,9,1,1,0,38,bl53jk6zlfe5f583pil7xzwi5,0,37.5,4.2,2023-04-29T23:40:42.336Z,2023-05-05T16:59:36Z,4237742351,141,9.5,4237742349,140,63.0,4237742355,213,0.1,4237742353,212,27.0,4237742347,56,Right,,,,,,,,,,k8a5k4deho4rktyk7t6waac,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243613,11,8,1,0,39,dtucewmt49th1p4selfutmnmc,1,55.8,82.2,2023-04-29T23:40:43.096Z,2023-05-05T17:00:11Z,4237742191,56,Left,4252051223,384,,,,,,,,,,,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243637,12,49,1,0,41,dtucewmt49th1p4selfutmnmc,1,34.2,87.4,2023-04-29T23:40:45.424Z,2023-05-05T17:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243655,13,1,1,0,42,dtucewmt49th1p4selfutmnmc,1,34.2,87.4,2023-04-29T23:40:46.488Z,2023-04-29T23:40:47Z,4237742417,213,4.4,4237742409,56,Back,4237742411,140,30.1,4237742415,212,15.4,4237742413,141,65.7,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243681,14,1,1,0,43,dtucewmt49th1p4selfutmnmc,1,32.8,60.2,2023-04-29T23:40:47.688Z,2023-04-29T23:40:49Z,4237742547,213,4.6,4237742541,140,31.7,4237742545,212,14.4,4237742539,56,Back,4237742543,141,39.1,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243721,15,1,1,0,45,dtucewmt49th1p4selfutmnmc,1,31.7,39.1,2023-04-29T23:40:49.465Z,2023-04-29T23:40:52Z,4237742741,213,1.8,4237742737,141,62.6,4237742735,140,27.7,4237742733,56,Back,4237742739,212,16.5,,,,,,,,,,esz6xzkinz76pk8edmsjwldzo,J. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243737,16,1,1,0,48,dtucewmt49th1p4selfutmnmc,1,29.9,67.5,2023-04-29T23:40:52.216Z,2023-04-29T23:40:54Z,4237742837,141,91.5,4237742841,213,1.3,4237742839,212,16.9,4237742833,56,Back,4237742835,140,33.9,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243755,17,1,1,0,50,dtucewmt49th1p4selfutmnmc,0,34.1,90.6,2023-04-29T23:40:54.665Z,2023-04-29T23:40:56Z,4237742949,212,37.6,4237742943,56,Left,4237742945,140,69.6,4237742953,1,,4237742947,141,83.0,4237742951,213,6.1,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243765,10,8,1,0,53,bl53jk6zlfe5f583pil7xzwi5,1,26.2,18.3,2023-04-29T23:40:57.093Z,2023-05-05T17:00:40Z,4252053223,383,,4237743027,56,Back,,,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243813,11,61,1,0,56,bl53jk6zlfe5f583pil7xzwi5,0,25.3,9.8,2023-04-29T23:41:00.599Z,2023-05-05T17:01:14Z,4237743257,56,Back,,,,,,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243827,18,43,1,0,56,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-29T23:41:00.600Z,2023-05-05T17:01:12Z,4252054571,144,7,4237743317,56,Left,4237743331,233,11,4237743321,286,0,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
