id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2541243833,19,1,1,0,57,dtucewmt49th1p4selfutmnmc,0,61.2,96.3,2023-04-29T23:41:01.672Z,2023-04-29T23:41:02Z,4237743361,212,17.5,4237743359,141,100.0,4237743357,140,77.5,4237743355,56,Left,4237743363,213,0.2,4237743353,157,,4237743365,1,,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243913,12,5,1,0,58,bl53jk6zlfe5f583pil7xzwi5,1,25.1,-1.2,2023-04-29T23:41:01.981Z,2023-04-29T23:41:09Z,4237743781,233,20,4237743757,347,,4237743755,56,Back,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243837,20,5,1,0,58,dtucewmt49th1p4selfutmnmc,0,74.9,101.2,2023-04-29T23:41:01.981Z,2023-04-30T00:08:40Z,4237743807,233,12,4237743381,347,,4237743379,56,Left,,,,,,,,,,,,,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243959,13,1,1,1,7,bl53jk6zlfe5f583pil7xzwi5,1,33.8,0,2023-04-29T23:41:11.909Z,2023-05-05T17:01:42Z,4237744029,141,23.5,4237744031,212,24.4,4237744035,1,,4237744023,107,,4237744033,213,0.8,4237744025,56,Center,4237744027,140,50.4,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243981,14,1,1,1,11,bl53jk6zlfe5f583pil7xzwi5,1,48.3,23,2023-04-29T23:41:15.117Z,2023-05-05T17:02:01Z,4237744197,56,Back,4252056781,155,,4237744201,141,38.9,4237744205,213,2.5,4237744203,212,18.2,4237744199,140,34.3,,,,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243985,15,1,1,1,14,bl53jk6zlfe5f583pil7xzwi5,0,31.7,44.2,2023-04-29T23:41:18.581Z,2023-04-30T00:29:55Z,4237744237,212,34.9,4237744231,56,Center,4237744229,155,,4237744239,213,0.6,4237744233,140,59.9,4237744235,141,71.3,4237744241,1,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541243999,21,49,1,1,15,dtucewmt49th1p4selfutmnmc,1,34.8,24.7,2023-04-29T23:41:19.408Z,2023-05-05T17:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244043,22,1,1,1,16,dtucewmt49th1p4selfutmnmc,1,34.8,24.7,2023-04-29T23:41:20.744Z,2023-04-29T23:41:23Z,4237744507,141,53.3,4237744505,140,14.5,4237744503,56,Back,4237744509,212,28.9,4237744511,213,2.4,,,,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244063,23,1,1,1,19,dtucewmt49th1p4selfutmnmc,1,14.4,56.6,2023-04-29T23:41:23.736Z,2023-04-29T23:41:27Z,4237744591,56,Back,4237744599,212,13.4,4237744603,213,0.6,4237744593,140,24.6,4237744595,141,68.4,,,,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244083,24,1,1,1,23,dtucewmt49th1p4selfutmnmc,1,26.8,60.3,2023-04-29T23:41:27.112Z,2023-04-29T23:41:29Z,4237744701,141,34.9,4237744697,56,Back,4237744703,212,17.4,4237744705,213,4.8,4237744699,140,28.6,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244107,25,1,1,1,25,dtucewmt49th1p4selfutmnmc,1,33.6,34.6,2023-04-29T23:41:29.543Z,2023-04-29T23:41:32Z,4237744821,141,23.3,4237744825,213,5.5,4237744823,212,11.1,4237744819,140,41.2,4237744817,56,Back,,,,,,,,,,esz6xzkinz76pk8edmsjwldzo,J. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244109,26,50,1,1,28,dtucewmt49th1p4selfutmnmc,1,40.2,25.3,2023-04-29T23:41:31.980Z,2023-04-29T23:41:35Z,4237744907,233,16,4237744829,56,Back,4237744831,286,,,,,,,,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244121,16,7,1,1,28,bl53jk6zlfe5f583pil7xzwi5,1,59.8,74.7,2023-04-29T23:41:31.981Z,2023-05-05T17:02:47Z,4237744879,285,,4252058777,383,,4237744877,56,Center,4237744901,233,26,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244125,17,49,1,1,29,bl53jk6zlfe5f583pil7xzwi5,1,64.8,77.7,2023-04-29T23:41:33.014Z,2023-05-05T17:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244173,18,1,1,1,30,bl53jk6zlfe5f583pil7xzwi5,0,66.6,75.2,2023-04-29T23:41:34.476Z,2023-04-29T23:41:37Z,4237745099,212,24.8,4237745097,141,47.5,4237745101,213,5.4,4237745095,140,81.9,4237745093,56,Center,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244183,27,49,1,1,34,dtucewmt49th1p4selfutmnmc,1,18.4,46,2023-04-29T23:41:38.520Z,2023-04-29T23:41:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244197,28,1,1,1,35,dtucewmt49th1p4selfutmnmc,1,17,47.2,2023-04-29T23:41:39.255Z,2023-04-29T23:41:40Z,4237745257,213,2.8,4237745251,140,2.9,4237745253,141,55.7,4237745255,212,15.9,4237745249,56,Back,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244237,29,1,1,1,36,dtucewmt49th1p4selfutmnmc,1,2.9,55.7,2023-04-29T23:41:40.008Z,2023-04-29T23:41:42Z,4237745433,56,Back,4237745435,140,12.4,4237745439,212,21.8,4237745441,213,1.1,4237745437,141,84.2,,,,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244271,30,1,1,1,38,dtucewmt49th1p4selfutmnmc,0,14.1,89.6,2023-04-29T23:41:42.584Z,2023-05-05T17:03:14Z,4237745603,56,Left,4237745621,213,0.0,4237745615,212,57.1,4237745611,141,90.9,4237745607,140,68.5,4237745625,1,,4252059899,155,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244277,19,49,1,1,42,bl53jk6zlfe5f583pil7xzwi5,1,35,16.5,2023-04-29T23:41:46.381Z,2023-05-05T17:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244349,20,1,1,1,43,bl53jk6zlfe5f583pil7xzwi5,1,35,16.5,2023-04-29T23:41:47.540Z,2023-04-29T23:41:52Z,4237745899,56,Back,4237745907,213,2.6,4237745901,140,9.1,4237745909,1,,4237745903,141,42.1,4237745905,212,32.3,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244443,21,1,1,1,48,bl53jk6zlfe5f583pil7xzwi5,1,9.2,40.8,2023-04-29T23:41:52.141Z,2023-04-29T23:41:59Z,4237746375,212,16.8,4237746373,141,16.3,4237746377,213,4.9,4237746369,56,Back,4237746371,140,11.5,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244511,22,1,1,1,55,bl53jk6zlfe5f583pil7xzwi5,1,16.5,13.3,2023-04-29T23:41:59.557Z,2023-04-29T23:42:03Z,4237746769,213,1.7,4237746761,56,Back,4237746765,141,45.6,4237746763,140,13.1,4237746767,212,22.3,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244575,23,1,1,1,59,bl53jk6zlfe5f583pil7xzwi5,1,13.1,47.2,2023-04-29T23:42:03.260Z,2023-04-29T23:42:08Z,4237747049,141,76.1,4237747053,213,1.2,4237747047,140,19.7,4237747045,56,Back,4237747051,212,20.8,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244611,24,1,1,2,4,bl53jk6zlfe5f583pil7xzwi5,1,19.9,76.3,2023-04-29T23:42:08.780Z,2023-04-29T23:42:10Z,4237747197,213,0.5,4237747191,140,36.3,4237747195,212,19.8,4237747189,56,Back,4237747193,141,90.7,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244665,25,1,1,2,6,bl53jk6zlfe5f583pil7xzwi5,0,36.3,90.7,2023-04-29T23:42:10.053Z,2023-04-29T23:42:13Z,4237747379,212,29.7,4237747381,213,5.3,4237747377,141,55.5,4237747375,140,53.1,4237747373,56,Center,,,,,,,,,,29vjl1iba9rz14yd1g9qi4pn9,M. Rapinoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541244663,31,49,1,2,8,dtucewmt49th1p4selfutmnmc,1,44.8,46.3,2023-04-29T23:42:12.759Z,2023-04-29T23:42:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
