id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/12/value,assist
2527126431,166,1,1,16,59,bl53jk6zlfe5f583pil7xzwi5,1,12.2,44,2023-04-02T01:34:50.455Z,2023-04-02T01:34:52Z,4155745969,3,,4155745979,212,8.4,4155745971,56,Back,4155745977,141,51.0,4155745973,140,18.8,4155745981,213,0.6,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126437,167,49,1,17,1,bl53jk6zlfe5f583pil7xzwi5,1,19.5,50.3,2023-04-02T01:34:51.990Z,2023-04-02T01:35:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126475,168,1,1,17,2,bl53jk6zlfe5f583pil7xzwi5,1,19.5,50.3,2023-04-02T01:34:52.678Z,2023-04-02T01:35:38Z,4155746185,213,5.7,4155746177,56,Back,4155746181,141,42.1,4155746183,212,10.6,4155746179,140,28.1,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126533,169,1,1,17,4,bl53jk6zlfe5f583pil7xzwi5,1,27,37.9,2023-04-02T01:34:55.062Z,2023-04-02T01:34:59Z,4155746455,141,22.1,4155746451,56,Back,4155746459,213,4.0,4155746453,140,17.3,4155746457,212,14.8,,,,,,,,,,4j3kopvvd3iej6p4h9z36giqd,R. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126557,170,1,1,17,8,bl53jk6zlfe5f583pil7xzwi5,1,17.9,21.7,2023-04-02T01:34:58.918Z,2023-04-04T14:13:49Z,4155746555,140,41.8,4155746557,141,35.8,4163402903,155,,4155746559,212,26.9,4155746561,213,0.4,4155746553,56,Back,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126579,171,1,1,17,9,bl53jk6zlfe5f583pil7xzwi5,1,40.3,34.9,2023-04-02T01:35:00.246Z,2023-04-02T01:35:03Z,4155746685,141,34.3,4155746689,213,3.2,4155746681,56,Back,4155746683,140,33.7,4155746687,212,6.9,,,,,,,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126605,172,1,1,17,12,bl53jk6zlfe5f583pil7xzwi5,1,33.1,37,2023-04-02T01:35:02.934Z,2023-04-02T01:35:05Z,4155746851,141,40.7,4155746849,140,19.6,4155746853,212,14.4,4155746857,213,3.0,4155746847,56,Back,,,,,,,,,,4j3kopvvd3iej6p4h9z36giqd,R. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126641,173,1,1,17,14,bl53jk6zlfe5f583pil7xzwi5,1,19.7,40.4,2023-04-02T01:35:05.222Z,2023-04-02T01:35:07Z,4155747031,212,18.5,4155747027,140,18.2,4155747029,141,67.5,4155747025,56,Back,4155747033,213,1.7,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126667,174,1,1,17,17,bl53jk6zlfe5f583pil7xzwi5,1,18.7,68.1,2023-04-02T01:35:07.718Z,2023-04-02T01:35:10Z,4155747151,56,Back,4155747159,213,1.1,4155747155,141,84.9,4155747157,212,12.7,4155747153,140,23.9,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126727,175,1,1,17,19,bl53jk6zlfe5f583pil7xzwi5,1,24.3,85.2,2023-04-02T01:35:10.390Z,2023-04-02T01:35:17Z,4155747471,213,4.4,4155747469,212,30.3,4155747463,56,Back,4155747465,140,14.6,4155747467,141,43.3,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126757,176,1,1,17,28,bl53jk6zlfe5f583pil7xzwi5,1,14.1,40.1,2023-04-02T01:35:19.414Z,2023-04-02T01:35:21Z,4155747647,56,Back,4155747653,212,11.4,4155747649,140,16.8,4155747651,141,56.3,4155747655,213,1.3,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126823,177,1,1,17,30,bl53jk6zlfe5f583pil7xzwi5,1,18.1,54.2,2023-04-02T01:35:20.870Z,2023-04-02T01:35:24Z,4155747923,213,5.1,4155747919,141,17.0,4155747915,56,Back,4155747917,140,27.0,4155747921,212,27.0,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126839,178,1,1,17,33,bl53jk6zlfe5f583pil7xzwi5,0,27.7,16.1,2023-04-02T01:35:24.599Z,2023-04-02T01:35:25Z,4155748009,213,6.2,4155748003,140,44.1,4155747999,155,,4155748001,56,Back,4155748005,141,14.8,4155748007,212,17.2,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126883,147,1,1,17,37,bgkfdckqfqnfbmecbtz03n76d,0,57.9,86,2023-04-02T01:35:27.704Z,2023-04-02T02:15:17Z,4155748147,3,,4155748153,141,100.0,4155748157,213,0.8,4155748149,56,Left,4155748151,140,66.8,4155748155,212,14.1,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126891,148,5,1,17,38,bgkfdckqfqnfbmecbtz03n76d,0,66.7,101,2023-04-02T01:35:29.046Z,2023-04-02T02:23:21Z,4155748181,56,Left,4155748323,233,179,4155748183,347,,,,,,,,,,,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527126919,179,5,1,17,38,bl53jk6zlfe5f583pil7xzwi5,1,33.3,-1,2023-04-02T01:35:29.046Z,2023-04-02T02:15:18Z,4155748295,56,Back,4155748319,233,148,4155748297,347,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127045,180,1,1,17,50,bl53jk6zlfe5f583pil7xzwi5,1,34,0,2023-04-02T01:35:40.798Z,2023-04-04T14:15:00Z,4155749017,56,Back,4155749025,213,1.2,4155749021,141,14.5,4163404637,189,,4155749015,107,,4155749023,212,11.1,4155749019,140,37.4,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127061,181,1,1,17,51,bl53jk6zlfe5f583pil7xzwi5,1,37.3,13.6,2023-04-02T01:35:42.150Z,2023-04-04T14:15:23Z,4155749107,140,33.7,4163404681,189,,4155749111,212,7.0,4155749105,56,Back,4155749113,213,4.1,4155749109,141,5.0,,,,,,,4j3kopvvd3iej6p4h9z36giqd,R. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127079,182,1,1,17,55,bl53jk6zlfe5f583pil7xzwi5,1,33.7,4.9,2023-04-02T01:35:45.990Z,2023-04-02T01:35:47Z,4155749193,140,24.1,4155749197,212,10.2,4155749195,141,7.6,4155749199,213,3.0,4155749191,56,Back,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127093,183,1,1,17,56,bl53jk6zlfe5f583pil7xzwi5,1,23.7,7,2023-04-02T01:35:47.254Z,2023-04-02T01:35:48Z,4155749277,141,3.5,4155749273,56,Back,4155749281,213,6.0,4155749275,140,31.6,4155749279,212,8.6,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127105,184,1,1,17,58,bl53jk6zlfe5f583pil7xzwi5,1,32,3.4,2023-04-02T01:35:48.614Z,2023-04-02T01:35:50Z,4155749349,213,0.8,4155749343,140,37.0,4155749341,56,Back,4155749345,141,11.5,4155749347,212,7.6,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127123,185,1,1,17,59,bl53jk6zlfe5f583pil7xzwi5,1,36.8,10.9,2023-04-02T01:35:50.134Z,2023-04-02T01:35:51Z,4155749439,140,29.1,4155749447,212,8.1,4155749449,213,3.2,4155749437,56,Back,4155749443,141,10.7,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127143,186,1,1,18,0,bl53jk6zlfe5f583pil7xzwi5,1,29.6,10.6,2023-04-02T01:35:51.557Z,2023-04-02T01:35:53Z,4155749535,141,3.1,4155749531,56,Back,4155749537,212,5.6,4155749539,213,5.1,4155749533,140,31.8,,,,,,,,,,4j3kopvvd3iej6p4h9z36giqd,R. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127155,187,1,1,18,2,bl53jk6zlfe5f583pil7xzwi5,1,31.9,2.9,2023-04-02T01:35:53.143Z,2023-04-02T01:35:54Z,4155749589,213,2.7,4155749581,140,19.0,4155749587,212,14.9,4155749583,141,12.1,4155749579,56,Back,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127163,188,1,1,18,3,bl53jk6zlfe5f583pil7xzwi5,1,18.8,12.1,2023-04-02T01:35:54.006Z,2023-04-02T01:35:55Z,4155749653,212,25.8,4155749647,56,Back,4155749649,140,15.1,4155749651,141,49.6,4155749655,213,1.7,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127201,189,1,1,18,4,bl53jk6zlfe5f583pil7xzwi5,1,15,52.4,2023-04-02T01:35:55.403Z,2023-04-02T01:36:02Z,4155749941,212,18.7,4155749937,140,20.3,4155749935,56,Back,4155749943,213,1.3,4155749939,141,78.6,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127261,190,1,1,18,11,bl53jk6zlfe5f583pil7xzwi5,1,28,78.2,2023-04-02T01:36:02.214Z,2023-04-02T01:36:09Z,4155750251,140,24.9,4155750255,141,22.4,4155750257,212,38.1,4155750259,213,4.6,4155750261,1,,4155750247,56,Back,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127297,191,1,1,18,18,bl53jk6zlfe5f583pil7xzwi5,0,35.1,18.1,2023-04-02T01:36:09.157Z,2023-04-02T01:36:13Z,4155750415,212,55.7,4155750411,140,88.1,4155750417,213,0.0,4155750413,141,22.0,4155750409,56,Center,4155750421,1,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127299,149,49,1,18,23,bgkfdckqfqnfbmecbtz03n76d,1,11.6,75.6,2023-04-02T01:36:13.909Z,2023-04-02T01:36:14Z,,,,,,,,,,,,,,,,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127327,150,1,1,18,23,bgkfdckqfqnfbmecbtz03n76d,1,11.4,75.7,2023-04-02T01:36:14.321Z,2023-04-02T01:36:16Z,4155750555,140,2.4,4155750557,141,60.2,4155750559,212,14.2,4155750561,213,4.0,4155750553,56,Back,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127347,151,1,1,18,25,bgkfdckqfqnfbmecbtz03n76d,1,3.5,62.1,2023-04-02T01:36:16.465Z,2023-04-02T01:36:18Z,4155750659,140,5.5,4155750655,155,,4155750663,212,18.5,4155750661,141,89.1,4155750657,56,Back,4155750665,213,1.5,,,,,,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127357,152,61,1,18,28,bgkfdckqfqnfbmecbtz03n76d,0,5.5,89.6,2023-04-02T01:36:18.769Z,2023-04-02T01:36:42Z,4155750707,56,Back,,,,,,,,,,,,,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127361,153,5,1,18,28,bgkfdckqfqnfbmecbtz03n76d,0,6.3,101.2,2023-04-02T01:36:19.030Z,2023-04-02T02:23:21Z,4155750739,347,,4155751163,233,192,4155750737,56,Back,,,,,,,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127437,192,5,1,18,28,bl53jk6zlfe5f583pil7xzwi5,1,93.7,-1.2,2023-04-02T01:36:19.030Z,2023-04-02T01:36:29Z,4155751121,347,,4155751147,233,153,4155751119,56,Right,,,,,,,,,,,,,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127459,193,1,1,18,38,bl53jk6zlfe5f583pil7xzwi5,1,91.2,0,2023-04-02T01:36:29.141Z,2023-04-02T01:36:32Z,4155751257,140,85.2,4155751255,56,Right,4155751263,213,2.1,4155751253,107,,4155751261,212,13.4,4155751259,141,16.4,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127467,194,1,1,18,42,bl53jk6zlfe5f583pil7xzwi5,1,85.6,3.2,2023-04-02T01:36:32.661Z,2023-04-02T01:36:34Z,4155751329,140,69.9,4155751333,212,16.5,4155751331,141,4.0,4155751335,213,3.1,4155751327,56,Right,,,,,,,,,,4j3kopvvd3iej6p4h9z36giqd,R. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127519,195,1,1,18,43,bl53jk6zlfe5f583pil7xzwi5,1,69.1,3.8,2023-04-02T01:36:34.262Z,2023-04-02T01:36:39Z,4155751605,56,Back,4155751613,213,2.2,4155751609,141,43.3,4155751607,140,49.0,4155751611,212,34.2,4155751615,1,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127531,196,1,1,18,48,bl53jk6zlfe5f583pil7xzwi5,1,48.5,45.8,2023-04-02T01:36:39.109Z,2023-04-02T01:36:41Z,4155751703,140,51.4,4155751699,56,Center,4155751711,213,1.3,4155751707,212,11.1,4155751705,141,61.5,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127581,197,1,1,18,50,bl53jk6zlfe5f583pil7xzwi5,1,54.2,59.4,2023-04-02T01:36:41.270Z,2023-04-02T01:36:47Z,4155751911,155,,4155751927,212,39.5,4155751915,56,Right,4155751933,1,,4155751919,140,75.6,4155751931,213,5.3,4155751923,141,11.6,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127597,198,1,1,18,56,bl53jk6zlfe5f583pil7xzwi5,0,68.3,22.6,2023-04-02T01:36:46.934Z,2023-04-02T01:36:49Z,4155752027,1,,4155752015,155,,4155752021,141,50.0,4155752025,213,0.6,4155752017,56,Center,4155752019,140,93.8,4155752023,212,32.6,,,,4j3kopvvd3iej6p4h9z36giqd,R. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127603,154,52,1,18,59,bgkfdckqfqnfbmecbtz03n76d,1,6.3,53.1,2023-04-02T01:36:50.104Z,2023-04-04T14:16:26Z,4163406979,377,,,,,,,,,,,,,,,,,,,,,,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127747,155,1,1,19,16,bgkfdckqfqnfbmecbtz03n76d,1,8.8,52.4,2023-04-02T01:37:07.344Z,2023-04-04T14:16:46Z,4155752827,56,Back,4155752825,123,,4155752833,212,34.1,4155752831,141,91.1,4155752835,213,0.9,4155755153,189,,4155752829,140,29.4,4155752837,1,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127769,156,1,1,19,18,bgkfdckqfqnfbmecbtz03n76d,1,23.2,97.7,2023-04-02T01:37:08.656Z,2023-04-04T14:17:06Z,4155753001,213,4.6,4155752993,56,Back,4155752999,212,26.8,4155755331,189,,4155752997,141,58.5,4155752995,140,20.4,,,,,,,7qw3tekwnmsv6i4u3i0qcpjv9,K. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127789,157,1,1,19,22,bgkfdckqfqnfbmecbtz03n76d,1,24.8,47.8,2023-04-02T01:37:13.409Z,2023-04-02T01:37:16Z,4155753159,1,,4155753147,155,,4155753153,141,4.0,4155753155,212,33.3,4155753149,56,Back,4155753151,140,38.9,4155753157,213,5.2,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127813,158,1,1,19,26,bgkfdckqfqnfbmecbtz03n76d,1,38.3,4.7,2023-04-02T01:37:16.664Z,2023-04-02T01:37:19Z,4155753315,213,2.6,4155753311,141,18.5,4155753307,56,Back,4155753309,140,24.1,4155753313,212,17.6,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127895,159,1,1,19,28,bgkfdckqfqnfbmecbtz03n76d,1,24.1,18.9,2023-04-02T01:37:19.488Z,2023-04-02T01:37:28Z,4155753861,140,9.2,4155753865,212,20.0,4155753859,56,Back,4155753867,213,2.5,4155753863,141,37.3,,,,,,,,,,54szh8526rjp2erap05ljqxud,M. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527127949,160,1,1,19,38,bgkfdckqfqnfbmecbtz03n76d,1,10.2,33.6,2023-04-02T01:37:28.632Z,2023-04-02T01:37:33Z,4155754153,141,75.0,4155754155,212,28.7,4155754149,56,Back,4155754151,140,15.4,4155754157,213,1.4,,,,,,,,,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128043,161,1,1,19,43,bgkfdckqfqnfbmecbtz03n76d,1,21.5,77.8,2023-04-02T01:37:33.736Z,2023-04-02T01:37:41Z,4155754579,141,53.7,4155754583,213,4.4,4155754575,56,Back,4155754581,212,17.4,4155754577,140,16.0,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128071,162,1,1,19,50,bgkfdckqfqnfbmecbtz03n76d,1,23.9,36,2023-04-02T01:37:41.351Z,2023-04-02T01:37:43Z,4155754717,141,13.4,4155754713,56,Back,4155754721,213,4.6,4155754715,140,22.4,4155754719,212,15.4,,,,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128091,163,1,1,19,53,bgkfdckqfqnfbmecbtz03n76d,1,23.2,11.3,2023-04-02T01:37:43.672Z,2023-04-02T01:37:45Z,4155754823,213,5.8,4155754819,141,3.5,4155754815,56,Back,4155754817,140,33.8,4155754821,212,12.3,,,,,,,,,,54szh8526rjp2erap05ljqxud,M. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128117,164,1,1,19,54,bgkfdckqfqnfbmecbtz03n76d,0,33.7,3.5,2023-04-02T01:37:45.568Z,2023-04-02T01:37:49Z,4155754957,141,0.0,4155754953,56,Back,4155754961,213,5.9,4155754955,140,43.9,4155754959,212,11.3,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128123,165,5,1,19,58,bgkfdckqfqnfbmecbtz03n76d,0,44.9,-1.8,2023-04-02T01:37:49.071Z,2023-04-02T01:37:51Z,4155754979,56,Back,4155754981,347,,4155755103,233,199,,,,,,,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128145,199,5,1,19,58,bl53jk6zlfe5f583pil7xzwi5,1,55.1,101.8,2023-04-02T01:37:49.071Z,2023-04-02T02:23:22Z,4155755091,233,165,4155755077,347,,4155755073,56,Left,,,,,,,,,,,,,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128167,200,1,1,20,0,bl53jk6zlfe5f583pil7xzwi5,1,56.4,100,2023-04-02T01:37:51.301Z,2023-04-02T01:37:54Z,4155755189,212,7.9,4155755183,56,Left,4155755191,213,4.3,4155755185,140,53.7,4155755181,107,,4155755187,141,90.5,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128193,201,1,1,20,3,bl53jk6zlfe5f583pil7xzwi5,1,52.9,90.3,2023-04-02T01:37:54.309Z,2023-04-02T01:37:57Z,4155755319,141,95.3,4155755323,213,2.9,4155755321,212,16.0,4155755317,140,38.0,4155755315,56,Back,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128199,202,1,1,20,6,bl53jk6zlfe5f583pil7xzwi5,1,37.4,94.2,2023-04-02T01:37:57.157Z,2023-04-02T01:37:59Z,4155755351,141,96.9,4155755349,140,44.9,4155755355,213,0.2,4155755353,212,8.1,4155755347,56,Back,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128233,203,1,1,20,8,bl53jk6zlfe5f583pil7xzwi5,1,44.1,95.7,2023-04-02T01:37:59.125Z,2023-04-02T01:38:02Z,4155755509,56,Back,4155755513,141,65.3,4155755517,213,4.0,4155755515,212,28.5,4155755511,140,25.4,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128305,204,1,1,20,11,bl53jk6zlfe5f583pil7xzwi5,1,25.4,65.3,2023-04-02T01:38:02.597Z,2023-04-02T01:38:08Z,4155755889,140,29.7,4155755893,212,6.1,4155755891,141,71.3,4155755895,213,0.7,4155755887,56,Back,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128347,205,1,1,20,17,bl53jk6zlfe5f583pil7xzwi5,1,29.9,64.1,2023-04-02T01:38:08.470Z,2023-04-02T01:38:11Z,4155756073,212,13.0,4155756067,56,Back,4155756071,141,45.4,4155756069,140,27.4,4155756075,213,4.5,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128387,206,1,1,20,20,bl53jk6zlfe5f583pil7xzwi5,1,27.8,45.4,2023-04-02T01:38:11.141Z,2023-04-02T01:38:17Z,4155756299,212,17.4,4155756293,56,Back,4155756295,140,32.9,4155756301,213,5.0,4155756297,141,21.1,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128409,207,50,1,20,26,bl53jk6zlfe5f583pil7xzwi5,1,40.7,35.2,2023-04-02T01:38:17.285Z,2023-04-04T20:42:40Z,4163410147,286,,4155756385,56,Back,4163976429,233,863,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528582947,863,7,1,20,26,bgkfdckqfqnfbmecbtz03n76d,0,59.3,64.8,2023-04-02T01:38:17.286Z,2023-04-04T20:42:40Z,4163976413,233,207,4163410319,285,,4163410439,385,,4163410317,56,Center,,,,,,,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128425,208,1,1,20,28,bl53jk6zlfe5f583pil7xzwi5,0,47.9,47.3,2023-04-02T01:38:19.270Z,2023-04-02T01:38:20Z,4155756479,141,34.1,4155756483,213,4.8,4155756475,140,48.8,4155756481,212,9.0,4155756473,56,Back,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128433,166,49,1,20,30,bgkfdckqfqnfbmecbtz03n76d,1,56.4,70.5,2023-04-02T01:38:20.898Z,2023-04-02T01:38:21Z,,,,,,,,,,,,,,,,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128453,167,1,1,20,31,bgkfdckqfqnfbmecbtz03n76d,0,57.4,67.2,2023-04-02T01:38:22.040Z,2023-04-02T01:38:22Z,4155756629,140,68.3,4155756633,212,11.9,4155756631,141,62.4,4155756635,213,6.0,4155756627,56,Center,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128467,209,49,1,20,32,bl53jk6zlfe5f583pil7xzwi5,1,41.7,36.2,2023-04-02T01:38:23.573Z,2023-04-02T01:38:23Z,,,,,,,,,,,,,,,,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128485,210,1,1,20,33,bl53jk6zlfe5f583pil7xzwi5,0,41.7,36.2,2023-04-02T01:38:23.830Z,2023-04-02T01:38:24Z,4155756761,213,0.5,4155756753,56,Center,4155756759,212,26.8,4155756757,141,55.2,4155756751,157,,4155756763,1,,4155756755,140,64.1,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128501,168,1,1,20,34,bgkfdckqfqnfbmecbtz03n76d,0,43.3,44.8,2023-04-02T01:38:25.160Z,2023-04-02T01:38:25Z,4155756831,56,Center,4155756843,213,0.1,4155756837,141,47.6,4155756841,212,21.1,4155756833,140,63.3,,,,,,,,,,54szh8526rjp2erap05ljqxud,M. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527128547,211,61,1,20,37,bl53jk6zlfe5f583pil7xzwi5,0,43.6,45.8,2023-04-02T01:38:28.133Z,2023-04-04T14:20:19Z,4155757083,56,Back,,,,,,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
