id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId
2541987929,5,44,1,0,18,agxipc0vk4rtg09amjxv10nx0,0,34.1,78.9,2023-04-30T22:07:59.598Z,2023-04-30T22:08:01Z,4241695777,233,6,4241695625,285,,4241695623,56,Back,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987949,7,1,1,0,19,bgkfdckqfqnfbmecbtz03n76d,1,64.5,27.9,2023-04-30T22:08:00.069Z,2023-04-30T23:00:56Z,4241695743,213,1.5,4241695733,56,Center,4241695737,141,46.0,4241695739,212,12.3,4241695731,3,,4241695735,140,65.0,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987959,8,49,1,0,20,bgkfdckqfqnfbmecbtz03n76d,1,68.6,46,2023-04-30T22:08:01.639Z,2023-04-30T23:00:54Z,,,,,,,,,,,,,,,,,,,,,,,,,6z68ej070bws9x17xsmo4c4b9,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987969,9,3,1,0,21,bgkfdckqfqnfbmecbtz03n76d,0,72.6,49.4,2023-04-30T22:08:02.341Z,2023-05-05T21:17:39Z,4252807339,464,,4241695821,56,Center,4241695823,286,,4241696037,233,6,,,,,,,,,,,,,6z68ej070bws9x17xsmo4c4b9,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988001,6,7,1,0,21,agxipc0vk4rtg09amjxv10nx0,0,27.4,50.6,2023-04-30T22:08:02.342Z,2023-05-05T21:17:41Z,4252807383,383,,4241695979,285,,4241695977,56,Back,4241696009,233,9,,,,,,,,,,,,,mmk0vhl1l0qxdyjina9v6xka,A. Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987981,10,61,1,0,22,bgkfdckqfqnfbmecbtz03n76d,1,69.1,47,2023-04-30T22:08:03.344Z,2023-04-30T22:08:03Z,4241695867,56,Center,,,,,,,,,,,,,,,,,,,,,,6z68ej070bws9x17xsmo4c4b9,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988017,7,49,1,0,24,agxipc0vk4rtg09amjxv10nx0,1,24,48.1,2023-04-30T22:08:05.517Z,2023-04-30T23:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,mmk0vhl1l0qxdyjina9v6xka,A. Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988027,8,1,1,0,25,agxipc0vk4rtg09amjxv10nx0,1,24.1,41.2,2023-04-30T22:08:06.110Z,2023-04-30T23:02:52Z,4241696097,141,64.2,4241696099,212,16.0,4241696095,140,27.1,4241696101,213,1.4,4241696093,56,Back,,,,,,,,,,mmk0vhl1l0qxdyjina9v6xka,A. Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988043,9,1,1,0,26,agxipc0vk4rtg09amjxv10nx0,1,28,67.3,2023-04-30T22:08:07.085Z,2023-04-30T22:08:08Z,4241696203,212,8.7,4241696205,213,3.1,4241696201,141,68.1,4241696197,56,Back,4241696199,140,19.7,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988051,10,1,1,0,27,agxipc0vk4rtg09amjxv10nx0,1,19.7,68.1,2023-04-30T22:08:08.606Z,2023-04-30T23:02:59Z,4241696253,141,83.3,4241696251,140,24.7,4241696249,56,Back,4241696255,212,11.6,4241696257,213,1.1,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988067,11,1,1,0,28,agxipc0vk4rtg09amjxv10nx0,1,24.7,83.3,2023-04-30T22:08:09.165Z,2023-04-30T22:08:11Z,4241696371,213,5.9,4241696369,212,9.0,4241696367,141,78.2,4241696365,140,32.6,4241696363,56,Back,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988079,12,1,1,0,30,agxipc0vk4rtg09amjxv10nx0,0,32.5,78.1,2023-04-30T22:08:10.830Z,2023-05-05T21:20:27Z,4241696419,140,25.0,4241696415,56,Back,4241696427,213,3.8,4241696423,141,70.0,4241696425,212,9.6,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988083,11,1,1,0,32,bgkfdckqfqnfbmecbtz03n76d,0,66,17.2,2023-04-30T22:08:13.101Z,2023-05-06T12:47:59Z,4241696433,56,Right,4241696435,140,66.7,4241696441,213,0.5,4254169511,233,13,4241696439,212,0.8,4241696437,141,17.8,4252809041,286,,4252809039,236,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988081,13,74,1,0,32,agxipc0vk4rtg09amjxv10nx0,1,27.2,71.1,2023-04-30T22:08:13.102Z,2023-05-06T12:47:59Z,4252809025,285,,4254169549,233,11,4241696431,56,Back,,,,,,,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988087,12,49,1,0,34,bgkfdckqfqnfbmecbtz03n76d,1,70.2,10.4,2023-04-30T22:08:14.933Z,2023-04-30T23:00:51Z,,,,,,,,,,,,,,,,,,,,,,,,,domf5amhxgz82ormceatnowd1,M. Zerboni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988127,13,1,1,0,34,bgkfdckqfqnfbmecbtz03n76d,1,70.2,10.4,2023-04-30T22:08:15.077Z,2023-04-30T23:00:50Z,4241696633,212,12.8,4241696635,213,6.1,4241696631,141,6.7,4241696627,56,Right,4241696629,140,82.2,,,,,,,,,,domf5amhxgz82ormceatnowd1,M. Zerboni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988133,14,1,1,0,36,bgkfdckqfqnfbmecbtz03n76d,0,70.4,10.6,2023-04-30T22:08:17.254Z,2023-04-30T22:08:18Z,4241696649,140,74.1,4241696651,141,15.0,4241696647,56,Right,4241696653,212,4.9,4241696655,213,0.7,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988155,14,61,1,0,38,agxipc0vk4rtg09amjxv10nx0,1,24.2,90.5,2023-04-30T22:08:19.111Z,2023-04-30T22:08:19Z,4241696737,56,Back,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988207,15,1,1,0,38,bgkfdckqfqnfbmecbtz03n76d,1,70.6,6.2,2023-04-30T22:08:19.557Z,2023-04-30T22:08:23Z,4241696897,56,Right,4241696899,140,53.9,4241696903,212,19.0,4241696905,213,2.8,4241696901,141,16.8,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988233,16,1,1,0,42,bgkfdckqfqnfbmecbtz03n76d,1,42.4,29.2,2023-04-30T22:08:23.716Z,2023-04-30T22:08:26Z,4241697029,140,37.4,4241697049,212,15.3,4241697039,141,50.3,4241697055,213,1.9,4241697023,56,Back,,,,,,,,,,6bhtfawnoxk9x57xigb8z03it,A. Krieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988257,17,1,1,0,45,bgkfdckqfqnfbmecbtz03n76d,1,46.4,45.4,2023-04-30T22:08:26.133Z,2023-04-30T22:08:29Z,4241697191,212,10.7,4241697187,140,53.7,4241697189,141,56.3,4241697185,56,Center,4241697193,213,0.8,,,,,,,,,,2mlyh9k0yhv8862rj6hu26j8p,E. Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988295,18,1,1,0,48,bgkfdckqfqnfbmecbtz03n76d,1,53.1,59.3,2023-04-30T22:08:29.221Z,2023-04-30T22:08:32Z,4241697397,213,1.9,4241697395,212,24.7,4241697391,140,45.6,4241697393,141,93.8,4241697389,56,Back,,,,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988333,19,1,1,0,51,bgkfdckqfqnfbmecbtz03n76d,1,45.6,93.8,2023-04-30T22:08:31.989Z,2023-04-30T22:08:35Z,4241697519,140,35.6,4241697517,56,Back,4241697525,213,4.0,4241697523,212,16.7,4241697521,141,74.7,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988405,20,1,1,0,54,bgkfdckqfqnfbmecbtz03n76d,1,36.9,71.7,2023-04-30T22:08:35.621Z,2023-04-30T22:57:46Z,4241697791,213,4.8,4241697787,141,35.4,4241697789,212,24.7,4241697785,140,38.2,4241697783,56,Back,,,,,,,,,,2mlyh9k0yhv8862rj6hu26j8p,E. Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988473,21,1,1,1,1,bgkfdckqfqnfbmecbtz03n76d,1,41.5,34.9,2023-04-30T22:08:41.812Z,2023-04-30T22:08:45Z,4241698133,196,,4241698143,213,1.2,4241698139,141,96.6,4241698137,140,56.7,4241698135,56,Left,4241698145,1,,4241698131,155,,4241698141,212,44.9,6bhtfawnoxk9x57xigb8z03it,A. Krieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988495,22,1,1,1,4,bgkfdckqfqnfbmecbtz03n76d,1,56.7,96.6,2023-04-30T22:08:45.285Z,2023-04-30T22:57:49Z,4241698253,56,Left,4241698259,141,85.1,4241698257,140,73.9,4241698265,213,5.9,4241698263,212,19.7,,,,,,,,,,6z68ej070bws9x17xsmo4c4b9,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988533,23,1,1,1,8,bgkfdckqfqnfbmecbtz03n76d,0,74,83.2,2023-04-30T22:08:49.269Z,2023-04-30T22:58:04Z,4241698457,213,0.6,4241698453,141,96.6,4241698455,212,16.0,4241698449,56,Left,4241698451,140,86.5,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988547,15,49,1,1,11,agxipc0vk4rtg09amjxv10nx0,1,16.4,5.9,2023-04-30T22:08:51.821Z,2023-04-30T22:08:51Z,,,,,,,,,,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988587,16,1,1,1,11,agxipc0vk4rtg09amjxv10nx0,1,16.4,5.9,2023-04-30T22:08:52.078Z,2023-04-30T22:08:54Z,4241698707,213,2.5,4241698701,140,7.1,4241698705,212,12.3,4241698699,56,Back,4241698703,141,17.0,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988633,17,1,1,1,13,agxipc0vk4rtg09amjxv10nx0,1,8.3,15.9,2023-04-30T22:08:54.413Z,2023-04-30T22:08:57Z,4241698939,213,6.1,4241698937,212,28.9,4241698935,141,10.0,4241698941,1,,4241698931,56,Back,4241698929,157,,4241698933,140,35.6,,,,mmk0vhl1l0qxdyjina9v6xka,A. Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988641,18,1,1,1,16,agxipc0vk4rtg09amjxv10nx0,0,35.6,10,2023-04-30T22:08:57.165Z,2023-04-30T22:08:58Z,4241698987,213,1.0,4241698983,141,21.3,4241698985,212,9.4,4241698979,56,Back,4241698977,3,,4241698981,140,40.8,,,,,,,dokzh655hluwjh55fisecs9ud,M. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988649,24,49,1,1,17,bgkfdckqfqnfbmecbtz03n76d,1,54.3,66,2023-04-30T22:08:58.468Z,2023-04-30T22:08:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6bhtfawnoxk9x57xigb8z03it,A. Krieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988713,25,1,1,1,20,bgkfdckqfqnfbmecbtz03n76d,1,53.7,53.7,2023-04-30T22:09:00.789Z,2023-04-30T22:09:04Z,4241699333,56,Back,4241699337,141,24.9,4241699339,212,21.8,4241699335,140,44.5,4241699341,213,4.3,,,,,,,,,,6bhtfawnoxk9x57xigb8z03it,A. Krieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988749,26,1,1,1,23,bgkfdckqfqnfbmecbtz03n76d,1,43.9,21.3,2023-04-30T22:09:04.165Z,2023-04-30T22:09:07Z,4241699531,213,1.8,4241699527,141,45.7,4241699529,212,17.2,4241699525,140,39.6,4241699523,56,Back,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988783,27,1,1,1,27,bgkfdckqfqnfbmecbtz03n76d,1,45.7,52.8,2023-04-30T22:09:07.813Z,2023-04-30T22:09:11Z,4241699667,213,0.8,4241699661,141,69.0,4241699663,212,14.7,4241699659,140,55.0,4241699657,56,Center,,,,,,,,,,6bhtfawnoxk9x57xigb8z03it,A. Krieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988819,28,1,1,1,30,bgkfdckqfqnfbmecbtz03n76d,1,58.1,74.2,2023-04-30T22:09:11.204Z,2023-04-30T22:09:14Z,4241699819,56,Left,4241699829,213,1.2,4241699825,212,16.6,4241699823,141,96.9,4241699821,140,64.0,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988833,29,1,1,1,33,bgkfdckqfqnfbmecbtz03n76d,0,70.3,96.8,2023-04-30T22:09:13.828Z,2023-04-30T22:09:17Z,4241699901,213,5.3,4241699895,140,77.8,4241699893,56,Left,4241699897,141,80.6,4241699899,212,13.5,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988847,19,8,1,1,34,agxipc0vk4rtg09amjxv10nx0,1,24.8,16.5,2023-04-30T22:09:15.245Z,2023-05-05T21:22:44Z,4241699959,56,Back,4252810041,384,,,,,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988883,20,1,1,1,37,agxipc0vk4rtg09amjxv10nx0,1,27.9,20,2023-04-30T22:09:18.526Z,2023-04-30T23:03:56Z,4241700131,213,0.6,4241700127,141,26.1,4241700129,212,7.3,4241700123,56,Back,4241700125,140,33.6,4241700121,3,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988885,21,49,1,1,39,agxipc0vk4rtg09amjxv10nx0,1,33.6,26.1,2023-04-30T22:09:19.805Z,2023-04-30T22:09:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988889,22,50,1,1,39,agxipc0vk4rtg09amjxv10nx0,1,32,31.7,2023-04-30T22:09:19.940Z,2023-04-30T22:09:22Z,4241700201,285,,4241700137,56,Back,4241700197,233,30,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988901,30,7,1,1,39,bgkfdckqfqnfbmecbtz03n76d,1,68,68.3,2023-04-30T22:09:19.941Z,2023-05-05T21:23:30Z,4241700161,286,,4241700183,233,22,4241700159,56,Center,4252810289,384,,,,,,,,,,,,,,domf5amhxgz82ormceatnowd1,M. Zerboni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988905,31,49,1,1,40,bgkfdckqfqnfbmecbtz03n76d,1,63.7,70.6,2023-04-30T22:09:21.285Z,2023-04-30T22:09:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988913,32,1,1,1,40,bgkfdckqfqnfbmecbtz03n76d,1,63.7,70.6,2023-04-30T22:09:21.429Z,2023-04-30T22:09:22Z,4241700229,141,58.1,4241700227,140,60.2,4241700225,56,Center,4241700231,212,9.3,4241700233,213,4.3,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988919,33,1,1,1,41,bgkfdckqfqnfbmecbtz03n76d,0,60.2,58.1,2023-04-30T22:09:22.261Z,2023-04-30T22:09:24Z,4241700263,140,67.8,4241700265,141,43.9,4241700261,56,Center,4241700269,213,5.4,4241700267,212,12.5,,,,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988939,23,8,1,1,44,agxipc0vk4rtg09amjxv10nx0,1,38.7,61.1,2023-04-30T22:09:25.109Z,2023-05-05T21:23:45Z,4252810407,383,,4241700335,56,Back,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541988951,24,49,1,1,45,agxipc0vk4rtg09amjxv10nx0,1,38.7,61.1,2023-04-30T22:09:26.542Z,2023-04-30T22:09:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541989001,25,1,1,1,49,agxipc0vk4rtg09amjxv10nx0,0,77.4,61.8,2023-04-30T22:09:30.573Z,2023-04-30T23:04:11Z,4241700671,140,81.2,4241700673,141,52.7,4241700675,212,7.4,4241700721,4,,4241700677,213,5.3,4241700669,56,Center,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541989039,34,49,1,1,53,bgkfdckqfqnfbmecbtz03n76d,1,22.6,53,2023-04-30T22:09:34.085Z,2023-04-30T22:09:34Z,,,,,,,,,,,,,,,,,,,,,,,,,2mlyh9k0yhv8862rj6hu26j8p,E. Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541989053,35,1,1,1,53,bgkfdckqfqnfbmecbtz03n76d,1,22.6,53,2023-04-30T22:09:34.263Z,2023-04-30T22:09:35Z,4241700903,56,Back,4241700911,213,1.0,4241700905,140,27.8,4241700907,141,64.3,4241700909,212,9.4,,,,,,,,,,2mlyh9k0yhv8862rj6hu26j8p,E. Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
