id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2544504101,1,34,16,0,0,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-05-06T16:36:46.141Z,2023-05-06T17:12:53Z,4255089003,130,2,4255089005,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255088997,30,"4yb9avzbrzt8m4c4h1yy98jbp, n4egj8ymfled94mco0lwa95, 6p2318moul9op4hmigk1xbaw9, 1c2boqmoi50esuelgdd96o06h, 7pynp0g6h56oqimzdffivfpat, 6x0oj293r0sv99i071v8owpgp, 7pdog0usw4fwr3j3neexfz1ed, 1p7mhkqn7vxnady8q0vboi02d, 4k83z2cdvn2kwb72kh8e8qfsa, l28lqh3f3ojx6kk2wvvq6nyt, 1i4e7ehhib7vt3tx5xmd9efv9, eign334lrgmok58r89ogpcpp0, b9zyytzb31lz9644187z6a13o, dwrkb21t0oi6s0d6a1b7b1qay, emihtyw994ca7bwm3y8ou4odm, 2dm0csdeq7tz6tzs9b3h7vnys, bzk89svsd2os7tv4wsbfaiivo, 5kaxtpwnuplnrodirmblx3cb8, 9jqsvecho1nlcemf0328zvz10, 4x0c0fhtuohubcm7u16qzr2wa",4255089007,194,l28lqh3f3ojx6kk2wvvq6nyt,4255089001,59,"1, 20, 14, 24, 18, 4, 3, 15, 11, 13, 10, 34, 7, 8, 16, 17, 23, 25, 26, 30",4255200107,197,14959,4255088999,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4255089009,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544505791,1,34,16,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-05-06T16:38:49.933Z,2023-05-06T17:14:05Z,4255097825,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4255097823,30,"d9dirjpaqkq3gga2zyeykcv6d, 4aix0gos55qf4mdpld547ek7p, en29qfiuu01nsmekoqhycjo45, 55di6bshvql6q8yo5c0fauw9h, 27dktxivmcqmi1lkz1vs49qi2, 11u4dj0z0p616zx9gsnil66ay, f5belq8ns6bvom52sbhby6d5g, d8ypulxmosy9ulp0imw6avo5, bfk6fgj2z7yifd9iqwjlk4pka, b9d4fqz6ezz2azklpghb9kyjt, cwerr3zz6pqzzzqso9dx69fjd, 41a58968ocakxmmmr736re2ac, 1kqy11izfxrv487anw8dvwtm1, buyug2qwuojtuigs45exn9w5w, aywzkq0jwnhljcxewthcm40dl, 6tgxgungxafve570mazrb6uc4, 9woyfs8z3bd46kk8qwyxfdv8q, 1vm9mztp9ro7cnp6boinc7phx, 9zcl2x3h5b1cb2sf5wuarmwru, as2gs38ai4i235sz36rmvpa1g",4255097831,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255097833,194,d9dirjpaqkq3gga2zyeykcv6d,4255097827,59,"1, 22, 14, 12, 9, 3, 26, 7, 2, 33, 10, 16, 17, 18, 20, 24, 25, 28, 30, 39",4255097835,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255158329,197,19054,4255097829,130,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524093,2,32,1,0,0,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-05-06T17:07:06.557Z,2023-05-06T17:07:08Z,4255195693,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524085,2,32,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-05-06T17:07:06.557Z,2023-05-06T17:07:06Z,4255195665,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524133,3,1,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,49.9,49.9,2023-05-06T17:07:06.657Z,2023-05-06T17:07:09Z,4255195925,141,55.2,4255195923,140,37.1,4255195931,279,S,4255195927,212,13.9,4255195921,56,Back,4255195929,213,2.9,,,,,,,cwerr3zz6pqzzzqso9dx69fjd,A. Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524193,4,1,1,0,3,f1ks82wpiewyqs6h3oz9v4hzj,0,37.3,55.2,2023-05-06T17:07:09.596Z,2023-05-06T17:58:35Z,4255196235,212,42.5,4255196221,155,,4255196233,141,76.1,4255196227,56,Center,4255196231,140,75.4,4255196237,213,0.3,4255196239,1,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524259,3,1,1,0,5,esvbnzqbyvxp2k570ez7h1a1g,1,25.2,24.6,2023-05-06T17:07:12.514Z,2023-05-06T17:07:14Z,4255196619,3,,4255196639,213,5.4,4255196627,140,34.5,4255196635,212,16.2,4255196631,141,5.6,4255196623,56,Back,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524269,4,49,1,0,7,esvbnzqbyvxp2k570ez7h1a1g,1,34.4,6.1,2023-05-06T17:07:14.397Z,2023-05-06T17:15:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524277,5,61,1,0,8,esvbnzqbyvxp2k570ez7h1a1g,0,34.4,6.1,2023-05-06T17:07:14.558Z,2023-05-06T17:15:40Z,4255196711,56,Back,,,,,,,,,,,,,,,,,,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544524299,5,49,1,0,9,f1ks82wpiewyqs6h3oz9v4hzj,1,67.5,86.5,2023-05-06T17:07:16.028Z,2023-05-06T19:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,f5belq8ns6bvom52sbhby6d5g,P. Metayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
