id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,assist
2545511821,1,34,16,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-05-07T20:50:51.188Z,2023-05-07T22:08:38Z,4260517743,130,4,4260517741,59,"24, 5, 3, 6, 11, 12, 32, 19, 10, 18, 20, 4, 7, 14, 15, 17, 21, 22, 25, 33",4260517739,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4260517737,30,"vaw0swh9q18mglmk683bauzu, 7qw3tekwnmsv6i4u3i0qcpjv9, co49l4m0my5li8yvcxgrvq0yy, dp260wgfy9vfthkdd6tphi311, 6bhtfawnoxk9x57xigb8z03it, bheniu7u85ivkjhipazymzxzp, 21fk9iw8dwy2lsm66u0vkx756, 4t91su0ns46r00vjynp0on5qt, cm6fzm8v38ti0aubu0q4v717t, 1xgse8t4dm0decmpzebsphvfu, 6z68ej070bws9x17xsmo4c4b9, 706rwdwv4re27svfmlo7na3th, domf5amhxgz82ormceatnowd1, aqihfnhadzdmi7i5bjfnphqms, 5i32f8pcgw6gt6q9gpj0lfill, 2sc4jlfmioa61d1vgpcz0pht6, 2mlyh9k0yhv8862rj6hu26j8p, 54szh8526rjp2erap05ljqxud, 2bzp14nac8o5a8g21isxevlk9, 7lyzx6twrkm4u4mqtr1jwqdw5",4260517749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4260672945,197,15513,4260517747,194,6bhtfawnoxk9x57xigb8z03it,4260517745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545522765,1,34,16,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-05-07T21:22:20.745Z,2023-05-07T22:25:06Z,4260578485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4260671413,197,3612,4260578487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4260708317,194,cbhcuvuqi3gxgln6n463vz9at,4260578479,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4260578477,30,"cbhcuvuqi3gxgln6n463vz9at, 3esajnuok17w043qxim4s6n10, cieyupgmnxecb4emqljudrw89, 42k8yri0cxumhta00clvgez11, 4ullol3wa4qdi9ydgrxgxbcgl, 6bbodw3m9bstocysxvzfuo3my, csx5jhf4hyzld6gg790usp0wl, 7thgvx3dppvykp3fxc9zbb845, 4e2l88qfahs0ey4urydb96e7e, ejnchs99plocbhm7txy6r3s9h, cnxanwub8nm1jokerrs83mk4q, 5dqjfblg7soo4znl8duds0zys, 19q08g2zozqldqapwyv1osxsk, 14unbiw06nt6s37k21uhfpgfe, bk59xw0wl2ou43oapb0opja0a, 8v62hppzsz2yonw60h9910iga, 8ace4czv4na5qww43srp67fv8, 2txokb3mjab986uma0l8axht6, 4tnm3hxzav142ow867jwcozkk, 6e7scc2z7henelebs853mc844",4260578481,59,"1, 23, 3, 17, 6, 12, 7, 5, 8, 22, 55, 2, 15, 16, 21, 24, 25, 26, 32, 34",4260578483,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545539509,2,32,1,0,0,bgkfdckqfqnfbmecbtz03n76d,1,0,0,2023-05-07T22:08:07.847Z,2023-05-07T22:08:15Z,4260671987,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545539445,2,32,1,0,0,dzxypx8djih58p668surbi4qm,1,0,0,2023-05-07T22:08:07.847Z,2023-05-07T22:08:08Z,4260671643,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545539487,3,1,1,0,0,dzxypx8djih58p668surbi4qm,1,50,50,2023-05-07T22:08:07.947Z,2023-05-07T22:08:12Z,4260671881,279,S,4260671875,141,50.1,4260671877,212,16.6,4260671879,213,3.1,4260671871,56,Back,4260671873,140,34.2,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545539597,4,1,1,0,3,dzxypx8djih58p668surbi4qm,1,34.2,49.1,2023-05-07T22:08:11.380Z,2023-05-07T22:35:09Z,4260672601,56,Back,4260672603,140,39.3,4260672605,141,24.0,4260672607,212,17.9,4260672609,213,5.0,,,,,,,,,,7thgvx3dppvykp3fxc9zbb845,Julia Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545548843,206,1,1,0,4,dzxypx8djih58p668surbi4qm,1,40.5,28.3,2023-05-07T22:08:12.205Z,2023-05-07T23:10:28Z,4260724419,56,Back,4260724423,141,63.2,4260724421,140,29.9,4260724425,212,26.2,4260724427,213,2.0,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545548923,208,1,1,0,7,dzxypx8djih58p668surbi4qm,1,27.5,62.2,2023-05-07T22:08:15.477Z,2023-05-07T22:35:26Z,4260724833,141,35.9,4260724829,56,Back,4260724831,140,27.6,4260724837,213,4.7,4260724835,212,17.9,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545548969,209,1,1,0,9,dzxypx8djih58p668surbi4qm,1,26.1,30.5,2023-05-07T22:08:16.910Z,2023-05-07T22:35:33Z,4260725065,141,30.0,4260725067,212,15.3,4260725061,56,Back,4260725069,213,6.3,4260725063,140,40.7,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545549023,210,1,1,0,10,dzxypx8djih58p668surbi4qm,1,40.7,30.7,2023-05-07T22:08:18.414Z,2023-05-07T23:10:57Z,4260725359,212,11.4,4260725355,140,29.8,4260725357,141,31.0,4260725353,56,Back,4260725361,213,3.1,,,,,,,,,,7thgvx3dppvykp3fxc9zbb845,Julia Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
