id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2545588913,16,50,1,0,49,agxipc0vk4rtg09amjxv10nx0,1,63.2,82,2023-05-08T00:09:07.177Z,2023-05-08T00:09:26Z,4260938345,286,,4260938409,233,9,4260938343,56,Left,,,,,,,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545588905,9,7,1,0,49,6hbfgdczbi3yg4sdpqgtu6s,1,36.8,18,2023-05-08T00:09:07.178Z,2023-05-08T00:09:09Z,4260938325,285,,4260938401,233,16,4260938323,56,Back,,,,,,,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545588925,10,1,1,0,51,6hbfgdczbi3yg4sdpqgtu6s,0,34.1,18.8,2023-05-08T00:09:08.802Z,2023-05-08T00:09:10Z,4260938417,157,,4260938429,1,,4260938427,213,1.3,4260938419,56,Back,4260938423,141,60.6,4260938421,140,40.3,4260938425,212,29.2,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545588967,17,1,1,0,54,agxipc0vk4rtg09amjxv10nx0,1,59.9,41,2023-05-08T00:09:12.049Z,2023-05-08T00:09:15Z,4260938613,213,0.6,4260938611,212,45.0,4260938605,56,Left,4260938607,140,94.0,4260938603,155,,4260938609,141,81.0,4260938615,1,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545588971,18,61,1,0,55,agxipc0vk4rtg09amjxv10nx0,0,94.8,84.3,2023-05-08T00:09:13.097Z,2023-05-08T02:22:03Z,4260938623,56,Left,,,,,,,,,,,,,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545588957,11,5,1,0,56,6hbfgdczbi3yg4sdpqgtu6s,1,-1.2,25.4,2023-05-08T00:09:13.801Z,2023-05-08T00:09:16Z,4260938681,233,19,4260938573,346,,4260938571,56,Back,,,,,,,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545588981,19,5,1,0,56,agxipc0vk4rtg09amjxv10nx0,0,101.2,74.6,2023-05-08T00:09:13.801Z,2023-05-08T00:14:28Z,4260938657,56,Center,4260938685,233,11,4260938659,346,,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589115,12,1,1,1,15,6hbfgdczbi3yg4sdpqgtu6s,1,3.3,49,2023-05-08T00:09:32.699Z,2023-05-08T00:09:34Z,4260939339,213,5.6,4260939337,212,23.1,4260939343,237,,4260939329,124,,4260939333,140,20.6,4260939331,56,Back,4260939335,141,28.0,,,,bxf73uaptcz0uj7uy1g0euod1,D. Haračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589127,13,1,1,1,16,6hbfgdczbi3yg4sdpqgtu6s,1,20.6,28,2023-05-08T00:09:33.923Z,2023-05-08T00:09:35Z,4260939397,213,0.4,4260939389,56,Back,4260939395,212,12.4,4260939393,141,35.6,4260939391,140,31.3,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589157,14,1,1,1,17,6hbfgdczbi3yg4sdpqgtu6s,1,31.3,35.6,2023-05-08T00:09:35.324Z,2023-05-08T00:09:38Z,4260939509,141,5.6,4260939503,155,,4260939515,1,,4260939511,212,36.4,4260939513,213,5.7,4260939507,140,60.0,4260939505,56,Right,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589169,15,1,1,1,21,6hbfgdczbi3yg4sdpqgtu6s,1,59,6.5,2023-05-08T00:09:38.777Z,2023-05-08T00:09:40Z,4260939575,140,48.0,4260939573,56,Back,4260939577,141,3.1,4260939581,213,3.3,4260939579,212,11.8,,,,,,,,,,avhmou9ayqv9te0nocy80aga1,J. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589175,16,1,1,1,22,6hbfgdczbi3yg4sdpqgtu6s,0,48,3.1,2023-05-08T00:09:40.225Z,2023-05-08T00:09:40Z,4260939609,141,0.0,4260939603,155,,4260939605,56,Right,4260939607,140,64.3,4260939613,213,6.1,4260939611,212,17.5,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589181,17,5,1,1,22,6hbfgdczbi3yg4sdpqgtu6s,0,61.8,-1.8,2023-05-08T00:09:40.517Z,2023-05-08T00:09:59Z,4260939625,347,,4260940501,233,20,4260939623,56,Right,,,,,,,,,,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589367,20,5,1,1,22,agxipc0vk4rtg09amjxv10nx0,1,38.2,101.8,2023-05-08T00:09:40.517Z,2023-05-08T00:14:29Z,4260940481,233,17,4260940451,347,,4260940449,56,Back,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589397,21,1,1,1,41,agxipc0vk4rtg09amjxv10nx0,1,35.1,100,2023-05-08T00:09:59.283Z,2023-05-08T00:10:03Z,4260940599,56,Left,4260940609,213,5.7,4260940607,212,20.7,4260940603,140,51.7,4260940605,141,85.4,4260940595,107,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589433,18,45,1,1,45,6hbfgdczbi3yg4sdpqgtu6s,0,43.4,15.3,2023-05-08T00:10:03.248Z,2023-05-08T00:10:07Z,4260940793,285,,4260940791,56,Back,4260940811,233,22,,,,,,,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589401,22,3,1,1,45,agxipc0vk4rtg09amjxv10nx0,1,56.6,84.7,2023-05-08T00:10:03.248Z,2023-05-08T00:10:07Z,4260940621,56,Left,4260940623,286,,4260940799,233,18,,,,,,,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589469,23,1,1,1,46,agxipc0vk4rtg09amjxv10nx0,0,60.1,93.9,2023-05-08T00:10:04.328Z,2023-05-08T00:10:26Z,4260940973,141,87.1,4260940971,140,82.3,4260940977,213,6.1,4260940969,56,Left,4260940975,212,23.8,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589443,19,4,1,1,50,6hbfgdczbi3yg4sdpqgtu6s,1,17.4,13.2,2023-05-08T00:10:08.105Z,2023-05-08T00:14:25Z,4260942025,152,,4260942027,285,,4260942019,13,,4260951291,233,24,4260942021,295,,4260942023,56,Back,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589511,24,4,1,1,50,agxipc0vk4rtg09amjxv10nx0,0,82.6,86.8,2023-05-08T00:10:08.106Z,2023-05-08T02:12:00Z,4260941117,152,,4260941115,56,Left,4260951303,233,19,4260941121,286,,4260941113,13,,4260941631,295,,,,,,,,e1irspfo9xupqz2sqvyq1zp0q,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589617,20,1,1,1,59,6hbfgdczbi3yg4sdpqgtu6s,1,23.1,22.1,2023-05-08T00:10:17.202Z,2023-05-08T02:22:10Z,4260941683,213,2.3,4260941677,140,14.0,4260941681,212,14.0,4260941679,141,37.1,4261218873,5,,4260941675,56,Back,4261218875,152,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589621,21,1,1,2,10,6hbfgdczbi3yg4sdpqgtu6s,1,24.8,36.3,2023-05-08T00:10:28.601Z,2023-05-08T00:10:30Z,4260941695,140,25.0,4260941703,213,4.7,4260941701,212,6.4,4260941693,56,Back,4260941699,141,26.9,,,,,,,,,,bxf73uaptcz0uj7uy1g0euod1,D. Haračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589633,22,1,1,2,13,6hbfgdczbi3yg4sdpqgtu6s,1,24.3,26.8,2023-05-08T00:10:30.689Z,2023-05-08T00:10:31Z,4260941755,141,33.5,4260941753,140,29.2,4260941751,56,Back,4260941757,212,6.9,4260941761,213,0.7,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589643,23,1,1,2,13,6hbfgdczbi3yg4sdpqgtu6s,0,29.2,33.5,2023-05-08T00:10:31.513Z,2023-05-08T00:10:32Z,4260941791,212,11.5,4260941793,213,5.8,4260941789,141,25.9,4260941785,56,Back,4260941787,140,39.0,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589637,25,49,1,2,14,agxipc0vk4rtg09amjxv10nx0,1,61.9,82,2023-05-08T00:10:31.817Z,2023-05-08T00:10:31Z,,,,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589663,26,1,1,2,14,agxipc0vk4rtg09amjxv10nx0,1,61.9,82,2023-05-08T00:10:32.018Z,2023-05-08T00:10:34Z,4260941909,141,57.5,4260941907,140,68.1,4260941905,56,Center,4260941911,212,17.9,4260941913,213,5.1,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589707,27,1,1,2,16,agxipc0vk4rtg09amjxv10nx0,1,67,62.7,2023-05-08T00:10:34.216Z,2023-05-08T00:10:40Z,4260942071,213,0.5,4260942073,1,,4260942065,140,94.9,4260942063,56,Left,4260942067,141,88.7,4260942069,212,34.2,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589715,24,45,1,2,23,6hbfgdczbi3yg4sdpqgtu6s,0,7.6,14.1,2023-05-08T00:10:40.682Z,2023-05-08T00:10:43Z,4260942113,285,,4260942111,56,Back,4260942155,233,28,,,,,,,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589721,28,3,1,2,23,agxipc0vk4rtg09amjxv10nx0,1,92.4,85.9,2023-05-08T00:10:40.682Z,2023-05-08T00:10:42Z,4260942135,286,,4260942149,233,24,4260942133,56,Left,,,,,,,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589727,25,45,1,2,24,6hbfgdczbi3yg4sdpqgtu6s,0,12.3,13.6,2023-05-08T00:10:41.918Z,2023-05-08T00:10:43Z,4260942159,285,,4260942191,233,29,4260942157,56,Back,,,,,,,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589733,29,3,1,2,24,agxipc0vk4rtg09amjxv10nx0,1,87.7,86.4,2023-05-08T00:10:41.918Z,2023-05-08T00:10:43Z,4260942173,286,,4260942179,233,25,4260942169,56,Left,,,,,,,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589765,30,1,1,2,25,agxipc0vk4rtg09amjxv10nx0,1,90.9,87.1,2023-05-08T00:10:42.866Z,2023-05-08T00:10:46Z,4260942317,56,Left,4260942323,212,14.1,4260942321,141,91.5,4260942325,213,2.9,4260942319,140,77.8,,,,,,,,,,94j0ci5rtwvr8nlrr32cfg9d6,C. Kizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589773,31,3,1,2,28,agxipc0vk4rtg09amjxv10nx0,0,73.4,90.4,2023-05-08T00:10:46.264Z,2023-05-08T00:11:09Z,4260942363,233,26,4260942341,56,Left,4260942343,286,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589763,26,7,1,2,28,6hbfgdczbi3yg4sdpqgtu6s,0,26.6,9.6,2023-05-08T00:10:46.265Z,2023-05-08T00:11:08Z,4260943463,233,31,4260942315,285,,4260942313,56,Back,,,,,,,,,,,,,,,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589789,32,1,1,2,29,agxipc0vk4rtg09amjxv10nx0,1,74.9,94.8,2023-05-08T00:10:47.161Z,2023-05-08T00:10:49Z,4260942403,212,20.5,4260942401,141,82.9,4260942397,56,Left,4260942405,213,3.5,4260942399,140,57.0,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589847,33,1,1,2,31,agxipc0vk4rtg09amjxv10nx0,1,54.7,73.5,2023-05-08T00:10:48.953Z,2023-05-08T00:10:53Z,4260942709,212,33.5,4260942697,56,Center,4260942707,141,24.2,4260942705,140,55.7,4260942711,213,4.7,4260942713,1,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545589861,34,1,1,2,35,agxipc0vk4rtg09amjxv10nx0,1,58,20.6,2023-05-08T00:10:53.106Z,2023-05-08T00:10:55Z,4260942779,56,Right,4260942785,212,11.7,4260942783,141,7.8,4260942781,140,65.4,4260942787,213,5.4,,,,,,,,,,mmk0vhl1l0qxdyjina9v6xka,A. Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
