id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2548363447,1,34,16,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-05-14T01:03:17.827Z,2023-05-14T02:10:09Z,4275757945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4275757949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4275757941,59,"1, 22, 14, 12, 9, 3, 7, 10, 33, 2, 26, 16, 17, 19, 20, 24, 25, 28, 30, 39",4275963477,197,3627,4275757937,30,"d9dirjpaqkq3gga2zyeykcv6d, 4aix0gos55qf4mdpld547ek7p, en29qfiuu01nsmekoqhycjo45, 55di6bshvql6q8yo5c0fauw9h, 27dktxivmcqmi1lkz1vs49qi2, 11u4dj0z0p616zx9gsnil66ay, d8ypulxmosy9ulp0imw6avo5, cwerr3zz6pqzzzqso9dx69fjd, b9d4fqz6ezz2azklpghb9kyjt, bfk6fgj2z7yifd9iqwjlk4pka, f5belq8ns6bvom52sbhby6d5g, 41a58968ocakxmmmr736re2ac, 1kqy11izfxrv487anw8dvwtm1, 1ftms6bue2ezs3khsimk9sep6, aywzkq0jwnhljcxewthcm40dl, 6tgxgungxafve570mazrb6uc4, 9woyfs8z3bd46kk8qwyxfdv8q, 1vm9mztp9ro7cnp6boinc7phx, 9zcl2x3h5b1cb2sf5wuarmwru, as2gs38ai4i235sz36rmvpa1g",4275757947,194,d9dirjpaqkq3gga2zyeykcv6d,4275757943,130,3,4275757939,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548367549,1,34,16,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-05-14T01:09:33.395Z,2023-05-19T12:33:28Z,4275782129,194,9aj5gfycwgc6r0b550zagl4a1,4275964237,197,14889,4275782119,30,"bxf73uaptcz0uj7uy1g0euod1, 3bx0w0ftkij1lqrt727gjd94a, 1enu619pvakj78wtsfuilbj3e, dve5pao9dmobh167wb8g45g45, etdam0sfwiphiwykieovlsyy1, 8ruvr2jnsfdub02rdh8q88s89, 18kiz7s5jlyotkb4p0sbbxyol, 9aj5gfycwgc6r0b550zagl4a1, 6h8t7apz5vzk0pjxo8hbbkfhm, dfeohozpw604y5jbu01u1dkkq, avhmou9ayqv9te0nocy80aga1, 4ydhmjolo7sirgluzy5802kus, f1lymlxr3tdvvvhlv5rixarx1, 5shor8es56o12syt7wdllu385, 6opd7nuh51c7p6pn6w04yuntg, 8kpc8oizpun31b1a8jxm8f7ys, 1seg0302ye7ijrmlsj6p9uz8, 5ctvnqq716lbj0l9prrp8vb4k, ajdrn06n41ykofo4ihp5558t1, 6l2wua4jg3a4v85su8nmc52p5",4275782125,130,4,4275782121,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4275782127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4275782123,59,"13, 99, 16, 8, 11, 14, 10, 17, 9, 21, 18, 1, 3, 5, 6, 15, 24, 28, 29, 33",4275782131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399889,2,32,1,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-05-14T02:07:42.519Z,2023-05-19T12:17:21Z,4275964417,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399855,2,32,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-05-14T02:07:42.519Z,2023-05-14T02:07:42Z,4275964255,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399905,3,1,1,0,0,6hbfgdczbi3yg4sdpqgtu6s,1,50.2,50.3,2023-05-14T02:07:42.619Z,2023-05-19T12:21:12Z,4275964499,212,24.9,4275964495,140,26.5,4275964503,279,S,4275964501,213,3.1,4275964493,56,Back,4275964497,141,51.0,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399921,4,1,1,0,4,6hbfgdczbi3yg4sdpqgtu6s,1,35.8,56.5,2023-05-14T02:07:46.637Z,2023-05-19T12:23:52Z,4275964587,140,37.3,4275964591,212,15.0,4275964585,56,Back,4275964589,141,34.5,4275964593,213,4.8,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399975,5,1,1,0,6,6hbfgdczbi3yg4sdpqgtu6s,1,38.6,30.1,2023-05-14T02:07:49.117Z,2023-05-19T12:23:58Z,4275964927,56,Back,4275964931,141,5.0,4275964929,140,47.0,4275964933,212,19.2,4275964935,213,5.2,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550963111,732,1,1,0,9,6hbfgdczbi3yg4sdpqgtu6s,1,51.2,5.2,2023-05-14T02:07:51.519Z,2023-05-19T12:23:52Z,4289532709,140,74.9,4289532713,212,25.5,4289532707,56,Right,4289532711,141,13.3,4289532715,213,0.2,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399979,6,1,1,0,18,6hbfgdczbi3yg4sdpqgtu6s,0,88.3,21.9,2023-05-14T02:08:00.644Z,2023-05-19T12:24:18Z,4275964971,141,68.0,4289533409,224,,4275964975,213,1.2,4275964967,56,Center,4275964963,2,,4289533411,20,,4275964977,1,,4275964973,212,34.1,dfeohozpw604y5jbu01u1dkkq,A. Thompson,4275964969,140,100.0,4275964965,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548399991,3,5,1,0,19,f1ks82wpiewyqs6h3oz9v4hzj,1,-1,31,2023-05-14T02:08:01.763Z,2023-05-14T02:17:42Z,4275965013,56,Back,4275965015,346,,4275965049,233,7,,,,,,,,,,,,,,,,11u4dj0z0p616zx9gsnil66ay,S. Staab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
