id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/19/value
2507747677,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-14T19:00:25.240Z,2023-02-14T20:47:55Z,4032349887,59,"13, 2, 3, 18, 5, 16, 14, 8, 22, 27, 30, 4, 10, 17, 19, 20, 21, 23",4032349897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4032349889,130,4,4032349885,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4032349895,197,18076,4032349891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4032349883,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 7cznyew8xg3fxfqeexid7pxt6, 50flg4aoq4l0glnh61yzngc7p, bsrhtxhpnlxho2o4zvli5qmeh, 987r1vdgx95x30elzrisjrzs9, 8olbkp9lqy3em5s9h7a4aod4a, 3jzhwh7lq7xzcz7clm28h0mvp, 33ci88veciqvd4w5y145dyooa, uluqgj69z6yunsl8m505lyi, 1lu7wsceoivdbsvqanykrr07p, cqfbp8me2n00cve66v797omvp, 5qek4jlkgmuv5vcda1hkiagnp, 6fphke4c1tsj6xvvp7aki65sl, d5yupvahq6bf4nde1nmgro6lm, 2nqvzywi67fy7tx5p7d4kgo6i, exrh01dw52b651aet2am7v015, 4z5onwcaou5pjcz3kxncn8wl",4032349893,194,bsrhtxhpnlxho2o4zvli5qmeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507747681,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-02-14T19:00:25.430Z,2023-02-14T20:47:56Z,4032349923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4032349917,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4032349921,130,18,4032349925,194,oe0lbxtc4qftnd886dzfm385,4032349919,59,"25, 17, 24, 3, 5, 21, 28, 7, 18, 16, 9, 2, 4, 10, 23, 26, 32, 8",4032349915,30,"82h98ebusz83rox95oi9kafh1, 4lz9m2nwif7tql9hqsv2u7vft, 75n089x1zca6gw23j27ohrhii, 5a86e1pl8b7ibmrkz3h6gs1yh, oe0lbxtc4qftnd886dzfm385, 4cyf8fcefkz6433g76okyd65m, 6q0zzgnbbzsbubnekye5dunai, 9llmzvk9nw1kwy73o8z9f8usp, 4mjzjj2p0pzyw0hcq4no9y0o9, 4xxoasz03erxlyonu2t8y5fqh, 9w0nk2mz77jqc62v4gv1h0vkl, 3z9ioxbv8oeyqrbw5k8e3dec5, 2q6bsyszm27v5uvs30j5ty311, alhqwxs7t2pxxxuztmvy1ibpx, e713hl3clivldop8wln53rsyy, 944ptuekuetkjifbeaycqcoh5, ba8qp1eswz0kzcr0245r7q8kp, 5udpap0himq2ggsw4f0o5hqdx",4032349927,197,16120,4032349929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751687,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-02-14T19:46:10.002Z,2023-02-14T19:46:10Z,4032371271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751699,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-14T19:46:10.002Z,2023-02-16T04:40:19Z,4032371331,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751743,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,49.9,50.1,2023-02-14T19:46:10.172Z,2023-02-17T05:40:30Z,4032371533,141,50.3,4032371535,212,5.9,4032371531,140,44.3,4032371529,56,Back,4036615449,178,,4032371537,213,3.1,4032371539,279,S,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751783,4,1,1,0,2,5g1fnexeromjl0lvnxp8hpnhi,1,43.3,49.5,2023-02-14T19:46:12.433Z,2023-02-17T05:40:34Z,4032371749,212,36.3,4032371747,141,92.9,4032371751,213,0.9,4032371743,56,Left,4036615475,178,,4032371753,1,,4032371745,140,63.5,4032371741,155,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751793,5,44,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,1,65.1,89.9,2023-02-14T19:46:14.733Z,2023-02-17T07:45:32Z,4032371977,233,3,4032371815,56,Left,4032371817,286,,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751819,3,44,1,0,4,ahm0t06rup1bkd9z0mxl2lmph,0,34.9,10.1,2023-02-14T19:46:14.734Z,2023-02-17T05:40:39Z,4032371953,285,,4032371995,233,5,4032371951,56,Back,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751805,6,1,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,0,62.3,92.1,2023-02-14T19:46:14.793Z,2023-02-17T07:45:32Z,4032371869,3,,4032371879,213,5.9,4036615559,388,,4032371877,212,17.6,4032371873,140,78.0,4032371875,141,83.0,4032371871,56,Left,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751835,4,1,1,0,5,ahm0t06rup1bkd9z0mxl2lmph,1,24.1,14.7,2023-02-14T19:46:15.793Z,2023-02-17T05:40:49Z,4032372053,213,6.1,4032372045,56,Back,4032372051,212,16.9,4032372049,141,10.1,4032372047,140,39.9,4036615615,178,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752111,7,1,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,0,38.4,10.9,2023-02-14T19:46:16.923Z,2023-02-17T05:40:54Z,4032373441,56,Back,4032373445,141,10.3,4032373439,168,,4032373443,140,49.1,4032373451,213,6.2,4036615661,178,,4032373447,212,11.2,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751883,7,1,1,0,8,5g1fnexeromjl0lvnxp8hpnhi,0,51.8,86.9,2023-02-14T19:46:18.924Z,2023-02-17T05:40:59Z,4032372309,213,0.0,4032372307,212,17.9,4036615707,178,,4032372299,56,Left,4032372301,140,68.8,4032372305,141,87.4,4032372295,155,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751957,5,1,1,0,12,ahm0t06rup1bkd9z0mxl2lmph,0,23.5,12.4,2023-02-14T19:46:22.054Z,2023-02-17T05:41:06Z,4032372655,212,17.4,4032372651,141,6.2,4036615761,388,,4032372645,56,Back,4032372641,3,,4032372657,213,6.0,4032372649,140,39.6,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751963,6,5,1,0,16,ahm0t06rup1bkd9z0mxl2lmph,0,50.4,-1.6,2023-02-14T19:46:26.297Z,2023-02-17T05:41:15Z,4032373627,233,8,4032372687,347,,4032372685,56,Right,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752127,8,5,1,0,16,5g1fnexeromjl0lvnxp8hpnhi,1,49.6,101.6,2023-02-14T19:46:26.297Z,2023-02-17T05:41:15Z,4032373523,56,Back,4032373525,347,,4032373589,233,6,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752159,9,1,1,0,28,5g1fnexeromjl0lvnxp8hpnhi,1,53.2,100,2023-02-14T19:46:38.565Z,2023-02-17T05:41:18Z,4032373727,56,Left,4032373729,140,59.0,4032373731,141,83.9,4032373735,213,5.2,4032373733,212,13.3,4032373725,107,,,,,,,,75n089x1zca6gw23j27ohrhii,S. Earley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752167,10,1,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,1,59,83.9,2023-02-14T19:46:39.425Z,2023-02-17T05:41:29Z,4036615891,178,,4032373799,212,4.7,4032373801,213,2.2,4032373797,141,89.6,4032373793,56,Left,4032373795,140,56.4,4032373791,3,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752223,11,1,1,0,30,5g1fnexeromjl0lvnxp8hpnhi,1,56.4,89.6,2023-02-14T19:46:40.854Z,2023-02-17T05:41:37Z,4032374129,141,87.7,4036615933,178,,4032374127,140,51.2,4032374131,212,5.6,4032374125,56,Left,4032374133,213,3.4,,,,,,,75n089x1zca6gw23j27ohrhii,S. Earley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752259,12,1,1,0,31,5g1fnexeromjl0lvnxp8hpnhi,1,58.3,89,2023-02-14T19:46:41.355Z,2023-02-17T05:41:59Z,4032374301,56,Left,4032374305,141,96.0,4032374303,140,62.1,4032374309,213,0.9,4032374307,212,6.2,4032374299,155,,4036615971,178,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508018111,798,1,1,0,33,5g1fnexeromjl0lvnxp8hpnhi,0,62.5,89.4,2023-02-14T19:46:43.385Z,2023-02-17T05:42:13Z,4033784667,140,74.2,4033784669,141,97.1,4033784665,56,Left,4036616229,178,,4033784671,212,13.4,4033784663,155,,4033784673,213,0.4,,,,75n089x1zca6gw23j27ohrhii,S. Earley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752257,8,1,1,0,35,ahm0t06rup1bkd9z0mxl2lmph,1,24.2,2.9,2023-02-14T19:46:45.334Z,2023-02-17T05:42:18Z,4032374293,212,8.1,4032374295,213,6.2,4032374291,141,2.5,4032374285,3,,4032374289,140,31.9,4036616255,388,,4032374287,56,Back,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508018375,747,61,1,0,36,ahm0t06rup1bkd9z0mxl2lmph,0,30.7,4.3,2023-02-14T19:46:46.287Z,2023-02-17T05:42:41Z,4033786183,56,Back,4036616519,178,,,,,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752287,13,1,1,0,37,5g1fnexeromjl0lvnxp8hpnhi,0,60.5,87.4,2023-02-14T19:46:47.176Z,2023-02-17T05:42:51Z,4032392163,213,6.2,4032392161,212,1.4,4032374453,56,Left,4036616593,178,,4032392157,140,61.8,4032392159,141,87.2,4032392731,236,,4032392741,233,9,75n089x1zca6gw23j27ohrhii,S. Earley,4032392753,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752281,9,74,1,0,37,ahm0t06rup1bkd9z0mxl2lmph,1,35,5,2023-02-14T19:46:47.235Z,2023-02-17T05:42:56Z,4032392769,233,13,4032374417,56,Back,4036616617,178,,4032374419,285,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752309,10,49,1,0,40,ahm0t06rup1bkd9z0mxl2lmph,1,44.1,5.3,2023-02-14T19:46:50.006Z,2023-02-17T05:43:08Z,,,,,,,,,,,,,,,,,,,,,,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752349,11,1,1,0,40,ahm0t06rup1bkd9z0mxl2lmph,0,44.1,5.3,2023-02-14T19:46:50.046Z,2023-02-17T05:43:16Z,4032374757,213,0.3,4036616719,178,,4032374749,56,Right,4032374755,212,17.4,4032374751,140,59.9,4032374753,141,13.2,,,,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752385,14,1,1,0,41,5g1fnexeromjl0lvnxp8hpnhi,0,30.6,81,2023-02-14T19:46:51.866Z,2023-02-17T05:43:21Z,4032374927,56,Back,4032374937,213,6.2,4036616743,388,,4032374933,141,80.4,4032374931,140,36.9,4032374923,3,,4032374935,212,6.6,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508554829,855,67,1,0,43,5g1fnexeromjl0lvnxp8hpnhi,1,45.1,80.6,2023-02-14T19:46:53.019Z,2023-02-17T07:45:33Z,4036667335,233,800,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508554825,800,67,1,0,43,ahm0t06rup1bkd9z0mxl2lmph,0,54.9,19.4,2023-02-14T19:46:53.020Z,2023-02-17T06:42:26Z,4036667339,233,855,,,,,,,,,,,,,,,,,,,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508019323,799,1,1,0,43,5g1fnexeromjl0lvnxp8hpnhi,1,39.8,78.7,2023-02-14T19:46:53.035Z,2023-02-17T07:45:33Z,4033791051,141,78.7,4033791055,213,3.1,4033791053,212,6.2,4036616761,178,,4033791047,56,Back,4033791049,140,33.9,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752459,15,1,1,0,44,5g1fnexeromjl0lvnxp8hpnhi,1,27.2,74.4,2023-02-14T19:46:54.896Z,2023-02-17T05:43:44Z,4032375293,140,37.8,4036616859,178,,4032375301,213,0.4,4032375297,141,80.8,4032375287,155,,4032375289,56,Back,4032375299,212,12.0,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752469,16,61,1,0,46,5g1fnexeromjl0lvnxp8hpnhi,1,37.8,80.8,2023-02-14T19:46:56.686Z,2023-02-17T05:44:05Z,4036616981,178,,4032375359,56,Back,,,,,,,,,,,,,,,,,,,75n089x1zca6gw23j27ohrhii,S. Earley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752481,17,49,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,1,26.9,65.4,2023-02-14T19:46:57.356Z,2023-02-17T05:44:19Z,,,,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752523,18,1,1,0,48,5g1fnexeromjl0lvnxp8hpnhi,1,37.7,78.3,2023-02-14T19:46:58.225Z,2023-02-17T05:44:25Z,4032375667,56,Back,4036617085,178,,4032375669,140,44.4,4032375675,213,5.2,4032375671,141,57.1,4032375673,212,16.0,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752531,19,1,1,0,50,5g1fnexeromjl0lvnxp8hpnhi,1,45.9,40.9,2023-02-14T19:47:00.076Z,2023-02-17T05:44:35Z,4032375747,212,16.0,4036617139,178,,4032375737,56,Back,4032375741,140,35.6,4032375745,141,23.6,4032375751,213,4.0,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
