id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2515072343,7,49,1,0,6,82kapkjwonlv9j1ui0ytv5sii,1,23.8,89.7,2023-03-04T15:01:47.275Z,2023-03-07T09:17:40Z,,,,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072117,5,1,1,0,7,82kapkjwonlv9j1ui0ytv5sii,0,27.9,76.6,2023-03-04T15:01:48.208Z,2023-03-07T09:17:48Z,4071021869,213,0.3,4071021861,140,58.4,4071021873,1,,4071021859,56,Left,4071021857,157,,4071021863,141,92.0,4079942129,178,,4071021865,212,33.7,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072047,7,43,1,0,8,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-04T15:01:49.596Z,2023-03-06T13:16:46Z,4071021535,56,Center,4078433195,144,61,,,,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072167,8,1,1,0,10,3ptd7zlc5isrongig0wij2id4,0,39.9,13.2,2023-03-04T15:01:51.580Z,2023-03-07T09:17:53Z,4071022113,56,Right,4079942267,388,,4071022121,213,5.9,4071022115,140,60.8,4071022117,141,0.0,4071022119,212,24.0,4071022111,3,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072331,6,5,1,0,12,82kapkjwonlv9j1ui0ytv5sii,1,42.8,101.2,2023-03-04T15:01:53.521Z,2023-03-07T09:17:56Z,4071022925,233,9,4071022785,56,Back,4071022787,347,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072173,9,5,1,0,12,3ptd7zlc5isrongig0wij2id4,0,57.2,-1.2,2023-03-04T15:01:53.521Z,2023-03-07T09:17:56Z,4071022139,347,,4071022137,56,Right,4071022999,233,6,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072781,8,1,1,0,27,82kapkjwonlv9j1ui0ytv5sii,0,47.4,100,2023-03-04T15:02:07.839Z,2023-03-07T09:18:00Z,4071024817,1,,4071024811,141,93.5,4071024805,107,,4071024809,140,71.3,4071024807,56,Left,4071024813,212,25.6,4071024815,213,6.1,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072869,10,1,1,0,28,3ptd7zlc5isrongig0wij2id4,0,22.8,14.9,2023-03-04T15:02:09.717Z,2023-03-07T09:18:20Z,4071025253,213,0.2,4079943087,388,,4071025249,141,25.0,4071025247,140,51.2,4071025245,56,Center,4071025251,212,30.6,4071025243,3,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073127,9,1,1,0,32,82kapkjwonlv9j1ui0ytv5sii,1,63.1,80.8,2023-03-04T15:02:12.845Z,2023-03-07T09:18:29Z,4079943139,178,,4071026421,213,4.9,4071026415,140,69.2,4071026417,141,21.8,4071026419,212,40.6,4071026411,56,Center,4071026423,1,,4071030251,210,13,62azuux8vuk6956cuyjjtped,L. Leahy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073135,10,13,1,0,36,82kapkjwonlv9j1ui0ytv5sii,1,77.1,26.4,2023-03-04T15:02:16.958Z,2023-03-07T09:18:29Z,4071030317,73,,4071028289,20,,4071030341,103,1.4,4071026453,18,,4071026455,56,Center,4071030339,102,66.6,4071026451,22,,4071030347,231,46.6,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,4071030333,55,9,4071030323,29,4071030345,230,96.4,4071030343,215,4079943311,178,,,,,,,,,,,,,,,,,,,,,,,,
2515073167,11,5,1,0,37,82kapkjwonlv9j1ui0ytv5sii,0,101.5,61.2,2023-03-04T15:02:18.367Z,2023-03-07T09:18:34Z,4071026585,346,,4071026583,56,Center,4071026743,233,11,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073145,11,5,1,0,37,3ptd7zlc5isrongig0wij2id4,1,-1.5,38.8,2023-03-04T15:02:18.367Z,2023-03-07T09:18:35Z,4071026499,56,Back,4071026641,233,11,4071026501,346,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074711,12,1,1,1,16,3ptd7zlc5isrongig0wij2id4,1,5,37,2023-03-04T15:02:57.254Z,2023-03-07T09:18:40Z,4071034387,74,,4071034373,56,Center,4071034375,140,67.3,4071034383,1,,4071034377,141,30.7,4071034381,213,6.2,4071034369,124,,4071034371,155,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,4071034379,212,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074735,13,1,1,1,20,3ptd7zlc5isrongig0wij2id4,0,65.2,33.7,2023-03-04T15:03:00.991Z,2023-03-07T09:18:50Z,4071034539,213,6.0,4071034513,3,,4079943755,388,,4071034537,212,11.2,4071034529,140,75.3,4071034525,56,Center,4071034517,168,,4071034533,141,28.5,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074811,12,49,1,1,21,82kapkjwonlv9j1ui0ytv5sii,1,30.3,71.7,2023-03-04T15:03:02.381Z,2023-03-07T09:18:54Z,,,,,,,,,,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074881,13,1,1,1,22,82kapkjwonlv9j1ui0ytv5sii,0,30.3,71.7,2023-03-04T15:03:03.813Z,2023-03-07T09:18:58Z,4071035233,213,6.2,4071035223,157,,4071035225,56,Center,4071035229,141,69.6,4071035227,140,57.8,4071035231,212,28.9,4071035239,1,,4079943923,178,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074939,14,1,1,1,25,3ptd7zlc5isrongig0wij2id4,0,57.3,33.6,2023-03-04T15:03:06.698Z,2023-03-07T09:19:04Z,4071035487,212,11.5,4071035489,213,5.3,4071035481,56,Right,4079944067,178,,4071035485,141,20.0,4071035483,140,63.8,4071035479,3,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075049,14,1,1,1,27,82kapkjwonlv9j1ui0ytv5sii,0,36.2,82,2023-03-04T15:03:08.226Z,2023-03-07T09:19:14Z,4071036069,3,,4071036081,212,19.7,4071036075,140,44.6,4071036079,141,56.1,4071036083,213,5.2,4079944311,178,,4071036071,56,Back,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075107,15,44,1,1,29,82kapkjwonlv9j1ui0ytv5sii,1,47.8,54.7,2023-03-04T15:03:10.201Z,2023-03-07T10:14:45Z,4071036379,285,,4071036375,56,Back,4071036679,233,15,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075037,15,44,1,1,29,3ptd7zlc5isrongig0wij2id4,0,52.2,45.3,2023-03-04T15:03:10.202Z,2023-03-07T09:19:28Z,4071036551,233,15,4071036033,56,Center,4071036035,286,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516472761,669,1,1,1,29,82kapkjwonlv9j1ui0ytv5sii,0,44.2,57.3,2023-03-04T15:03:10.257Z,2023-03-07T10:14:45Z,4079944927,388,,4078438577,140,43.8,4078438583,213,4.2,4078438579,141,56.2,4078677269,168,,4078438581,212,0.9,4078438575,56,Back,4078438573,3,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075061,16,61,1,1,29,3ptd7zlc5isrongig0wij2id4,1,56,44.5,2023-03-04T15:03:10.280Z,2023-03-07T09:19:45Z,4079945165,388,,4071036137,56,Center,4079945159,15,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515320365,666,1,1,1,30,82kapkjwonlv9j1ui0ytv5sii,0,34.6,55.5,2023-03-04T15:03:11.439Z,2023-03-07T09:19:58Z,4079945423,178,,4072335529,140,48.0,4072335539,213,5.7,4072335521,3,,4072335533,141,41.5,4072335535,212,17.0,4072335525,56,Back,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075229,17,1,1,1,31,3ptd7zlc5isrongig0wij2id4,1,52.1,58.8,2023-03-04T15:03:12.773Z,2023-03-07T09:20:03Z,4071037007,56,Back,4071037015,141,39.8,4079945567,178,,4071037019,212,13.3,4071037023,213,4.5,4071037005,3,,4071037011,140,49.3,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075291,18,1,1,1,34,3ptd7zlc5isrongig0wij2id4,1,50.6,38.6,2023-03-04T15:03:15.153Z,2023-03-07T09:20:14Z,4071037325,56,Back,4071037333,213,4.6,4071037331,212,15.7,4079945893,178,,4071037329,141,15.7,4071037327,140,48.7,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075309,19,49,1,1,35,3ptd7zlc5isrongig0wij2id4,1,45.7,12.6,2023-03-04T15:03:16.561Z,2023-03-07T09:20:19Z,,,,,,,,,,,,,,,,,,,,,,,,,akatb6qaa078a72zvl8gapoiy,J. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075505,20,1,1,1,40,3ptd7zlc5isrongig0wij2id4,1,78.1,5.8,2023-03-04T15:03:21.516Z,2023-03-07T09:20:23Z,4071038413,213,1.4,4071038407,140,80.4,4071038409,141,27.3,4071038405,56,Center,4071038411,212,14.8,4079946125,178,,,,,,,,akatb6qaa078a72zvl8gapoiy,J. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075543,21,1,1,1,42,3ptd7zlc5isrongig0wij2id4,1,86.5,24.2,2023-03-04T15:03:23.456Z,2023-03-07T09:20:27Z,4071038595,140,75.1,4071038603,212,12.0,4071038589,56,Center,4079946235,178,,4071038607,213,3.2,4071038599,141,23.7,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075765,22,1,1,1,43,3ptd7zlc5isrongig0wij2id4,1,74.9,23.1,2023-03-04T15:03:24.642Z,2023-03-07T09:20:32Z,4071039787,141,12.8,4071039789,212,9.4,4071039791,213,5.4,4071039785,140,80.8,4071039783,56,Right,4079946395,178,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075899,23,61,1,1,48,3ptd7zlc5isrongig0wij2id4,0,80.7,19.1,2023-03-04T15:03:29.345Z,2023-03-07T09:20:44Z,4079946595,178,,4071040371,56,Right,,,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075779,17,49,1,1,49,82kapkjwonlv9j1ui0ytv5sii,1,16.8,71.2,2023-03-04T15:03:30.275Z,2023-03-07T09:20:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075771,16,43,1,1,49,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-03-04T15:03:30.759Z,2023-03-04T15:03:59Z,4071039807,285,0,4071039805,56,Back,4071045183,144,7,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075953,18,50,1,1,50,82kapkjwonlv9j1ui0ytv5sii,1,8.8,69.5,2023-03-04T15:03:31.143Z,2023-03-07T09:21:12Z,4071040673,285,,4071040671,56,Back,4071043877,233,26,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076597,26,7,1,1,50,3ptd7zlc5isrongig0wij2id4,1,91.2,30.5,2023-03-04T15:03:31.166Z,2023-03-07T09:21:18Z,4079947409,178,,4071043833,233,18,4078441173,385,,4071043747,56,Center,4071043749,286,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076025,19,5,1,1,51,82kapkjwonlv9j1ui0ytv5sii,1,-1,63.6,2023-03-04T15:03:32.782Z,2023-03-07T09:21:21Z,4071040999,56,Back,4071041001,346,,4071041039,233,24,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075911,24,5,1,1,51,3ptd7zlc5isrongig0wij2id4,0,101,36.4,2023-03-04T15:03:32.782Z,2023-03-07T09:21:22Z,4071040435,56,Center,4071041101,233,19,4071040437,346,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076135,25,43,1,1,58,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-04T15:03:39.238Z,2023-03-04T15:03:45Z,4071041475,141,29.5,4071041473,140,86.0,4071041471,56,Center,4071041477,212,0,4071042433,144,1,4071041479,213,0,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077115,20,1,1,2,21,82kapkjwonlv9j1ui0ytv5sii,1,4.5,44.3,2023-03-04T15:04:02.552Z,2023-03-07T09:21:28Z,4071046429,212,60.8,4071046427,141,27.4,4071046415,124,,4071046419,56,Center,4071046433,213,6.1,4071046435,1,,4071046441,74,,4071046423,140,61.4,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516473489,670,44,1,2,25,82kapkjwonlv9j1ui0ytv5sii,1,60.6,27.1,2023-03-04T15:04:05.860Z,2023-03-07T10:14:45Z,4078804429,233,836,4078442515,286,,4078442513,56,Center,,,,,,,,,,,,,,,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516473529,836,44,1,2,25,3ptd7zlc5isrongig0wij2id4,0,39.4,72.9,2023-03-04T15:04:05.861Z,2023-03-07T09:21:34Z,4078442669,285,,4078442667,56,Back,4078804439,233,670,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077135,21,1,1,2,25,82kapkjwonlv9j1ui0ytv5sii,0,61.4,27.4,2023-03-04T15:04:05.898Z,2023-03-07T10:14:46Z,4071046545,140,70.9,4079948001,388,,4071046543,56,Center,4071046547,141,27.9,4071046551,213,0.0,4071046539,3,,4071046549,212,10.0,4071046541,168,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077181,27,1,1,2,26,3ptd7zlc5isrongig0wij2id4,0,26.9,81.7,2023-03-04T15:04:07.115Z,2023-03-07T09:21:48Z,4071046771,56,Back,4071046777,212,16.6,4071046779,213,6.0,4071046775,141,75.6,4071046773,140,42.2,4079948141,178,,4071046767,3,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077265,22,1,1,2,27,82kapkjwonlv9j1ui0ytv5sii,1,69.2,27.9,2023-03-04T15:04:07.970Z,2023-03-07T09:21:53Z,4071047313,213,5.8,4079948315,178,,4071047301,56,Center,4071047309,212,8.6,4071047305,141,21.9,4071047303,140,76.4,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077301,23,1,1,2,29,82kapkjwonlv9j1ui0ytv5sii,1,75.9,20.9,2023-03-04T15:04:10.324Z,2023-03-07T09:22:00Z,4071047471,140,90.7,4071047479,213,5.9,4071047473,141,10.8,4071047475,212,17.0,4079948447,178,,4071047469,56,Right,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516762801,747,67,1,2,31,82kapkjwonlv9j1ui0ytv5sii,1,91.3,6.6,2023-03-04T15:04:12.337Z,2023-03-07T10:14:46Z,4079991667,233,940,,,,,,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516762797,940,67,1,2,31,3ptd7zlc5isrongig0wij2id4,0,8.7,93.4,2023-03-04T15:04:12.338Z,2023-03-07T09:50:19Z,4079991705,233,747,,,,,,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077389,25,1,1,2,31,82kapkjwonlv9j1ui0ytv5sii,0,92.7,9.1,2023-03-04T15:04:12.352Z,2023-03-07T10:14:46Z,4078443369,224,,4071047951,212,22.7,4071047949,141,41.7,4078443371,20,,4071047941,2,,4079948551,178,,4071047945,56,Center,4071047947,140,97.4,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,4071047953,213,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
