id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/11/value,assist
2490102043,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-10T14:15:10.277Z,2022-12-10T14:15:10Z,3939437813,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939437819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939437805,30,"byo7r7emgxz5oiauh2z75vpp1, 9s6ec1a12gozqwjlsyo7y8gr9, f0sa0skucdf742t06hsmi8ne2, 6hq92cx2829wfuzxmfhg1xpm1, 6wax1hh875vpvfi1fbetwmtey, 5raent8a0bdt01n7769n3dw16, aa68kvv9c3of0a8cgbx8ppm1h, fjnzx6b57qsj6o7hdm6r0mhh, 4n37rih2qtphgtjxzo2id5f55, bdquc37ytagmw19zgrehnryz9, 5pafzbbuucga9ut20l6ckj7u2, 5l042n1ublyhfemhtc2636six, dz04k2zt87y78ku9g14sxm21h, ax2mraa85fs9ihyhk7qnmm489, ct9ifm9mk702lkhhmlf12nlxx, 44mf0jzuwreljhmqth0w60iqd, c651trgr0pihuppxxd31z6go9, ah31ge07jvte4y161aut0uthx",3939437817,197,4819,3939437807,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3939437811,130,18,3939437809,59,"1, 7, 3, 17, 2, 37, 14, 15, 21, 10, 40, 5, 9, 22, 23, 25, 28, 32",3939437815,194,fjnzx6b57qsj6o7hdm6r0mhh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490105397,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-12-10T14:23:55.523Z,2022-12-10T15:04:24Z,3939456601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939456597,59,"25, 7, 11, 5, 3, 6, 8, 10, 33, 9, 22, 2, 15, 17, 19, 21, 23, 26",3939456605,197,17868,3939456599,130,18,3939456593,30,"1etperk4v88ohoddjdb5dj2l1, 6ln898p7stih8l7ikzloet0b9, 5ozfcga88glwzazkg65ahwa8l, 2uyrcl2hf5xunxm8zm98kh1at, 5yfb390wjjfdjhdf0jzaf1kgl, 6xjftfuwhkbs39xfc3phdbyl1, aclrl318d420oqe1fjgl1m3xm, a1muz32ocg2650ll5kjc02u39, 1788amerrk9fg3f9qddyxz8x5, b0l7hknmc27qttjxv094mi5zp, bojsqjfaoi810xuyz0qeqs0r9, a2gluxzt6a3z5xwgu2q482rqh, 5n4s7vdp0dx0ndkph7oyg7v1l, bybpo6v76mntngcl9xwpil7u1, 1yzyn48jb8yd8bc0xywrhg0r9, ef2y32lrxfsagikwuhjrovy3u, 4y3hm9ljv62c5jswanl0gk5, 4m9vn1q30f1c8ksiyxtei63ft",3939456595,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3939456603,194,a1muz32ocg2650ll5kjc02u39,3939456607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117647,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-10T15:00:58.021Z,2022-12-13T04:21:03Z,3939522079,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117641,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-12-10T15:00:58.021Z,2022-12-10T15:00:58Z,3939522057,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117667,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,50,49.9,2022-12-10T15:00:58.041Z,2022-12-13T04:49:03Z,3939522157,141,49.7,3939522163,279,S,3939522159,212,20.1,3939522153,56,Back,3939522155,140,30.9,3939522161,213,3.1,3943347387,178,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117757,4,1,1,0,5,5pfqedkme2kabtqhkln35pf3l,1,39.4,32.1,2022-12-10T15:01:03.965Z,2022-12-13T04:49:07Z,3939522551,56,Center,3939522555,141,74.5,3939522549,155,,3939522561,1,,3943347427,178,,3939522559,213,0.7,3939522553,140,72.6,3939522557,212,45.2,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117769,5,1,1,0,10,5pfqedkme2kabtqhkln35pf3l,0,74,76.9,2022-12-10T15:01:09.002Z,2022-12-13T04:49:12Z,3939522623,213,4.5,3939522617,140,71.5,3943347483,178,,3939522619,141,62.4,3939522615,56,Center,3939522621,212,10.2,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117777,3,49,1,0,11,ejm092fnt9zoxbpuklzd52ji8,1,23.6,31.8,2022-12-10T15:01:09.791Z,2022-12-13T04:49:16Z,,,,,,,,,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117793,4,61,1,0,12,ejm092fnt9zoxbpuklzd52ji8,0,21.4,25.8,2022-12-10T15:01:10.819Z,2022-12-13T04:49:23Z,3943347579,178,,3939522715,56,Back,,,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117833,6,4,1,0,13,5pfqedkme2kabtqhkln35pf3l,1,73.2,78.6,2022-12-10T15:01:11.933Z,2022-12-13T04:49:29Z,3939522933,265,,3939522929,56,Center,3939522927,13,,3939522961,233,5,3939522931,152,,3939522935,286,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117823,5,4,1,0,13,ejm092fnt9zoxbpuklzd52ji8,0,26.8,21.4,2022-12-10T15:01:11.934Z,2022-12-13T04:49:29Z,3939522889,56,Back,3939522895,285,,3939522887,13,,3939522891,152,,3943347621,178,,3939522981,233,6,3939522893,265,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118135,7,1,1,0,44,5pfqedkme2kabtqhkln35pf3l,0,71.6,85.4,2022-12-10T15:01:42.557Z,2022-12-13T04:49:32Z,3939524577,212,32.9,3939524581,1,,3939524573,140,87.3,3939524579,213,5.2,3939524567,155,,3942970405,223,,3939524563,2,,3939524569,152,,4n37rih2qtphgtjxzo2id5f55,A. Evans,3939524571,56,Center,3939524565,5,3943347633,178,3942970407,20,3939524575,141,43.6,,,,,,,,,,,,,,,,,,,
2490118155,6,12,1,0,46,ejm092fnt9zoxbpuklzd52ji8,1,12.2,53.3,2022-12-10T15:01:44.035Z,2022-12-13T04:49:36Z,3939524683,213,6.1,3939524675,56,Back,3943347671,388,,3939524681,212,25.7,3939524679,141,48.2,3939524685,15,,3939524677,140,36.5,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118221,8,1,1,0,49,5pfqedkme2kabtqhkln35pf3l,0,59.8,41.9,2022-12-10T15:01:47.886Z,2022-12-13T04:49:43Z,3939525081,141,38.8,3943347723,178,,3939525077,140,62.0,3939525085,212,3.1,3939525089,213,5.5,3939525075,56,Center,,,,,,,fjnzx6b57qsj6o7hdm6r0mhh,P. Coutts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490766617,708,61,1,0,49,ejm092fnt9zoxbpuklzd52ji8,1,42,66.6,2022-12-10T15:01:48.013Z,2022-12-13T04:49:47Z,3943347755,178,,3942970899,56,Back,,,,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118253,9,1,1,0,53,5pfqedkme2kabtqhkln35pf3l,1,66,9.1,2022-12-10T15:01:51.818Z,2022-12-13T04:49:53Z,3939525259,141,18.2,3939525263,213,1.8,3939525257,140,64.6,3943347803,178,,3939525255,56,Right,3939525261,212,6.4,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
