id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2509082079,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-02-18T14:15:17.723Z,2023-02-18T16:08:43Z,4039406285,30,"3wew9tjsjrsoyioiuzd7ve356, 8w9kh0cuund2pw8wzs0rjrbah, dzitwscdk6ogkf6bstbrik53p, 4eyngv286u5zbtppuih1g67s9, a2g77lv071rnz76ujh30364tl, ag8f1ksvfel1a0y49d0iypuui, 8i4qnoil4877e0wpwx3fj5b10, ex0gkrnzj98vrwpk9tpcfw91x, 20z2xkmqc3em5dol00ko4sp62, 7uhajc3suc68vemamuc3dyvp, f4ef7in4fxoylsy29anhgqep5, 2asjeedy6igcuixqktdmk5k2x, 1vigb3e3dsxufbtvt4ed48e09, 4m5w23fmydm3or1ff42hgeqne, a5cmnj0nhdbux68291ipqcei2, 2hdl7ccy1jxh95aa00x1nlnu, dv1g5fozbyj5r55grfp8x7uac, 2vwxulro5pc73zviman08je38",4039406289,59,"1, 14, 11, 15, 16, 50, 8, 28, 25, 7, 20, 2, 17, 18, 22, 30, 39, 43",4039406287,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4039406291,130,18,4039406295,194,ex0gkrnzj98vrwpk9tpcfw91x,4039406293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039406299,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039406297,197,16212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509082573,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-02-18T14:15:48.456Z,2023-02-18T14:15:48Z,4039409139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039409133,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039409137,197,4206,4039409135,194,62azuux8vuk6956cuyjjtped,4039409131,130,18,4039409129,59,"1, 17, 26, 33, 22, 5, 7, 3, 8, 9, 24, 13, 14, 15, 18, 20, 30, 27",4039409127,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4039409125,30,"ezg39hlg3h14utboy2h3lijmd, 31xl77lt8tax7bta6s45p9fpx, bydla0otire1a58193o1buqjt, dbe9gwg6ggyqh9fvdruelz8wl, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, ap3mja91coq7mbr6xkqvbss7p, 62azuux8vuk6956cuyjjtped, 6t0n68hbpi4fa6lzt815gyc5w, 79a7csp3rppvt5e5q02zmolhx, cmq9t6wadet4rrj3cvkjst7ca, 4qris4sdzvtlkw5i3cmhhowrt, 6hkzb4vehsx4wwm9y98euwacq, dovxfzsqb5e7by2q6kq0j2z1l, 1g9uh6aokaevbg7s6v2jh8h78, 7joniozhpy10veujjibxmbu2, 3mudv2ein3iuv9smhmkk9vod0, 1l9z6glh9h9yt7awb7t9rsgoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123583,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-02-18T15:01:30.460Z,2023-02-21T06:49:00Z,4039623279,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123013,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-02-18T15:01:30.460Z,2023-02-18T15:01:30Z,4039620483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123675,3,1,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,49.8,49.9,2023-02-18T15:01:30.461Z,2023-02-21T08:05:21Z,4047229111,178,,4039623617,140,29.0,4039623619,141,51.2,4039623623,213,3.1,4039623615,56,Back,4039623621,212,21.9,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123747,4,1,1,0,2,5qwskbjpa17fvmtuu5qijy7cz,0,30.3,51.9,2023-02-18T15:01:33.137Z,2023-02-21T08:05:26Z,4039623999,141,91.1,4039623993,155,,4039623997,140,66.4,4039623995,56,Left,4039624001,212,46.3,4039624003,213,0.6,4047229143,178,,4039624007,1,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510413359,761,44,1,0,4,82kapkjwonlv9j1ui0ytv5sii,1,36.4,23.8,2023-02-18T15:01:35.199Z,2023-02-21T11:23:13Z,4046675639,233,719,4046426997,285,,4046426995,56,Back,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510413283,719,44,1,0,4,5qwskbjpa17fvmtuu5qijy7cz,0,63.6,76.2,2023-02-18T15:01:35.200Z,2023-02-21T08:05:32Z,4046426505,286,,4046426503,56,Center,4046675661,233,761,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123771,3,1,1,0,4,82kapkjwonlv9j1ui0ytv5sii,0,38,12.2,2023-02-18T15:01:35.246Z,2023-02-21T11:23:13Z,4039624109,140,40.4,4039624117,212,8.0,4039624113,141,23.3,4039624105,56,Back,4039624121,213,1.2,4039624101,3,,4047229219,388,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123887,5,1,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,65.8,78.7,2023-02-18T15:01:38.662Z,2023-02-21T08:05:43Z,4039624681,213,0.9,4039624677,141,89.4,4039624679,212,9.6,4039624673,56,Left,4039624675,140,71.7,4047229291,178,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123965,6,1,1,0,9,5qwskbjpa17fvmtuu5qijy7cz,1,72.2,92.1,2023-02-18T15:01:39.977Z,2023-02-21T08:05:49Z,4039624995,212,8.2,4039624993,141,90.8,4039624997,213,3.2,4039624991,140,64.4,4047229413,178,,4039624989,56,Left,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124009,7,1,1,0,10,5qwskbjpa17fvmtuu5qijy7cz,1,57.8,92.5,2023-02-18T15:01:41.420Z,2023-02-21T08:05:54Z,4039625281,213,3.4,4039625269,56,Back,4039625275,141,85.1,4039625279,212,17.4,4039625273,140,41.9,4047229467,178,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124075,8,1,1,0,13,5qwskbjpa17fvmtuu5qijy7cz,1,43.9,84.1,2023-02-18T15:01:43.622Z,2023-02-21T08:06:01Z,4039625577,140,34.8,4039625579,141,68.4,4039625575,56,Back,4039625585,213,4.0,4039625583,212,14.3,4047229545,178,,,,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
