id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/15/value,qualifier/17/value,qualifier/14/value,qualifier/18/value,qualifier/19/value
2513730827,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-28T19:00:04.283Z,2023-02-28T19:16:45Z,4063969077,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4063969065,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4063969075,197,4637,4063969067,59,"1, 2, 3, 24, 15, 22, 10, 12, 9, 27, 19, 6, 7, 11, 18, 21, 29",4063969073,194,5mx96hmn7ophhuvmybmf1esid,4063969069,130,13,4063969071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4063969063,30,"9tlowuu89l3fnv5iowela1ca2, 5mx96hmn7ophhuvmybmf1esid, 91mshvbc4rk9cf0chhgukakiy, 1y7e8a23pc4xlc6ori1o1b8tm, dwp8bqc4rdleti92n0s6q9rdh, 94pt7ikxi5cdjhbqf7vi9xg4p, 2sqsqi4h0d982a171bfuqnd91, cz9jf3ozld7o0hns2xmn54b56, 4db9vewyt9kiqtqd5e0rloodm, 6dhwu4p5uu6oiada4q13g5tk9, 4wzaq9gqohygfo22tjibldfjd, 76j19abwcie5w5hptkewlh0bt, dz4jeb7rhr5jt3grs4evbs5bd, 33eqc4ye34v5r0ix9cqg9fo4p, 43dtg3eg858i3agncnpq3p1wp, 6g8w8yuvkuayxcegsvzcjmmzt, 8mxu20zdh9wrguq79ib8y5m21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513730851,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-02-28T19:00:09.962Z,2023-02-28T19:42:16Z,4063969271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4063969257,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9j8icoctjp1icwle91r62q76x, 8uch2zjj8vxmfi2l544j5ipxx, 1vfuzp09s9oj95ruav4ln9ch6, 9r28zj6fz3z8dzojktwambsut, s2phyy6eoysnxu96rw2ivnx1, 3nwvlft28lt3fiirchylvwtm1, 2uids8ea8jv4r62psqj37x3e2, 5v9byi3v430ysdqb058eww3c9, am8ws7w5mpzvbnb8bvvztbpwp, 3jitoqthsisleiprkhni7gycp, 6evqqxq5e0y1uvigg6bss4frp, 299g43uwcj4dblia1bihagmol, 9qeg65oa5skmypxvt73vckfrp, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, bhtwzoyaqug2p0ezr7c6wxuui",4063969269,197,12150,4063969261,59,"1, 2, 21, 6, 4, 33, 24, 42, 10, 8, 12, 7, 9, 11, 14, 22, 23, 28",4063969267,194,8uch2zjj8vxmfi2l544j5ipxx,4063969259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4063969265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4063969263,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739847,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-02-28T19:44:53.679Z,2023-02-28T19:44:56Z,4064019877,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739845,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-28T19:44:53.679Z,2023-03-02T21:53:35Z,4064019871,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739859,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,50,49.9,2023-02-28T19:44:53.724Z,2023-03-03T04:23:24Z,4064019905,212,19.4,4064019907,213,3.3,4067575529,178,,4064019903,141,44.5,4064019901,140,31.9,4064019909,279,S,4064019899,56,Back,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739883,4,1,1,0,2,8w89tsles26jm12aoelwvlttt,0,34.3,40.4,2023-02-28T19:44:56.485Z,2023-03-03T04:23:10Z,4064020025,1,,4064020019,141,88.0,4064020023,213,0.8,4067575651,178,,4064020013,155,,4064020015,56,Left,4064020017,140,65.8,4064020021,212,46.3,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514424215,732,67,1,0,5,b3vbyitzi3nrw9ehj1eoko219,1,30.3,17.8,2023-02-28T19:44:58.907Z,2023-03-03T07:13:43Z,4067650793,233,1046,,,,,,,,,,,,,,,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514424211,1046,67,1,0,5,8w89tsles26jm12aoelwvlttt,0,69.7,82.2,2023-02-28T19:44:58.908Z,2023-03-03T06:30:32Z,4067650801,233,732,,,,,,,,,,,,,,,,,,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739881,3,8,1,0,5,b3vbyitzi3nrw9ehj1eoko219,1,29.3,20.1,2023-02-28T19:44:58.949Z,2023-03-03T07:13:43Z,4066959831,384,,4064020011,56,Back,4067575809,178,,,,,,,,,,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739891,5,44,1,0,6,8w89tsles26jm12aoelwvlttt,1,68.7,79.4,2023-02-28T19:45:00.346Z,2023-03-03T07:13:44Z,4064020127,233,4,4064020051,286,,4064020049,56,Left,,,,,,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739895,4,44,1,0,6,b3vbyitzi3nrw9ehj1eoko219,0,31.3,20.6,2023-02-28T19:45:00.347Z,2023-03-03T04:23:41Z,4064020065,285,,4064020131,233,5,4064020063,56,Back,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513739899,6,1,1,0,6,8w89tsles26jm12aoelwvlttt,1,66.7,80,2023-02-28T19:45:00.438Z,2023-03-03T07:13:44Z,4064020107,56,Left,4064020111,141,90.3,4064020105,3,,4067575927,388,,4064020109,140,69.4,4064020115,213,1.2,4064020113,212,7.6,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
