id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2515036793,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-04T14:15:02.651Z,2023-03-04T15:06:54Z,4070847047,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070847033,30,"3wew9tjsjrsoyioiuzd7ve356, 2asjeedy6igcuixqktdmk5k2x, 8w9kh0cuund2pw8wzs0rjrbah, 4eyngv286u5zbtppuih1g67s9, a2g77lv071rnz76ujh30364tl, ag8f1ksvfel1a0y49d0iypuui, ex0gkrnzj98vrwpk9tpcfw91x, 20z2xkmqc3em5dol00ko4sp62, 4m5w23fmydm3or1ff42hgeqne, dzitwscdk6ogkf6bstbrik53p, f4ef7in4fxoylsy29anhgqep5, 1vigb3e3dsxufbtvt4ed48e09, 46ums24te70jl5qclztg8xhwp, a5cmnj0nhdbux68291ipqcei2, a2hmi1q39n8xmxhy2u1q533oq, 2hdl7ccy1jxh95aa00x1nlnu, 74x5iaolqfr7r3on2uuriooyy, d8s5hdtsmitdvix6l02rjn1g4",4070847035,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4070847041,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070847039,130,18,4070847045,197,16212,4070847043,194,ex0gkrnzj98vrwpk9tpcfw91x,4070847037,59,"1, 2, 14, 15, 16, 50, 28, 25, 18, 11, 20, 17, 19, 22, 23, 30, 34, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515036843,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-04T14:15:06.196Z,2023-03-04T14:58:12Z,4070847367,194,cwimbfv671qph6cxdcl32elzp,4070847369,197,16119,4070847371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070847361,59,"31, 22, 12, 48, 5, 23, 2, 4, 21, 25, 11, 3, 6, 14, 17, 20, 24, 30",4070847359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4070847365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070847363,130,8,4070847357,30,"dgcocw72ey734nwc3omi02sid, bn65q0jh5fmyit8g8y4k9wsq2, 5j1eftktnca9eso1vvhu2hf55, a90bv7xfjlfi8s3kvbpyjvn8q, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, 5kg7eu8b1wktru5ohpid8e9qt, cwimbfv671qph6cxdcl32elzp, 4luphb29oi2p9ftkag6xb69jp, 43knl3z17afypz27sz4qzkxnu, 41ntkkxxtjznfdz7966j64161, 3x8j3d4oygoxsu75ipz0idt6, 5vi8t2fffmk5kjfukazcmyo5x, 1pvtzz67xdo2wonyds33h9iei, cqgg8fu39fn7k9blog2zjpk2x, as885sgoqhqie6xuony3pqrfu, dirgn9z2tdz1603md8x3dni6t, 1oxfxpbvol3526lbe42wxxze2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070979,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-04T15:01:20.701Z,2023-03-04T15:01:49Z,4071016815,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070987,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-04T15:01:20.701Z,2023-03-06T07:39:12Z,4071016855,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071059,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,50,50,2023-03-04T15:01:20.749Z,2023-03-07T04:19:16Z,4071017143,56,Back,4071017149,140,35.7,4071017167,279,S,4071017155,141,57.2,4071017161,212,15.8,4071017163,213,2.8,4079640649,178,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071187,4,1,1,0,2,17zuelixesst1z59fwcix2dil,1,35.8,58.1,2023-03-04T15:01:23.204Z,2023-03-07T04:19:23Z,4071017717,213,5.7,4071017711,141,18.0,4079640725,178,,4071017705,155,,4071017709,140,76.1,4071017721,1,,4071017707,56,Right,4071017713,212,50.3,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071555,3,4,1,0,5,5qwskbjpa17fvmtuu5qijy7cz,1,23.6,81.2,2023-03-04T15:01:26.100Z,2023-03-07T04:19:30Z,4071019251,56,Back,4071019257,285,,4071022389,233,5,4071019249,264,,4071019253,152,,4071019247,13,,,,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071203,5,4,1,0,5,17zuelixesst1z59fwcix2dil,0,76.4,18.8,2023-03-04T15:01:26.101Z,2023-03-07T04:19:29Z,4071022311,13,,4071022317,152,,4071022403,233,3,4071017769,56,Right,4071022313,264,,4079640789,388,,4071020199,286,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071273,6,43,1,0,7,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-04T15:01:28.030Z,2023-03-04T15:01:50Z,4071017989,168,0,4071017997,212,10.1,4071017991,56,Center,4071017999,213,0.6,4071017987,3,0,4071017995,141,26.5,4071021553,144,1,4071017993,140,84.0,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072375,4,1,1,0,33,5qwskbjpa17fvmtuu5qijy7cz,1,18.4,70.8,2023-03-04T15:01:54.039Z,2023-03-07T04:19:36Z,4071022969,213,6.2,4071022961,140,63.7,4071022955,155,,4071022971,1,,4071022953,5,,4071022967,212,47.9,4079640853,178,,4071022957,152,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,4071022963,141,63.1,4071022959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072395,5,44,1,0,36,5qwskbjpa17fvmtuu5qijy7cz,1,64.8,61.4,2023-03-04T15:01:57.605Z,2023-03-07T07:02:32Z,4071023279,233,7,4071023053,286,,4071023051,56,Center,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072425,7,44,1,0,36,17zuelixesst1z59fwcix2dil,0,35.2,38.6,2023-03-04T15:01:57.606Z,2023-03-07T04:19:46Z,4071023353,233,5,4071023149,285,,4071023145,56,Back,,,,,,,,,,,,,,,,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072415,6,1,1,0,36,5qwskbjpa17fvmtuu5qijy7cz,0,61.7,62.4,2023-03-04T15:01:57.608Z,2023-03-07T07:02:32Z,4071023113,56,Center,4071023121,213,5.3,4071023115,140,67.9,4071023119,212,11.0,4079641037,388,,4071023111,3,,4071023117,141,49.3,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072509,8,61,1,0,38,17zuelixesst1z59fwcix2dil,0,21.6,67.3,2023-03-04T15:01:58.950Z,2023-03-07T09:30:14Z,4079961097,15,,4079641157,178,,4071023563,56,Back,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516708555,1016,67,1,0,40,5qwskbjpa17fvmtuu5qijy7cz,1,72.6,34.4,2023-03-04T15:02:00.822Z,2023-03-07T07:02:32Z,4079736739,233,888,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516708553,888,67,1,0,40,17zuelixesst1z59fwcix2dil,0,27.4,65.6,2023-03-04T15:02:00.823Z,2023-03-07T06:23:20Z,4079736749,233,1016,,,,,,,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072555,7,15,1,0,40,5qwskbjpa17fvmtuu5qijy7cz,1,74.9,35.5,2023-03-04T15:02:00.825Z,2023-03-07T07:02:33Z,4071031897,102,49.0,4079641399,178,,4076030997,78,,4071030067,20,,4071031903,328,,4071024955,22,,4071031899,103,19,4071023777,56,Center,2asjeedy6igcuixqktdmk5k2x,M. Clark,4071031901,215,,4071030071,82,,4071031917,231,49.3,4071031907,458,4071031911,146,76.7,4071024959,18,4071031913,147,36.5,4071030115,233,9,4071031915,230,97.1,,,,,,,,,,,,
2515072587,9,10,1,0,40,17zuelixesst1z59fwcix2dil,1,23.1,70.3,2023-03-04T15:02:00.859Z,2023-03-07T04:20:35Z,4071023941,56,Back,4079641485,178,,4071030181,233,7,4071023939,94,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
