id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2477256499,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-10-25T18:00:01.233Z,2022-10-25T18:00:01Z,3871950017,59,"25, 15, 2, 22, 16, 6, 20, 4, 9, 26, 7, 8, 10, 13, 14, 17, 18, 27",3871950013,30,"886i2kpcsn38tt7wqios1ip5, bkpr0uwpx5kbu2ms41uxoljah, 61aryp2zoj2ymcd318t9i70lx, 68emhvrwqi5m0q155ww2bzn1m, 9i7xyx5fmckuay7m5lat0xvmy, 9c3iyi7y3hdraso115kxmd87p, 4jdmkdjk3nyontplaz0evug9h, e3ff2af2lxs0rl8c4r5ns4wd1, aral6zvx8qxkfqkqwb7ldfk5x, b3cehdu46pljqap9xw1j7pcyx, 2oqi7v6d676hbe9i9agdl9ckp, 9mshr96m8q37ng7w30rvhkl3p, 5kyyaapya2gv5awlfgckmwpux, 7xt0zamdkelc77pnx0hwgmeei, 7b7ca1dklnp7reqcs5s4aauei, 6zl8z33wsnss7q7p8ybh19n56, 4lws9jepuxzs33zbt3w1ff9ih, 2u4m2ja4yhgtqjgwns2om5y7e",3871950015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3871950019,130,8,3871950023,194,e3ff2af2lxs0rl8c4r5ns4wd1,3871950021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871950025,197,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477256537,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-10-25T18:00:04.087Z,2022-10-25T18:00:04Z,3871950247,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3871950245,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 1kw6qz2pi7wlam068oeirztud, 5bkjye9thnohmdgzwsrsy1n9, ex186m2z3yp666b1g219a8ted, f5zei3x0mg1i5q3soziuy579, 40wbrqny2ekenyy37ver8dyol, 93kxb8ch3auv9li22mh1aidey, am0ggkrw8rzw5shdvaceyr3kl, 4oogur7f8tfx3z011ap58ao5x, 7yqdri2a1wz80jfzbcyfc904p, bbrx2s4fcp7uplly4hpbt3xed, s2phyy6eoysnxu96rw2ivnx1, 90bk4lcfnlqtvwlttwybhs4wl, 99uiqjteov3qby19bs8kozill, dbev6jhnro87n6ghueorfz27d, 7khs4gdkzgpejvrskcvrcw0h6, e6bryp1e5ezlt4je8ueuh0opg",3871950263,194,5bkjye9thnohmdgzwsrsy1n9,3871950259,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950255,130,17,3871950265,197,16167,3871950269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871950251,59,"1, 26, 23, 3, 20, 2, 22, 10, 9, 12, 11, 7, 16, 17, 18, 19, 21, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265385,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-10-25T18:45:36.073Z,2022-10-27T04:52:11Z,3871998133,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265377,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-10-25T18:45:36.073Z,2022-10-25T18:45:36Z,3871998101,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265431,3,1,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,50.1,49.9,2022-10-25T18:45:36.173Z,2022-10-27T08:39:04Z,3874786405,178,,3871998335,279,S,3871998325,56,Back,3871998329,141,51.5,3871998331,212,25.4,3871998327,140,25.9,3871998333,213,3.1,,,,68emhvrwqi5m0q155ww2bzn1m,L. Simper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265569,4,1,1,0,4,dmz37633qbsvl7gncq5s51yjw,0,26.5,51.1,2022-10-25T18:45:40.860Z,2022-10-27T08:39:15Z,3871998913,56,Left,3874786519,178,,3871998917,140,86.8,3871998911,157,,3871998925,213,0.5,3871998927,1,,3871998921,141,100.0,3871998923,212,72.0,886i2kpcsn38tt7wqios1ip5,W. Mannion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265821,3,5,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,1,14.8,-1.2,2022-10-25T18:45:46.849Z,2022-10-27T08:39:21Z,3872000035,56,Back,3872002251,233,5,3872000037,347,,,,,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265599,5,5,1,0,10,dmz37633qbsvl7gncq5s51yjw,0,85.2,101.2,2022-10-25T18:45:46.849Z,2022-10-27T08:39:22Z,3872002283,233,3,3871999017,347,,3871999015,56,Left,,,,,,,,,,,,,,,,886i2kpcsn38tt7wqios1ip5,W. Mannion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265843,4,1,1,0,33,jv3jh5m5t7qy5t37vwwmnj16,1,22.2,0,2022-10-25T18:46:09.541Z,2022-10-27T08:39:28Z,3872000163,141,3.4,3872000167,213,0.2,3872000159,56,Back,3872000161,140,34.6,3872000165,212,13.4,3872000157,107,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265863,5,1,1,0,34,jv3jh5m5t7qy5t37vwwmnj16,0,34.5,3.4,2022-10-25T18:46:10.840Z,2022-10-27T08:39:37Z,3872000259,212,6.9,3872000261,213,0.5,3872000255,140,40.1,3872000253,56,Back,3872000257,141,8.6,3872000251,168,,3872000249,3,,3874786803,388,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
