id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2515073729,7,1,1,0,15,8w89tsles26jm12aoelwvlttt,0,21.6,94.2,2023-03-04T15:02:33.170Z,2023-03-07T09:13:54Z,4071029455,140,51.3,4079935731,178,,4071029459,141,92.0,4071029463,212,31.2,4071029467,213,6.2,4071029445,155,,4071029449,56,Left,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073767,5,61,1,0,17,ejm092fnt9zoxbpuklzd52ji8,1,56.1,8,2023-03-04T15:02:34.839Z,2023-03-07T09:14:06Z,4079936041,178,,4071029673,56,Right,4079936039,21,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073817,6,49,1,0,18,ejm092fnt9zoxbpuklzd52ji8,1,59.2,10.6,2023-03-04T15:02:36.227Z,2023-03-07T09:14:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073877,7,1,1,0,18,ejm092fnt9zoxbpuklzd52ji8,1,59.2,10.6,2023-03-04T15:02:36.230Z,2023-03-07T09:14:19Z,4071030261,212,3.9,4071030257,140,57.8,4079936481,178,,4071030255,56,Right,4071030259,141,5.3,4071030263,213,4.3,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073907,8,1,1,0,20,ejm092fnt9zoxbpuklzd52ji8,0,57.2,4.7,2023-03-04T15:02:38.593Z,2023-03-07T09:14:26Z,4079936693,178,,4071030427,212,10.9,4071030423,140,67.4,4071030429,213,6.1,4071030421,56,Right,4071030425,141,2.0,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073955,8,61,1,0,21,8w89tsles26jm12aoelwvlttt,1,25.5,94.5,2023-03-04T15:02:38.975Z,2023-03-07T09:14:39Z,4071030643,56,Back,4079937043,178,,4079937041,21,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073991,9,5,1,0,22,8w89tsles26jm12aoelwvlttt,0,31.8,101.2,2023-03-04T15:02:39.796Z,2023-03-07T09:14:45Z,4071030813,56,Back,4071033105,233,9,4071030815,347,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074431,9,5,1,0,22,ejm092fnt9zoxbpuklzd52ji8,1,68.2,-1.2,2023-03-04T15:02:39.796Z,2023-03-07T09:14:44Z,4071033001,233,9,4071032935,56,Right,4071032937,347,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074549,10,1,1,0,37,ejm092fnt9zoxbpuklzd52ji8,1,69.2,0,2023-03-04T15:02:54.874Z,2023-03-07T09:14:51Z,4071033585,140,41.9,4071033605,212,32.6,4071033579,56,Back,4071033611,213,2.6,4071033617,1,,4071033595,141,21.5,4071033577,107,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074731,11,1,1,0,40,ejm092fnt9zoxbpuklzd52ji8,1,42.4,24.9,2023-03-04T15:02:58.602Z,2023-03-07T09:14:54Z,4079937451,178,,4071034501,213,1.5,4071034493,56,Back,4071034497,141,68.8,4071034495,140,44.3,4071034499,212,29.9,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074773,12,1,1,0,44,ejm092fnt9zoxbpuklzd52ji8,0,44.2,84.5,2023-03-04T15:03:02.308Z,2023-03-07T09:14:58Z,4079937559,178,,4071034741,1,,4071034733,140,74.9,4071034737,212,32.2,4071034735,141,84.5,4071034731,56,Left,4071034739,213,0,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074801,10,49,1,0,45,8w89tsles26jm12aoelwvlttt,1,30.1,16.4,2023-03-04T15:03:03.447Z,2023-03-07T09:15:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074981,11,1,1,0,47,8w89tsles26jm12aoelwvlttt,1,31.4,10.7,2023-03-04T15:03:04.715Z,2023-03-07T09:15:12Z,4071035729,141,4.7,4071035733,213,5.9,4071035725,56,Back,4071035727,140,40.6,4079937913,178,,4071035731,212,10.5,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075013,12,1,1,0,50,8w89tsles26jm12aoelwvlttt,0,52.9,7.1,2023-03-04T15:03:08.436Z,2023-03-07T09:15:16Z,4071035901,141,38.9,4071035903,212,29.2,4079938017,178,,4071035895,155,,4071035897,56,Center,4071035899,140,71.6,4071035905,213,0.8,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075045,13,8,1,0,52,ejm092fnt9zoxbpuklzd52ji8,1,28.6,63.9,2023-03-04T15:03:09.727Z,2023-03-07T09:15:22Z,4079938219,178,,4071036059,56,Back,4078731523,385,,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075109,14,49,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,31.2,86.2,2023-03-04T15:03:12.648Z,2023-03-07T09:15:31Z,,,,,,,,,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075257,15,1,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,31.7,86.2,2023-03-04T15:03:12.654Z,2023-03-07T09:15:36Z,4079938607,178,,4071037173,56,Back,4071037177,141,85.1,4071037175,140,17.1,4071037179,212,15.3,4071037181,213,3.2,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075379,16,1,1,0,58,ejm092fnt9zoxbpuklzd52ji8,0,16,92,2023-03-04T15:03:16.123Z,2023-03-07T09:15:41Z,4071037779,213,6.2,4071037767,56,Left,4071037771,141,83.8,4071037775,212,59.0,4071037769,140,71.9,4071037783,1,,4079938727,178,,4071037765,155,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075439,13,1,1,1,1,8w89tsles26jm12aoelwvlttt,0,22.8,19.4,2023-03-04T15:03:18.824Z,2023-03-07T09:15:53Z,4071038107,212,41.1,4071038103,140,61.9,4071038099,3,,4071038105,141,22.1,4071038111,1,,4079939127,178,,4071038101,56,Center,4071038109,213,0.0,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075501,17,1,1,1,4,ejm092fnt9zoxbpuklzd52ji8,0,36.4,79.1,2023-03-04T15:03:21.831Z,2023-03-07T09:16:00Z,4071038389,141,77.2,4079939253,178,,4071038393,213,5.8,4071038387,140,39.0,4071038383,56,Back,4071038391,212,3.0,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075527,14,49,1,1,4,8w89tsles26jm12aoelwvlttt,1,63.1,29.2,2023-03-04T15:03:22.324Z,2023-03-07T09:16:05Z,,,,,,,,,,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075667,15,1,1,1,5,8w89tsles26jm12aoelwvlttt,1,63.1,29.2,2023-03-04T15:03:23.378Z,2023-03-07T09:16:10Z,4071039175,212,11.9,4079939545,178,,4071039179,213,1.5,4071039171,140,64.0,4071039169,56,Center,4071039173,141,46.6,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075677,16,61,1,1,7,8w89tsles26jm12aoelwvlttt,0,62.3,47.8,2023-03-04T15:03:25.310Z,2023-03-07T09:16:29Z,4071039235,56,Center,4079940059,178,,,,,,,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075661,19,49,1,1,8,ejm092fnt9zoxbpuklzd52ji8,1,36.4,50.9,2023-03-04T15:03:25.828Z,2023-03-07T09:16:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075647,18,43,1,1,9,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-03-04T15:03:26.997Z,2023-03-04T15:03:33Z,4071039077,285,0,4071039073,56,Back,4071040133,144,7,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075743,20,1,1,1,10,ejm092fnt9zoxbpuklzd52ji8,1,38.4,41.9,2023-03-04T15:03:27.933Z,2023-03-07T09:16:41Z,4071039635,213,4.5,4071039627,56,Back,4071039631,141,26.5,4071039629,140,35.9,4079940393,178,,4071039633,212,10.8,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075901,21,1,1,1,11,ejm092fnt9zoxbpuklzd52ji8,1,35.9,26.5,2023-03-04T15:03:29.433Z,2023-03-07T09:16:46Z,4071040375,56,Back,4071040379,140,22.1,4079940517,178,,4071040391,213,2.9,4071040383,141,32.4,4071040387,212,15.0,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076047,22,1,1,1,15,ejm092fnt9zoxbpuklzd52ji8,1,21.7,22.1,2023-03-04T15:03:33.342Z,2023-03-07T09:16:52Z,4071041087,212,12.1,4071041083,141,28.8,4079940645,178,,4071041091,213,0.4,4071041079,140,32.4,4071041075,56,Back,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076147,23,1,1,1,19,ejm092fnt9zoxbpuklzd52ji8,1,35.1,27.3,2023-03-04T15:03:37.585Z,2023-03-07T09:16:57Z,4071041535,212,16.3,4079940761,178,,4071041531,140,38.8,4071041539,213,5.0,4071041529,56,Back,4071041533,141,4.0,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076513,24,1,1,1,22,ejm092fnt9zoxbpuklzd52ji8,0,35.7,4,2023-03-04T15:03:40.180Z,2023-03-07T09:17:03Z,4071043403,1,,4071043393,56,Right,4071043397,141,0.4,4079940925,178,,4071043401,213,6.2,4071043391,155,,4071043399,212,66.9,4071043395,140,99.4,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076709,26,81,1,1,30,ejm092fnt9zoxbpuklzd52ji8,0,99.5,1.1,2023-03-04T15:03:47.733Z,2023-03-07T09:17:18Z,4071044351,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077317,17,5,1,1,30,8w89tsles26jm12aoelwvlttt,1,2.2,101.3,2023-03-04T15:03:48.115Z,2023-03-07T09:17:23Z,4071047713,233,25,4071047551,347,,4071047549,56,Back,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076535,25,5,1,1,30,ejm092fnt9zoxbpuklzd52ji8,0,97.8,-1.3,2023-03-04T15:03:48.115Z,2023-03-07T09:17:23Z,4071047733,233,17,4071043487,56,Right,4071043489,347,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077477,18,1,1,1,56,8w89tsles26jm12aoelwvlttt,0,10.5,100,2023-03-04T15:04:14.568Z,2023-03-07T09:17:30Z,4071048345,107,,4071048357,213,6.1,4071048349,140,38.9,4071048353,141,93.9,4071048355,212,30.3,4071048359,1,,4071048347,56,Back,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077557,27,1,1,1,58,ejm092fnt9zoxbpuklzd52ji8,0,59.9,3.7,2023-03-04T15:04:16.543Z,2023-03-07T09:17:34Z,4071048803,141,7.0,4071048807,213,0.1,4071048799,56,Right,4079941789,388,,4071048801,140,76.5,4071048805,212,17.6,4071048797,3,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077589,19,1,1,2,0,8w89tsles26jm12aoelwvlttt,0,26.8,93.2,2023-03-04T15:04:18.108Z,2023-03-07T09:17:39Z,4071048977,141,72.4,4071048973,140,32.4,4071048979,212,15.3,4071048967,3,,4071048971,56,Back,4071048981,213,5.1,4079941933,388,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516525163,898,49,1,2,1,ejm092fnt9zoxbpuklzd52ji8,1,67.1,20.8,2023-03-04T15:04:19.565Z,2023-03-07T09:17:46Z,,,,,,,,,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077675,28,1,1,2,1,ejm092fnt9zoxbpuklzd52ji8,1,62.4,16.5,2023-03-04T15:04:19.597Z,2023-03-07T09:17:57Z,4071049455,213,5.0,4079942377,178,,4071049447,56,Right,4071049451,141,9.8,4071049453,212,4.8,4071049449,140,63.8,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077707,30,1,1,2,2,ejm092fnt9zoxbpuklzd52ji8,0,63.8,9.8,2023-03-04T15:04:20.561Z,2023-03-07T09:18:04Z,4071049621,213,6.1,4079942599,178,,4071049619,212,20.1,4071049611,56,Right,4071049615,141,5.2,4071049613,140,82.7,4078732141,155,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077691,29,43,1,2,4,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-03-04T15:04:22.389Z,2023-03-06T16:04:11Z,4078732053,144,49,,,,,,,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516525187,838,49,1,2,5,8w89tsles26jm12aoelwvlttt,1,17.3,91.1,2023-03-04T15:04:23.137Z,2023-03-07T09:18:12Z,,,,,,,,,,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077855,20,1,1,2,5,8w89tsles26jm12aoelwvlttt,0,16.4,89,2023-03-04T15:04:23.160Z,2023-03-07T09:18:17Z,4071050381,140,42.2,4071050379,56,Back,4071050389,212,32.0,4071050391,213,5.7,4071050387,141,64.0,4071050377,155,,4079943001,178,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077947,31,1,1,2,9,ejm092fnt9zoxbpuklzd52ji8,0,57.4,41.2,2023-03-04T15:04:26.754Z,2023-03-07T09:18:28Z,4071050855,3,,4079943257,178,,4071050863,141,38.3,4071050867,213,6.2,4071050859,56,Center,4071050865,212,21.1,4071050861,140,77.4,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078063,21,1,1,2,10,8w89tsles26jm12aoelwvlttt,0,22.5,67.6,2023-03-04T15:04:28.548Z,2023-03-07T09:18:46Z,4071051473,212,17.1,4079943695,178,,4071051477,213,0.0,4071051469,141,67.8,4071051457,3,,4071051461,56,Back,4071051465,140,38.8,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078139,32,1,1,2,13,ejm092fnt9zoxbpuklzd52ji8,0,63.6,35.1,2023-03-04T15:04:31.073Z,2023-03-07T09:18:53Z,4071051909,140,69.6,4079943825,388,,4071051919,212,6.7,4071051901,3,,4071051905,56,Center,4071051923,213,5.9,4071051913,141,31.8,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078161,22,44,1,2,15,8w89tsles26jm12aoelwvlttt,1,31.2,63.3,2023-03-04T15:04:33.401Z,2023-03-07T13:20:43Z,4071052019,56,Back,4071052025,285,,4071052091,233,33,,,,,,,,,,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078151,33,44,1,2,15,ejm092fnt9zoxbpuklzd52ji8,0,68.8,36.7,2023-03-04T15:04:33.402Z,2023-03-07T09:19:00Z,4071051981,56,Center,4071051987,286,,4071052191,233,22,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
