id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/14/value,assist,qualifier/18/value
2502928281,234,5,1,31,40,ahm0t06rup1bkd9z0mxl2lmph,0,22.4,-1.8,2023-02-01T20:16:55.488Z,2023-02-04T06:45:50Z,4007070681,347,,4007070679,56,Back,4007071589,233,215,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928493,216,1,1,31,56,9db4t34qy4owglhvvgwf5l22i,1,77.1,100,2023-02-01T20:17:11.254Z,2023-02-04T06:45:54Z,4007071717,56,Left,4007071727,213,5.2,4007071725,212,13.8,4007071715,107,,4007071721,141,84.1,4007071719,140,83.3,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928531,217,1,1,31,57,9db4t34qy4owglhvvgwf5l22i,1,78.1,84.4,2023-02-01T20:17:12.295Z,2023-02-04T06:46:21Z,4010327567,178,,4009112621,156,,4007071881,140,74.1,4007071879,56,Left,4007071887,213,2.3,4007071883,141,91.7,4007071885,212,6.5,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928545,218,1,1,31,59,9db4t34qy4owglhvvgwf5l22i,1,73.4,92,2023-02-01T20:17:13.745Z,2023-02-04T06:46:12Z,4007071959,213,4.6,4007071951,56,Left,4007071955,141,84.5,4007071957,212,5.1,4010327735,178,,4007071953,140,73.0,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928551,219,50,1,32,0,9db4t34qy4owglhvvgwf5l22i,1,71.7,88,2023-02-01T20:17:15.648Z,2023-02-04T09:04:03Z,4007071973,286,,4007072027,233,235,4007071971,56,Left,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928555,235,7,1,32,0,ahm0t06rup1bkd9z0mxl2lmph,0,28.3,12,2023-02-01T20:17:15.692Z,2023-02-04T09:10:31Z,4007071983,56,Back,4007072011,233,219,4009112681,384,,4007071985,285,,4010328065,178,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928599,220,3,1,32,5,9db4t34qy4owglhvvgwf5l22i,0,69.3,87.1,2023-02-01T20:17:19.746Z,2023-02-04T09:04:21Z,4009112699,465,,4007072403,233,236,4010328115,178,,4007072221,56,Left,4007072223,286,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928617,236,7,1,32,6,ahm0t06rup1bkd9z0mxl2lmph,1,30.7,12.9,2023-02-01T20:17:20.879Z,2023-02-04T09:10:41Z,4007072309,285,,4009112703,383,,4007072371,233,220,4007072307,56,Back,4010328273,178,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928623,237,50,1,32,7,ahm0t06rup1bkd9z0mxl2lmph,1,31.2,13.2,2023-02-01T20:17:21.836Z,2023-02-04T09:10:48Z,4007072337,285,,4007072335,56,Back,4007072481,233,221,,,,,,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928639,221,7,1,32,7,9db4t34qy4owglhvvgwf5l22i,1,68.8,86.8,2023-02-01T20:17:21.960Z,2023-02-04T09:10:54Z,4007072435,56,Left,4009112895,383,,4007072473,286,,4007072469,233,237,4010328549,178,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503318119,770,61,1,32,7,9db4t34qy4owglhvvgwf5l22i,0,68.1,92.8,2023-02-01T20:17:22.249Z,2023-02-04T09:11:08Z,4009112841,56,Left,4010328617,178,,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928643,238,49,1,32,9,ahm0t06rup1bkd9z0mxl2lmph,1,30.5,22.5,2023-02-01T20:17:24.307Z,2023-02-04T06:53:35Z,,,,,,,,,,,,,,,,,,,,,,,,,2nqvzywi67fy7tx5p7d4kgo6i,A. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928687,239,1,1,32,9,ahm0t06rup1bkd9z0mxl2lmph,1,31.9,25.6,2023-02-01T20:17:24.385Z,2023-02-04T06:54:03Z,4007072713,141,12.2,4007072717,213,3.8,4010331441,178,,4007072709,56,Back,4007072715,212,15.2,4007072711,140,20.3,,,,,,,2nqvzywi67fy7tx5p7d4kgo6i,A. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928689,222,43,1,32,13,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-01T20:17:28.392Z,2023-02-03T15:52:19Z,4007072723,286,0,4007072721,56,Left,4009113009,144,45,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928699,240,43,1,32,13,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-01T20:17:28.392Z,2023-02-03T15:52:18Z,4009113003,144,3,4007072803,233,222,4007072781,56,Back,4007072783,285,0,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928719,241,1,1,32,14,ahm0t06rup1bkd9z0mxl2lmph,0,23.9,15,2023-02-01T20:17:29.031Z,2023-02-04T06:54:12Z,4010331491,178,,4007072887,140,38.0,4007072893,213,0.5,4007072885,56,Back,4007072889,141,27.4,4007072891,212,17.0,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503561411,928,67,1,32,15,9db4t34qy4owglhvvgwf5l22i,1,60.5,71.8,2023-02-01T20:17:30.033Z,2023-02-04T14:32:26Z,4010401113,233,1015,,,,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503561409,1015,67,1,32,15,ahm0t06rup1bkd9z0mxl2lmph,0,39.5,28.2,2023-02-01T20:17:30.034Z,2023-02-04T09:12:51Z,4010401125,233,928,,,,,,,,,,,,,,,,,,,,,,2nqvzywi67fy7tx5p7d4kgo6i,A. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928769,224,8,1,32,15,9db4t34qy4owglhvvgwf5l22i,1,60.5,74.2,2023-02-01T20:17:30.035Z,2023-02-04T14:32:26Z,4010331537,178,,4007073107,56,Center,4009113065,384,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928733,223,43,1,32,16,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-01T20:17:31.545Z,2023-02-01T20:17:37Z,4007072953,56,Center,4007073323,144,45,4007072955,285,0,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928805,242,4,1,32,19,ahm0t06rup1bkd9z0mxl2lmph,1,30.4,26.9,2023-02-01T20:17:34.104Z,2023-02-04T06:54:26Z,4007073309,285,,4007073301,13,,4007073305,152,,4007073303,56,Back,4007073475,233,225,4007073307,265,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928831,225,4,1,32,19,9db4t34qy4owglhvvgwf5l22i,0,69.6,73.1,2023-02-01T20:17:34.105Z,2023-02-04T06:54:25Z,4010331577,178,,4007073431,265,,4007073429,152,,4007073483,233,242,4007073427,56,Center,4007073433,286,,4007073425,13,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928833,243,1,1,32,22,ahm0t06rup1bkd9z0mxl2lmph,1,29.8,28.6,2023-02-01T20:17:37.117Z,2023-02-04T06:54:37Z,4007073435,5,,4007073437,152,,4007073441,140,34.1,4010331637,178,,4007073439,56,Back,4007073445,212,11.7,4007073447,213,1.2,4007073443,141,44.5,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928933,244,1,1,32,24,ahm0t06rup1bkd9z0mxl2lmph,1,34.1,44.8,2023-02-01T20:17:39.416Z,2023-02-04T06:54:41Z,4007073949,212,18.9,4007073943,56,Back,4007073947,141,69.1,4007073945,140,25.3,4010331683,178,,4007073951,213,2.1,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928935,226,45,1,32,29,9db4t34qy4owglhvvgwf5l22i,0,52.9,30.8,2023-02-01T20:17:44.449Z,2023-02-04T09:16:41Z,4007073961,285,,4007074273,233,245,4007073959,56,Center,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928987,245,3,1,32,29,ahm0t06rup1bkd9z0mxl2lmph,1,47.1,69.2,2023-02-01T20:17:44.449Z,2023-02-04T09:16:40Z,4007074235,233,226,4007074217,56,Back,4007074219,286,,4010331797,178,,4009113095,465,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502928991,246,50,1,32,34,ahm0t06rup1bkd9z0mxl2lmph,1,59,69.7,2023-02-01T20:17:48.841Z,2023-02-04T06:55:07Z,4007074229,286,,4007074405,233,227,4007074227,56,Center,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929003,227,7,1,32,34,9db4t34qy4owglhvvgwf5l22i,1,41,30.3,2023-02-01T20:17:48.859Z,2023-02-04T06:55:14Z,4010331859,178,,4009113105,383,,4007074295,56,Back,4007074331,233,246,4007074297,285,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929007,228,49,1,32,35,9db4t34qy4owglhvvgwf5l22i,1,43.9,33.3,2023-02-01T20:17:50.146Z,2023-02-04T06:55:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929027,229,1,1,32,35,9db4t34qy4owglhvvgwf5l22i,1,43.9,33.3,2023-02-01T20:17:50.195Z,2023-02-04T06:55:39Z,4010331971,178,,4007074437,213,1.5,4007074433,141,53.6,4007074435,212,13.8,4007074431,140,44.7,4007074429,56,Back,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929059,230,1,1,32,36,9db4t34qy4owglhvvgwf5l22i,1,44,57.6,2023-02-01T20:17:51.686Z,2023-02-04T06:55:56Z,4007074613,141,45.5,4007074609,56,Center,4007074617,213,5.6,4007074615,212,13.0,4010332129,178,,4007074611,140,53.6,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929061,231,1,1,32,39,9db4t34qy4owglhvvgwf5l22i,0,47.4,44.2,2023-02-01T20:17:54.506Z,2023-02-04T06:56:15Z,4007074691,286,,4007074683,233,247,4007074681,236,,4007074627,141,52.2,4007074623,56,Back,4007074625,140,47.7,4010332241,178,,4007074631,213,1.5,32crcj18u4qnf8f07fbsopvpx,D. Cole,4007074629,212,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929067,247,74,1,32,40,ahm0t06rup1bkd9z0mxl2lmph,1,58.8,53.7,2023-02-01T20:17:54.826Z,2023-02-04T06:56:22Z,4007074661,285,,4010332293,178,,4007074659,56,Center,4007074733,233,231,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929149,232,1,1,32,40,9db4t34qy4owglhvvgwf5l22i,1,43.8,50.3,2023-02-01T20:17:55.655Z,2023-02-04T06:56:29Z,4007075171,1,,4007075155,155,,4007075163,141,11.4,4007075167,212,38.5,4010332323,178,,4007075159,56,Right,4007075161,140,70.4,4007075169,213,5.5,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929163,233,50,1,32,45,9db4t34qy4owglhvvgwf5l22i,1,84.6,8.1,2023-02-01T20:17:59.906Z,2023-02-04T06:56:52Z,4009282113,233,248,4007075257,56,Right,4007075259,286,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929181,248,7,1,32,46,ahm0t06rup1bkd9z0mxl2lmph,0,15.4,91.9,2023-02-01T20:18:00.915Z,2023-02-04T06:56:46Z,4007075425,233,233,4009113161,385,,4007075365,56,Back,4007075367,285,,4010332433,178,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503318155,771,61,1,32,46,9db4t34qy4owglhvvgwf5l22i,1,78.7,6.9,2023-02-01T20:18:01.275Z,2023-02-04T06:56:59Z,4010332511,178,,4009113165,56,Right,,,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929185,249,49,1,32,48,ahm0t06rup1bkd9z0mxl2lmph,1,5.8,92.9,2023-02-01T20:18:03.024Z,2023-02-04T06:57:09Z,,,,,,,,,,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929215,250,1,1,32,49,ahm0t06rup1bkd9z0mxl2lmph,1,6,93.9,2023-02-01T20:18:04.655Z,2023-02-04T06:57:16Z,4007075575,212,24.1,4007075573,141,95.9,4007075577,213,0.1,4007075569,56,Back,4010332649,178,,4007075571,140,28.9,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503562203,1029,67,1,32,51,ahm0t06rup1bkd9z0mxl2lmph,1,31.7,94.8,2023-02-01T20:18:06.278Z,2023-02-04T14:32:26Z,4010406271,233,932,,,,,,,,,,,,,,,,,,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503562201,932,67,1,32,51,9db4t34qy4owglhvvgwf5l22i,0,68.3,5.2,2023-02-01T20:18:06.279Z,2023-02-04T09:21:44Z,4010406279,233,1029,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929237,251,1,1,32,51,ahm0t06rup1bkd9z0mxl2lmph,1,32,95.4,2023-02-01T20:18:06.303Z,2023-02-04T14:32:26Z,4007075709,212,9.9,4009113177,156,,4007075711,213,3.7,4007075705,140,24.1,4007075707,141,87.4,4007075703,56,Back,4010332749,178,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929263,252,1,1,32,54,ahm0t06rup1bkd9z0mxl2lmph,0,23.5,90.6,2023-02-01T20:18:09.375Z,2023-02-04T06:57:46Z,4010332777,178,,4007075873,56,Back,4007075881,213,5.2,4007075877,141,59.6,4007075879,212,23.7,4007075875,140,33.9,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929273,234,49,1,32,58,9db4t34qy4owglhvvgwf5l22i,1,52.1,32.4,2023-02-01T20:18:12.953Z,2023-02-04T06:58:16Z,,,,,,,,,,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929319,235,1,1,32,59,9db4t34qy4owglhvvgwf5l22i,0,52.8,32.7,2023-02-01T20:18:14.617Z,2023-02-04T06:58:23Z,4007076123,140,84.5,4007076121,56,Right,4007076127,212,40.8,4007076125,141,0.0,4007076129,213,5.7,4007076131,1,,4010332997,178,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929327,236,5,1,33,2,9db4t34qy4owglhvvgwf5l22i,0,83.4,-2,2023-02-01T20:18:16.913Z,2023-02-04T06:58:33Z,4007077393,233,253,4007076151,347,,4007076149,56,Right,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929549,253,5,1,33,2,ahm0t06rup1bkd9z0mxl2lmph,1,16.6,102,2023-02-01T20:18:16.913Z,2023-02-04T06:58:32Z,4007077369,56,Back,4007077387,233,236,4007077371,347,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929605,254,1,1,33,22,ahm0t06rup1bkd9z0mxl2lmph,0,16.4,100,2023-02-01T20:18:37.222Z,2023-02-04T06:58:39Z,4007077677,212,45.0,4007077675,141,91.1,4007077667,56,Left,4007077663,107,,4007077681,1,,4007077671,140,58.7,4007077679,213,6.1,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929651,237,1,1,33,25,9db4t34qy4owglhvvgwf5l22i,1,41.8,9.2,2023-02-01T20:18:39.748Z,2023-02-04T06:58:54Z,4010333137,388,,4007077879,140,48.8,4007077881,141,12.5,4007077875,3,,4007077885,213,0.3,4007077883,212,7.7,4007077877,56,Back,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929655,238,49,1,33,26,9db4t34qy4owglhvvgwf5l22i,1,51.7,12.5,2023-02-01T20:18:41.520Z,2023-02-04T06:59:01Z,,,,,,,,,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929715,239,1,1,33,28,9db4t34qy4owglhvvgwf5l22i,0,51.7,12.5,2023-02-01T20:18:43.547Z,2023-02-04T06:59:09Z,4007078185,56,Left,4007078193,213,1.3,4007078187,140,64.9,4007078195,1,,4007078183,196,,4010333227,178,,4007078191,212,56.4,4007078189,141,92.9,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,4007078181,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929717,255,49,1,33,34,ahm0t06rup1bkd9z0mxl2lmph,1,19.4,6.1,2023-02-01T20:18:48.896Z,2023-02-04T06:59:24Z,,,,,,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929741,256,1,1,33,36,ahm0t06rup1bkd9z0mxl2lmph,1,24.8,4,2023-02-01T20:18:51.168Z,2023-02-04T06:59:29Z,4007078305,56,Back,4007078311,212,26.3,4007078307,140,7.0,4010333339,178,,4007078313,213,2.4,4007078309,141,31.2,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929847,257,1,1,33,38,ahm0t06rup1bkd9z0mxl2lmph,0,6.4,33.4,2023-02-01T20:18:53.047Z,2023-02-04T06:59:38Z,4007078801,157,,4007078809,212,41.8,4007078813,1,,4007078803,56,Back,4010333407,178,,4007078807,141,23.4,4007078811,213,6.1,4007078805,140,45.7,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503318201,772,1,1,33,41,9db4t34qy4owglhvvgwf5l22i,0,59.8,60.2,2023-02-01T20:18:56.437Z,2023-02-04T06:59:53Z,4009113465,141,70.3,4009113463,140,92.2,4009113467,212,34.7,4010333535,388,,4009113471,1,,4009113469,213,0.2,4009113461,56,Center,4009113459,3,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929909,259,52,1,33,47,ahm0t06rup1bkd9z0mxl2lmph,1,11.2,27.9,2023-02-01T20:19:02.167Z,2023-02-04T07:00:10Z,4009113473,376,,4010333609,178,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929851,258,43,1,33,47,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-01T20:19:02.238Z,2023-02-03T15:54:55Z,4007078827,56,Back,4009113407,144,61,,,,,,,,,,,,,,,,,,,2nqvzywi67fy7tx5p7d4kgo6i,A. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929937,260,1,1,33,50,ahm0t06rup1bkd9z0mxl2lmph,1,11.7,28.8,2023-02-01T20:19:05.098Z,2023-02-04T07:00:17Z,4007079247,140,21.7,4010333667,178,,4007079243,123,,4007079245,56,Back,4007079251,212,11.0,4007079249,141,24.0,4007079253,213,6.0,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929977,261,1,1,33,53,ahm0t06rup1bkd9z0mxl2lmph,1,20.6,23.6,2023-02-01T20:19:07.878Z,2023-02-04T07:00:24Z,4007079469,213,1.8,4007079461,56,Back,4010333725,178,,4007079465,141,74.1,4007079463,140,13.0,4007079467,212,35.3,4007079471,1,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502929997,262,1,1,33,56,ahm0t06rup1bkd9z0mxl2lmph,1,14.3,73.3,2023-02-01T20:19:11.378Z,2023-02-04T07:00:31Z,4010333761,178,,4007079559,213,1.2,4007079555,141,95.0,4007079557,212,15.7,4007079551,56,Back,4007079553,140,19.5,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930035,263,1,1,33,58,ahm0t06rup1bkd9z0mxl2lmph,1,19.6,96.2,2023-02-01T20:19:13.338Z,2023-02-04T07:00:39Z,4007079759,56,Back,4010333801,178,,4007079761,140,7.6,4007079765,212,19.7,4007079767,213,4.0,4007079763,141,73.9,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930067,264,1,1,34,1,ahm0t06rup1bkd9z0mxl2lmph,0,9,73.5,2023-02-01T20:19:15.798Z,2023-02-04T07:00:45Z,4007079933,1,,4007079925,140,68.1,4007079923,56,Center,4007079927,141,69.7,4007079929,212,62.1,4007079931,213,6.2,4010333831,178,,4009113489,155,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930097,240,1,1,34,3,9db4t34qy4owglhvvgwf5l22i,0,28.6,35.2,2023-02-01T20:19:18.630Z,2023-02-04T07:00:58Z,4007080071,3,,4007080079,141,31.5,4010333873,388,,4007080073,56,Back,4007080083,212,13.8,4007080087,213,6.1,4007080077,140,41.5,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930109,265,1,1,34,6,ahm0t06rup1bkd9z0mxl2lmph,0,49.5,67,2023-02-01T20:19:20.780Z,2023-02-04T07:01:06Z,4007080155,213,0.8,4007080153,212,7.6,4007080149,140,54.5,4010333967,388,,4007080151,141,75.1,4007080145,3,,4007080147,56,Center,,,,2nqvzywi67fy7tx5p7d4kgo6i,A. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930111,241,49,1,34,6,9db4t34qy4owglhvvgwf5l22i,1,38.9,31.5,2023-02-01T20:19:21.428Z,2023-02-04T07:01:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502930171,242,1,1,34,7,9db4t34qy4owglhvvgwf5l22i,1,38.9,31.2,2023-02-01T20:19:22.458Z,2023-02-04T07:01:19Z,4007080441,140,50.2,4007080443,141,21.0,4010334075,178,,4007080447,213,5.8,4007080439,56,Right,4007080445,212,13.7,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
