id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2518324253,5,44,1,0,39,17zuelixesst1z59fwcix2dil,0,67.2,18.6,2023-03-11T15:02:14.047Z,2023-03-14T10:38:04Z,4088263033,56,Right,4088263035,286,,4088263169,233,6,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324273,7,1,1,0,40,5pfqedkme2kabtqhkln35pf3l,0,34.2,86.8,2023-03-11T15:02:14.162Z,2023-03-14T11:35:49Z,4088263139,212,12.9,4088263135,140,41.6,4088263137,141,100.0,4097567707,388,,4088263131,3,,4088263141,213,0.9,4088263133,56,Back,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324739,6,5,1,0,43,17zuelixesst1z59fwcix2dil,1,59.3,-1.8,2023-03-11T15:02:17.527Z,2023-03-14T10:38:15Z,4088265421,56,Right,4088265471,233,8,4088265423,347,,,,,,,,,,,,,,,,,dirgn9z2tdz1603md8x3dni6t,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324329,8,5,1,0,43,5pfqedkme2kabtqhkln35pf3l,0,40.7,101.8,2023-03-11T15:02:17.527Z,2023-03-14T10:38:16Z,4088263431,56,Back,4088263435,347,,4088265499,233,6,,,,,,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324823,7,1,1,0,56,17zuelixesst1z59fwcix2dil,1,60.2,0,2023-03-11T15:02:30.570Z,2023-03-14T10:38:18Z,4088265821,141,4.0,4088265823,212,18.7,4088265817,56,Right,4088265815,107,,4088265825,213,0.2,4088265819,140,77.6,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324863,8,1,1,0,58,17zuelixesst1z59fwcix2dil,1,77.6,4,2023-03-11T15:02:32.430Z,2023-03-14T11:01:53Z,4088265979,213,3.1,4088265975,212,9.5,4088265969,56,Right,4088265971,140,68.6,4097606823,178,,4088265973,141,4.6,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324889,9,1,1,0,59,17zuelixesst1z59fwcix2dil,1,68.6,4.6,2023-03-11T15:02:33.528Z,2023-03-14T11:01:56Z,4088266097,56,Right,4088266101,140,72.2,4097606875,178,,4088266107,212,4.9,4088266105,141,9.1,4088266109,213,0.7,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324911,10,1,1,0,59,17zuelixesst1z59fwcix2dil,0,72.2,9.1,2023-03-11T15:02:34.023Z,2023-03-14T11:02:01Z,4088266349,236,,4088266189,141,6.7,4088266459,233,9,4088266191,212,1.9,4097606991,178,,4088266463,286,,4088266185,56,Right,4088266193,213,5.2,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,4088266187,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324933,9,74,1,1,0,5pfqedkme2kabtqhkln35pf3l,1,27,90.6,2023-03-11T15:02:34.137Z,2023-03-14T11:02:03Z,4088266509,233,10,4088266279,285,,4097607069,178,,4088266277,56,Back,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325001,11,1,1,1,1,17zuelixesst1z59fwcix2dil,1,61.7,8.2,2023-03-11T15:02:35.166Z,2023-03-14T11:02:06Z,4088266565,56,Right,4088266573,213,4.6,4088266571,212,3.5,4088266569,141,3.1,4097607107,178,,4088266567,140,61.4,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325031,12,1,1,1,2,17zuelixesst1z59fwcix2dil,1,61.4,3.1,2023-03-11T15:02:36.376Z,2023-03-14T11:02:10Z,4088266749,56,Right,4088266753,141,6.1,4088266751,140,75.6,4088266757,213,0.1,4088266755,212,15.0,4097607199,178,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519720335,803,61,1,1,3,17zuelixesst1z59fwcix2dil,1,76.7,12.4,2023-03-11T15:02:37.400Z,2023-03-14T11:02:16Z,4095669433,56,Right,4095669581,189,,4097607317,178,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325085,10,49,1,1,3,5pfqedkme2kabtqhkln35pf3l,1,28,91.7,2023-03-11T15:02:38.081Z,2023-03-14T11:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325163,11,1,1,1,4,5pfqedkme2kabtqhkln35pf3l,1,28,91.7,2023-03-11T15:02:38.794Z,2023-03-14T11:02:26Z,4088267307,141,85.7,4088267311,213,3.7,4088267303,56,Back,4088267309,212,7.6,4088267305,140,21.9,4097607689,178,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325203,12,1,1,1,6,5pfqedkme2kabtqhkln35pf3l,0,21.1,83.8,2023-03-11T15:02:40.889Z,2023-03-14T11:02:31Z,4088267477,141,82.9,4088267469,56,Back,4097607823,178,,4088267479,212,13.5,4088267475,140,33.9,4088267481,213,6.2,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325169,13,49,1,1,7,17zuelixesst1z59fwcix2dil,1,61.2,14.3,2023-03-11T15:02:41.943Z,2023-03-14T11:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325277,14,1,1,1,8,17zuelixesst1z59fwcix2dil,1,65.1,14.4,2023-03-11T15:02:42.815Z,2023-03-14T11:02:40Z,4088267833,141,22.4,4097608015,178,,4088267831,140,81.9,4088267829,56,Center,4088267837,213,0.3,4088267835,212,18.5,4088267827,155,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325343,15,1,1,1,10,17zuelixesst1z59fwcix2dil,1,81.9,22.4,2023-03-11T15:02:44.615Z,2023-03-14T11:02:43Z,4097608101,388,,4088268115,56,Right,4088268119,141,16.4,4088268105,3,,4088268121,212,11.1,4088268117,140,91.7,4088268123,213,5.9,4088268111,168,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325381,16,1,1,1,12,17zuelixesst1z59fwcix2dil,0,96.8,17.3,2023-03-11T15:02:46.839Z,2023-03-14T11:08:24Z,4088268279,213,2.0,4088268267,56,Center,4088268275,141,34.6,4097617607,388,,4088268277,212,12.7,4088268271,140,92.2,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325351,13,61,1,1,13,5pfqedkme2kabtqhkln35pf3l,1,6.7,72.9,2023-03-11T15:02:47.120Z,2023-03-14T11:02:49Z,4088268155,56,Back,4097608255,178,,,,,,,,,,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325441,14,1,1,1,14,5pfqedkme2kabtqhkln35pf3l,0,9.3,66.3,2023-03-11T15:02:48.243Z,2023-03-14T11:02:52Z,4088268555,141,62.4,4088268551,140,15.8,4088268557,212,7.3,4088268549,56,Back,4097608335,178,,4088268561,213,5.9,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520086465,865,67,1,1,16,17zuelixesst1z59fwcix2dil,1,79.3,39.3,2023-03-11T15:02:50.188Z,2023-03-14T11:35:49Z,4097618795,233,804,,,,,,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520086463,804,67,1,1,16,5pfqedkme2kabtqhkln35pf3l,0,20.7,60.7,2023-03-11T15:02:50.189Z,2023-03-14T11:08:59Z,4097618801,233,865,,,,,,,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519722107,804,1,1,1,16,17zuelixesst1z59fwcix2dil,0,78.1,37.5,2023-03-11T15:02:50.200Z,2023-03-14T11:35:50Z,4095677561,212,3.9,4095677563,213,3.6,4095677557,140,74.7,4095677555,56,Center,4095682879,286,,4095863161,233,727,4095682877,236,,4097608445,178,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,4095677559,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519722069,727,74,1,1,16,5pfqedkme2kabtqhkln35pf3l,1,21.9,62.5,2023-03-11T15:02:50.226Z,2023-03-14T11:03:03Z,4095863165,233,804,4095677371,285,,4095677365,56,Back,4097608643,178,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325501,15,1,1,1,16,5pfqedkme2kabtqhkln35pf3l,0,17.7,63,2023-03-11T15:02:51.107Z,2023-03-14T11:03:07Z,4097608777,178,,4088268825,141,66.1,4088268833,213,0.6,4088268823,140,20.4,4088268829,212,3.5,4088268821,56,Back,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325471,17,61,1,1,17,17zuelixesst1z59fwcix2dil,1,81.1,33.4,2023-03-11T15:02:51.282Z,2023-03-14T11:03:15Z,4097609091,21,,4088268705,56,Center,4097609093,178,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325605,16,1,1,1,18,5pfqedkme2kabtqhkln35pf3l,1,20.3,66.3,2023-03-11T15:02:52.478Z,2023-03-14T11:03:20Z,4088269309,213,6.1,4088269305,141,65.7,4097609311,178,,4088269301,56,Back,4088269307,212,2.6,4088269303,140,22.7,4088269299,3,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325609,17,49,1,1,19,5pfqedkme2kabtqhkln35pf3l,1,22.7,65.7,2023-03-11T15:02:53.849Z,2023-03-14T11:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325651,18,1,1,1,19,5pfqedkme2kabtqhkln35pf3l,0,22.7,65.7,2023-03-11T15:02:53.878Z,2023-03-14T11:03:36Z,4088269567,140,27.3,4088269569,141,81.7,4088269571,212,11.9,4088269565,56,Back,4088269563,155,,4088269573,213,1.2,4097609717,178,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325721,18,1,1,1,22,17zuelixesst1z59fwcix2dil,1,69.2,5.8,2023-03-11T15:02:56.361Z,2023-03-14T11:03:40Z,4088269883,56,Right,4088269885,140,63.4,4088269893,213,2.9,4088269877,3,,4097609827,178,,4088269891,212,6.3,4088269889,141,8.0,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325733,19,49,1,1,23,17zuelixesst1z59fwcix2dil,1,62,8.2,2023-03-11T15:02:57.118Z,2023-03-14T11:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325823,20,1,1,1,24,17zuelixesst1z59fwcix2dil,1,62,8.2,2023-03-11T15:02:58.239Z,2023-03-14T11:03:49Z,4088270501,141,4.7,4088270497,56,Right,4088270503,212,6.4,4097610095,178,,4088270499,140,67.7,4088270505,213,5.9,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325883,21,1,1,1,26,17zuelixesst1z59fwcix2dil,1,65,7.1,2023-03-11T15:03:00.975Z,2023-03-14T11:03:52Z,4097610195,178,,4088270789,56,Right,4088270807,212,11.8,4088270801,141,10.1,4088270811,213,3.0,4088270795,140,53.9,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326047,22,1,1,1,28,17zuelixesst1z59fwcix2dil,1,56.6,9.8,2023-03-11T15:03:02.680Z,2023-03-14T11:03:56Z,4088271633,56,Right,4088271647,212,13.3,4097610301,178,,4088271643,141,1.4,4088271651,213,5.8,4088271639,140,68.0,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326143,23,1,1,1,32,17zuelixesst1z59fwcix2dil,1,57.6,5.2,2023-03-11T15:03:06.788Z,2023-03-14T11:04:01Z,4088272135,56,Back,4088272139,141,13.8,4088272141,212,18.6,4088272137,140,40.8,4097610449,178,,4088272143,213,2.8,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326279,24,1,1,1,34,17zuelixesst1z59fwcix2dil,0,41.6,9.1,2023-03-11T15:03:08.376Z,2023-03-14T11:04:04Z,4088272833,1,,4088272825,140,87.3,4088272829,212,48.2,4088272831,213,0.1,4097610519,178,,4088272823,56,Right,4088272827,141,15.0,4088272821,155,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326275,19,49,1,1,38,5pfqedkme2kabtqhkln35pf3l,1,13.3,83.8,2023-03-11T15:03:12.318Z,2023-03-14T11:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326439,20,1,1,1,39,5pfqedkme2kabtqhkln35pf3l,0,15.4,91.2,2023-03-11T15:03:13.648Z,2023-03-14T11:04:09Z,4088273683,56,Back,4097610649,178,,4088273703,212,26.2,4088273711,213,0.2,4088273677,157,,4088273717,1,,4088273689,140,40.0,4088273697,141,98.0,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326497,25,1,1,1,41,17zuelixesst1z59fwcix2dil,1,58.6,3.2,2023-03-11T15:03:15.876Z,2023-03-14T11:04:14Z,4088273973,141,8.3,4088273971,140,68.1,4088273969,56,Right,4088273981,213,0.3,4097610781,388,,4088273967,3,,4088273979,212,10.6,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518335959,54,49,1,1,43,17zuelixesst1z59fwcix2dil,1,67.6,7.9,2023-03-11T15:03:17.164Z,2023-03-14T11:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326585,26,1,1,1,43,17zuelixesst1z59fwcix2dil,1,68.1,8.3,2023-03-11T15:03:17.213Z,2023-03-14T11:04:22Z,4088274399,140,59.0,4088274403,212,9.8,4088274401,141,11.4,4097610939,178,,4088274405,213,2.9,4088274397,56,Right,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326599,27,1,1,1,43,17zuelixesst1z59fwcix2dil,0,59,11.4,2023-03-11T15:03:18.007Z,2023-03-14T11:04:27Z,4088274481,213,0.1,4088274461,3,,4088274473,141,12.2,4088274465,56,Right,4088274469,140,64.8,4097611089,178,,4088274477,212,6.1,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519723827,728,49,1,1,44,5pfqedkme2kabtqhkln35pf3l,1,29.1,89.9,2023-03-11T15:03:18.415Z,2023-03-14T11:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326629,21,1,1,1,45,5pfqedkme2kabtqhkln35pf3l,1,31.2,90.6,2023-03-11T15:03:19.785Z,2023-03-14T11:04:59Z,4088274603,141,87.8,4088274599,56,Back,4088274601,140,32.6,4088274607,213,5.4,4088274605,212,2.4,4097611957,178,,,,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518332913,54,61,1,1,45,5pfqedkme2kabtqhkln35pf3l,1,39.9,90.3,2023-03-11T15:03:19.930Z,2023-03-14T11:05:04Z,4088305917,56,Back,4097612075,178,,4097612073,21,,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326677,22,1,1,1,47,5pfqedkme2kabtqhkln35pf3l,1,32.4,87.4,2023-03-11T15:03:21.481Z,2023-03-14T11:05:08Z,4088274851,213,0.9,4088274839,56,Back,4088274843,141,93.6,4097612117,178,,4088274847,212,5.3,4088274841,140,35.4,,,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
