id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/16/value
2500325433,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-24T18:59:34.834Z,2023-01-24T19:09:28Z,3993464505,59,"31, 2, 12, 6, 23, 22, 8, 7, 25, 28, 21, 3, 4, 5, 9, 11, 17, 24",3993464501,30,"dgcocw72ey734nwc3omi02sid, 5kg7eu8b1wktru5ohpid8e9qt, 5j1eftktnca9eso1vvhu2hf55, 5vi8t2fffmk5kjfukazcmyo5x, 9e0t58fp461sn2pele7we3fu1, bn65q0jh5fmyit8g8y4k9wsq2, 693vankfkq50hufuwcz7hu8r9, c3a6jpeg16b9zn02uf1yf9cyx, 43knl3z17afypz27sz4qzkxnu, 2r64ekro7ydonu8jg7s12xyei, 4luphb29oi2p9ftkag6xb69jp, 3x8j3d4oygoxsu75ipz0idt6, cwimbfv671qph6cxdcl32elzp, 3dy32ujo7srhl6rq7vb9e97xm, es83awo143gzdm1ohwqwpmjf9, 41ntkkxxtjznfdz7966j64161, cqgg8fu39fn7k9blog2zjpk2x, dirgn9z2tdz1603md8x3dni6t",3993464513,197,16116,3993464507,130,18,3993464509,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3993464503,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3993464511,194,5vi8t2fffmk5kjfukazcmyo5x,3993464515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325693,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-24T19:00:25.941Z,2023-01-24T19:00:26Z,3993465743,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, 7edc89hg3r6ueacgnkde7fzvu, 74vpeqcguo2sb2qgpt3b6zq3t, aqu903olqgqkljzwr658cogd1, 9eaozqsxv2347nryh9pkmg251, 6q06inb8ukzfsrxy0arxl78q1, dndv2nbwzzvgrlgf6gmeqtryt, awsbedog2zaz7zpjucbcba82y, b1yok7nf3a2fu9voe0oy7o6ad, az767vfe6ig8vwir9uu2eu3th, 64tpd90skhh1yj8yztefhahn9, 9bpm5m1tsplxq77m3cbpfm4t1, do0vklx8voqfr05b3j04ilex, 4qafo1hp52b8lqsqkxym0d8lx, 7iruezvsore21eboc96g7oqtx, 35f2se8cf2zmpxl45zulorpat, 8zcwhxcdh09wxdn29kzpox591",3993465749,130,18,3993465753,194,aqu903olqgqkljzwr658cogd1,3993465757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993465747,59,"19, 21, 27, 18, 5, 2, 16, 22, 17, 10, 24, 3, 4, 6, 7, 8, 15, 20",3993465755,197,16113,3993465745,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3993465751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344025,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-24T19:46:22.544Z,2023-01-24T19:46:24Z,3993553473,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343997,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-24T19:46:22.544Z,2023-01-26T04:47:53Z,3993553345,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344033,3,1,1,0,0,69t8imcdaqlgfbds2p58596my,1,50,49.7,2023-01-24T19:46:22.664Z,2023-01-26T12:18:56Z,3993553531,213,2.9,3993553537,279,S,3995587599,178,,3993553523,140,42.3,3993553527,212,8.3,3993553525,141,52.6,3993553521,56,Back,,,,az767vfe6ig8vwir9uu2eu3th,E. Kachunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344041,4,1,1,0,1,69t8imcdaqlgfbds2p58596my,1,42.7,51.3,2023-01-24T19:46:24.440Z,2023-01-26T12:19:02Z,3995587615,178,,3993553557,141,31.2,3993553555,140,33.0,3993553561,213,4.1,3993553559,212,17.0,3993553553,56,Back,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344081,5,1,1,0,4,69t8imcdaqlgfbds2p58596my,1,31.1,26.2,2023-01-24T19:46:26.615Z,2023-01-26T12:19:05Z,3993553777,141,46.2,3993553775,140,26.1,3993553781,213,1.9,3993553779,212,14.6,3995587649,178,,3993553773,56,Back,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344153,6,1,1,0,6,69t8imcdaqlgfbds2p58596my,1,24.7,45.2,2023-01-24T19:46:29.188Z,2023-01-26T12:19:43Z,3993554137,212,19.2,3993554131,140,29.9,3995587793,178,,3993554127,56,Back,3993554139,213,5.0,3993554133,141,18.2,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344181,7,1,1,0,10,69t8imcdaqlgfbds2p58596my,1,39.8,14.1,2023-01-24T19:46:33Z,2023-01-26T12:19:47Z,3993554291,213,0.4,3993554283,56,Center,3993554289,212,39.4,3993554287,141,38.3,3993554293,1,,3995587803,178,,3993554285,140,73.9,3993554281,155,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344193,8,1,1,0,12,69t8imcdaqlgfbds2p58596my,1,77.2,38,2023-01-24T19:46:35.308Z,2023-01-26T12:19:52Z,3995587811,388,,3993554361,140,85.2,3993554365,212,11.2,3993554367,213,5.6,3993554357,3,,3993554359,56,Center,3993554363,141,27.0,,,,az767vfe6ig8vwir9uu2eu3th,E. Kachunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
