id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2535613481,262,5,1,29,17,69t8imcdaqlgfbds2p58596my,1,43.4,101.5,2023-04-18T19:14:48.953Z,2023-04-21T03:02:23Z,4200800429,56,Back,4200800431,347,,4200800491,233,249,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613499,263,1,1,29,33,69t8imcdaqlgfbds2p58596my,1,40.5,100,2023-04-18T19:15:04.761Z,2023-04-21T03:02:33Z,4200800543,213,4.2,4200800537,140,30.9,4200800533,107,,4200800535,56,Back,4200800539,141,76.7,4200800541,212,19.8,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613647,264,1,1,29,37,69t8imcdaqlgfbds2p58596my,1,30.9,76.7,2023-04-18T19:15:08.951Z,2023-04-21T03:02:36Z,4200801291,140,10.2,4200801301,212,22.5,4205224655,178,,4200801305,213,3.4,4200801287,56,Back,4200801297,141,68.2,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613729,265,1,1,29,45,69t8imcdaqlgfbds2p58596my,0,12.3,62.7,2023-04-18T19:15:17.046Z,2023-04-21T03:02:41Z,4200801759,157,,4200801761,56,Center,4205224667,178,,4200801769,213,0.1,4200801771,1,,4200801765,141,70.2,4200801767,212,54.5,4200801763,140,64.0,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613737,250,44,1,29,49,8mbtyq0has0uu0565fm9t5cdo,1,38.2,31.2,2023-04-18T19:15:20.596Z,2023-04-21T05:37:47Z,4200801923,233,266,4200801813,285,,4200801811,56,Back,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613747,266,44,1,29,49,69t8imcdaqlgfbds2p58596my,0,61.8,68.8,2023-04-18T19:15:20.597Z,2023-04-21T03:02:44Z,4200802011,233,250,4200801865,286,,4200801863,56,Center,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613759,251,1,1,29,49,8mbtyq0has0uu0565fm9t5cdo,0,40.6,32,2023-04-18T19:15:20.624Z,2023-04-21T05:37:48Z,4200801949,213,5.8,4200801945,141,20.4,4200801947,212,18.6,4200801943,140,56.6,4200801939,3,,4200801941,56,Right,4205224685,388,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616187,290,61,1,29,50,69t8imcdaqlgfbds2p58596my,1,41.5,85.3,2023-04-18T19:15:21.438Z,2023-04-21T03:03:03Z,4205224705,178,,4200815193,56,Back,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613819,253,49,1,29,51,8mbtyq0has0uu0565fm9t5cdo,1,60.8,18.3,2023-04-18T19:15:23.044Z,2023-04-21T03:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613815,252,43,1,29,52,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:15:23.606Z,2023-04-18T19:16:47Z,4200802249,141,17.6,4200802251,212,8.3,4200813089,144,1,4200802243,168,0,4200802247,140,61.2,4200802245,56,Right,4200802253,213,5.4,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613865,254,4,1,29,53,8mbtyq0has0uu0565fm9t5cdo,1,60.7,25.7,2023-04-18T19:15:24.955Z,2023-04-21T03:03:17Z,4200802497,56,Center,4200802495,13,,4200802583,233,268,4200802499,152,,4200802507,286,,4200802503,265,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613879,268,4,1,29,53,69t8imcdaqlgfbds2p58596my,0,39.3,74.3,2023-04-18T19:15:24.956Z,2023-04-21T03:03:17Z,4200802565,285,,4200802563,265,,4200802609,233,254,4200802557,13,,4205224757,178,,4200802561,152,,4200802559,56,Back,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535613875,267,43,1,29,55,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-18T19:15:26.641Z,2023-04-18T19:15:29Z,4200802749,144,7,4200802541,285,0,4200802539,56,Back,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614635,255,1,1,30,24,8mbtyq0has0uu0565fm9t5cdo,0,58.7,23.6,2023-04-18T19:15:55.517Z,2023-04-21T01:41:21Z,4200806631,155,,4200806635,56,Center,4200806637,140,84.5,4200806633,152,,4200806649,1,,4200806645,213,0.7,4200806643,212,36.5,4205133207,178,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,4200806641,141,4200806629,5,,,,,,,,,,,,,59.6,,,,,,,,,,,,,,,,,,,
2535614671,269,44,1,30,26,69t8imcdaqlgfbds2p58596my,1,14,38.4,2023-04-18T19:15:58.042Z,2023-04-21T05:37:48Z,4200806821,285,,4200806819,56,Back,4200806829,233,256,,,,,,,,,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614661,256,44,1,30,26,8mbtyq0has0uu0565fm9t5cdo,0,86,61.6,2023-04-18T19:15:58.043Z,2023-04-21T01:41:24Z,4200806775,56,Center,4200806777,286,,4200806965,233,269,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614689,270,12,1,30,26,69t8imcdaqlgfbds2p58596my,1,13.4,35.7,2023-04-18T19:15:58.090Z,2023-04-21T05:37:48Z,4200806913,141,35.8,4200806917,213,3.1,4200806915,212,4.6,4200806905,56,Back,4200806973,15,,4200806909,140,9.0,4205133355,388,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614707,257,1,1,30,28,8mbtyq0has0uu0565fm9t5cdo,0,85.8,61.1,2023-04-18T19:16:00.245Z,2023-04-21T01:41:36Z,4200807043,213,4.7,4205133409,388,,4200807037,140,85.9,4200807035,56,Center,4200807033,3,,4200807041,212,9.5,4200807039,141,47.2,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536458853,870,83,1,30,30,8mbtyq0has0uu0565fm9t5cdo,1,88.1,49.5,2023-04-18T19:16:01.449Z,2023-04-21T04:56:56Z,4205331071,399,178342,,,,,,,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614783,271,12,1,30,30,69t8imcdaqlgfbds2p58596my,1,10.6,51.5,2023-04-18T19:16:01.468Z,2023-04-21T01:42:01Z,4200807451,212,3.6,4200807449,141,46.7,4200807453,213,5.2,4200807447,140,12.1,4200807445,56,Back,4205133481,178,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614865,272,12,1,30,31,69t8imcdaqlgfbds2p58596my,1,12.1,46.7,2023-04-18T19:16:02.412Z,2023-04-21T01:42:06Z,4200808015,141,57.5,4200808013,140,26.7,4200808017,212,17.0,4200808019,213,0.4,4205133975,178,,4200808011,56,Back,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614859,258,1,1,30,33,8mbtyq0has0uu0565fm9t5cdo,0,76.7,38.3,2023-04-18T19:16:04.752Z,2023-04-21T01:42:12Z,4200807991,212,18.2,4205134057,178,,4200807989,141,35.8,4200807987,140,94.0,4200807983,3,,4200807985,56,Center,4200807993,213,6.2,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614891,273,44,1,30,35,69t8imcdaqlgfbds2p58596my,1,7.4,54.1,2023-04-18T19:16:06.480Z,2023-04-21T05:37:49Z,4200808197,233,259,4200808131,56,Back,4200808133,285,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614873,259,44,1,30,35,8mbtyq0has0uu0565fm9t5cdo,0,92.6,45.9,2023-04-18T19:16:06.481Z,2023-04-21T01:42:19Z,4200808033,56,Center,4200808035,286,,4200808241,233,273,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614907,274,11,1,30,35,69t8imcdaqlgfbds2p58596my,1,7.5,49.1,2023-04-18T19:16:06.536Z,2023-04-21T05:37:49Z,4201989939,378,,4200808171,88,,4200808169,56,Back,4205134469,388,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535614981,275,1,1,30,38,69t8imcdaqlgfbds2p58596my,1,12.8,40,2023-04-18T19:16:09.904Z,2023-04-21T01:42:38Z,4200808593,140,38.7,4200808595,141,6.8,4200808597,212,35.3,4200808601,1,,4200808599,213,5.6,4200808591,56,Back,4205134599,178,,4200808589,123,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,4200808625,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615187,276,1,1,30,45,69t8imcdaqlgfbds2p58596my,1,55.3,7.1,2023-04-18T19:16:16.940Z,2023-04-21T01:42:43Z,4200809755,56,Back,4200809757,140,39.1,4205134679,178,,4200809759,141,7.6,4200809761,212,17.0,4200809763,213,3.1,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615239,277,1,1,30,48,69t8imcdaqlgfbds2p58596my,1,37.8,8.5,2023-04-18T19:16:19.341Z,2023-04-21T01:42:47Z,4200810109,141,31.8,4200810105,140,27.2,4200810103,56,Back,4200810117,213,2.2,4200810113,212,19.4,4205134739,178,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615375,278,1,1,30,50,69t8imcdaqlgfbds2p58596my,1,27.2,31.8,2023-04-18T19:16:21.562Z,2023-04-21T01:42:50Z,4200810831,56,Back,4200810835,141,73.6,4200810837,212,28.7,4200810833,140,30.9,4205134791,178,,4200810839,213,1.4,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615493,279,1,1,30,56,69t8imcdaqlgfbds2p58596my,1,31.3,69.3,2023-04-18T19:16:27.726Z,2023-04-21T01:42:54Z,4200811441,56,Back,4200811449,213,4.4,4205134909,178,,4200811445,141,41.2,4200811447,212,19.8,4200811443,140,26.4,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615565,280,1,1,31,1,69t8imcdaqlgfbds2p58596my,1,28,38.2,2023-04-18T19:16:32.412Z,2023-04-21T01:42:57Z,4200811793,140,30.3,4200811797,141,61.5,4200811789,56,Back,4200811799,212,16.0,4205134981,178,,4200811801,213,1.4,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615609,281,1,1,31,4,69t8imcdaqlgfbds2p58596my,1,30.6,61.5,2023-04-18T19:16:35.749Z,2023-04-21T01:43:00Z,4205135061,178,,4200812043,141,96.3,4200812045,212,27.5,4200812047,213,1.0,4200812039,56,Back,4200812041,140,44.0,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615721,282,1,1,31,7,69t8imcdaqlgfbds2p58596my,1,44.3,96.5,2023-04-18T19:16:38.442Z,2023-04-21T01:43:04Z,4205135161,178,,4200812663,212,16.5,4200812665,213,3.8,4200812659,140,31.7,4200812661,141,82.1,4200812657,56,Back,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615819,283,1,1,31,12,69t8imcdaqlgfbds2p58596my,1,35.2,81.1,2023-04-18T19:16:43.801Z,2023-04-21T01:43:06Z,4205135193,178,,4200813161,56,Back,4200813163,140,42.4,4200813165,141,94.8,4200813167,212,12.0,4200813169,213,0.9,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615877,284,1,1,31,15,69t8imcdaqlgfbds2p58596my,1,42.4,94.8,2023-04-18T19:16:46.937Z,2023-04-21T01:43:10Z,4200813467,56,Back,4200813471,141,87.7,4200813469,140,27.9,4205135275,178,,4200813475,213,3.4,4200813473,212,16.0,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615915,285,1,1,31,17,69t8imcdaqlgfbds2p58596my,0,34.5,95.4,2023-04-18T19:16:49.255Z,2023-04-21T01:43:17Z,4200813675,212,30.7,4200813677,213,6.1,4200813673,141,85.4,4200813671,140,63.0,4200813667,155,,4205135417,178,,4200813669,56,Left,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615991,260,1,1,31,20,8mbtyq0has0uu0565fm9t5cdo,0,37.2,17.3,2023-04-18T19:16:51.571Z,2023-04-21T01:43:23Z,4200814101,141,25.6,4200814095,3,,4200814097,56,Center,4205135593,178,,4200814099,140,58.1,4200814105,213,0.3,4200814103,212,22.7,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615983,286,44,1,31,21,69t8imcdaqlgfbds2p58596my,1,42.4,78.8,2023-04-18T19:16:53.027Z,2023-04-21T05:37:49Z,4200814243,233,261,4200814055,285,,4200814053,56,Back,,,,,,,,,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535615997,261,44,1,31,21,8mbtyq0has0uu0565fm9t5cdo,0,57.6,21.2,2023-04-18T19:16:53.028Z,2023-04-21T01:43:28Z,4200814291,233,286,4200814135,56,Center,4200814137,286,,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616035,287,1,1,31,21,69t8imcdaqlgfbds2p58596my,0,41.9,82.9,2023-04-18T19:16:53.066Z,2023-04-21T05:37:50Z,4200814365,212,18.4,4200814367,213,5.8,4200814363,141,69.3,4205135763,388,,4200814361,140,57.1,4200814359,56,Center,4200814357,3,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616041,263,44,1,31,23,8mbtyq0has0uu0565fm9t5cdo,1,44,28.3,2023-04-18T19:16:55.090Z,2023-04-21T05:37:50Z,4200814397,56,Back,4200814477,233,288,4200814399,285,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616043,288,44,1,31,23,69t8imcdaqlgfbds2p58596my,0,56,71.7,2023-04-18T19:16:55.091Z,2023-04-21T01:43:36Z,4200814407,286,,4200814403,56,Center,4200814515,233,263,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616053,264,1,1,31,23,8mbtyq0has0uu0565fm9t5cdo,0,45.1,25.9,2023-04-18T19:16:55.111Z,2023-04-21T05:37:50Z,4200814503,213,0.1,4205135909,388,,4200814499,141,27.6,4200814501,212,13.5,4200814497,140,57.9,4200814495,56,Center,4200814493,3,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616085,289,61,1,31,24,69t8imcdaqlgfbds2p58596my,0,38.5,78.1,2023-04-18T19:16:56.092Z,2023-04-21T01:43:44Z,4200814681,56,Back,4205136061,178,,,,,,,,,,,,,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616025,262,43,1,31,25,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:16:56.910Z,2023-04-18T19:33:59Z,4200814299,168,0,4200814307,212,0,4200814305,141,25.9,4200814303,140,45.1,4200814297,3,0,4200814301,56,Back,4200940049,144,1,4200814311,213,3.1,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616237,266,49,1,31,25,8mbtyq0has0uu0565fm9t5cdo,1,54.9,21.2,2023-04-18T19:16:56.961Z,2023-04-21T05:00:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616229,265,1,1,31,27,8mbtyq0has0uu0565fm9t5cdo,1,59.4,27.6,2023-04-18T19:16:58.907Z,2023-04-21T01:43:56Z,4200815397,141,9.2,4200815395,140,54.2,4200815405,213,4.3,4200815391,56,Right,4200815401,212,13.7,4205136289,178,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616415,267,1,1,31,37,8mbtyq0has0uu0565fm9t5cdo,1,72,5.2,2023-04-18T19:17:09Z,2023-04-21T01:44:01Z,4205136371,178,,4200816361,56,Right,4200816367,212,12.3,4200816365,141,5.0,4200816363,140,60.3,4200816369,213,3.2,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616525,268,1,1,31,39,8mbtyq0has0uu0565fm9t5cdo,1,60.5,5,2023-04-18T19:17:11.111Z,2023-04-21T01:44:06Z,4200817065,212,9.1,4200817067,213,6.2,4200817063,141,3.8,4200817061,140,69.1,4200817059,56,Right,4205136451,178,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616551,269,1,1,31,43,8mbtyq0has0uu0565fm9t5cdo,0,81.5,6.4,2023-04-18T19:17:15.261Z,2023-04-21T01:44:15Z,4200817221,56,Center,4200817229,213,1.2,4200817217,2,,4200817225,141,40.7,4201992057,72,,4201992055,223,,4200817227,212,24.9,4200817223,140,89.9,5djouum2kdazpcjf79gbk2ju1,J. Smith,,4205136611,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616701,293,61,1,31,45,69t8imcdaqlgfbds2p58596my,1,5.5,51.2,2023-04-18T19:17:16.517Z,2023-04-21T01:44:44Z,4200817913,56,Back,4205136875,178,,,,,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616623,291,10,1,31,46,69t8imcdaqlgfbds2p58596my,1,1,54.3,2023-04-18T19:17:17.327Z,2023-04-21T01:45:16Z,4201993511,182,,4201993621,377,,4201993509,179,,4200817555,56,Back,4201993513,139,,4201993507,173,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616665,270,6,1,31,47,8mbtyq0has0uu0565fm9t5cdo,1,95.4,39.6,2023-04-18T19:17:18.351Z,2023-04-21T01:45:20Z,4200817759,75,,4200817793,233,292,4200817757,56,Center,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535616625,292,6,1,31,47,69t8imcdaqlgfbds2p58596my,0,4.6,60.4,2023-04-18T19:17:18.351Z,2023-04-21T01:45:20Z,4200817577,56,Back,4200817581,73,,4200817885,233,270,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535617367,271,1,1,32,15,8mbtyq0has0uu0565fm9t5cdo,1,99.5,0.5,2023-04-18T19:17:47.021Z,2023-04-21T01:45:35Z,4200821641,6,,4205137617,178,,4200821647,56,Center,4200821643,155,,4200821645,223,,4200823381,154,,4200821649,140,95.4,4200821657,1,,8wnv741y7ghjolf8g5c7psru1,J. Powell,1,4200821655,213,4200821653,212,44.1,4200821639,2,4200821651,141,65.1,4200823379,210,15,4201993993,72,,1.7,,,,,,,,,,,,,,,,,,,
2535617371,272,15,1,32,18,8mbtyq0has0uu0565fm9t5cdo,1,96.7,62,2023-04-18T19:17:49.560Z,2023-04-21T01:45:35Z,4200822661,25,,4200823449,79,,4201998183,391,,4200823465,147,49.6,4200823463,146,98.0,4200823451,29,,4200821677,56,Center,4201998181,21,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,4200827493,61,4200822667,328,,4200823453,154,4200823455,55,271,4200823459,102,50.3,4200823461,103,29.1,,4205137829,178,4200825421,233,294,,,,,,,,,,,,,,
2535617391,294,10,1,32,19,69t8imcdaqlgfbds2p58596my,1,1,47.1,2023-04-18T19:17:50.964Z,2023-04-21T01:45:39Z,4200821801,182,,4200825461,233,272,4200825341,181,,4201998359,176,,4200821803,56,Back,4201998361,378,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535617403,295,52,1,32,20,69t8imcdaqlgfbds2p58596my,1,1.4,49.4,2023-04-18T19:17:51.751Z,2023-04-21T01:45:43Z,4205138105,178,,4201998429,378,,,,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535617731,296,1,1,32,23,69t8imcdaqlgfbds2p58596my,1,13.2,42.1,2023-04-18T19:17:54.823Z,2023-04-21T01:45:51Z,4200823711,140,32.4,4200823715,212,28.2,4200823717,213,5.5,4200823713,141,13.1,4200823707,123,,4205138177,178,,4200823709,56,Back,4200824917,210,13,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535617739,297,13,1,32,32,69t8imcdaqlgfbds2p58596my,1,81.2,29.4,2023-04-18T19:18:03.917Z,2023-04-21T01:45:51Z,4200824961,231,48.0,4200824959,230,96.9,4200824957,215,,4200824953,102,39.7,4200824955,103,100,4200824949,55,296,4200823751,18,,4200824947,29,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,4200824945,81,4200823753,56,Center,4200824315,23,4200824317,20,,4205138281,178,,,,,,,,,,,,,,,,,,,,,,,,
2535617819,273,5,1,32,34,8mbtyq0has0uu0565fm9t5cdo,1,-0.8,56.8,2023-04-18T19:18:05.673Z,2023-04-21T01:45:54Z,4200824253,233,298,4200824213,346,,4200824211,56,Back,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535617757,298,5,1,32,34,69t8imcdaqlgfbds2p58596my,0,100.8,43.2,2023-04-18T19:18:05.673Z,2023-04-21T01:45:55Z,4200824291,233,273,4200823825,56,Center,4200823827,346,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535618459,274,1,1,33,6,8mbtyq0has0uu0565fm9t5cdo,0,4.4,44.5,2023-04-18T19:18:37.714Z,2023-04-21T01:45:59Z,4200827765,56,Right,4200827763,155,,4200827783,213,6.0,4200827769,140,56.5,4200827801,74,,4200827761,124,,4200827777,212,57.7,4200827773,141,17.7,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,4200827791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535618511,299,44,1,33,9,69t8imcdaqlgfbds2p58596my,1,40.2,79.6,2023-04-18T19:18:41.138Z,2023-04-21T05:37:51Z,4200828053,233,275,4200828033,285,,4200828031,56,Back,,,,,,,,,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535618467,275,44,1,33,9,8mbtyq0has0uu0565fm9t5cdo,0,59.8,20.4,2023-04-18T19:18:41.139Z,2023-04-21T01:46:02Z,4200828073,233,299,4200827833,286,,4200827831,56,Right,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
